date,sample,horizon,universe,factor,family,strategy,gross,turnover,mean_act5,act5_gt1_share,base_gross,base_turnover,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
2020-03-10,LATE_2020_2022,5,KOSDAQ,OP12_REV,REVISION,CF20_ACT5_W10,-0.15669324807591656,0.35,1.1545475383028674,0.4,-0.18053480889952955,0.30000000000000004,0.023841560823612995,0.04999999999999993,0.023841560823612995,0.023691560823612994,0.023541560823612997
2020-03-10,LATE_2020_2022,5,KOSDAQ,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.1463111209743752,0.65,1.80644618034664,1.0,-0.18053480889952955,0.30000000000000004,0.034223687925154345,0.35,0.034223687925154345,0.03317368792515434,0.03212368792515435
2020-03-10,LATE_2020_2022,5,KOSDAQ,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.14624093920093229,0.19999999999999996,1.163217880292852,0.4,-0.16827816739705956,0.25,0.022037228196127273,-0.050000000000000044,0.022037228196127273,0.022187228196127274,0.022337228196127275
2020-03-10,LATE_2020_2022,5,KOSDAQ,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.1493837180841895,0.65,1.773664926397705,1.0,-0.16827816739705956,0.25,0.01889444931287007,0.4,0.01889444931287007,0.01769444931287007,0.01649444931287007
2020-03-10,LATE_2020_2022,5,KOSDAQ,PBR12MF,VALUE,CF20_ACT5_W10,-0.18475033895923754,0.15000000000000002,0.9742200219340239,0.45,-0.183764887098379,0.09999999999999998,-0.0009854518608585494,0.050000000000000044,-0.0009854518608585494,-0.0011354518608585496,-0.0012854518608585498
2020-03-10,LATE_2020_2022,5,KOSDAQ,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.1793693283769459,0.6,1.5155408365295329,1.0,-0.183764887098379,0.09999999999999998,0.004395558721433074,0.5,0.004395558721433074,0.0028955587214330738,0.0013955587214330737
2020-03-10,LATE_2020_2022,5,KOSDAQ,PER12MF,VALUE,CF20_ACT5_W10,-0.17376488026124787,0.19999999999999996,0.8434651705461107,0.2,-0.1804488551282351,0.19999999999999996,0.006683974866987241,0.0,0.006683974866987241,0.006683974866987241,0.006683974866987241
2020-03-10,LATE_2020_2022,5,KOSDAQ,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.167312579375432,0.6,1.5690339238288926,1.0,-0.1804488551282351,0.19999999999999996,0.0131362757528031,0.4,0.0131362757528031,0.0119362757528031,0.010736275752803101
2020-03-10,LATE_2020_2022,5,KOSDAQ,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.13813442477086557,0.35,2.629485495150974,0.85,-0.13839755613066565,0.35,0.0002631313598000784,0.0,0.0002631313598000784,0.0002631313598000784,0.0002631313598000784
2020-03-10,LATE_2020_2022,5,KOSDAQ,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.12365332072759216,0.35,3.214258075705793,1.0,-0.13839755613066565,0.35,0.014744235403073486,0.0,0.014744235403073486,0.014744235403073486,0.014744235403073486
2020-03-10,LATE_2020_2022,5,KOSDAQ,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.20117010931863671,0.19999999999999996,0.9557954663625902,0.3,-0.20479243086448834,0.15000000000000002,0.0036223215458516256,0.04999999999999993,0.0036223215458516256,0.0034723215458516256,0.003322321545851626
2020-03-10,LATE_2020_2022,5,KOSDAQ,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.1638423929424986,0.44999999999999996,1.6996766979799147,1.0,-0.20479243086448834,0.15000000000000002,0.04095003792198973,0.29999999999999993,0.04095003792198973,0.04005003792198973,0.039150037921989726
2020-03-10,LATE_2020_2022,5,KOSDAQ,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.17244060760219831,0.4,1.5054989603600306,0.6,-0.1765799130148617,0.30000000000000004,0.0041393054126633855,0.09999999999999998,0.0041393054126633855,0.0038393054126633856,0.0035393054126633856
2020-03-10,LATE_2020_2022,5,KOSDAQ,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.18394875568596955,0.5,1.8833545306990203,1.0,-0.1765799130148617,0.30000000000000004,-0.00736884267110785,0.19999999999999996,-0.00736884267110785,-0.00796884267110785,-0.00856884267110785
2020-03-10,LATE_2020_2022,5,KOSDAQ,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.1916099285765506,0.30000000000000004,1.1346709060123723,0.25,-0.19196767492859412,0.30000000000000004,0.00035774635204352534,0.0,0.00035774635204352534,0.00035774635204352534,0.00035774635204352534
2020-03-10,LATE_2020_2022,5,KOSDAQ,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.20074656281392023,0.7,1.9080846352190555,1.0,-0.19196767492859412,0.30000000000000004,-0.008778887885326103,0.3999999999999999,-0.008778887885326103,-0.009978887885326103,-0.011178887885326103
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20_ACT5_W10,-0.17621172686746747,0.44999999999999996,1.1297099580422394,0.6,-0.1868847873853927,0.4,0.010673060517925215,0.04999999999999993,0.010673060517925215,0.010523060517925216,0.010373060517925215
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.1697414586314573,0.5,1.3224918756808792,1.0,-0.1868847873853927,0.4,0.0171433287539354,0.09999999999999998,0.0171433287539354,0.016843328753935398,0.0165433287539354
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.16316303581876512,0.4,1.1471756483613456,0.6,-0.1745294545315912,0.35,0.011366418712826065,0.050000000000000044,0.011366418712826065,0.011216418712826064,0.011066418712826065
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.16373578929967544,0.55,1.3220939733331194,1.0,-0.1745294545315912,0.35,0.010793665231915744,0.20000000000000007,0.010793665231915744,0.010193665231915745,0.009593665231915745
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20_ACT5_W10,-0.19749185935971442,0.19999999999999996,1.3513973476998093,0.8,-0.19933813923606045,0.09999999999999998,0.0018462798763460297,0.09999999999999998,0.0018462798763460297,0.0015462798763460298,0.00124627987634603
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.19282820163677938,0.35,1.4266438350478086,1.0,-0.19933813923606045,0.09999999999999998,0.006509937599281063,0.25,0.006509937599281063,0.005759937599281063,0.005009937599281063
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20_ACT5_W10,-0.16434008416699455,0.15000000000000002,1.1837179502407198,0.7,-0.16553540566791783,0.09999999999999998,0.0011953215009232743,0.050000000000000044,0.0011953215009232743,0.001045321500923274,0.000895321500923274
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.16689089642053773,0.35,1.3242715830187024,1.0,-0.16553540566791783,0.09999999999999998,-0.0013554907526198978,0.25,-0.0013554907526198978,-0.0021054907526198976,-0.002855490752619898
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.14041321232208764,0.4,2.516052138724045,0.9,-0.14088434144764395,0.44999999999999996,0.00047112912555630215,-0.04999999999999993,0.00047112912555630215,0.0006211291255563019,0.0007711291255563017
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.14606883351135638,0.5,2.544907823524947,1.0,-0.14088434144764395,0.44999999999999996,-0.005184492063712437,0.050000000000000044,-0.005184492063712437,-0.005334492063712437,-0.005484492063712437
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.20649788695323096,0.30000000000000004,1.017195302628447,0.4,-0.21126037440675108,0.30000000000000004,0.00476248745352012,0.0,0.00476248745352012,0.00476248745352012,0.00476248745352012
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.15998343617674254,0.5,1.3060291534881159,1.0,-0.21126037440675108,0.30000000000000004,0.051276938230008534,0.19999999999999996,0.051276938230008534,0.05067693823000853,0.050076938230008534
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.16382938605950476,0.4,1.7489517943990247,0.75,-0.197282149528477,0.4,0.033452763468972246,0.0,0.033452763468972246,0.033452763468972246,0.033452763468972246
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.16400928479344642,0.5,1.835854690347023,1.0,-0.197282149528477,0.4,0.03327286473503058,0.09999999999999998,0.03327286473503058,0.032972864735030576,0.032672864735030574
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.18936688976221236,0.4,1.023578034762873,0.35,-0.19006819095097097,0.30000000000000004,0.0007013011887586074,0.09999999999999998,0.0007013011887586074,0.00040130118875860744,0.00010130118875860752
2020-03-10,LATE_2020_2022,5,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.17695436545824056,0.6,1.5261167446958888,1.0,-0.19006819095097097,0.30000000000000004,0.013113825492730408,0.29999999999999993,0.013113825492730408,0.012213825492730408,0.011313825492730408
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_W10,-0.19117493623377474,0.4,0.9945769935347993,0.35,-0.19117493623377474,0.4,0.0,0.0,0.0,0.0,0.0
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.17050692821421737,0.55,1.521307579684654,1.0,-0.19117493623377474,0.4,0.02066800801955737,0.15000000000000002,0.02066800801955737,0.020218008019557372,0.01976800801955737
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.18450181168809932,0.35,1.05985373447745,0.4,-0.18757992192129028,0.30000000000000004,0.0030781102331909616,0.04999999999999993,0.0030781102331909616,0.0029281102331909616,0.002778110233190962
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.16522214839496635,0.44999999999999996,1.6073537036803145,1.0,-0.18757992192129028,0.30000000000000004,0.022357773526323926,0.1499999999999999,0.022357773526323926,0.021907773526323927,0.02145777352632393
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_W10,-0.19553333205761794,0.09999999999999998,1.21721252499555,0.55,-0.196875310691421,0.050000000000000044,0.0013419786338030593,0.04999999999999993,0.0013419786338030593,0.0011919786338030595,0.0010419786338030598
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.1649386564435388,0.25,1.5392309522243792,1.0,-0.196875310691421,0.050000000000000044,0.031936654247882196,0.19999999999999996,0.031936654247882196,0.03133665424788219,0.030736654247882196
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_W10,-0.17918368456191464,0.09999999999999998,1.0288851647240473,0.45,-0.18578772853601316,0.09999999999999998,0.006604043974098528,0.0,0.006604043974098528,0.006604043974098528,0.006604043974098528
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.17127921948109287,0.55,1.3133344884865181,1.0,-0.18578772853601316,0.09999999999999998,0.014508509054920293,0.45000000000000007,0.014508509054920293,0.013158509054920293,0.011808509054920292
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.15000876802091762,0.35,2.461923453431158,0.8,-0.15856026807332896,0.44999999999999996,0.008551500052411343,-0.09999999999999998,0.008551500052411343,0.008851500052411343,0.009151500052411343
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.13723695837803196,0.44999999999999996,2.715968838354653,1.0,-0.15856026807332896,0.44999999999999996,0.021323309695297,0.0,0.021323309695297,0.021323309695297,0.021323309695297
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.2068636302485117,0.25,0.9634677066862084,0.35,-0.19803165509244985,0.19999999999999996,-0.00883197515606185,0.050000000000000044,-0.00883197515606185,-0.00898197515606185,-0.00913197515606185
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.16674134590245576,0.5,1.3542412541191375,1.0,-0.19803165509244985,0.19999999999999996,0.03129030918999409,0.30000000000000004,0.03129030918999409,0.03039030918999409,0.029490309189994093
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.17719279116432088,0.4,1.578809590127339,0.6,-0.20683284184098066,0.35,0.029640050676659785,0.050000000000000044,0.029640050676659785,0.029490050676659784,0.029340050676659783
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.17684677263490223,0.5,1.8901359782364586,1.0,-0.20683284184098066,0.35,0.029986069206078436,0.15000000000000002,0.029986069206078436,0.029536069206078437,0.029086069206078435
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.18292063395475405,0.25,1.0186104253353483,0.35,-0.19907502965838003,0.25,0.01615439570362598,0.0,0.01615439570362598,0.01615439570362598,0.01615439570362598
2020-03-10,LATE_2020_2022,5,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.18873014303979363,0.6,1.557807130485052,1.0,-0.19907502965838003,0.25,0.010344886618586402,0.35,0.010344886618586402,0.009294886618586401,0.008244886618586402
2020-03-17,LATE_2020_2022,5,K200,OP12_REV,REVISION,CF20_ACT5_W10,-0.056858995311453574,0.35,1.608581967497313,0.95,-0.06949701201656625,0.35,0.012638016705112672,0.0,0.012638016705112672,0.012638016705112672,0.012638016705112672
2020-03-17,LATE_2020_2022,5,K200,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.07664266970266767,0.44999999999999996,1.5270853167661573,1.0,-0.06949701201656625,0.35,-0.007145657686101425,0.09999999999999998,-0.007145657686101425,-0.007445657686101425,-0.007745657686101425
2020-03-17,LATE_2020_2022,5,K200,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.0740612312165708,0.44999999999999996,1.5511872820675996,0.95,-0.08176768832424762,0.35,0.007706457107676826,0.09999999999999998,0.007706457107676826,0.007406457107676826,0.007106457107676826
2020-03-17,LATE_2020_2022,5,K200,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.07650227834828296,0.5,1.5517344909303739,1.0,-0.08176768832424762,0.35,0.005265409975964655,0.15000000000000002,0.005265409975964655,0.004815409975964655,0.004365409975964655
2020-03-17,LATE_2020_2022,5,K200,PBR12MF,VALUE,CF20_ACT5_W10,-0.10598134511959716,0.15000000000000002,1.7879511652497868,1.0,-0.11901761777220761,0.15000000000000002,0.013036272652610453,0.0,0.013036272652610453,0.013036272652610453,0.013036272652610453
2020-03-17,LATE_2020_2022,5,K200,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.1088093087598417,0.25,1.7167126649152462,1.0,-0.11901761777220761,0.15000000000000002,0.010208309012365913,0.09999999999999998,0.010208309012365913,0.009908309012365913,0.009608309012365913
2020-03-17,LATE_2020_2022,5,K200,PER12MF,VALUE,CF20_ACT5_W10,-0.0769674213704965,0.15000000000000002,1.4228969094566253,0.95,-0.08739340045898955,0.09999999999999998,0.010425979088493048,0.050000000000000044,0.010425979088493048,0.010275979088493047,0.010125979088493048
2020-03-17,LATE_2020_2022,5,K200,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.09010732768476412,0.19999999999999996,1.3950413567059308,1.0,-0.08739340045898955,0.09999999999999998,-0.0027139272257745706,0.09999999999999998,-0.0027139272257745706,-0.0030139272257745705,-0.0033139272257745704
2020-03-17,LATE_2020_2022,5,K200,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.054658606280756805,0.5,3.1868450699441486,0.95,-0.05158424221440701,0.5,-0.0030743640663497968,0.0,-0.0030743640663497968,-0.0030743640663497968,-0.0030743640663497968
2020-03-17,LATE_2020_2022,5,K200,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.05238777109814041,0.35,3.128982542419288,1.0,-0.05158424221440701,0.5,-0.0008035288837334037,-0.15000000000000002,-0.0008035288837334037,-0.0003535288837334036,9.64711162665965e-05
2020-03-17,LATE_2020_2022,5,K200,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.02749486959443755,0.15000000000000002,1.5095810590791643,1.0,-0.0301043922060804,0.09999999999999998,0.0026095226116428505,0.050000000000000044,0.0026095226116428505,0.0024595226116428505,0.00230952261164285
2020-03-17,LATE_2020_2022,5,K200,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.030574195860824292,0.44999999999999996,1.4800667469666065,1.0,-0.0301043922060804,0.09999999999999998,-0.0004698036547438923,0.35,-0.0004698036547438923,-0.0015198036547438923,-0.002569803654743892
2020-03-17,LATE_2020_2022,5,K200,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.0472765927461667,0.19999999999999996,1.4465041666544407,0.95,-0.05513881393420693,0.19999999999999996,0.007862221188040232,0.0,0.007862221188040232,0.007862221188040232,0.007862221188040232
2020-03-17,LATE_2020_2022,5,K200,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.06888527771353062,0.44999999999999996,1.300058832419289,1.0,-0.05513881393420693,0.19999999999999996,-0.01374646377932369,0.25,-0.01374646377932369,-0.01449646377932369,-0.015246463779323689
2020-03-17,LATE_2020_2022,5,K200,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.09919273281589536,0.44999999999999996,1.561718115601216,0.9,-0.11410472088981147,0.5,0.01491198807391611,-0.050000000000000044,0.01491198807391611,0.015061988073916111,0.01521198807391611
2020-03-17,LATE_2020_2022,5,K200,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.10136102950593773,0.6,1.5654430835690194,1.0,-0.11410472088981147,0.5,0.01274369138387374,0.09999999999999998,0.01274369138387374,0.01244369138387374,0.01214369138387374
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_W10,-0.10566031096076275,0.5,1.247932544120299,0.7,-0.1131841176148393,0.44999999999999996,0.007523806654076551,0.050000000000000044,0.007523806654076551,0.007373806654076551,0.007223806654076551
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.0929330096019496,0.65,1.474068688318675,1.0,-0.1131841176148393,0.44999999999999996,0.020251108012889707,0.20000000000000007,0.020251108012889707,0.019651108012889707,0.019051108012889707
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.11006021097647567,0.30000000000000004,1.3013143036697987,0.75,-0.10976822912843905,0.30000000000000004,-0.00029198184803662375,0.0,-0.00029198184803662375,-0.00029198184803662375,-0.00029198184803662375
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.10605845226003033,0.55,1.46723836929562,1.0,-0.10976822912843905,0.30000000000000004,0.003709776868408718,0.25,0.003709776868408718,0.002959776868408718,0.002209776868408718
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_W10,-0.1370186877460127,0.25,1.517260216272817,0.9,-0.13983821537588945,0.15000000000000002,0.00281952762987675,0.09999999999999998,0.00281952762987675,0.0025195276298767503,0.0022195276298767504
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.13642539872146323,0.6,1.4954370303209301,1.0,-0.13983821537588945,0.15000000000000002,0.0034128166544262206,0.44999999999999996,0.0034128166544262206,0.002062816654426221,0.0007128166544262209
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_W10,-0.10884143237913783,0.15000000000000002,1.5472279760903933,0.9,-0.11924849385519694,0.15000000000000002,0.010407061476059104,0.0,0.010407061476059104,0.010407061476059104,0.010407061476059104
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.1046922961524019,0.5,1.6351969692442012,1.0,-0.11924849385519694,0.15000000000000002,0.014556197702795037,0.35,0.014556197702795037,0.013506197702795037,0.012456197702795038
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.054949327396743075,0.5,1.4679411953629802,0.75,-0.05924710379865,0.44999999999999996,0.0042977764019069276,0.050000000000000044,0.0042977764019069276,0.004147776401906928,0.003997776401906928
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.07287201731084088,0.6,1.56837944196096,1.0,-0.05924710379865,0.44999999999999996,-0.013624913512190875,0.15000000000000002,-0.013624913512190875,-0.014074913512190876,-0.014524913512190875
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.08171262867264446,0.30000000000000004,1.3037039209063708,0.7,-0.07718965748343576,0.25,-0.004522971189208705,0.050000000000000044,-0.004522971189208705,-0.004672971189208705,-0.004822971189208705
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.08522496585033955,0.65,1.4366596056684509,1.0,-0.07718965748343576,0.25,-0.00803530836690379,0.4,-0.00803530836690379,-0.00923530836690379,-0.01043530836690379
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.08776678990172633,0.5,1.4218779698172788,0.9,-0.08550626052701565,0.5,-0.0022605293747106764,0.0,-0.0022605293747106764,-0.0022605293747106764,-0.0022605293747106764
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.08119032427367173,0.65,1.4638971030150698,1.0,-0.08550626052701565,0.5,0.004315936253343922,0.15000000000000002,0.004315936253343922,0.0038659362533439217,0.0034159362533439214
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.12098710474230127,0.4,1.3974425044976726,0.75,-0.1200686970901701,0.44999999999999996,-0.0009184076521311785,-0.04999999999999993,-0.0009184076521311785,-0.0007684076521311787,-0.0006184076521311789
2020-03-17,LATE_2020_2022,5,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.11843417698576078,0.65,1.5809544061684606,1.0,-0.1200686970901701,0.44999999999999996,0.001634520104409315,0.20000000000000007,0.001634520104409315,0.0010345201044093147,0.0004345201044093146
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,OP12_REV,REVISION,CF20_ACT5_W10,-0.06935214995259328,0.55,1.5975650700668977,0.9,-0.1139975049617529,0.44999999999999996,0.044645355009159615,0.10000000000000009,0.044645355009159615,0.044345355009159614,0.04404535500915961
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.08877381704708913,0.5,1.4592908563858555,1.0,-0.1139975049617529,0.44999999999999996,0.02522368791466377,0.050000000000000044,0.02522368791466377,0.02507368791466377,0.024923687914663768
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.07327892439705097,0.55,1.5635823688054034,0.95,-0.09755796581203377,0.55,0.0242790414149828,0.0,0.0242790414149828,0.0242790414149828,0.0242790414149828
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.07488684536272947,0.44999999999999996,1.5003879808522878,1.0,-0.09755796581203377,0.55,0.022671120449304305,-0.10000000000000009,0.022671120449304305,0.022971120449304307,0.023271120449304305
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,PBR12MF,VALUE,CF20_ACT5_W10,-0.12566530161360398,0.25,1.8513390026562426,1.0,-0.13843569001202227,0.19999999999999996,0.012770388398418292,0.050000000000000044,0.012770388398418292,0.012620388398418291,0.012470388398418292
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.13087829400897696,0.35,1.8281679175039371,1.0,-0.13843569001202227,0.19999999999999996,0.007557396003045308,0.15000000000000002,0.007557396003045308,0.007107396003045308,0.006657396003045308
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,PER12MF,VALUE,CF20_ACT5_W10,-0.10431091300292934,0.35,1.638843651719256,0.95,-0.09773378368066395,0.30000000000000004,-0.006577129322265396,0.04999999999999993,-0.006577129322265396,-0.006727129322265396,-0.006877129322265396
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.10638934410581387,0.5,1.5464158983084049,1.0,-0.09773378368066395,0.30000000000000004,-0.008655560425149922,0.19999999999999996,-0.008655560425149922,-0.009255560425149922,-0.009855560425149922
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.043831218455431906,0.7,3.3251635759644627,0.95,-0.053339873213956765,0.7,0.00950865475852486,0.0,0.00950865475852486,0.00950865475852486,0.00950865475852486
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.055170457991943214,0.6,3.3155694341511066,1.0,-0.053339873213956765,0.7,-0.0018305847779864493,-0.09999999999999998,-0.0018305847779864493,-0.0015305847779864493,-0.0012305847779864494
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.015852655320904754,0.44999999999999996,1.4954461605506144,1.0,-0.031065016720662374,0.30000000000000004,0.01521236139975762,0.1499999999999999,0.01521236139975762,0.014762361399757621,0.01431236139975762
2020-03-17,LATE_2020_2022,5,KOSPI_ALL,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.022063361973171824,0.55,1.4273859399456366,1.0,-0.031065016720662374,0.30000000000000004,0.00900165474749055,0.25,0.00900165474749055,0.00825165474749055,0.00750165474749055
