universe,sample,other_decile,n_dates,fwd10,cf20_select_rate
KOSDAQ,LATE_2020_2022,6,75,0.0018751575613511035,0.5087137472927813
KOSDAQ,LATE_2020_2022,7,75,0.005663220274414112,0.6564463118414994
KOSDAQ,LATE_2020_2022,8,75,0.0037533704283285218,0.8072080722917431
KOSDAQ,LATE_2020_2022,9,75,0.008719293458330666,0.9342949292846316
KOSDAQ,LATE_2020_2022,10,70,0.0004948403828109893,0.9878968253968253
KOSDAQ,NORMAL_2023_2024,1,43,-0.01172096001264944,0.031007751937984496
KOSDAQ,NORMAL_2023_2024,2,48,0.008563207579174345,0.07146187146187145
KOSDAQ,NORMAL_2023_2024,3,48,0.0081150546126479,0.2177730097973822
KOSDAQ,NORMAL_2023_2024,4,48,-0.003790253752347646,0.328363079771299
KOSDAQ,NORMAL_2023_2024,5,48,-0.0006061068010856744,0.39437507586116444
KOSDAQ,NORMAL_2023_2024,6,48,0.005094624467735908,0.504672203405352
KOSDAQ,NORMAL_2023_2024,7,48,0.002156812252472556,0.6585854333726125
KOSDAQ,NORMAL_2023_2024,8,48,0.007581811590013666,0.8087394916678162
KOSDAQ,NORMAL_2023_2024,9,48,-0.004771394647296993,0.9626156248650445
KOSDAQ,NORMAL_2023_2024,10,47,-0.003921616603961129,0.9893617021276596
KOSDAQ,YTD_2026,1,11,-0.043863495807311435,0.0
KOSDAQ,YTD_2026,2,12,-0.011968803289861297,0.11249999999999999
KOSDAQ,YTD_2026,3,13,-0.009391350719636447,0.21218945211304963
KOSDAQ,YTD_2026,4,13,-0.025202112846417844,0.2857847587185274
KOSDAQ,YTD_2026,5,13,-0.019460413093919916,0.36823481231751354
KOSDAQ,YTD_2026,6,13,-0.0036197214518362544,0.5184861355175675
KOSDAQ,YTD_2026,7,13,0.006171526725107789,0.7268344147918138
KOSDAQ,YTD_2026,8,13,0.022015170702521774,0.8386285067136318
KOSDAQ,YTD_2026,9,13,-0.00424794882396083,0.976683572837419
KOSDAQ,YTD_2026,10,10,0.1482380559656858,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,1,22,0.02677789112218185,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,2,25,0.010618703752454472,0.014714285714285714
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,3,25,0.01694172733576492,0.10646077845268855
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,4,25,0.01503112731223194,0.23025267303155286
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,5,25,0.016618950467357577,0.3431891554808591
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,6,25,0.022937769704155588,0.4916874761862872
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,7,25,0.01844163461649737,0.7354860320732775
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,8,25,0.033438094132739654,0.9242178492386404
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,9,25,0.024067008867988817,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,10,25,0.08585181043016829,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,1,69,-0.019688006609414565,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,2,98,-0.007129115834579452,0.053588305118917365
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,3,98,-0.004042217814635256,0.14234649857063883
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,4,98,0.0020230925627608308,0.2535884362042812
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,5,98,-0.0013147282814196413,0.36846042073347324
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,6,98,-0.00018139171333405864,0.5208037450455361
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,7,98,0.001956441297009277,0.6757974168758238
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,8,98,0.004317781630526651,0.8514016415823746
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,9,98,0.005445503014138031,0.9637870042923941
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,10,92,-0.010722611530403344,0.9989130434782609
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,1,61,-0.02227921625014472,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,2,75,0.005864652323006056,0.018809523809523807
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,3,75,0.00037598952070887437,0.09519948634556648
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,4,75,0.005306845466127266,0.19108539462561192
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,5,75,0.004360058062213506,0.3316857523304406
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,6,75,0.002300962547032842,0.48753824003384
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,7,75,0.007729117452047587,0.7210323327049899
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,8,75,0.0027117996619343905,0.9122729282498899
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,9,74,0.012952131812659208,0.9952364864864865
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,10,72,0.002494513670951986,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,1,47,-0.025590241896253942,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,2,48,0.014263922454723632,0.020783730158730158
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,3,48,-0.0006728868779703117,0.0969094396746298
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,4,48,-0.002001060584487111,0.19303743404169516
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,5,48,0.0030183774690447575,0.326999671718269
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,6,48,0.004192246482766808,0.5038256729048353
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,7,48,0.00444514333680618,0.7226739509234662
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,8,48,-0.0016518574991652112,0.9237082803269127
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,9,48,-0.008278368723204388,0.9924087690631809
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,10,48,0.01728791080873994,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,1,10,-0.09245820988448232,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,2,13,-0.013895103790341553,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,3,13,-0.005667838702201901,0.084919177907648
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,4,13,-0.01536303114933524,0.2072164683939373
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,5,13,-0.014334726209243632,0.3077510774999397
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,6,13,-0.00034588137366431724,0.5324760308397998
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,7,13,0.005568810120740235,0.7542378002031929
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,8,13,0.005491680543722806,0.933946422934111
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,9,13,-0.0021841856967874463,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,10,12,0.05728207485634659,1.0
KOSPI_ALL,BULL_2025,1,18,0.04528920325404258,0.0
KOSPI_ALL,BULL_2025,2,25,-0.0033772716781740463,0.015158730158730158
KOSPI_ALL,BULL_2025,3,25,0.014242745757834414,0.1038343368850032
KOSPI_ALL,BULL_2025,4,25,0.012971235761143165,0.21379941159472082
KOSPI_ALL,BULL_2025,5,25,0.016245893718467293,0.3567707206608803
KOSPI_ALL,BULL_2025,6,25,0.022147867834689333,0.5115003405372468
KOSPI_ALL,BULL_2025,7,25,0.027437356277649524,0.7544004349974945
KOSPI_ALL,BULL_2025,8,25,0.03387946888502498,0.9354593371231716
KOSPI_ALL,BULL_2025,9,25,0.03460360930109281,1.0
KOSPI_ALL,BULL_2025,10,23,0.03323754976131652,1.0
KOSPI_ALL,EARLY_2016_2019,1,63,-0.026749287115670147,0.0
KOSPI_ALL,EARLY_2016_2019,2,97,-0.010218290030744159,0.008574460712119899
KOSPI_ALL,EARLY_2016_2019,3,98,-0.0021336415370923362,0.0941320633136421
KOSPI_ALL,EARLY_2016_2019,4,98,0.0009314257567251743,0.21234829825281287
KOSPI_ALL,EARLY_2016_2019,5,98,-0.00033242136337599483,0.3653258950496636
KOSPI_ALL,EARLY_2016_2019,6,98,0.00019032121935900353,0.5209570262536404
KOSPI_ALL,EARLY_2016_2019,7,98,-0.0006244680407258152,0.6883852106011966
KOSPI_ALL,EARLY_2016_2019,8,98,0.0031325394449709257,0.8967488792213899
KOSPI_ALL,EARLY_2016_2019,9,96,7.154108583350804e-05,0.9839499969325338
KOSPI_ALL,EARLY_2016_2019,10,82,0.008342607460381273,1.0
KOSPI_ALL,LATE_2020_2022,1,57,-0.009062740241210211,0.0
KOSPI_ALL,LATE_2020_2022,2,75,-0.003227683520085268,0.024164021164021166
KOSPI_ALL,LATE_2020_2022,3,75,0.0035992029106840704,0.0781711968421551
KOSPI_ALL,LATE_2020_2022,4,75,0.0037680410567403114,0.2122757222354379
KOSPI_ALL,LATE_2020_2022,5,75,0.004003118732386799,0.3382178574609111
KOSPI_ALL,LATE_2020_2022,6,75,0.0047392585951118145,0.5179606907044484
KOSPI_ALL,LATE_2020_2022,7,75,0.01007001064985107,0.7292842511371262
KOSPI_ALL,LATE_2020_2022,8,75,0.006028513917738728,0.8914268557671441
KOSPI_ALL,LATE_2020_2022,9,74,0.015049118625231941,0.9860970243323185
KOSPI_ALL,LATE_2020_2022,10,68,0.0018764865106876633,1.0
KOSPI_ALL,NORMAL_2023_2024,1,40,0.009630610757777991,0.0
KOSPI_ALL,NORMAL_2023_2024,2,48,-0.015074786793821878,0.005580357142857143
KOSPI_ALL,NORMAL_2023_2024,3,48,-0.003619811413373303,0.07302789633297609
KOSPI_ALL,NORMAL_2023_2024,4,48,0.002247820707281786,0.20078073652815318
KOSPI_ALL,NORMAL_2023_2024,5,48,0.00642345848247932,0.3514302269612363
KOSPI_ALL,NORMAL_2023_2024,6,48,0.0038587155577955875,0.5293270839142464
KOSPI_ALL,NORMAL_2023_2024,7,48,0.0024743431954333214,0.7350500265351169
KOSPI_ALL,NORMAL_2023_2024,8,48,0.0019764969578783442,0.9131884564835456
KOSPI_ALL,NORMAL_2023_2024,9,47,0.0028283810233237653,0.9920212765957447
KOSPI_ALL,NORMAL_2023_2024,10,45,0.0212503291026524,1.0
KOSPI_ALL,YTD_2026,1,7,0.011041216800927465,0.0
KOSPI_ALL,YTD_2026,2,12,0.014376039922178991,0.036111111111111115
KOSPI_ALL,YTD_2026,3,13,-0.017720999695781173,0.07513700499338903
KOSPI_ALL,YTD_2026,4,13,0.003816087181761988,0.17733064171079888
KOSPI_ALL,YTD_2026,5,13,-0.0038041576290853514,0.34225306209487766
KOSPI_ALL,YTD_2026,6,13,0.009254489435191275,0.563811053787354
KOSPI_ALL,YTD_2026,7,13,0.005126536406264027,0.7310554409346646
KOSPI_ALL,YTD_2026,8,13,-0.0022283033889013973,0.9582424478503462
KOSPI_ALL,YTD_2026,9,13,-0.020154704632093123,1.0
KOSPI_ALL,YTD_2026,10,11,-0.0592677706266688,1.0
KOSPI_EX_K200,BULL_2025,1,18,0.02705136170011369,0.0
KOSPI_EX_K200,BULL_2025,2,25,0.011095135114280537,0.12423809523809524
KOSPI_EX_K200,BULL_2025,3,25,0.011017487003699191,0.2822598299802231
KOSPI_EX_K200,BULL_2025,4,25,0.00838442099561518,0.3801377846312027
KOSPI_EX_K200,BULL_2025,5,25,0.012253298011834605,0.42991172650433973
KOSPI_EX_K200,BULL_2025,6,25,0.018688401180869306,0.5053992693235503
KOSPI_EX_K200,BULL_2025,7,25,0.01658539975760689,0.6154973899503909
KOSPI_EX_K200,BULL_2025,8,25,0.01585105372447374,0.703796531276621
KOSPI_EX_K200,BULL_2025,9,25,0.01887576401212594,0.8654721478384017
KOSPI_EX_K200,BULL_2025,10,24,0.05996632136570171,0.9384920634920636
KOSPI_EX_K200,EARLY_2016_2019,1,64,-0.020612631724536094,0.17265624999999998
KOSPI_EX_K200,EARLY_2016_2019,2,96,-0.011949794151036213,0.23130457505457502
KOSPI_EX_K200,EARLY_2016_2019,3,98,-0.0022742258535752465,0.3250080907787611
KOSPI_EX_K200,EARLY_2016_2019,4,98,0.002714912411084858,0.3527621676684947
KOSPI_EX_K200,EARLY_2016_2019,5,98,-0.00016288955056571522,0.43444873520126664
KOSPI_EX_K200,EARLY_2016_2019,6,98,-0.003237657032820656,0.5133858877242266
KOSPI_EX_K200,EARLY_2016_2019,7,98,-0.0015027335044188973,0.6071933045056718
KOSPI_EX_K200,EARLY_2016_2019,8,98,0.0012242015908305317,0.6865384476642487
KOSPI_EX_K200,EARLY_2016_2019,9,97,0.008829414939056727,0.7829415283435263
KOSPI_EX_K200,EARLY_2016_2019,10,82,0.0013616658306548363,0.8857239643825009
KOSPI_EX_K200,LATE_2020_2022,1,54,-0.008784539065169291,0.030864197530864196
KOSPI_EX_K200,LATE_2020_2022,2,75,0.008980391123038634,0.201023532023532
KOSPI_EX_K200,LATE_2020_2022,3,75,0.004480991866852615,0.2942085068856
KOSPI_EX_K200,LATE_2020_2022,4,75,0.008466043909645567,0.3607115231704233
KOSPI_EX_K200,LATE_2020_2022,5,75,0.004489603431124683,0.4293174252183139
KOSPI_EX_K200,LATE_2020_2022,6,75,0.005083513923336308,0.4994435974890543
KOSPI_EX_K200,LATE_2020_2022,7,75,0.003962738378266482,0.6152337292527224
KOSPI_EX_K200,LATE_2020_2022,8,75,0.006654690590915112,0.7143815221883814
KOSPI_EX_K200,LATE_2020_2022,9,75,0.0035080402874607436,0.8219263939248459
KOSPI_EX_K200,LATE_2020_2022,10,68,0.0009496991674145164,0.9382994864612512
KOSPI_EX_K200,NORMAL_2023_2024,1,40,-0.007218348115328846,0.02375
KOSPI_EX_K200,NORMAL_2023_2024,2,46,-0.006628021157993821,0.11121354490919709
KOSPI_EX_K200,NORMAL_2023_2024,3,48,-0.0023935893462779406,0.3149800887832072
KOSPI_EX_K200,NORMAL_2023_2024,4,48,1.194847450733018e-05,0.34572008453517583
KOSPI_EX_K200,NORMAL_2023_2024,5,48,0.005181769370065472,0.42267604695094124
KOSPI_EX_K200,NORMAL_2023_2024,6,48,0.003141929857468409,0.5250471365607302
KOSPI_EX_K200,NORMAL_2023_2024,7,48,-0.00010996735887525376,0.576288096671027
KOSPI_EX_K200,NORMAL_2023_2024,8,48,0.0013371008154484554,0.7207600513802577
KOSPI_EX_K200,NORMAL_2023_2024,9,48,0.00019823427765546195,0.8685473187908744
KOSPI_EX_K200,NORMAL_2023_2024,10,47,0.020545763451099798,0.9910165484633571
KOSPI_EX_K200,YTD_2026,1,10,-0.021955950708747073,0.0
KOSPI_EX_K200,YTD_2026,2,13,-0.026955159805392478,0.2374095989480605
KOSPI_EX_K200,YTD_2026,3,13,-0.01312058786807425,0.28012103838190794
KOSPI_EX_K200,YTD_2026,4,13,-0.0018420900398335588,0.32872864101375165
KOSPI_EX_K200,YTD_2026,5,13,-0.006208600798252671,0.4077403539168666
KOSPI_EX_K200,YTD_2026,6,13,0.00409593890384537,0.5277544286669834
KOSPI_EX_K200,YTD_2026,7,13,-0.0001584383510458124,0.6557692607098624
KOSPI_EX_K200,YTD_2026,8,13,-0.018736177190528874,0.7434186213278285
KOSPI_EX_K200,YTD_2026,9,13,-0.012857397074857498,0.8654550577627501
KOSPI_EX_K200,YTD_2026,10,11,-0.06390408263727647,1.0
KOSPI_KOSDAQ_ALL,BULL_2025,1,22,0.020718566551595517,0.0
KOSPI_KOSDAQ_ALL,BULL_2025,2,25,0.002184056784832238,0.0
KOSPI_KOSDAQ_ALL,BULL_2025,3,25,0.022884627618193622,0.018615018883520115
KOSPI_KOSDAQ_ALL,BULL_2025,4,25,0.017901208949638,0.1243239150524461
KOSPI_KOSDAQ_ALL,BULL_2025,5,25,0.01730564243330653,0.28366488509408677
KOSPI_KOSDAQ_ALL,BULL_2025,6,25,0.025443788274783167,0.4826967591214279
KOSPI_KOSDAQ_ALL,BULL_2025,7,25,0.02489964653828766,0.8024704882237483
KOSPI_KOSDAQ_ALL,BULL_2025,8,25,0.03890347919042138,0.9836704059367398
KOSPI_KOSDAQ_ALL,BULL_2025,9,25,0.02232411019555039,1.0
KOSPI_KOSDAQ_ALL,BULL_2025,10,25,0.0772409914082334,1.0
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,1,71,-0.010808729635415397,0.0
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,2,98,-0.00324176308912741,0.0006802721088435374
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,3,98,-0.002708812727283928,0.026878691983614037
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,4,98,0.0006387526456802999,0.12483553567119804
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,5,98,0.0008152252278735905,0.30131401647148015
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,6,98,0.0004634739679188981,0.5159065656532532
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,7,98,0.0028527397238980656,0.7498615492754145
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,8,98,0.002890155556855985,0.9561156976576476
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,9,97,0.004520062713517961,0.9992069785884219
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,10,91,-0.013609175830095011,1.0
KOSPI_KOSDAQ_ALL,LATE_2020_2022,1,67,-0.01013180741043933,0.0
KOSPI_KOSDAQ_ALL,LATE_2020_2022,2,75,0.001992786818438054,0.0038344226579520692
KOSPI_KOSDAQ_ALL,LATE_2020_2022,3,75,-0.0013995446515575542,0.02451102677285574
KOSPI_KOSDAQ_ALL,LATE_2020_2022,4,75,0.00761206577271643,0.10579252013645302
KOSPI_KOSDAQ_ALL,LATE_2020_2022,5,75,0.002879296567135553,0.2534916140257319
KOSPI_KOSDAQ_ALL,LATE_2020_2022,6,75,0.003984994374596936,0.4834101590266684
KOSPI_KOSDAQ_ALL,LATE_2020_2022,7,75,0.007499889816404191,0.7830302472720109
KOSPI_KOSDAQ_ALL,LATE_2020_2022,8,75,0.005905873306361861,0.9784858104405005
KOSPI_KOSDAQ_ALL,LATE_2020_2022,9,75,0.008629112810567214,1.0
KOSPI_KOSDAQ_ALL,LATE_2020_2022,10,73,0.004072195221714646,1.0
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,1,46,-0.016517906709767567,0.0
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,2,48,0.01219556639647428,0.0
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,3,48,-0.001114600247549232,0.013381997986332663
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,4,48,0.001988226529018254,0.10111554908316349
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,5,48,0.002019212465434746,0.27297811913472275
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,6,48,0.005441919058202473,0.4890823364963288
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,7,48,0.004624154536308047,0.7860728111816019
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,8,48,0.0005457059148292013,0.9720162651013533
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,9,48,-0.00853897591734013,1.0
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,10,48,0.013761099874125701,1.0
KOSPI_KOSDAQ_ALL,YTD_2026,1,13,-0.08774257719806802,0.0
KOSPI_KOSDAQ_ALL,YTD_2026,2,13,-0.003182657736407166,0.0
KOSPI_KOSDAQ_ALL,YTD_2026,3,13,0.004982974366662196,0.005748327759197324
KOSPI_KOSDAQ_ALL,YTD_2026,4,13,-0.0175359606339151,0.09090020980407741
KOSPI_KOSDAQ_ALL,YTD_2026,5,13,-0.012177882764028928,0.23440576933990048
KOSPI_KOSDAQ_ALL,YTD_2026,6,13,0.0032513697545645728,0.5035195946218166
KOSPI_KOSDAQ_ALL,YTD_2026,7,13,0.009919201603535297,0.8276132449060488
KOSPI_KOSDAQ_ALL,YTD_2026,8,13,0.006848606627884545,0.9938228438228438
KOSPI_KOSDAQ_ALL,YTD_2026,9,13,0.014472187504737295,1.0
KOSPI_KOSDAQ_ALL,YTD_2026,10,13,0.038046276113197136,1.0
