strategy,universe,horizon,sample,family,n_dates,gross_delta,positive_date_rate
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,89,-0.0011283714644627697,0.47191011235955055
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,-0.002846642958243719,0.4666666666666667
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,-4.897240332922286e-05,0.52
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,68,-0.004371742143517098,0.47058823529411764
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,69,-0.0004333740696825727,0.4782608695652174
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.0038569511034379123,0.4375
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,-0.0033095608006857256,0.5416666666666666
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,45,0.0002125812755936555,0.4666666666666667
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,45,-0.0005450164226108235,0.5555555555555556
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.023563197960850477,0.7692307692307693
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.01747762150185494,0.6923076923076923
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,REVISION,10,-0.00017347762739955904,0.5
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,VALUE,10,-7.549603440879863e-05,0.5
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,-0.0011499567805617647,0.5102040816326531
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,0.0009899669710758876,0.5102040816326531
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,-2.9143811125866203e-05,0.5510204081632653
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,-0.0016398522484368813,0.42857142857142855
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,192,-0.0005097703796552976,0.4947916666666667
