date,sample,horizon,universe,factor,family,strategy,gross,turnover,mean_act5,act5_gt1_share
2016-01-25,EARLY_2016_2019,5,K200,MOM1M,MOMENTUM,CF20,0.011049246570484336,0.4,,0.0
2016-01-25,EARLY_2016_2019,5,K200,MOM12_1,MOMENTUM,CF20,0.008499672402636512,0.19999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,K200,PRIVATE_FLOW,FLOW,CF20,0.03378786669328251,0.25,,0.0
2016-01-25,EARLY_2016_2019,5,K200,FOREIGN_FLOW,FLOW,CF20,0.018627882544615698,0.19999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,OP12_REV,REVISION,CF20,0.02349102534159081,0.25,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,OPFY1_REV,REVISION,CF20,0.03403516643153044,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,PBR12MF,VALUE,CF20,0.02248693370816849,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,PER12MF,VALUE,CF20,0.011962442140166884,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,0.001897626196946861,0.35,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,-0.006406543669135937,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,0.021135479809505274,0.35,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,0.024336517223054875,0.25,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,OP12_REV,REVISION,CF20,0.005577847097598765,0.30000000000000004,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,OPFY1_REV,REVISION,CF20,0.007582655427955581,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,PBR12MF,VALUE,CF20,0.03423682962823579,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,PER12MF,VALUE,CF20,0.016656882510469664,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,MOM1M,MOMENTUM,CF20,0.0021023158296278356,0.44999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,MOM12_1,MOMENTUM,CF20,-0.004436092886646174,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20,0.03865978798883784,0.35,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20,0.032646650377742115,0.19999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,OP12_REV,REVISION,CF20,0.02210566047757555,0.19999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,OPFY1_REV,REVISION,CF20,0.026951034852974582,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,PBR12MF,VALUE,CF20,0.027363136721894214,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,PER12MF,VALUE,CF20,0.002471025913882159,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,MOM1M,MOMENTUM,CF20,-0.0024558884118584664,0.44999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,MOM12_1,MOMENTUM,CF20,-0.011125404621998436,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,PRIVATE_FLOW,FLOW,CF20,0.011522532734622696,0.30000000000000004,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ,FOREIGN_FLOW,FLOW,CF20,0.019685643635434843,0.25,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20,0.020362067675763172,0.4,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20,0.006662232815817774,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20,0.031364149589083956,0.19999999999999996,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20,0.014059717817566758,0.15000000000000002,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20,-0.016935035917615825,0.65,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20,-0.02523939730443563,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20,0.024882479996304142,0.4,,0.0
2016-01-25,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20,0.036463817039895666,0.30000000000000004,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20,0.026755112771918648,0.4,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20,0.02452503927816347,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20,0.01767798336058868,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20,0.010137968237963686,0.09999999999999998,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,-0.0033793755335954105,0.5,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,-0.035415756649837524,0.050000000000000044,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,0.006780893745462646,0.35,,0.0
2016-01-25,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,0.04059120625398237,0.25,,0.0
2016-02-01,EARLY_2016_2019,5,K200,OP12_REV,REVISION,CF20,-0.05366878349354641,0.19999999999999996,1.0592495770563557,0.5
