universe,predictor,target,era,n,discovery_ic,direction,raw_ic,directed_ic,frozen_q1,frozen_q2,directed_high_low,n_low,n_high
K200,pc1_share_60,future_dispersion20,CONFIRM_2023_2024,97,0.037677948796979444,1,0.16145066273932251,0.16145066273932251,0.4155202211566575,0.4717944552781277,-0.0013841301692324587,27,30
K200,pc1_share_60,future_dispersion20,STRESS_2025,49,0.037677948796979444,1,0.13857142857142854,0.13857142857142854,0.4155202211566575,0.4717944552781277,0.00704340847382668,21,16
K200,pc1_share_60,future_dispersion20,STRESS_2026,25,0.037677948796979444,1,-0.14923076923076922,-0.14923076923076922,0.4155202211566575,0.4717944552781277,,3,11
K200,rank_agreement_20_60,future_dispersion20,DISCOVERY_2016_2019,184,0.050513544945809376,1,0.050513544945809376,0.050513544945809376,0.380952380952381,0.7142857142857144,0.0015865427669137094,64,62
K200,rank_agreement_20_60,future_dispersion20,VALIDATION_2020_2022,149,0.050513544945809376,1,-0.022641053233801563,-0.022641053233801563,0.380952380952381,0.7142857142857144,-0.0011469226765767893,50,44
K200,rank_agreement_20_60,future_dispersion20,CONFIRM_2023_2024,97,0.050513544945809376,1,0.04624867289363748,0.04624867289363748,0.380952380952381,0.7142857142857144,-0.003804194883208843,39,39
K200,rank_agreement_20_60,future_dispersion20,STRESS_2025,49,0.050513544945809376,1,-0.12178935294211382,-0.12178935294211382,0.380952380952381,0.7142857142857144,-0.00011901410567373427,18,17
K200,rank_agreement_20_60,future_dispersion20,STRESS_2026,25,0.050513544945809376,1,-0.18479315585023295,-0.18479315585023295,0.380952380952381,0.7142857142857144,-0.036438833256284844,6,11
K200,current_cross_universe_coherence,future_dispersion20,DISCOVERY_2016_2019,184,0.07477403474674588,1,0.07477403474674588,0.07477403474674588,0.5952380952380953,0.7619047619047621,0.0008374529929188676,66,62
K200,current_cross_universe_coherence,future_dispersion20,VALIDATION_2020_2022,149,0.07477403474674588,1,-0.05429897685609671,-0.05429897685609671,0.5952380952380953,0.7619047619047621,-0.0009286168058525099,55,44
