predictor,target,VALIDATION_2020_2022_median_directed_ic,VALIDATION_2020_2022_positive_universes,VALIDATION_2020_2022_universe_count,VALIDATION_2020_2022_median_directed_hl,CONFIRM_2023_2024_median_directed_ic,CONFIRM_2023_2024_positive_universes,CONFIRM_2023_2024_universe_count,CONFIRM_2023_2024_median_directed_hl,STRESS_2025_median_directed_ic,STRESS_2025_positive_universes,STRESS_2025_universe_count,STRESS_2025_median_directed_hl,STRESS_2026_median_directed_ic,STRESS_2026_positive_universes,STRESS_2026_universe_count,STRESS_2026_median_directed_hl,PASS
range20,future_dispersion20,0.23401596227099583,6,6,0.008090020503297216,0.13306727330107299,6,6,0.005889115046195421,-0.06642857142857142,1,6,0.0014923150619292058,-0.1873076923076923,1,6,,True
dispersion20,future_dispersion20,0.2374315254852168,6,6,0.009645758691583683,0.12104197349042708,6,6,0.0034962788633758762,-0.06596938775510203,1,6,0.0014413346235679914,-0.23307692307692307,0,6,,True
abs_opportunity20,future_dispersion20,0.17994195537819702,5,6,0.007891825964599282,0.08597859246791499,6,6,0.003556181995662329,-0.17887755102040814,2,6,-0.006570916041067784,-0.16923076923076924,0,6,-0.038102350787624736,True
pc1_share_60,future_dispersion20,0.1539288953382913,4,6,-0.0013511015764480251,0.07520250368188512,3,6,0.0014136009271374858,-0.006326530612244904,3,6,0.00704340847382668,-0.215,1,6,-0.019801322222057154,False
leader_abs_share20,future_dispersion20,0.0045159545423151416,3,6,-0.0006373038107904926,0.012386913528297915,4,6,0.0014898067724029504,-0.02112244897959184,3,6,-0.001601656945429835,0.17423076923076924,5,6,0.017900659335607,False
current_cross_universe_coherence,future_dispersion20,0.018235218789040906,4,6,0.0003926207892858795,-0.06569079033606696,3,6,-0.0019431977707788338,-0.05041505053432377,1,6,-0.0039419455439496515,0.07638925273126547,3,6,-0.0007900375526870979,False
breadth20,future_dispersion20,0.0864844602214164,5,6,0.002777523571454974,-0.07365827574334108,2,6,0.001583516374626042,0.1562784518078361,4,6,-0.0006761563228937853,-0.09652233467503862,3,6,-0.01282769484290524,False
rank_agreement_20_60,future_dispersion20,-0.04892380646134241,1,6,-0.0014968367815402922,-0.1009691338533167,1,6,-0.0038067531758114483,0.03489220947537083,3,6,0.0007741133625074233,0.4191842118370034,5,6,0.04570149402432032,False
avg_pair_corr_60,future_dispersion20,0.35937445973834153,6,6,0.016691468107113788,-0.14563828108563012,0,6,-0.0077387091808473404,0.15433673469387754,4,6,0.0016917018823174174,-0.12153846153846154,2,6,0.0148307446491504,False
