date,universe,eval_year,liquidity_score,persist_score,train_l67,permission,persist_action,liq_top2_gate_gross,liq_top2_gate_w_MOM1M,liq_top2_gate_w_MOM12_1,liq_top2_gate_w_OP12_REV,liq_top2_gate_w_OPFY1_REV,liq_top2_gate_w_PBR12MF,liq_top2_gate_w_PER12MF,liq_top2_gate_w_PRIVATE_FLOW,liq_top2_gate_w_FOREIGN_FLOW,persist_liq_gate_gross,persist_liq_gate_w_MOM1M,persist_liq_gate_w_MOM12_1,persist_liq_gate_w_OP12_REV,persist_liq_gate_w_OPFY1_REV,persist_liq_gate_w_PBR12MF,persist_liq_gate_w_PER12MF,persist_liq_gate_w_PRIVATE_FLOW,persist_liq_gate_w_FOREIGN_FLOW,persist_only_gross,persist_only_w_MOM1M,persist_only_w_MOM12_1,persist_only_w_OP12_REV,persist_only_w_OPFY1_REV,persist_only_w_PBR12MF,persist_only_w_PER12MF,persist_only_w_PRIVATE_FLOW,persist_only_w_FOREIGN_FLOW,top2_gross,top2_w_MOM1M,top2_w_MOM12_1,top2_w_OP12_REV,top2_w_OPFY1_REV,top2_w_PBR12MF,top2_w_PER12MF,top2_w_PRIVATE_FLOW,top2_w_FOREIGN_FLOW,ew8_gross,ew8_w_MOM1M,ew8_w_MOM12_1,ew8_w_OP12_REV,ew8_w_OPFY1_REV,ew8_w_PBR12MF,ew8_w_PER12MF,ew8_w_PRIVATE_FLOW,ew8_w_FOREIGN_FLOW
2023-01-31,KOSDAQ,2023,-1.0530058032994187,-0.1496368769928083,0.4780096532316678,False,EW8,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.043426560598788896,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-02-28,KOSDAQ,2023,0.5870830324471676,0.30122105181668274,0.4780096532316678,True,TOP2,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.002432336384653226,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-03-29,KOSDAQ,2023,-0.6726820693389427,-1.530728957964726,0.4780096532316678,False,BOTTOM2,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0567429521351642,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0379406210851496,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-04-26,KOSDAQ,2023,1.5591068763651805,0.8262912483244429,0.4780096532316678,True,TOP2,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.008463998623248863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-05-26,KOSDAQ,2023,0.14734723654038087,0.3764870218558413,0.4780096532316678,False,TOP2,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02689180707598355,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.02689180707598355,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-06-27,KOSDAQ,2023,0.1167831555641271,0.2214489261845812,0.4780096532316678,False,EW8,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1617543501526427,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-07-25,KOSDAQ,2023,-1.3720253003267624,-1.393885514844351,0.4780096532316678,False,BOTTOM2,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10959056777716175,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0481754312689839,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-08-23,KOSDAQ,2023,1.4672658364955475,0.4189252216762699,0.4780096532316678,True,TOP2,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0005919208771713743,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-09-20,KOSDAQ,2023,0.7074116350653057,0.7641485168035125,0.4780096532316678,True,TOP2,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.029034130394696437,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-10-25,KOSDAQ,2023,0.17306511251989734,-0.9538477993577256,0.4780096532316678,False,BOTTOM2,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0132450706376355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.05749271024936375,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-11-22,KOSDAQ,2023,0.06538807522592678,-0.11230504683352258,0.4780096532316678,False,EW8,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.04736682225981025,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2023-12-20,KOSDAQ,2023,-0.45797692018900243,0.5781936311903959,0.4780096532316678,False,TOP2,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00395336108835815,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.00395336108835815,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-01-22,KOSDAQ,2024,0.18739541673871277,0.3228233783167533,0.4416947042489297,False,TOP2,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.009994284170928899,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.009994284170928899,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-02-21,KOSDAQ,2024,-0.33007387312596304,0.2609668251924923,0.4416947042489297,False,TOP2,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01188781958801845,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.01188781958801845,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-03-21,KOSDAQ,2024,-0.17687023330706964,-0.5222915218136231,0.4416947042489297,False,BOTTOM2,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0579811671915667,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.057463746702042746,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-04-19,KOSDAQ,2024,0.5807765024403068,-0.1480293852489599,0.4416947042489297,True,EW8,0.0143104579615832,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0143104579615832,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-05-22,KOSDAQ,2024,-0.3754956834613293,0.4884191418428367,0.4416947042489297,False,TOP2,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0135733042679283,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0135733042679283,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-06-20,KOSDAQ,2024,0.572691105798649,-0.9114570437085197,0.4416947042489297,True,BOTTOM2,-0.01258703580120215,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.01298939839106525,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.01298939839106525,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.01258703580120215,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.013206753984580426,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-07-18,KOSDAQ,2024,-0.04468894225629964,1.022811391927242,0.4416947042489297,False,TOP2,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01006187811667535,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.01006187811667535,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-08-16,KOSDAQ,2024,-0.31239710118643443,-0.07504985212767298,0.4416947042489297,False,EW8,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006331837316695101,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-09-13,KOSDAQ,2024,1.1832942334125998,0.19787998632687356,0.4416947042489297,True,EW8,-0.02634441803994625,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02634441803994625,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-10-21,KOSDAQ,2024,0.11188371675951157,-0.11872578293331805,0.4416947042489297,False,EW8,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0551634819445362,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-11-18,KOSDAQ,2024,-1.0413054898380827,-0.3887916136407166,0.4416947042489297,False,BOTTOM2,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03746603013245835,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.01159818928410135,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2024-12-16,KOSDAQ,2024,-0.16090335048866747,0.29720406944153815,0.4416947042489297,False,TOP2,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.009945913333949901,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.009945913333949901,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-01-16,KOSDAQ,2025,0.24903266345741445,0.1967136151730722,0.43279974685253003,False,EW8,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.017535070972504098,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-02-19,KOSDAQ,2025,-1.5272618699523808,0.23440756233282764,0.43279974685253003,False,EW8,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0653873635345414,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-03-20,KOSDAQ,2025,1.2033451638300512,-0.330920376536793,0.43279974685253003,True,BOTTOM2,-0.02234601887543725,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.04103594090043765,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.04103594090043765,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.02234601887543725,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.03594462327045128,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-04-17,KOSDAQ,2025,0.4072277986723048,-0.7637528848790888,0.43279974685253003,False,BOTTOM2,0.043990443629223594,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.043990443629223594,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0303402782910885,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.10263462492082905,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.043990443629223594,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-05-20,KOSDAQ,2025,-0.6602774720461811,-0.5151586450693159,0.43279974685253003,False,BOTTOM2,0.04258111075626135,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04258111075626135,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0217816599617391,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.04682497881606345,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.04258111075626135,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-06-19,KOSDAQ,2025,-0.825772685891824,-0.29693439682816997,0.43279974685253003,False,BOTTOM2,-0.0148613768284676,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0148613768284676,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.004268437251477901,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-0.02796339157893735,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.0148613768284676,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-07-17,KOSDAQ,2025,0.057386339687486486,0.33822393909777226,0.43279974685253003,False,TOP2,-0.014129052882432613,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.014129052882432613,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.017662666571243553,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.017662666571243553,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.014129052882432613,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-08-14,KOSDAQ,2025,0.04989682057773526,0.6538663793519721,0.43279974685253003,False,TOP2,0.0293561107410404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0293561107410404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.002519576908775748,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.002519576908775748,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0293561107410404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-09-12,KOSDAQ,2025,-2.171731550601885,0.21971635748379698,0.43279974685253003,False,EW8,0.03399472400744404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03399472400744404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03399472400744404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0021652062868657493,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.03399472400744404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-10-17,KOSDAQ,2025,-0.43968217820240846,-1.13435596773445,0.43279974685253003,False,BOTTOM2,-0.033270142344914114,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.033270142344914114,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.06260759656202725,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.0028242128197120495,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.033270142344914114,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-11-14,KOSDAQ,2025,0.5210823261148219,0.8597392892211602,0.43279974685253003,True,TOP2,0.024197355794421466,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.024197355794421466,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.024197355794421466,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.024197355794421466,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-0.0021096051651593806,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2025-12-12,KOSDAQ,2025,-0.7544280959780977,-0.12212257613373964,0.43279974685253003,False,EW8,-0.006977144594269576,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006977144594269576,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006977144594269576,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.017567217242259698,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.006977144594269576,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2026-01-14,KOSDAQ,2026,0.06940842067658799,-0.6642918198150107,0.4387775667461222,False,BOTTOM2,0.008386680421399475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.008386680421399475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.016264834779266553,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.007055995249155796,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.008386680421399475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2026-02-11,KOSDAQ,2026,0.4361666435576555,0.1247049319162152,0.4387775667461222,False,EW8,0.04759711844925103,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04759711844925103,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04759711844925103,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1072124789459586,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.04759711844925103,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2026-03-17,KOSDAQ,2026,0.6233543534464016,-0.6563197446246191,0.4387775667461222,True,BOTTOM2,-0.0196825548834364,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.006452944692863101,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.006452944692863101,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0196825548834364,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.011143083458451762,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2026-04-14,KOSDAQ,2026,-1.100832671575772,0.39238658416381816,0.4387775667461222,False,TOP2,0.05365346587011626,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.05365346587011626,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.09517245438179031,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.09517245438179031,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.05365346587011626,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-01-03,KOSDAQ_PLUS_KOSPI_EX_K200,2020,-2.343479531417259,-0.016091205538780882,0.4122808083317641,False,EW8,-0.0009304843165339623,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0009304843165339623,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0009304843165339623,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0062117624079997494,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.0009304843165339623,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-02-04,KOSDAQ_PLUS_KOSPI_EX_K200,2020,1.2514868637836412,0.05716073552510453,0.4122808083317641,True,EW8,-0.0005734681319197499,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.018048641737947447,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.018048641737947447,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0005734681319197499,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.018048641737947447,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-03-03,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.1749005680747201,0.9473763362146416,0.4122808083317641,False,TOP2,-0.006448590404565208,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006448590404565208,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.016458798790050203,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.016458798790050203,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.006448590404565208,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-03-31,KOSDAQ_PLUS_KOSPI_EX_K200,2020,-2.0183197855440294,-1.2928154305078892,0.4122808083317641,False,BOTTOM2,-0.01972078917815378,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01972078917815378,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.006045682267191051,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.0841241145335663,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.01972078917815378,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-04-29,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.7501072001895235,-0.3700220831907665,0.4122808083317641,True,BOTTOM2,-0.0561402369821512,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-0.0012943203999925502,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.0012943203999925502,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.0561402369821512,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-0.02119251759445201,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-06-01,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.22429609294663877,-0.7134210027901065,0.4122808083317641,False,BOTTOM2,-0.013757738228639562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.013757738228639562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.07544984843507099,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0322714993453121,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.013757738228639562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-06-29,KOSDAQ_PLUS_KOSPI_EX_K200,2020,1.0371316098586931,0.3480035371849634,0.4122808083317641,True,TOP2,0.03414324542637465,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03414324542637465,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03414324542637465,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03414324542637465,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.005147506815954226,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-07-27,KOSDAQ_PLUS_KOSPI_EX_K200,2020,-0.9541779427641606,-0.5867987499119122,0.4122808083317641,False,BOTTOM2,-0.006198349343155826,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006198349343155826,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.007487136917628302,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0301519859096359,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.006198349343155826,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-08-25,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.7862178432058186,-0.3142586010100455,0.4122808083317641,True,BOTTOM2,0.009076439767253301,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0626708784598024,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0626708784598024,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.009076439767253301,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.032187192391050626,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-09-22,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.7743212626785949,-0.389080199701848,0.4122808083317641,True,BOTTOM2,0.11510089332207471,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.01941324498784515,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.01941324498784515,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.11510089332207471,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.034474208377705574,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
