date,universe,eval_year,liquidity_score,persist_score,train_l67,permission,persist_action,liq_top2_gate_gross,liq_top2_gate_w_MOM1M,liq_top2_gate_w_MOM12_1,liq_top2_gate_w_OP12_REV,liq_top2_gate_w_OPFY1_REV,liq_top2_gate_w_PBR12MF,liq_top2_gate_w_PER12MF,liq_top2_gate_w_PRIVATE_FLOW,liq_top2_gate_w_FOREIGN_FLOW,persist_liq_gate_gross,persist_liq_gate_w_MOM1M,persist_liq_gate_w_MOM12_1,persist_liq_gate_w_OP12_REV,persist_liq_gate_w_OPFY1_REV,persist_liq_gate_w_PBR12MF,persist_liq_gate_w_PER12MF,persist_liq_gate_w_PRIVATE_FLOW,persist_liq_gate_w_FOREIGN_FLOW,persist_only_gross,persist_only_w_MOM1M,persist_only_w_MOM12_1,persist_only_w_OP12_REV,persist_only_w_OPFY1_REV,persist_only_w_PBR12MF,persist_only_w_PER12MF,persist_only_w_PRIVATE_FLOW,persist_only_w_FOREIGN_FLOW,top2_gross,top2_w_MOM1M,top2_w_MOM12_1,top2_w_OP12_REV,top2_w_OPFY1_REV,top2_w_PBR12MF,top2_w_PER12MF,top2_w_PRIVATE_FLOW,top2_w_FOREIGN_FLOW,ew8_gross,ew8_w_MOM1M,ew8_w_MOM12_1,ew8_w_OP12_REV,ew8_w_OPFY1_REV,ew8_w_PBR12MF,ew8_w_PER12MF,ew8_w_PRIVATE_FLOW,ew8_w_FOREIGN_FLOW,cost_bps,liq_top2_gate_turnover,liq_top2_gate_ret,persist_liq_gate_turnover,persist_liq_gate_ret,persist_only_turnover,persist_only_ret,top2_turnover,top2_ret,ew8_turnover,ew8_ret
2022-02-10,KOSDAQ,2022,1.047836871722646,-0.3529956451331362,0.45821086357827423,True,BOTTOM2,0.00560485604945235,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.015594772829350848,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.015594772829350848,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.00560485604945235,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.004358498090808287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.0048548560494523505,0.75,-0.01634477282935085,0.5,-0.01609477282935085,0.0,0.00560485604945235,0.0,-0.004358498090808287
2022-03-14,KOSDAQ,2022,-0.5928949899328518,0.9261050383152273,0.45821086357827423,False,TOP2,0.004991796846173927,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.004991796846173927,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0394107619415309,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.0394107619415309,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.004991796846173927,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.004241796846173927,0.75,0.004241796846173927,1.0,-0.0404107619415309,0.5,-0.0399107619415309,0.0,0.004991796846173927
2022-04-11,KOSDAQ,2022,1.0052913241726629,0.3612343923965251,0.45821086357827423,True,TOP2,-0.02185886113626555,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.02185886113626555,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.02185886113626555,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.02185886113626555,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.03441396532097407,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.022608861136265552,0.75,-0.022608861136265552,1.0,-0.022858861136265552,1.0,-0.022858861136265552,0.0,0.03441396532097407
2022-05-10,KOSDAQ,2022,-0.7350113495518696,-0.31845641406246816,0.45821086357827423,False,BOTTOM2,-0.01273787465030935,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01273787465030935,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.011400755486818001,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.04118741055151255,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.01273787465030935,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.01348787465030935,0.75,-0.01348787465030935,0.0,0.011400755486818001,1.0,-0.04218741055151255,0.0,-0.01273787465030935
2022-06-09,KOSDAQ,2022,0.9746286264982579,0.5459900992129352,0.45821086357827423,True,TOP2,0.0230546078263736,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0230546078263736,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0230546078263736,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0230546078263736,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.031080005170331597,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.0223046078263736,0.75,0.0223046078263736,0.5,0.0225546078263736,1.0,0.0220546078263736,0.0,0.031080005170331597
2022-07-07,KOSDAQ,2022,1.1514481605171116,-0.8277113708758049,0.45821086357827423,True,BOTTOM2,0.0087996760788882,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.030952917109544655,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.030952917109544655,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0087996760788882,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.013361843715684,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.5,0.0082996760788882,0.5,-0.031452917109544655,0.5,-0.031452917109544655,0.5,0.0082996760788882,0.0,-0.013361843715684
2022-08-04,KOSDAQ,2022,-1.2598426170919494,-0.1585401558350425,0.45821086357827423,False,EW8,0.013460164690678088,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.013460164690678088,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.013460164690678088,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0321715899609464,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.013460164690678088,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.012710164690678087,0.75,0.012710164690678087,0.75,0.012710164690678087,0.5,0.0316715899609464,0.0,0.013460164690678088
2022-09-02,KOSDAQ,2022,1.3158132455921112,0.27131676320143955,0.45821086357827423,True,TOP2,0.014811647762283699,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.014811647762283699,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.014811647762283699,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.014811647762283699,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.027741921193888013,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.014061647762283698,0.75,0.014061647762283698,0.75,0.014061647762283698,0.0,0.014811647762283699,0.0,0.027741921193888013
2022-10-05,KOSDAQ,2022,0.5597649160906341,0.30907645279691537,0.45821086357827423,True,TOP2,-0.052425109536604356,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.052425109536604356,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.052425109536604356,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.052425109536604356,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.020233858118289875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,1.0,-0.05342510953660436,1.0,-0.05342510953660436,1.0,-0.05342510953660436,1.0,-0.05342510953660436,0.0,-0.020233858118289875
2022-11-03,KOSDAQ,2022,0.7670828059571453,1.0019024623949766,0.45821086357827423,True,TOP2,0.00854310870619895,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.00854310870619895,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.00854310870619895,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.00854310870619895,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.0043272707489323495,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,1.0,0.007543108706198951,1.0,0.007543108706198951,1.0,0.007543108706198951,1.0,0.007543108706198951,0.0,-0.0043272707489323495
2022-12-01,KOSDAQ,2022,-0.3690941300316523,0.5693792830908005,0.45821086357827423,False,TOP2,0.022389180957950415,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.022389180957950415,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0302625215698415,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0302625215698415,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.022389180957950415,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.021639180957950414,0.75,0.021639180957950414,0.5,0.0297625215698415,0.5,0.0297625215698415,0.0,0.022389180957950415
2022-12-29,KOSDAQ,2022,-0.1436433901132048,-0.268512887592343,0.45821086357827423,False,BOTTOM2,0.00019941749029434973,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.00019941749029434973,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02419526079353495,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0293170966062997,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.00019941749029434973,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.00019941749029434973,0.0,0.00019941749029434973,1.0,-0.02519526079353495,0.5,0.0288170966062997,0.0,0.00019941749029434973
2023-01-31,KOSDAQ,2023,-1.0530058032994187,-0.1496368769928083,0.4780096532316678,False,EW8,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.043426560598788896,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.019798559041914538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.019798559041914538,0.0,-0.019798559041914538,0.75,-0.02054855904191454,0.5,-0.0439265605987889,0.0,-0.019798559041914538
2023-02-28,KOSDAQ,2023,0.5870830324471676,0.30122105181668274,0.4780096532316678,True,TOP2,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17777020835140445,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.002432336384653226,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.17702020835140445,0.75,0.17702020835140445,0.75,0.17702020835140445,1.0,0.17677020835140445,0.0,-0.002432336384653226
2023-03-29,KOSDAQ,2023,-0.6726820693389427,-1.530728957964726,0.4780096532316678,False,BOTTOM2,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0567429521351642,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0379406210851496,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.010073600562613272,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.009323600562613272,0.75,0.009323600562613272,1.0,0.0557429521351642,0.0,-0.0379406210851496,0.0,0.010073600562613272
2023-04-26,KOSDAQ,2023,1.5591068763651805,0.8262912483244429,0.4780096532316678,True,TOP2,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.01387903987249515,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.008463998623248863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.01462903987249515,0.75,-0.01462903987249515,0.5,-0.01437903987249515,1.0,-0.01487903987249515,0.0,-0.008463998623248863
2023-05-26,KOSDAQ,2023,0.14734723654038087,0.3764870218558413,0.4780096532316678,False,TOP2,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02689180707598355,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.02689180707598355,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.011892985671865312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.011142985671865311,0.75,0.011142985671865311,1.0,0.02589180707598355,1.0,0.02589180707598355,0.0,0.011892985671865312
2023-06-27,KOSDAQ,2023,0.1167831555641271,0.2214489261845812,0.4780096532316678,False,EW8,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1617543501526427,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.012490819869127989,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.012490819869127989,0.0,0.012490819869127989,0.75,0.011740819869127988,1.0,0.1607543501526427,0.0,0.012490819869127989
2023-07-25,KOSDAQ,2023,-1.3720253003267624,-1.393885514844351,0.4780096532316678,False,BOTTOM2,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10959056777716175,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0481754312689839,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.021752632651143137,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.021752632651143137,0.0,0.021752632651143137,0.75,0.10884056777716175,0.0,-0.0481754312689839,0.0,0.021752632651143137
2023-08-23,KOSDAQ,2023,1.4672658364955475,0.4189252216762699,0.4780096532316678,True,TOP2,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0066090845735094,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0005919208771713743,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.0073590845735094,0.75,-0.0073590845735094,0.0,-0.0066090845735094,1.0,-0.0076090845735094,0.0,-0.0005919208771713743
2023-09-20,KOSDAQ,2023,0.7074116350653057,0.7641485168035125,0.4780096532316678,True,TOP2,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0374636560598451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.029034130394696437,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,1.0,0.0364636560598451,1.0,0.0364636560598451,1.0,0.0364636560598451,1.0,0.0364636560598451,0.0,0.029034130394696437
2023-10-25,KOSDAQ,2023,0.17306511251989734,-0.9538477993577256,0.4780096532316678,False,BOTTOM2,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0132450706376355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.05749271024936375,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.019152385123997036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.019902385123997036,0.75,-0.019902385123997036,1.0,0.0122450706376355,1.0,-0.05849271024936375,0.0,-0.019152385123997036
2023-11-22,KOSDAQ,2023,0.06538807522592678,-0.11230504683352258,0.4780096532316678,False,EW8,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.04736682225981025,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.023449615568289346,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.023449615568289346,0.0,-0.023449615568289346,0.75,-0.024199615568289347,1.0,-0.04836682225981025,0.0,-0.023449615568289346
2023-12-20,KOSDAQ,2023,-0.45797692018900243,0.5781936311903959,0.4780096532316678,False,TOP2,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00395336108835815,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.00395336108835815,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.01901520744011058,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.01901520744011058,0.0,0.01901520744011058,0.75,-0.0047033610883581494,1.0,-0.00495336108835815,0.0,0.01901520744011058
2024-01-22,KOSDAQ,2024,0.18739541673871277,0.3228233783167533,0.4416947042489297,False,TOP2,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.009994284170928899,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.009994284170928899,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.03114274334626547,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.03114274334626547,0.0,-0.03114274334626547,1.0,-0.0109942841709289,1.0,-0.0109942841709289,0.0,-0.03114274334626547
2024-02-21,KOSDAQ,2024,-0.33007387312596304,0.2609668251924923,0.4416947042489297,False,TOP2,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01188781958801845,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.01188781958801845,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.012935346053125737,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.012935346053125737,0.0,-0.012935346053125737,1.0,-0.012887819588018452,1.0,-0.012887819588018452,0.0,-0.012935346053125737
2024-03-21,KOSDAQ,2024,-0.17687023330706964,-0.5222915218136231,0.4416947042489297,False,BOTTOM2,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0579811671915667,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.057463746702042746,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.043681566781795265,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.043681566781795265,0.0,0.043681566781795265,1.0,0.0569811671915667,1.0,0.056463746702042746,0.0,0.043681566781795265
2024-04-19,KOSDAQ,2024,0.5807765024403068,-0.1480293852489599,0.4416947042489297,True,EW8,0.0143104579615832,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0143104579615832,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.004914005560617262,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.0135604579615832,0.0,0.004914005560617262,0.75,0.004164005560617262,0.5,0.0138104579615832,0.0,0.004914005560617262
2024-05-22,KOSDAQ,2024,-0.3754956834613293,0.4884191418428367,0.4416947042489297,False,TOP2,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0135733042679283,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0135733042679283,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.04096976622626298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.04021976622626298,0.0,0.04096976622626298,0.75,0.0128233042679283,0.5,0.0130733042679283,0.0,0.04096976622626298
2024-06-20,KOSDAQ,2024,0.572691105798649,-0.9114570437085197,0.4416947042489297,True,BOTTOM2,-0.01258703580120215,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.01298939839106525,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.01298939839106525,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.01258703580120215,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.013206753984580426,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.01333703580120215,0.75,-0.013739398391065251,1.0,-0.01398939839106525,1.0,-0.01358703580120215,0.0,-0.013206753984580426
2024-07-18,KOSDAQ,2024,-0.04468894225629964,1.022811391927242,0.4416947042489297,False,TOP2,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01006187811667535,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.01006187811667535,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.02504016674294185,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.02429016674294185,0.75,0.02429016674294185,0.5,0.00956187811667535,1.0,0.009061878116675349,0.0,0.02504016674294185
2024-08-16,KOSDAQ,2024,-0.31239710118643443,-0.07504985212767298,0.4416947042489297,False,EW8,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006331837316695101,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.013983093691645562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.013983093691645562,0.0,-0.013983093691645562,0.75,-0.014733093691645563,1.0,-0.007331837316695101,0.0,-0.013983093691645562
2024-09-13,KOSDAQ,2024,1.1832942334125998,0.19787998632687356,0.4416947042489297,True,EW8,-0.02634441803994625,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02634441803994625,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.015293897689197087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.02709441803994625,0.0,-0.015293897689197087,0.0,-0.015293897689197087,1.0,-0.02734441803994625,0.0,-0.015293897689197087
2024-10-21,KOSDAQ,2024,0.11188371675951157,-0.11872578293331805,0.4416947042489297,False,EW8,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0551634819445362,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.029019351099685287,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,0.028269351099685286,0.0,0.029019351099685287,0.0,0.029019351099685287,0.5,-0.0556634819445362,0.0,0.029019351099685287
2024-11-18,KOSDAQ,2024,-1.0413054898380827,-0.3887916136407166,0.4416947042489297,False,BOTTOM2,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03746603013245835,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.01159818928410135,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.0016344865333317625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.0016344865333317625,0.0,-0.0016344865333317625,0.75,0.03671603013245835,1.0,0.010598189284101351,0.0,-0.0016344865333317625
2024-12-16,KOSDAQ,2024,-0.16090335048866747,0.29720406944153815,0.4416947042489297,False,TOP2,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.009945913333949901,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.009945913333949901,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.00908429841883475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.00908429841883475,0.0,-0.00908429841883475,0.5,-0.010445913333949902,0.5,-0.010445913333949902,0.0,-0.00908429841883475
2025-01-16,KOSDAQ,2025,0.24903266345741445,0.1967136151730722,0.43279974685253003,False,EW8,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.017535070972504098,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.004284273141544449,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,-0.004284273141544449,0.0,-0.004284273141544449,0.75,-0.005034273141544449,1.0,0.016535070972504097,0.0,-0.004284273141544449
2025-02-19,KOSDAQ,2025,-1.5272618699523808,0.23440756233282764,0.43279974685253003,False,EW8,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0653873635345414,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0015978015963790376,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.0,0.0015978015963790376,0.0,0.0015978015963790376,0.0,0.0015978015963790376,1.0,-0.0663873635345414,0.0,0.0015978015963790376
2025-03-20,KOSDAQ,2025,1.2033451638300512,-0.330920376536793,0.43279974685253003,True,BOTTOM2,-0.02234601887543725,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.04103594090043765,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.04103594090043765,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.02234601887543725,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.03594462327045128,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,10,0.75,-0.02309601887543725,0.75,0.04028594090043765,0.75,0.04028594090043765,1.0,-0.02334601887543725,0.0,0.03594462327045128
