policy,phase,return_type,period,n_days,cagr,sharpe,mdd,annual_turnover,annual_allocation_turnover,avg_target_exposure,share_half_or_less,share_zero
CRASH_GUARD_ONLY,1,GROSS,PRE_STRESS_2016_2024,2209,0.1242054332192768,0.6432273546857086,-0.4272324440421369,16.993181517257913,4.449071978270711,0.8981439565414214,0.10185604345857854,0.10185604345857854
CRASH_GUARD_ONLY,1,GROSS,BULL_2025,242,0.5558158139824256,2.172713918748597,-0.15113844582052893,19.180515493972617,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,1,GROSS,YTD_2026,147,0.2858847231454933,0.8201363600035608,-0.18933245573747992,19.434728994118046,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,1,NET30,TRAIN_2016_2022,1720,0.08547401288823386,0.47900481391274113,-0.43074350661270977,16.841326182384698,4.688372093023256,0.8924418604651163,0.10755813953488372,0.10755813953488372
CRASH_GUARD_ONLY,1,NET30,OOS_2023_2024,489,0.009904567868324499,0.1529305294628161,-0.2456603411749153,17.52731480147453,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,1,NET30,PRE_STRESS_2016_2024,2209,0.06827234357683176,0.4104504451645679,-0.43074350661270977,16.993181517257913,4.449071978270711,0.8981439565414214,0.10185604345857854,0.10185604345857854
CRASH_GUARD_ONLY,1,NET30,BULL_2025,242,0.4687242313672346,1.9090268937164536,-0.15833123091838208,19.180515493972617,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,1,NET30,YTD_2026,147,0.21296860636577009,0.6773691081311279,-0.19131358312377644,19.434728994118046,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,1,NET60,TRAIN_2016_2022,1720,0.031827438512991746,0.25226612193689857,-0.43522869724138513,16.841326182384698,4.688372093023256,0.8924418604651163,0.10755813953488372,0.10755813953488372
CRASH_GUARD_ONLY,1,NET60,OOS_2023_2024,489,-0.041988305494105815,-0.09762056791118748,-0.2627792332234865,17.52731480147453,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,1,NET60,PRE_STRESS_2016_2024,2209,0.01501164206225769,0.17874025695840648,-0.43522869724138513,16.993181517257913,4.449071978270711,0.8981439565414214,0.10185604345857854,0.10185604345857854
CRASH_GUARD_ONLY,1,NET60,BULL_2025,242,0.38632887396811055,1.6393044498411227,-0.16547888511763142,19.180515493972617,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,1,NET60,YTD_2026,147,0.14402176413385237,0.5344721425852237,-0.19329471051007308,19.434728994118046,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,2,GROSS,TRAIN_2016_2022,1719,0.12915532470343005,0.6490375124018285,-0.4673903596032877,16.808963237715098,4.691099476439791,0.8923792902850495,0.10762070971495055,0.10762070971495055
CRASH_GUARD_ONLY,2,GROSS,OOS_2023_2024,489,0.06490190129224493,0.408824600741241,-0.21847346023492853,17.733492580182336,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,2,GROSS,PRE_STRESS_2016_2024,2208,0.11459900711528159,0.5994184235708668,-0.4673903596032877,17.013716339375637,4.451086956521738,0.8980978260869565,0.10190217391304347,0.10190217391304347
CRASH_GUARD_ONLY,2,GROSS,BULL_2025,242,0.8127901714788159,2.8598025863993453,-0.1266206821807211,18.19165648648277,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,2,GROSS,YTD_2026,147,0.39621110418679906,1.0240274165251508,-0.177686838695856,19.313854371786963,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,2,NET30,TRAIN_2016_2022,1719,0.07357001732487811,0.4268139661018259,-0.4701449557246301,16.808963237715098,4.691099476439791,0.8923792902850495,0.10762070971495055,0.10762070971495055
CRASH_GUARD_ONLY,2,NET30,OOS_2023_2024,489,0.009672046206637308,0.15078084974105974,-0.23817090716244482,17.733492580182336,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,2,NET30,PRE_STRESS_2016_2024,2208,0.059078761399312674,0.37001779184326145,-0.4701449557246301,17.013716339375637,4.451086956521738,0.8980978260869565,0.10190217391304347,0.10190217391304347
CRASH_GUARD_ONLY,2,NET30,BULL_2025,242,0.7164054466851404,2.5987216064360736,-0.1312870886066585,18.19165648648277,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,2,NET30,YTD_2026,147,0.3175187343596455,0.8824162978225121,-0.1776868386958561,19.313854371786963,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,2,NET60,TRAIN_2016_2022,1719,0.02061167111751372,0.20500210967014465,-0.4922128750491407,16.808963237715098,4.691099476439791,0.8923792902850495,0.10762070971495055,0.10762070971495055
CRASH_GUARD_ONLY,2,NET60,OOS_2023_2024,489,-0.04280213776128772,-0.10648451895508083,-0.26030163224279057,17.733492580182336,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,2,NET60,PRE_STRESS_2016_2024,2208,0.006214826441804933,0.14109269799758953,-0.4922128750491407,17.013716339375637,4.451086956521738,0.8980978260869565,0.10190217391304347,0.10190217391304347
CRASH_GUARD_ONLY,2,NET60,BULL_2025,242,0.624949894032681,2.334083219764193,-0.13593723300392524,18.19165648648277,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,2,NET60,YTD_2026,147,0.24308584832590374,0.7396017009773233,-0.1776868386958559,19.313854371786963,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,3,GROSS,TRAIN_2016_2022,1718,0.1557070898080095,0.7554323267360978,-0.47481173875453786,16.97541427327676,4.693830034924331,0.8923166472642607,0.10768335273573923,0.10768335273573923
CRASH_GUARD_ONLY,3,GROSS,OOS_2023_2024,489,0.10700132612390911,0.586141965487414,-0.24921113704674347,17.299063294788034,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,3,GROSS,PRE_STRESS_2016_2024,2207,0.14473389264580505,0.7196097140164677,-0.47481173875453786,17.047124455206536,4.4531037607612145,0.8980516538287268,0.10194834617127323,0.10194834617127323
CRASH_GUARD_ONLY,3,GROSS,BULL_2025,242,0.6054060336831668,2.303264978540186,-0.13196539286966535,18.327452548985907,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,3,GROSS,YTD_2026,147,0.4182494517088762,1.0196861587078792,-0.19716244536839644,20.592431805335245,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,3,NET30,TRAIN_2016_2022,1718,0.09826512264437737,0.5290324996679258,-0.47665063244120887,16.97541427327676,4.693830034924331,0.8923166472642607,0.10768335273573923,0.10768335273573923
CRASH_GUARD_ONLY,3,NET30,OOS_2023_2024,489,0.05095936698350201,0.34175612592953863,-0.2704945388624409,17.299063294788034,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,3,NET30,PRE_STRESS_2016_2024,2207,0.08760334894799837,0.489579765157689,-0.47665063244120887,17.047124455206536,4.4531037607612145,0.8980516538287268,0.10194834617127323,0.10194834617127323
CRASH_GUARD_ONLY,3,NET30,BULL_2025,242,0.5194268381948923,2.0458353157394633,-0.13686495958289857,18.327452548985907,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,3,NET30,YTD_2026,147,0.3331841100753914,0.8784398025172333,-0.19716244536839667,20.592431805335245,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,3,NET60,TRAIN_2016_2022,1718,0.04356441124857868,0.30273367399521783,-0.47848635198812395,16.97541427327676,4.693830034924331,0.8923166472642607,0.10768335273573923,0.10768335273573923
CRASH_GUARD_ONLY,3,NET60,OOS_2023_2024,489,-0.0023540089515065032,0.09525741929776575,-0.2912214601440434,17.299063294788034,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,3,NET60,PRE_STRESS_2016_2024,2207,0.03321144033743728,0.25923592911759413,-0.47848635198812395,17.047124455206536,4.4531037607612145,0.8980516538287268,0.10194834617127323,0.10194834617127323
CRASH_GUARD_ONLY,3,NET60,BULL_2025,242,0.43787588361590535,1.7846984355216506,-0.1417464006409529,18.327452548985907,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,3,NET60,YTD_2026,147,0.25303005996975503,0.7362886878856265,-0.19716244536839667,20.592431805335245,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,4,GROSS,TRAIN_2016_2022,1717,0.15554012962812158,0.7609414708239519,-0.45737517963438534,16.941974127825855,4.696563774024462,0.8922539312754805,0.10774606872451951,0.10774606872451951
CRASH_GUARD_ONLY,4,GROSS,OOS_2023_2024,489,0.13765993750879724,0.7082958291091306,-0.21863661781493182,17.384311037337945,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,4,GROSS,PRE_STRESS_2016_2024,2206,0.15155257174801062,0.7496787061646746,-0.45737517963438534,17.040026144485605,4.455122393472347,0.8980054397098821,0.10199456029011786,0.10199456029011786
CRASH_GUARD_ONLY,4,GROSS,BULL_2025,242,0.7395275741416862,2.695153156112319,-0.128536981035406,17.979260829592054,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,4,GROSS,YTD_2026,147,0.19656838470077753,0.6280633860841861,-0.19212623363935932,20.989366549594006,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,4,NET30,TRAIN_2016_2022,1717,0.09821708773376381,0.5320270517451264,-0.45934971039264194,16.941974127825855,4.696563774024462,0.8922539312754805,0.10774606872451951,0.10774606872451951
CRASH_GUARD_ONLY,4,NET30,OOS_2023_2024,489,0.07978911040424075,0.4655426050307302,-0.24125297067561347,17.384311037337945,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,4,NET30,PRE_STRESS_2016_2024,2206,0.09410524806576182,0.5177840505127096,-0.45934971039264194,17.040026144485605,4.455122393472347,0.8980054397098821,0.10199456029011786,0.10199456029011786
CRASH_GUARD_ONLY,4,NET30,BULL_2025,242,0.6480890838795559,2.448528177675515,-0.13771291469853708,17.979260829592054,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,4,NET30,YTD_2026,147,0.1234587572346808,0.4848745392551013,-0.192126233639359,20.989366549594006,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,4,NET60,TRAIN_2016_2022,1717,0.043624772905028086,0.3036958386815318,-0.4775791878430521,16.941974127825855,4.696563774024462,0.8922539312754805,0.10774606872451951,0.10774606872451951
CRASH_GUARD_ONLY,4,NET60,OOS_2023_2024,489,0.024749456328511554,0.22207942193483296,-0.2632654300861462,17.384311037337945,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,4,NET60,PRE_STRESS_2016_2024,2206,0.03941094632562114,0.28621605360953795,-0.4775791878430521,17.040026144485605,4.455122393472347,0.8980054397098821,0.10199456029011786,0.10199456029011786
CRASH_GUARD_ONLY,4,NET60,BULL_2025,242,0.5612713063293315,2.1953229898398874,-0.1477453128677716,17.979260829592054,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,4,NET60,YTD_2026,147,0.054651869246305385,0.3419740465298683,-0.1921262336393591,20.989366549594006,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,5,GROSS,TRAIN_2016_2022,1716,0.12171844961071687,0.6240321437906057,-0.47037418447758816,16.871126546103024,4.699300699300699,0.8921911421911422,0.10780885780885781,0.10780885780885781
CRASH_GUARD_ONLY,5,GROSS,OOS_2023_2024,489,0.15922669551835567,0.8045866188687827,-0.17400536651163,17.007640106501857,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,5,GROSS,PRE_STRESS_2016_2024,2205,0.12993047114917888,0.6621158890140169,-0.47037418447758816,16.901400981946576,4.457142857142857,0.8979591836734694,0.10204081632653061,0.10204081632653061
CRASH_GUARD_ONLY,5,GROSS,BULL_2025,242,0.7210983697942512,2.6740118579559105,-0.12914816020344455,18.251634219090235,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,5,GROSS,YTD_2026,147,0.4463402444170903,1.0818038866216677,-0.16839368854033132,21.01626340858063,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,5,NET30,TRAIN_2016_2022,1716,0.06630013666504819,0.3990902736238259,-0.47216731830496217,16.871126546103024,4.699300699300699,0.8921911421911422,0.10780885780885781,0.10780885780885781
CRASH_GUARD_ONLY,5,NET30,OOS_2023_2024,489,0.10150479192560868,0.5639750925731505,-0.19252874377537632,17.007640106501857,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,5,NET30,PRE_STRESS_2016_2024,2205,0.07400904678184239,0.4338372141165153,-0.47216731830496217,16.901400981946576,4.457142857142857,0.8979591836734694,0.10204081632653061,0.10204081632653061
CRASH_GUARD_ONLY,5,NET30,BULL_2025,242,0.629294876844803,2.406805064624683,-0.13471102694542236,18.251634219090235,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,5,NET30,YTD_2026,147,0.3578599973534211,0.9346851672756756,-0.1683936885403312,21.01626340858063,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,5,NET60,TRAIN_2016_2022,1716,0.013510722796167718,0.17371309649973724,-0.4739574953727035,16.871126546103024,4.699300699300699,0.8921911421911422,0.10780885780885781,0.10780885780885781
CRASH_GUARD_ONLY,5,NET60,OOS_2023_2024,489,0.046545822439347795,0.32175808272807666,-0.21402494747387402,17.007640106501857,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,5,NET60,PRE_STRESS_2016_2024,2205,0.020745711265187206,0.20490100402777253,-0.4739574953727035,16.901400981946576,4.457142857142857,0.8979591836734694,0.10204081632653061,0.10204081632653061
CRASH_GUARD_ONLY,5,NET60,BULL_2025,242,0.542201159621311,2.136321081987139,-0.14465377831558757,18.251634219090235,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,5,NET60,YTD_2026,147,0.2745938380751354,0.7857815386721286,-0.16839368854033132,21.01626340858063,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,6,GROSS,TRAIN_2016_2022,1715,0.13772193463722537,0.6859147037116621,-0.4585411056686861,17.20716046098491,4.702040816326531,0.892128279883382,0.10787172011661808,0.10787172011661808
CRASH_GUARD_ONLY,6,GROSS,OOS_2023_2024,489,0.12052069610359051,0.6393574478321413,-0.1913056160541139,16.56363792394491,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,6,GROSS,PRE_STRESS_2016_2024,2204,0.1338828547689075,0.6759866809773031,-0.4585411056686861,17.064382547821317,4.459165154264973,0.897912885662432,0.10208711433756806,0.10208711433756806
CRASH_GUARD_ONLY,6,GROSS,BULL_2025,242,0.7634600570683139,2.883529558545143,-0.11120456693692427,20.180652564515814,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,6,GROSS,YTD_2026,147,0.42973346026698445,1.0673141592153612,-0.163729037042307,17.79780885079699,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,6,NET30,TRAIN_2016_2022,1715,0.08042223976306229,0.45652431130079624,-0.46046057180287114,17.20716046098491,4.702040816326531,0.892128279883382,0.10787172011661808,0.10787172011661808
CRASH_GUARD_ONLY,6,NET30,OOS_2023_2024,489,0.06614592610248238,0.40750579433304224,-0.20935918720317082,16.56363792394491,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,6,NET30,PRE_STRESS_2016_2024,2204,0.0772383510213066,0.4460882218959674,-0.46046057180287114,17.064382547821317,4.459165154264973,0.897912885662432,0.10208711433756806,0.10208711433756806
CRASH_GUARD_ONLY,6,NET30,BULL_2025,242,0.6597541203419415,2.5936396047701376,-0.11572161280464255,20.180652564515814,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,6,NET30,YTD_2026,147,0.3553027270993927,0.9399905666890644,-0.16372903704230668,17.79780885079699,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,6,NET60,TRAIN_2016_2022,1715,0.025896077463919864,0.2274110211448629,-0.4694829035565484,17.20716046098491,4.702040816326531,0.892128279883382,0.10787172011661808,0.10787172011661808
CRASH_GUARD_ONLY,6,NET60,OOS_2023_2024,489,0.01430321020334957,0.1745332854046605,-0.23246345548141722,16.56363792394491,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,6,NET60,PRE_STRESS_2016_2024,2204,0.023312591127501836,0.21618458027552215,-0.4694829035565484,17.064382547821317,4.459165154264973,0.897912885662432,0.10208711433756806,0.10208711433756806
CRASH_GUARD_ONLY,6,NET60,BULL_2025,242,0.5619388762650985,2.295238914772206,-0.12177745349974911,20.180652564515814,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,6,NET60,YTD_2026,147,0.28456689201336105,0.8113948848984353,-0.1637290370423068,17.79780885079699,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,7,GROSS,TRAIN_2016_2022,1714,0.15463339591354996,0.7555604775445547,-0.4456971906307854,17.128856255416288,4.704784130688449,0.8920653442240374,0.10793465577596266,0.10793465577596266
CRASH_GUARD_ONLY,7,GROSS,OOS_2023_2024,489,0.12666448844961953,0.6656021967915441,-0.19195170160282926,16.46449343791199,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,7,GROSS,PRE_STRESS_2016_2024,2203,0.1483657805314924,0.7363132964585702,-0.4456971906307854,16.981387613673395,4.4611892873354515,0.8978665456196097,0.10213345438039037,0.10213345438039037
CRASH_GUARD_ONLY,7,GROSS,BULL_2025,242,0.7251739201725376,2.6880942625790936,-0.09189074226858085,19.967133017034268,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,7,GROSS,YTD_2026,147,0.39940682414950146,1.031649454335722,-0.15219962715313706,17.706412402853285,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,7,NET30,TRAIN_2016_2022,1714,0.09673982812684656,0.5248255475395899,-0.4474841984331438,17.128856255416288,4.704784130688449,0.8920653442240374,0.10793465577596266,0.10793465577596266
CRASH_GUARD_ONLY,7,NET30,OOS_2023_2024,489,0.07231121238469274,0.4334792808626327,-0.20094283814296243,16.46449343791199,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,7,NET30,PRE_STRESS_2016_2024,2203,0.09126979276243419,0.5052546577630682,-0.4474841984331438,16.981387613673395,4.4611892873354515,0.8978665456196097,0.10213345438039037,0.10213345438039037
CRASH_GUARD_ONLY,7,NET30,BULL_2025,242,0.6247614935317376,2.4003188080645512,-0.09651422251236641,19.967133017034268,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,7,NET30,YTD_2026,147,0.32691946318464193,0.9005418454334355,-0.15373945519895127,17.706412402853285,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,7,NET60,TRAIN_2016_2022,1714,0.04163550830436846,0.2946720674428838,-0.44926836233120426,17.128856255416288,4.704784130688449,0.8920653442240374,0.10793465577596266,0.10793465577596266
CRASH_GUARD_ONLY,7,NET60,OOS_2023_2024,489,0.02047428673806917,0.2028015871706305,-0.21770561968347846,16.46449343791199,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,7,NET60,PRE_STRESS_2016_2024,2203,0.03690077614989162,0.27495578179948327,-0.44926836233120426,16.981387613673395,4.4611892873354515,0.8978665456196097,0.10213345438039037,0.10213345438039037
CRASH_GUARD_ONLY,7,NET60,BULL_2025,242,0.5299926096289833,2.1079664277505192,-0.10112210877922923,19.967133017034268,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,7,NET60,YTD_2026,147,0.25801221926502005,0.7687098770882167,-0.1552792832447656,17.706412402853285,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,8,GROSS,TRAIN_2016_2022,1713,0.16457722091022076,0.7989853885857571,-0.43505721744417003,17.08167126366112,4.7075306479859895,0.8920023350846468,0.10799766491535318,0.10799766491535318
CRASH_GUARD_ONLY,8,GROSS,OOS_2023_2024,489,0.11321029739497734,0.6174206756397005,-0.20262825913155857,16.665237798658588,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,8,GROSS,PRE_STRESS_2016_2024,2202,0.1529691426303319,0.7603354509677062,-0.43505721744417003,16.989193532332223,4.463215258855587,0.8978201634877384,0.10217983651226158,0.10217983651226158
CRASH_GUARD_ONLY,8,GROSS,BULL_2025,242,0.5669461587480209,2.2055990204560993,-0.1290867742285785,20.34262180610191,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,8,GROSS,YTD_2026,147,0.4842321773132996,1.1594277256794656,-0.15518493481924112,17.271792124463577,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,8,NET30,TRAIN_2016_2022,1713,0.10634179803256383,0.5672240279181141,-0.43694086775104524,17.08167126366112,4.7075306479859895,0.8920023350846468,0.10799766491535318,0.10799766491535318
CRASH_GUARD_ONLY,8,NET30,OOS_2023_2024,489,0.0588668876277092,0.37857661569994444,-0.21296685583152608,16.665237798658588,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,8,NET30,PRE_STRESS_2016_2024,2202,0.09561842078363347,0.5270882487272677,-0.43694086775104524,16.989193532332223,4.463215258855587,0.8978201634877384,0.10217983651226158,0.10217983651226158
CRASH_GUARD_ONLY,8,NET30,BULL_2025,242,0.4740794657166152,1.9273447979719687,-0.13646386528899457,20.34262180610191,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,8,NET30,YTD_2026,147,0.40919137947580664,1.0367117818428737,-0.15671386290177525,17.271792124463577,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,8,NET60,TRAIN_2016_2022,1713,0.050904170178991404,0.33512180994168606,-0.4388214634992542,17.08167126366112,4.7075306479859895,0.8920023350846468,0.10799766491535318,0.10799766491535318
CRASH_GUARD_ONLY,8,NET60,OOS_2023_2024,489,0.007069419844520253,0.13966724574707684,-0.2342130755653381,16.665237798658588,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,8,NET60,PRE_STRESS_2016_2024,2202,0.04100779526370757,0.29355381200362085,-0.4388214634992542,16.989193532332223,4.463215258855587,0.8978201634877384,0.10217983651226158,0.10217983651226158
CRASH_GUARD_ONLY,8,NET60,BULL_2025,242,0.3865301253827855,1.6422910865994966,-0.14525103182160493,20.34262180610191,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,8,NET60,YTD_2026,147,0.33776688289981127,0.9123249947708232,-0.15824279098430882,17.271792124463577,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,9,GROSS,TRAIN_2016_2022,1712,0.16162286066669562,0.793588936701569,-0.444491148512443,17.00466839101018,4.710280373831776,0.8919392523364486,0.1080607476635514,0.1080607476635514
CRASH_GUARD_ONLY,9,GROSS,OOS_2023_2024,489,0.13746597257782667,0.7267685937581007,-0.1899081217437636,16.910692139285917,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,9,GROSS,PRE_STRESS_2016_2024,2201,0.1562119330576841,0.77934358566451,-0.444491148512443,16.983789523634822,4.465243071331213,0.8977737392094502,0.10222626079054975,0.10222626079054975
CRASH_GUARD_ONLY,9,GROSS,BULL_2025,242,0.507648197199283,2.046656881660168,-0.13224410460617442,20.354100575376545,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,9,GROSS,YTD_2026,147,0.27602134991338545,0.8013204985115014,-0.15590846655993684,16.932421556703513,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,9,NET30,TRAIN_2016_2022,1712,0.10379061981835846,0.5598666594636209,-0.4519167247264281,17.00466839101018,4.710280373831776,0.8919392523364486,0.1080607476635514,0.1080607476635514
CRASH_GUARD_ONLY,9,NET30,OOS_2023_2024,489,0.08114121461359347,0.48157626429929246,-0.19376882524392103,16.910692139285917,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,9,NET30,PRE_STRESS_2016_2024,2201,0.09871790890247811,0.5432210037325299,-0.4519167247264281,16.983789523634822,4.465243071331213,0.8977737392094502,0.10222626079054975,0.10222626079054975
CRASH_GUARD_ONLY,9,NET30,BULL_2025,242,0.4182462719536648,1.751715559967736,-0.13924862647712344,20.354100575376545,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,9,NET30,YTD_2026,147,0.2127438264795718,0.6765503573693037,-0.15734625890589693,16.932421556703513,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,9,NET60,TRAIN_2016_2022,1712,0.04872446997768343,0.32651373410221485,-0.47318858339993186,17.00466839101018,4.710280373831776,0.8919392523364486,0.1080607476635514,0.1080607476635514
CRASH_GUARD_ONLY,9,NET60,OOS_2023_2024,489,0.027494800471175695,0.23560622707949544,-0.21264690023413568,16.910692139285917,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,9,NET60,PRE_STRESS_2016_2024,2201,0.04397025188502779,0.3072439067809281,-0.47318858339993186,16.983789523634822,4.465243071331213,0.8977737392094502,0.10222626079054975,0.10222626079054975
CRASH_GUARD_ONLY,9,NET60,BULL_2025,242,0.33396495075023314,1.4550992072314346,-0.14648509168264023,20.354100575376545,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,9,NET60,YTD_2026,147,0.15245562069996743,0.5511063967111113,-0.15878405125185657,16.932421556703513,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
