policy,phase,return_type,period,n_days,cagr,sharpe,mdd,annual_turnover,annual_allocation_turnover,avg_target_exposure,share_half_or_less,share_zero
ALWAYS_100,1,NET60,TRAIN_2016_2022,1720,0.06033992149597078,0.3647432399394405,-0.47231489619701983,13.68654123770473,0.0,1.0,0.0,0.0
ALWAYS_100,1,NET60,OOS_2023_2024,489,-0.05175404511457782,-0.12505187626101924,-0.3298549437285899,14.78893581688672,0.0,1.0,0.0,0.0
ALWAYS_100,1,NET60,PRE_STRESS_2016_2024,2209,0.03443562469358441,0.26213716590835046,-0.47231489619701983,13.930575166731435,0.0,1.0,0.0,0.0
ALWAYS_100,1,NET60,BULL_2025,242,0.5341459485940883,1.9321677543547364,-0.20865312888973853,16.032199080758268,0.0,1.0,0.0,0.0
ALWAYS_100,1,NET60,YTD_2026,147,-0.15295452258300857,-0.0072989417912018625,-0.45841286992607133,15.184091909637695,0.0,1.0,0.0,0.0
ALWAYS_100,2,GROSS,TRAIN_2016_2022,1719,0.1377688539708286,0.6531027707669805,-0.47365470712895386,13.653293787368954,0.0,1.0,0.0,0.0
ALWAYS_100,2,GROSS,OOS_2023_2024,489,0.05064420206713227,0.33511913868723225,-0.3153968388315056,14.970818329262844,0.0,1.0,0.0,0.0
ALWAYS_100,2,GROSS,PRE_STRESS_2016_2024,2208,0.11787084512004675,0.5875874915912205,-0.47365470712895386,13.94508251064165,0.0,1.0,0.0,0.0
ALWAYS_100,2,GROSS,BULL_2025,242,0.9442413139571799,2.9725338033163644,-0.16015190922078826,15.252695789392716,0.0,1.0,0.0,0.0
ALWAYS_100,2,GROSS,YTD_2026,147,0.054800019239177766,0.3747671659387269,-0.42046852487474573,14.653741666727067,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET30,TRAIN_2016_2022,1719,0.09206799577485625,0.4846116649865694,-0.4898424622920381,13.653293787368954,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET30,OOS_2023_2024,489,0.004458434237405218,0.1314419154845426,-0.3291767010394199,14.970818329262844,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET30,PRE_STRESS_2016_2024,2208,0.07202889507148669,0.4119731601272047,-0.4898424622920381,13.94508251064165,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET30,BULL_2025,242,0.857199000277902,2.76150003285203,-0.1663033131146956,15.252695789392716,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET30,YTD_2026,147,0.00939182902750657,0.29594799066270105,-0.4253116299076216,14.653741666727067,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET60,TRAIN_2016_2022,1719,0.048126780921274426,0.3159818898152037,-0.5055591060892546,13.653293787368954,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET60,OOS_2023_2024,489,-0.039778913272373484,-0.07165896727218253,-0.3427030778307889,14.970818329262844,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET60,PRE_STRESS_2016_2024,2208,0.027989377911164404,0.23633125141559058,-0.5055591060892546,13.94508251064165,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET60,BULL_2025,242,0.7738958912189329,2.54918976204106,-0.17242126319348483,15.252695789392716,0.0,1.0,0.0,0.0
ALWAYS_100,2,NET60,YTD_2026,147,-0.034142877290259,0.2168125744733292,-0.43012240677527025,14.653741666727067,0.0,1.0,0.0,0.0
ALWAYS_100,3,GROSS,TRAIN_2016_2022,1718,0.17171486831307758,0.7797049656863464,-0.47481173875453786,13.820232806206189,0.0,1.0,0.0,0.0
ALWAYS_100,3,GROSS,OOS_2023_2024,489,0.0921772140869952,0.505308021158611,-0.3331965256708196,14.561191483342723,0.0,1.0,0.0,0.0
ALWAYS_100,3,GROSS,PRE_STRESS_2016_2024,2207,0.15360661369077944,0.721925784798976,-0.47481173875453786,13.984405345000825,0.0,1.0,0.0,0.0
ALWAYS_100,3,GROSS,BULL_2025,242,0.7475032255475471,2.4571220141725143,-0.17589348409219407,15.295747077832461,0.0,1.0,0.0,0.0
ALWAYS_100,3,GROSS,YTD_2026,147,0.07867719426658337,0.42268199327734923,-0.4230613479801282,16.1491365882781,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET30,TRAIN_2016_2022,1718,0.1240862998737684,0.6071782752854282,-0.47665063244120875,13.820232806206189,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET30,OOS_2023_2024,489,0.04545197430293002,0.31114739417801607,-0.3460990287980328,14.561191483342723,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET30,PRE_STRESS_2016_2024,2207,0.10616841339156058,0.5450114511138725,-0.47665063244120875,13.984405345000825,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET30,BULL_2025,242,0.669052024098719,2.262738001617828,-0.18054510145898217,15.295747077832461,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET30,YTD_2026,147,0.027613875961954637,0.34028753184820565,-0.4281845121416574,16.1491365882781,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET60,TRAIN_2016_2022,1718,0.07831344092246417,0.4343252702398823,-0.4911714304712296,13.820232806206189,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET60,OOS_2023_2024,489,0.000644916496802983,0.11592593273249413,-0.35877349034081785,14.561191483342723,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET60,PRE_STRESS_2016_2024,2207,0.060600472803299166,0.36763463677641517,-0.4911714304712296,13.984405345000825,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET60,BULL_2025,242,0.5939789445674932,2.0657375637503885,-0.1851795104444276,15.295747077832461,0.0,1.0,0.0,0.0
ALWAYS_100,3,NET60,YTD_2026,147,-0.02112752650322358,0.2577269159170636,-0.43327131510993244,16.1491365882781,0.0,1.0,0.0,0.0
ALWAYS_100,4,GROSS,TRAIN_2016_2022,1717,0.178913650596902,0.8104754298977725,-0.45737517963438523,13.829403996598902,0.0,1.0,0.0,0.0
ALWAYS_100,4,GROSS,OOS_2023_2024,489,0.12479188892866455,0.6308967906793489,-0.30184081625797965,14.605880098598119,0.0,1.0,0.0,0.0
ALWAYS_100,4,GROSS,PRE_STRESS_2016_2024,2206,0.16669621436003146,0.7720915385403511,-0.45737517963438523,14.001524039154484,0.0,1.0,0.0,0.0
ALWAYS_100,4,GROSS,BULL_2025,242,0.8544381914135581,2.7736753716728417,-0.18374090554986378,15.001002568729428,0.0,1.0,0.0,0.0
ALWAYS_100,4,GROSS,YTD_2026,147,-0.17163372409662425,-0.016304539591975118,-0.44687970047002146,16.44631850471809,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET30,TRAIN_2016_2022,1717,0.13096168646863338,0.6360295316691789,-0.4608455012081435,13.829403996598902,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET30,OOS_2023_2024,489,0.07652666118051554,0.4383347294848503,-0.31550120482230437,14.605880098598119,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET30,PRE_STRESS_2016_2024,2206,0.11866248108906996,0.593783067311213,-0.4608455012081435,14.001524039154484,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET30,BULL_2025,242,0.772755946634408,2.5827418834565137,-0.18835161236699094,15.001002568729428,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET30,YTD_2026,147,-0.21155174414465439,-0.0971693597760444,-0.45294629858407387,16.44631850471809,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET60,TRAIN_2016_2022,1717,0.08488000074120228,0.4613545981240445,-0.4769238977682927,13.829403996598902,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET60,OOS_2023_2024,489,0.030248661744920913,0.24554589170664998,-0.3289176755043288,14.605880098598119,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET60,PRE_STRESS_2016_2024,2206,0.07252530639144705,0.4152434558511522,-0.4769238977682927,14.001524039154484,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET60,BULL_2025,242,0.694524014103105,2.3877649247329793,-0.19294525572278687,15.001002568729428,0.0,1.0,0.0,0.0
ALWAYS_100,4,NET60,YTD_2026,147,-0.2496209348325431,-0.17762370674137057,-0.4589574579464015,16.44631850471809,0.0,1.0,0.0,0.0
ALWAYS_100,5,GROSS,TRAIN_2016_2022,1716,0.13400996836044587,0.6441880816028764,-0.4703741844775883,13.839710204891857,0.0,1.0,0.0,0.0
ALWAYS_100,5,GROSS,OOS_2023_2024,489,0.1660637334639592,0.7991992550846679,-0.2295208184817018,14.275365580721402,0.0,1.0,0.0,0.0
ALWAYS_100,5,GROSS,PRE_STRESS_2016_2024,2205,0.14104159075715672,0.6765072754905902,-0.4703741844775883,13.936324934497591,0.0,1.0,0.0,0.0
ALWAYS_100,5,GROSS,BULL_2025,242,0.8140552184216088,2.712412933334587,-0.17430243017376013,15.015531197258992,0.0,1.0,0.0,0.0
ALWAYS_100,5,GROSS,YTD_2026,147,0.09074737743054939,0.43955365528436713,-0.40886606851171814,16.477770885718723,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET30,TRAIN_2016_2022,1716,0.08785079795751871,0.4717145607305965,-0.4721673183049623,13.839710204891857,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET30,OOS_2023_2024,489,0.11713638901386147,0.6078374103661179,-0.24477751172441808,14.275365580721402,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET30,PRE_STRESS_2016_2024,2205,0.09427845865327233,0.5001271539870893,-0.4721673183049623,13.936324934497591,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET30,BULL_2025,242,0.7340766673926864,2.5117883046976974,-0.17884705466469986,15.015531197258992,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET30,YTD_2026,147,0.03808742040590363,0.3549441186356909,-0.4141296931056564,16.477770885718723,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET60,TRAIN_2016_2022,1716,0.04349338361459898,0.29861649348028185,-0.4754148750502082,13.839710204891857,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET60,OOS_2023_2024,489,0.07017824274182605,0.415707644405741,-0.2597585087615927,14.275365580721402,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET60,PRE_STRESS_2016_2024,2205,0.04935324043397893,0.3230948929220736,-0.4754148750502082,13.936324934497591,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET60,BULL_2025,242,0.6574809451422428,2.308401539086559,-0.18337555722751342,15.015531197258992,0.0,1.0,0.0,0.0
ALWAYS_100,5,NET60,YTD_2026,147,-0.012128879623703348,0.270212023623001,-0.4193559793846755,16.477770885718723,0.0,1.0,0.0,0.0
ALWAYS_100,6,GROSS,TRAIN_2016_2022,1715,0.14866428804893017,0.6969357218823662,-0.4590882972400381,13.909258139802139,0.0,1.0,0.0,0.0
ALWAYS_100,6,GROSS,OOS_2023_2024,489,0.1352095298750342,0.6752070188236318,-0.2180443316437234,14.437493002589285,0.0,1.0,0.0,0.0
ALWAYS_100,6,GROSS,PRE_STRESS_2016_2024,2204,0.14566539029076786,0.6922599148475485,-0.4590882972400381,14.026457254095659,0.0,1.0,0.0,0.0
ALWAYS_100,6,GROSS,BULL_2025,242,0.9305063390072212,2.9971153248895193,-0.15468516951687927,14.97404099426788,0.0,1.0,0.0,0.0
ALWAYS_100,6,GROSS,YTD_2026,147,0.0702117147589254,0.40536395045891843,-0.40390198095296515,16.202987632821486,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET30,TRAIN_2016_2022,1715,0.10167846963233251,0.5235450568965957,-0.47535570446063913,13.909258139802139,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET30,OOS_2023_2024,489,0.08704679543709504,0.48368436392976716,-0.23214870088087902,14.437493002589285,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET30,PRE_STRESS_2016_2024,2204,0.09841524199310991,0.5150675458480357,-0.47535570446063913,14.026457254095659,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET30,BULL_2025,242,0.8456237241701254,2.8053359847966846,-0.158981237790763,14.97404099426788,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET30,YTD_2026,147,0.019383299584598612,0.3210858560665317,-0.40895915292166607,16.202987632821486,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET60,TRAIN_2016_2022,1715,0.05653598512500735,0.3497972603956903,-0.49116098795350827,13.909258139802139,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET60,OOS_2023_2024,489,0.040843718837543896,0.2912964263099479,-0.24602244564007703,14.437493002589285,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET60,PRE_STRESS_2016_2024,2204,0.053034054559012445,0.3374223405724499,-0.49116098795350827,14.026457254095659,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET60,BULL_2025,242,0.7643214760406609,2.608752060721701,-0.16326320353484225,14.97404099426788,0.0,1.0,0.0,0.0
ALWAYS_100,6,NET60,YTD_2026,147,-0.029127860771221536,0.2365849505060042,-0.4139821146277276,16.202987632821486,0.0,1.0,0.0,0.0
ALWAYS_100,7,GROSS,TRAIN_2016_2022,1714,0.15908362198733172,0.7362315046326582,-0.45899825993677723,13.918782510781574,0.0,1.0,0.0,0.0
ALWAYS_100,7,GROSS,OOS_2023_2024,489,0.10941810971389798,0.5738805422913357,-0.23544235487369036,14.259905203298494,0.0,1.0,0.0,0.0
ALWAYS_100,7,GROSS,PRE_STRESS_2016_2024,2203,0.14787079390506008,0.7018009909267544,-0.45899825993677723,13.99450152877557,0.0,1.0,0.0,0.0
ALWAYS_100,7,GROSS,BULL_2025,242,0.8744299978611902,2.793070610569824,-0.13923028103565915,14.760521446786331,0.0,1.0,0.0,0.0
ALWAYS_100,7,GROSS,YTD_2026,147,0.04837797249760456,0.3609307619313118,-0.4020700400717985,15.975422830153024,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET30,TRAIN_2016_2022,1714,0.11163952671061961,0.5615532377447183,-0.4752872775089805,13.918782510781574,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET30,OOS_2023_2024,489,0.06291687159912285,0.38349135818709723,-0.24924615084350343,14.259905203298494,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET30,PRE_STRESS_2016_2024,2203,0.10063521704814637,0.5237520652454244,-0.4752872775089805,13.99450152877557,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET30,BULL_2025,242,0.7931629767226605,2.6002422128138214,-0.14361274025650517,14.760521446786331,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET30,YTD_2026,147,-0.0007305027686882459,0.274364888739765,-0.4079874786032971,15.975422830153024,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET60,TRAIN_2016_2022,1714,0.06605751126369208,0.38691712748836404,-0.5011539436788089,13.918782510781574,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET60,OOS_2023_2024,489,0.01828501199236343,0.19440567825485072,-0.26282386036797434,14.259905203298494,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET60,PRE_STRESS_2016_2024,2203,0.055263522793155495,0.34598436221058226,-0.5011539436788089,13.99450152877557,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET60,BULL_2025,242,0.7152749928691897,2.404733178143445,-0.14798041841106535,14.760521446786331,0.0,1.0,0.0,0.0
ALWAYS_100,7,NET60,YTD_2026,147,-0.04763162323011194,0.18790213301503755,-0.41409982305276516,15.975422830153024,0.0,1.0,0.0,0.0
ALWAYS_100,8,GROSS,TRAIN_2016_2022,1713,0.17671396922340965,0.8056898936805041,-0.43505721744417003,13.782755339169901,0.0,1.0,0.0,0.0
ALWAYS_100,8,GROSS,OOS_2023_2024,489,0.08944220623913446,0.4978475247752081,-0.24009422585812334,14.555772123156252,0.0,1.0,0.0,0.0
ALWAYS_100,8,GROSS,PRE_STRESS_2016_2024,2202,0.15674845463332732,0.7406115006839905,-0.43505721744417003,13.954419829346708,0.0,1.0,0.0,0.0
ALWAYS_100,8,GROSS,BULL_2025,242,0.7236105309222396,2.3938083136188237,-0.17364996856589343,15.136010235853977,0.0,1.0,0.0,0.0
ALWAYS_100,8,GROSS,YTD_2026,147,0.08012210804344821,0.4163643167551901,-0.441070041941532,15.872912105866382,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET30,TRAIN_2016_2022,1713,0.12900950324706595,0.6313796194776817,-0.4369408677510448,13.782755339169901,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET30,OOS_2023_2024,489,0.04285033293618734,0.30088190657376346,-0.2538440556856003,14.555772123156252,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET30,PRE_STRESS_2016_2024,2202,0.10928098616717685,0.561455943243035,-0.4369408677510448,13.954419829346708,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET30,BULL_2025,242,0.6470233832893053,2.2095418062815377,-0.1816763609284231,15.136010235853977,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET30,YTD_2026,147,0.02984446020072129,0.33125201335858684,-0.44699932844294,15.872912105866382,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET60,TRAIN_2016_2022,1713,0.08315904039052002,0.45624826926635476,-0.43882146349925466,13.782755339169901,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET60,OOS_2023_2024,489,-0.0018307136219899434,0.1042394452283653,-0.2673689914593118,14.555772123156252,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET60,PRE_STRESS_2016_2024,2202,0.0636809292677909,0.38168288350296564,-0.43882146349925466,13.954419829346708,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET60,BULL_2025,242,0.5737018524120538,2.021352652704204,-0.18964150651518363,15.136010235853977,0.0,1.0,0.0,0.0
ALWAYS_100,8,NET60,YTD_2026,147,-0.018186555671520832,0.2459132534686155,-0.45287653235744263,15.872912105866382,0.0,1.0,0.0,0.0
ALWAYS_100,9,GROSS,TRAIN_2016_2022,1712,0.1621856126404524,0.7588412594919337,-0.47349235590883,13.658738342469306,0.0,1.0,0.0,0.0
ALWAYS_100,9,GROSS,OOS_2023_2024,489,0.14065364058859453,0.7095153367712491,-0.24011336455689447,14.709272596537907,0.0,1.0,0.0,0.0
ALWAYS_100,9,GROSS,PRE_STRESS_2016_2024,2201,0.15736696407621253,0.7483190426466304,-0.47349235590883,13.892137365749427,0.0,1.0,0.0,0.0
ALWAYS_100,9,GROSS,BULL_2025,242,0.6569788834478287,2.2844749005089646,-0.17240728963155216,15.147489005128609,0.0,1.0,0.0,0.0
ALWAYS_100,9,GROSS,YTD_2026,147,-0.04603449402492954,0.19507627415593715,-0.4340163435658164,14.777237971180172,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET30,TRAIN_2016_2022,1712,0.11548589637872109,0.5835463946574866,-0.4896586281589196,13.658738342469306,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET30,OOS_2023_2024,489,0.09136864213074358,0.5084680554172799,-0.2533349902043309,14.709272596537907,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET30,PRE_STRESS_2016_2024,2201,0.11008208388548746,0.5676112755919801,-0.4896586281589196,13.892137365749427,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET30,BULL_2025,242,0.5832970972278195,2.082017485851607,-0.18024453661873197,15.147489005128609,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET30,YTD_2026,147,-0.08744222841705651,0.11600515351220055,-0.4400903300419785,14.777237971180172,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET60,TRAIN_2016_2022,1712,0.07058525991204645,0.4081342955051783,-0.5236386360351716,13.658738342469306,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET60,OOS_2023_2024,489,0.044127066918804525,0.30716448935666896,-0.266347942245008,14.709272596537907,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET60,PRE_STRESS_2016_2024,2201,0.06464965608415385,0.38675901246823247,-0.5236386360351716,13.892137365749427,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET60,BULL_2025,242,0.512758009970055,1.878371452379289,-0.18802367235238515,15.147489005128609,0.0,1.0,0.0,0.0
ALWAYS_100,9,NET60,YTD_2026,147,-0.1271303655097633,0.03690198858325163,-0.44611036193486586,14.777237971180172,0.0,1.0,0.0,0.0
CRASH_GUARD_ONLY,0,GROSS,TRAIN_2016_2022,1721,0.16668657345999405,0.8004608274762534,-0.4443399978827368,17.100948844149563,4.685647879140035,0.8925043579314352,0.10749564206856478,0.10749564206856478
CRASH_GUARD_ONLY,0,GROSS,OOS_2023_2024,489,0.14480743794218642,0.7530817386885067,-0.18132829966309316,17.147929246133828,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,0,GROSS,PRE_STRESS_2016_2024,2210,0.1618096958916988,0.7903787870740243,-0.4443399978827368,17.11134405526735,4.447058823529411,0.8981900452488688,0.10180995475113122,0.10180995475113122
CRASH_GUARD_ONLY,0,GROSS,BULL_2025,242,0.633164327344933,2.3805671528711656,-0.12059025404798596,19.65148564040823,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,0,GROSS,YTD_2026,147,0.1410582977453667,0.532998652290251,-0.1584695743706751,17.140470700975193,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,0,NET30,TRAIN_2016_2022,1721,0.10828154924003064,0.5702430566663033,-0.4475410995947453,17.100948844149563,4.685647879140035,0.8925043579314352,0.10749564206856478,0.10749564206856478
CRASH_GUARD_ONLY,0,NET30,OOS_2023_2024,489,0.08734337233143497,0.5074891018543964,-0.1881525931991107,17.147929246133828,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,0,NET30,PRE_STRESS_2016_2024,2210,0.10361415522532491,0.5570149055452129,-0.4475410995947453,17.11134405526735,4.447058823529411,0.8981900452488688,0.10180995475113122,0.10180995475113122
CRASH_GUARD_ONLY,0,NET30,BULL_2025,242,0.5395664356724641,2.1083178455188745,-0.12792053139734094,19.65148564040823,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,0,NET30,YTD_2026,147,0.08379557055973308,0.40086958585422205,-0.16184344275846174,17.140470700975193,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,0,NET60,TRAIN_2016_2022,1721,0.0526857698661094,0.3407709432504089,-0.46612147155023653,17.100948844149563,4.685647879140035,0.8925043579314352,0.10749564206856478,0.10749564206856478
CRASH_GUARD_ONLY,0,NET60,OOS_2023_2024,489,0.03264935403432201,0.2595814484930082,-0.21058344343987068,17.147929246133828,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
CRASH_GUARD_ONLY,0,NET60,PRE_STRESS_2016_2024,2210,0.0482191409777164,0.3238270575059192,-0.46612147155023653,17.11134405526735,4.447058823529411,0.8981900452488688,0.10180995475113122,0.10180995475113122
CRASH_GUARD_ONLY,0,NET60,BULL_2025,242,0.4511459572201091,1.8304708267162786,-0.13830427441853244,19.65148564040823,5.206611570247934,0.9380165289256198,0.06198347107438017,0.06198347107438017
CRASH_GUARD_ONLY,0,NET60,YTD_2026,147,0.02927127438673538,0.26836552046972584,-0.1711459291979619,17.140470700975193,8.571428571428571,0.6326530612244898,0.3673469387755102,0.3673469387755102
CRASH_GUARD_ONLY,1,GROSS,TRAIN_2016_2022,1720,0.14178681770717616,0.706655914523639,-0.4272324440421369,16.841326182384698,4.688372093023256,0.8924418604651163,0.10755813953488372,0.10755813953488372
CRASH_GUARD_ONLY,1,GROSS,OOS_2023_2024,489,0.06448814018930893,0.4052247711332211,-0.23080823790277583,17.52731480147453,3.607361963190184,0.918200408997955,0.081799591002045,0.081799591002045
