date,factor_breadth_20d,n_factors_20d,breadth_bin,base_state,factor_substate,REVISION_state,ALWAYS_100,F_LOW_HALF,FB20_HIGH_HALF,CRASH_GUARD_ONLY,FB20_HALF_PLUS_CRASH0,breadth_high,crash_guard
2021-03-16,0.75,8,HIGH,B3,F_HIGH,N-,1.0,1.0,0.5,1.0,0.5,1,0
2021-03-23,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-03-30,0.75,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-04-06,0.875,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-04-13,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-04-20,0.875,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-04-27,1.0,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-05-04,1.0,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-05-12,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-05-20,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-05-27,0.625,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2021-06-03,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-06-10,0.25,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-06-17,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-06-24,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-07-01,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-07-08,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-07-15,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-07-22,0.25,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-07-29,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-08-05,0.5,8,LOW,B3,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2021-08-12,0.5,8,LOW,B3,F_HIGH,N-,1.0,1.0,1.0,1.0,1.0,0,0
2021-08-20,0.625,8,HIGH,B4,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2021-08-27,0.625,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2021-09-03,0.625,8,HIGH,B3,F_LOW,N+,1.0,0.5,0.5,1.0,0.5,1,0
2021-09-10,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-09-17,0.75,8,HIGH,B3,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2021-09-29,0.625,8,HIGH,B3,F_LOW,R-,1.0,0.5,0.5,1.0,0.5,1,0
2021-10-07,0.75,8,HIGH,B2,F_LOW,R-,1.0,0.5,0.5,0.0,0.0,1,1
2021-10-15,0.375,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2021-10-22,0.375,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2021-10-29,0.25,8,LOW,B3,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2021-11-05,0.25,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-11-12,0.625,8,HIGH,B3,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2021-11-19,0.75,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-11-26,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-12-03,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2021-12-10,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2021-12-17,0.5,8,LOW,B3,F_HIGH,N-,1.0,1.0,1.0,1.0,1.0,0,0
2021-12-24,0.625,8,HIGH,B3,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2022-01-03,0.5,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2022-01-10,0.5,8,LOW,B4,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2022-01-17,0.5,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2022-01-24,0.375,8,LOW,B2,F_LOW,R-,1.0,0.5,1.0,0.0,0.0,0,1
2022-02-03,0.625,8,HIGH,B2,F_LOW,R-,1.0,0.5,0.5,0.0,0.0,1,1
2022-02-10,0.625,8,HIGH,B2,F_LOW,R-,1.0,0.5,0.5,0.0,0.0,1,1
2022-02-17,0.5,8,LOW,B2,F_LOW,R-,1.0,0.5,1.0,0.0,0.0,0,1
2022-02-24,0.625,8,HIGH,B2,F_HIGH,R-,1.0,1.0,0.5,0.0,0.0,1,1
2022-03-04,0.375,8,LOW,B2,F_HIGH,R+,1.0,1.0,1.0,1.0,1.0,0,0
2022-03-14,0.75,8,HIGH,B2,F_HIGH,N-,1.0,1.0,0.5,1.0,0.5,1,0
2022-03-21,0.625,8,HIGH,B2,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2022-03-28,0.5,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2022-04-04,0.25,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2022-04-11,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2022-04-18,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-04-25,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-05-02,1.0,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-05-10,0.875,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-05-17,0.875,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-05-24,0.625,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-05-31,0.625,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-06-09,0.25,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2022-06-16,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2022-06-23,0.875,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2022-06-30,0.875,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2022-07-07,0.625,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2022-07-14,0.5,8,LOW,B2,F_LOW,W-,1.0,0.5,1.0,0.0,0.0,0,1
2022-07-21,0.25,8,LOW,B2,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2022-07-28,0.375,8,LOW,B2,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2022-08-04,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-08-11,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-08-19,0.625,8,HIGH,B4,F_LOW,N+,1.0,0.5,0.5,1.0,0.5,1,0
2022-08-26,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-09-02,0.75,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2022-09-13,0.625,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2022-09-20,0.625,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2022-09-27,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2022-10-05,0.875,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2022-10-13,0.75,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2022-10-20,0.375,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2022-10-27,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2022-11-03,0.625,8,HIGH,B2,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-11-10,0.125,8,LOW,B2,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-11-17,0.125,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-11-24,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-12-01,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2022-12-08,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-12-15,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2022-12-22,0.75,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2022-12-29,0.875,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2023-01-06,0.25,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2023-01-13,0.875,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2023-01-20,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2023-01-31,0.375,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2023-02-07,0.375,8,LOW,B4,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2023-02-14,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-02-21,0.25,8,LOW,B4,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2023-02-28,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-03-08,0.5,8,LOW,B4,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2023-03-15,0.5,8,LOW,B3,F_HIGH,W-,1.0,1.0,1.0,1.0,1.0,0,0
2023-03-22,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-03-29,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-04-05,0.5,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2023-04-12,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-04-19,0.375,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2023-04-26,0.625,8,HIGH,B3,F_HIGH,W-,1.0,1.0,0.5,1.0,0.5,1,0
2023-05-04,0.5,8,LOW,B3,F_LOW,W-,1.0,0.5,1.0,1.0,1.0,0,0
2023-05-12,0.5,8,LOW,B3,F_LOW,W-,1.0,0.5,1.0,1.0,1.0,0,0
2023-05-19,0.625,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2023-05-26,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-06-05,0.125,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-06-13,0.125,8,LOW,B4,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2023-06-20,0.375,8,LOW,B4,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2023-06-27,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-07-04,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-07-11,0.875,8,HIGH,B3,F_HIGH,W-,1.0,1.0,0.5,1.0,0.5,1,0
2023-07-18,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-07-25,0.75,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-08-01,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-08-08,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2023-08-16,0.625,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2023-08-23,0.375,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2023-08-30,0.375,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2023-09-06,0.25,8,LOW,B3,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2023-09-13,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-09-20,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-09-27,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2023-10-11,0.625,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2023-10-18,0.625,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2023-10-25,0.75,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2023-11-01,0.75,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2023-11-08,0.25,8,LOW,B2,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2023-11-15,0.125,8,LOW,B2,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2023-11-22,0.25,8,LOW,B2,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2023-11-29,0.375,8,LOW,B3,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2023-12-06,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-12-13,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-12-20,0.125,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2023-12-28,0.125,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-01-08,0.125,8,LOW,B4,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2024-01-15,0.125,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2024-01-22,0.5,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-01-29,0.5,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2024-02-05,0.375,8,LOW,B3,F_HIGH,R-,1.0,1.0,1.0,1.0,1.0,0,0
2024-02-14,0.375,8,LOW,B3,F_HIGH,R+,1.0,1.0,1.0,1.0,1.0,0,0
2024-02-21,0.25,8,LOW,B3,F_HIGH,R+,1.0,1.0,1.0,1.0,1.0,0,0
2024-02-28,0.125,8,LOW,B4,F_LOW,R+,1.0,0.5,1.0,1.0,1.0,0,0
2024-03-07,0.25,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2024-03-14,0.25,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-03-21,0.375,8,LOW,B3,F_HIGH,R+,1.0,1.0,1.0,1.0,1.0,0,0
2024-03-28,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-04-04,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-04-12,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-04-19,0.875,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2024-04-26,0.75,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2024-05-07,1.0,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-05-14,0.75,8,HIGH,B3,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2024-05-22,0.875,8,HIGH,B4,F_LOW,W+,1.0,0.5,0.5,1.0,0.5,1,0
2024-05-29,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-06-05,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-06-13,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-06-20,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-06-27,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-07-04,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-07-11,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2024-07-18,0.375,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2024-07-25,0.375,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-08-01,0.5,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-08-08,0.75,8,HIGH,B3,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2024-08-16,1.0,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2024-08-23,0.875,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2024-08-30,0.625,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2024-09-06,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-09-13,0.5,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-09-25,0.25,8,LOW,B2,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-10-04,0.5,8,LOW,B2,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-10-14,0.25,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-10-21,0.375,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2024-10-28,0.375,8,LOW,B3,F_LOW,N-,1.0,0.5,1.0,1.0,1.0,0,0
2024-11-04,0.375,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2024-11-11,0.875,8,HIGH,B3,F_LOW,W-,1.0,0.5,0.5,1.0,0.5,1,0
2024-11-18,0.75,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2024-11-25,0.875,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2024-12-02,0.875,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2024-12-09,0.375,8,LOW,B2,F_LOW,R-,1.0,0.5,1.0,0.0,0.0,0,1
2024-12-16,0.25,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2024-12-23,0.5,8,LOW,B2,F_HIGH,R-,1.0,1.0,1.0,0.0,0.0,0,1
2025-01-02,0.375,8,LOW,B2,F_HIGH,R-,1.0,1.0,1.0,0.0,0.0,0,1
2025-01-09,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-01-16,0.25,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-01-23,0.25,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-02-05,0.375,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2025-02-12,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-02-19,0.25,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-02-26,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-03-06,0.5,8,LOW,B3,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2025-03-13,0.5,8,LOW,B3,F_HIGH,N-,1.0,1.0,1.0,1.0,1.0,0,0
2025-03-20,0.375,8,LOW,B3,F_HIGH,R-,1.0,1.0,1.0,1.0,1.0,0,0
2025-03-27,0.5,8,LOW,B3,F_LOW,R-,1.0,0.5,1.0,1.0,1.0,0,0
2025-04-03,0.5,8,LOW,B2,F_LOW,R-,1.0,0.5,1.0,0.0,0.0,0,1
2025-04-10,0.625,8,HIGH,B2,F_LOW,N-,1.0,0.5,0.5,1.0,0.5,1,0
2025-04-17,0.625,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2025-04-24,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-05-02,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-05-13,0.5,8,LOW,B4,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-05-20,1.0,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-05-27,0.875,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-06-04,1.0,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-06-12,1.0,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-06-19,1.0,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-06-26,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-07-03,0.875,8,HIGH,B3,F_LOW,N+,1.0,0.5,0.5,1.0,0.5,1,0
2025-07-10,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-07-17,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-07-24,0.625,8,HIGH,B3,F_LOW,N+,1.0,0.5,0.5,1.0,0.5,1,0
2025-07-31,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-08-07,0.25,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-08-14,0.25,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-08-22,0.5,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-08-29,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-09-05,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-09-12,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-09-19,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-09-26,0.625,8,HIGH,B4,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2025-10-10,0.75,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-10-17,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-10-24,0.625,8,HIGH,B3,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-10-31,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-11-07,0.375,8,LOW,B4,F_LOW,W+,1.0,0.5,1.0,1.0,1.0,0,0
2025-11-14,0.5,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-11-21,0.5,8,LOW,B3,F_LOW,W-,1.0,0.5,1.0,1.0,1.0,0,0
2025-11-28,0.375,8,LOW,B3,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2025-12-05,0.25,8,LOW,B3,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2025-12-12,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2025-12-19,0.625,8,HIGH,B4,F_LOW,N+,1.0,0.5,0.5,1.0,0.5,1,0
2025-12-29,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2026-01-07,0.5,8,LOW,B4,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2026-01-14,0.5,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2026-01-21,0.375,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2026-01-28,0.5,8,LOW,B4,F_HIGH,W+,1.0,1.0,1.0,1.0,1.0,0,0
2026-02-04,0.5,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2026-02-11,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2026-02-23,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2026-03-03,0.75,8,HIGH,B4,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2026-03-10,0.875,8,HIGH,B4,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2026-03-17,0.75,8,HIGH,B4,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2026-03-24,0.75,8,HIGH,B4,F_HIGH,N+,1.0,1.0,0.5,1.0,0.5,1,0
2026-03-31,0.5,8,LOW,B4,F_HIGH,N+,1.0,1.0,1.0,1.0,1.0,0,0
2026-04-07,0.375,8,LOW,B2,F_LOW,R-,1.0,0.5,1.0,0.0,0.0,0,1
2026-04-14,0.625,8,HIGH,B3,F_LOW,R+,1.0,0.5,0.5,1.0,0.5,1,0
2026-04-21,0.375,8,LOW,B4,F_LOW,N+,1.0,0.5,1.0,1.0,1.0,0,0
2026-04-28,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2026-05-07,0.625,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2026-05-14,0.75,8,HIGH,B4,F_HIGH,W+,1.0,1.0,0.5,1.0,0.5,1,0
2026-05-21,0.75,8,HIGH,B2,F_HIGH,W-,1.0,1.0,0.5,0.0,0.0,1,1
2026-05-29,0.75,8,HIGH,B2,F_LOW,W-,1.0,0.5,0.5,0.0,0.0,1,1
2026-06-08,0.75,8,HIGH,B2,F_LOW,R-,1.0,0.5,0.5,0.0,0.0,1,1
