universe,target,model,sample,n,event_rate,brier,logloss,auc
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.22448979591836735,0.24806392968216986,0.6885863976299647,0.47248803827751196
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,21,0.38095238095238093,0.2786692350586576,0.7512691194546025,0.2548076923076923
KOSPI_ALL,TARGET_DD5_20,B_ONLY,TRAIN_2016_2022,328,0.19817073170731708,0.15827674977198278,0.4958502120631446,0.5407429072828313
KOSPI_ALL,TARGET_DD5_20,B_ONLY,OOS_2023_2024,97,0.26804123711340205,0.20095698928556793,0.5954711943901618,0.4677681473456121
KOSPI_ALL,TARGET_DD5_20,B_ONLY,BULL_2025,49,0.12244897959183673,0.10891600816916572,0.3775720818993293,0.6550387596899225
KOSPI_ALL,TARGET_DD5_20,B_ONLY,YTD_2026,21,0.42857142857142855,0.30435089502508106,0.843338185454454,0.5972222222222222
KOSPI_ALL,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,328,0.19817073170731708,0.1581863706594697,0.49558274165363375,0.5460953495174028
KOSPI_ALL,TARGET_DD5_20,B_FSUB,OOS_2023_2024,97,0.26804123711340205,0.2006799269284037,0.5946574993689683,0.5130010834236186
KOSPI_ALL,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.12244897959183673,0.10758134584288537,0.37348202530975927,0.6976744186046512
KOSPI_ALL,TARGET_DD5_20,B_FSUB,YTD_2026,21,0.42857142857142855,0.3047733385495624,0.8449767794631426,0.625
KOSPI_ALL,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,328,0.19817073170731708,0.15691538116387727,0.4917761572297478,0.5749049429657794
KOSPI_ALL,TARGET_DD5_20,B_FB20,OOS_2023_2024,97,0.26804123711340205,0.19850148419816582,0.588075776335899,0.5715059588299025
KOSPI_ALL,TARGET_DD5_20,B_FB20,BULL_2025,49,0.12244897959183673,0.1125695287095554,0.3864148081015081,0.5523255813953488
KOSPI_ALL,TARGET_DD5_20,B_FB20,YTD_2026,21,0.42857142857142855,0.30320039815807,0.8393576561672305,0.7083333333333334
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,328,0.19817073170731708,0.15698347225060905,0.4920273318903247,0.5741152383737935
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,97,0.26804123711340205,0.2009288774898625,0.5954615788875968,0.5341278439869989
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.11545250104835567,0.39678614132999146,0.4418604651162791
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,21,0.42857142857142855,0.3066416300582535,0.8519436849541032,0.6712962962962963
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_ONLY,TRAIN_2016_2022,288,0.1527777777777778,0.1189625567741221,0.388750401572916,0.7049180327868853
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_ONLY,OOS_2023_2024,91,0.2087912087912088,0.14133481524901484,0.4431428584255403,0.7551169590643275
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_ONLY,BULL_2025,49,0.12244897959183673,0.10335563496906275,0.35083026634434566,0.7558139534883721
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_ONLY,YTD_2026,15,0.26666666666666666,0.2134322688299343,0.6666933213755648,0.4318181818181818
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,TRAIN_2016_2022,288,0.1527777777777778,0.11425665361027074,0.369300572276708,0.7324422503725783
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,OOS_2023_2024,91,0.2087912087912088,0.14144159579949417,0.43554387009700857,0.7609649122807017
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,BULL_2025,49,0.12244897959183673,0.09252749801668672,0.3226355744857151,0.8391472868217055
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,YTD_2026,15,0.26666666666666666,0.2246998200258836,1.4098866955545397,0.3409090909090909
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,TRAIN_2016_2022,288,0.1527777777777778,0.11768590356122795,0.3833528203702295,0.7287164679582713
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,OOS_2023_2024,91,0.2087912087912088,0.14111286374951293,0.43651051899503346,0.7817982456140351
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,BULL_2025,49,0.12244897959183673,0.10475761096000606,0.3530800874804411,0.7325581395348837
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,YTD_2026,15,0.26666666666666666,0.20816180374553564,0.6486033386403813,0.5454545454545454
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,TRAIN_2016_2022,288,0.1527777777777778,0.11475598193936912,0.37119201759425796,0.7507917287630402
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,OOS_2023_2024,91,0.2087912087912088,0.14565346627543477,0.44203563779501814,0.8015350877192983
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.09898816353042861,0.3379896459703374,0.812015503875969
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,YTD_2026,15,0.26666666666666666,0.21538435165062367,1.3770922846824845,0.5454545454545454
KOSPI_EX_K200,TARGET_MKT_NEG20,B_ONLY,TRAIN_2016_2022,288,0.4930555555555556,0.24513150363723643,0.6833771817603252,0.5698437198533668
KOSPI_EX_K200,TARGET_MKT_NEG20,B_ONLY,OOS_2023_2024,91,0.4065934065934066,0.24960802054496042,0.6924300078405972,0.48348348348348347
KOSPI_EX_K200,TARGET_MKT_NEG20,B_ONLY,BULL_2025,49,0.3673469387755102,0.25173655540140477,0.6967066085083488,0.4274193548387097
KOSPI_EX_K200,TARGET_MKT_NEG20,B_ONLY,YTD_2026,15,0.4666666666666667,0.24095218314628877,0.6749616697973407,0.5357142857142857
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,TRAIN_2016_2022,288,0.4930555555555556,0.24307686736454948,0.6792111514279915,0.5888481574377773
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,OOS_2023_2024,91,0.4065934065934066,0.2511221201637833,0.6953607680955826,0.5455455455455456
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,BULL_2025,49,0.3673469387755102,0.2602385789064332,0.7138758575570803,0.3906810035842294
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,YTD_2026,15,0.4666666666666667,0.21223074339180573,0.616723677136212,0.7857142857142857
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,TRAIN_2016_2022,288,0.4930555555555556,0.24138210881170322,0.6757042368708766,0.6015820953115956
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,OOS_2023_2024,91,0.4065934065934066,0.2623881169475373,0.7185956316113477,0.46871871871871873
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,BULL_2025,49,0.3673469387755102,0.25107894572195255,0.6953480913279583,0.47580645161290325
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,YTD_2026,15,0.4666666666666667,0.23944253099842053,0.6715131299831741,0.49107142857142855
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,TRAIN_2016_2022,288,0.4930555555555556,0.2399566725648432,0.6727581245973353,0.6067431989195446
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,OOS_2023_2024,91,0.4065934065934066,0.2631366405231897,0.7205393333101003,0.4702202202202202
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.3673469387755102,0.25541008665461085,0.7043384516937522,0.42383512544802865
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,15,0.4666666666666667,0.21149331778975944,0.6140939004489278,0.8482142857142857
KOSPI_EX_K200,TARGET_DD5_20,B_ONLY,TRAIN_2016_2022,288,0.2604166666666667,0.18324511419445366,0.549055084499908,0.6334585289514867
KOSPI_EX_K200,TARGET_DD5_20,B_ONLY,OOS_2023_2024,91,0.2857142857142857,0.20299064390332458,0.5997498973594295,0.5559171597633136
KOSPI_EX_K200,TARGET_DD5_20,B_ONLY,BULL_2025,49,0.1836734693877551,0.14878345737019538,0.472212396253053,0.5875
KOSPI_EX_K200,TARGET_DD5_20,B_ONLY,YTD_2026,15,0.5333333333333333,0.37425613332080115,1.0255555380569228,0.375
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,288,0.2604166666666667,0.1800330885902263,0.5400429017129259,0.6567762128325508
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,OOS_2023_2024,91,0.2857142857142857,0.21493181038847364,0.6312042914251024,0.5470414201183432
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.1836734693877551,0.16591373015199298,0.5217693186733727,0.4125
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,YTD_2026,15,0.5333333333333333,0.379647856707104,1.057463559466231,0.5
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,288,0.2604166666666667,0.18085475963635808,0.5418021278864947,0.6643192488262911
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,OOS_2023_2024,91,0.2857142857142857,0.21859939630812483,0.6522431110376061,0.513905325443787
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,BULL_2025,49,0.1836734693877551,0.1495061928407309,0.4800489076687459,0.5986111111111111
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,YTD_2026,15,0.5333333333333333,0.41135440697542425,1.200593735289494,0.2767857142857143
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,288,0.2604166666666667,0.17958058260074564,0.538685461111966,0.6701095461658841
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,91,0.2857142857142857,0.22341983119224332,0.6627006027700096,0.43875739644970413
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.1836734693877551,0.16012243489384573,0.5060151733414743,0.5125
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,15,0.5333333333333333,0.4062819865366133,1.1901627237342434,0.2767857142857143
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_ONLY,TRAIN_2016_2022,328,0.15548780487804878,0.11606889849516454,0.3683833850890066,0.7499469101720111
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_ONLY,OOS_2023_2024,96,0.11458333333333333,0.08425962950744241,0.2806564563936729,0.8197860962566845
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_ONLY,BULL_2025,49,0.12244897959183673,0.10613018143373285,0.35253831285754156,0.7170542635658915
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_ONLY,YTD_2026,21,0.19047619047619047,0.16843216157615204,0.5187412784459678,0.5073529411764706
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,TRAIN_2016_2022,328,0.15548780487804878,0.114819466209959,0.36091260242226697,0.7709704820556381
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,OOS_2023_2024,96,0.11458333333333333,0.08361300738274076,0.2756117903921529,0.8411764705882353
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,BULL_2025,49,0.12244897959183673,0.10131410248938218,0.33276727543627144,0.7906976744186046
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,YTD_2026,21,0.19047619047619047,0.16528680127635972,0.5368057636085558,0.6176470588235294
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,TRAIN_2016_2022,328,0.15548780487804878,0.11274877337177436,0.3583192026445413,0.7777659800382247
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,OOS_2023_2024,96,0.11458333333333333,0.08969752925913865,0.2951614199198782,0.7978609625668449
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,BULL_2025,49,0.12244897959183673,0.12905376395104923,0.3999274005916364,0.6647286821705426
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,YTD_2026,21,0.19047619047619047,0.16736390739174378,0.5094949136877731,0.6176470588235294
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,TRAIN_2016_2022,328,0.15548780487804878,0.10734432995703154,0.34250483241157265,0.8033552771289021
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,OOS_2023_2024,96,0.11458333333333333,0.08997827831049199,0.2875063536106938,0.8101604278074866
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.12201373735225982,0.37592695167841417,0.6705426356589147
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,YTD_2026,21,0.19047619047619047,0.14846361485048162,0.5065085006047733,0.6544117647058824
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_ONLY,TRAIN_2016_2022,328,0.4420731707317073,0.24384821709047855,0.6806755376869453,0.5495006595063124
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_ONLY,OOS_2023_2024,96,0.4270833333333333,0.25085184970211677,0.6951636007212088,0.39090909090909093
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_ONLY,BULL_2025,49,0.22448979591836735,0.22487162529706964,0.6421508723069526,0.6578947368421053
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_ONLY,YTD_2026,21,0.38095238095238093,0.23293519906010782,0.6583367203963556,0.7355769230769231
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,TRAIN_2016_2022,328,0.4420731707317073,0.24274276394595326,0.6782758406415808,0.562408140192199
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,OOS_2023_2024,96,0.4270833333333333,0.25005771919773784,0.6935968283351844,0.50509977827051
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,BULL_2025,49,0.22448979591836735,0.22572180013174709,0.6434561191555059,0.604066985645933
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,YTD_2026,21,0.38095238095238093,0.23532601049220334,0.6626060578142328,0.49038461538461536
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,TRAIN_2016_2022,328,0.4420731707317073,0.24246372187559084,0.6777681315342033,0.568136423591483
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,OOS_2023_2024,96,0.4270833333333333,0.2535340854683432,0.7014816641393168,0.4869179600886918
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,BULL_2025,49,0.22448979591836735,0.2181086909033581,0.6280727912288622,0.6519138755980861
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,YTD_2026,21,0.38095238095238093,0.23761556353635913,0.6675313334035569,0.5432692307692307
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,TRAIN_2016_2022,328,0.4420731707317073,0.2413246712921855,0.6754359648795474,0.5762766157904654
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,OOS_2023_2024,96,0.4270833333333333,0.25691296338889785,0.7080438599568014,0.4560975609756098
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.22448979591836735,0.21611938402650896,0.6239306929177356,0.6327751196172249
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,21,0.38095238095238093,0.2285492954222115,0.6491637889149166,0.6105769230769231
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_ONLY,TRAIN_2016_2022,328,0.21646341463414634,0.16918668670782688,0.5211494832203333,0.5326903052556584
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_ONLY,OOS_2023_2024,96,0.2916666666666667,0.2167699797292398,0.632952838992475,0.3650210084033613
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_ONLY,BULL_2025,49,0.12244897959183673,0.11725481000294156,0.4040995639053917,0.5155038759689923
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_ONLY,YTD_2026,21,0.5238095238095238,0.34025548868830285,0.9074397720687958,0.7090909090909091
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,328,0.21646341463414634,0.16639648091863574,0.5130129331548857,0.5922617416561626
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,OOS_2023_2024,96,0.2916666666666667,0.21341924556363642,0.622895939020807,0.5575105042016807
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.12244897959183673,0.12243710005502817,0.4159807738949901,0.4728682170542636
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,YTD_2026,21,0.5238095238095238,0.32660348102760034,0.8754850648725823,0.5636363636363636
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,328,0.21646341463414634,0.16844965117466332,0.5187781669456919,0.5484189181783307
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,OOS_2023_2024,96,0.2916666666666667,0.21243157029684423,0.6204429256695875,0.42016806722689076
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,BULL_2025,49,0.12244897959183673,0.11365449871229646,0.39244316537874985,0.6065891472868217
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,YTD_2026,21,0.5238095238095238,0.3521992019328756,0.9451279092176321,0.5363636363636364
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,328,0.21646341463414634,0.16673701295448431,0.5141338904233994,0.5852468898997095
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,96,0.2916666666666667,0.2086524229970859,0.6074344831582758,0.6116071428571429
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.11329527316898146,0.38920415797534585,0.6085271317829457
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,21,0.5238095238095238,0.33163741832439636,0.89661386690978,0.6363636363636364
