universe,target,model,sample,n,event_rate,brier,logloss,auc,base_brier,base_logloss,base_auc,delta_brier,delta_logloss,delta_auc
KOSDAQ_PLUS_KOSPI_EX_K200,TARGET_DD5_20,B_FB20,YTD_2026,19,0.6842105263157895,0.3678061635272057,0.9468965613186264,0.6217948717948718,0.38327518144590966,0.9845662302029933,0.4935897435897436,-0.015469017918703976,-0.03766966888436685,0.1282051282051282
KOSDAQ_PLUS_KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,328,0.31402439024390244,0.20657857039160912,0.6011896145970743,0.622588996763754,0.21331518258497464,0.6174006295503343,0.5568716289104638,-0.006736612193365521,-0.01621101495325994,0.06571736785329019
KOSDAQ_PLUS_KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,96,0.34375,0.25416774351579,0.7102748226364602,0.3569023569023569,0.23412100346739448,0.6633233932370987,0.411976911976912,0.020046740048395545,0.04695142939936159,-0.05507455507455511
KOSDAQ_PLUS_KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.16326530612244897,0.16784913417212394,0.5229696667932593,0.5182926829268293,0.15712004594129692,0.49774995625917035,0.600609756097561,0.010729088230827022,0.025219710534088946,-0.08231707317073167
KOSDAQ_PLUS_KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,19,0.6842105263157895,0.37955835581208963,0.9863461078885244,0.22435897435897437,0.38327518144590966,0.9845662302029933,0.4935897435897436,-0.003716825633820031,0.0017798776855311171,-0.2692307692307693
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB,TRAIN_2016_2022,328,0.14329268292682926,0.10920445229097041,0.3482902465963879,0.7628151737714848,0.10980483316994633,0.3521812025652774,0.7475581131218293,-0.0006003808789759174,-0.003890955968889498,0.015257060649655485
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB,OOS_2023_2024,97,0.13402061855670103,0.09373156041389263,0.29675941875084305,0.8502747252747253,0.09541392578530827,0.30829917386575695,0.8186813186813187,-0.0016823653714156395,-0.011539755114913897,0.03159340659340659
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB,BULL_2025,49,0.08163265306122448,0.09449174644709367,0.3297539377600237,0.7111111111111111,0.09541755788683504,0.33790144809070355,0.6194444444444445,-0.0009258114397413669,-0.008147510330679841,0.09166666666666667
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB,YTD_2026,21,0.19047619047619047,0.17551066812667124,0.5564563011378896,0.33088235294117646,0.16529718281655015,0.5143479717078622,0.5,0.01021348531012109,0.0421083294300274,-0.16911764705882354
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FB20,TRAIN_2016_2022,328,0.14329268292682926,0.10971788959134184,0.3502670615106022,0.7538048004845915,0.10980483316994633,0.3521812025652774,0.7475581131218293,-8.694357860448976e-05,-0.0019141410546751891,0.006246687362762238
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FB20,OOS_2023_2024,97,0.13402061855670103,0.09508246032339923,0.30625414616289015,0.8342490842490843,0.09541392578530827,0.30829917386575695,0.8186813186813187,-0.0003314654619090418,-0.0020450277028667974,0.015567765567765623
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FB20,BULL_2025,49,0.08163265306122448,0.0959286040333208,0.3403256986192825,0.5361111111111111,0.09541755788683504,0.33790144809070355,0.6194444444444445,0.0005110461464857691,0.002424250528578975,-0.08333333333333337
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FB20,YTD_2026,21,0.19047619047619047,0.1650462967007369,0.5169528251072683,0.7279411764705882,0.16529718281655015,0.5143479717078622,0.5,-0.0002508861158132536,0.002604853399406082,0.2279411764705882
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,TRAIN_2016_2022,328,0.14329268292682926,0.10937346881608694,0.3486688854861186,0.7659953055198001,0.10980483316994633,0.3521812025652774,0.7475581131218293,-0.00043136435385938976,-0.003512317079158833,0.018437192397970814
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,OOS_2023_2024,97,0.13402061855670103,0.09373179121767215,0.30072702097503967,0.8626373626373627,0.09541392578530827,0.30829917386575695,0.8186813186813187,-0.0016821345676361205,-0.007572152890717276,0.04395604395604402
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,BULL_2025,49,0.08163265306122448,0.09723687625239853,0.34117996167081466,0.7222222222222222,0.09541755788683504,0.33790144809070355,0.6194444444444445,0.0018193183655634965,0.0032785135801111087,0.10277777777777775
KOSPI_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,YTD_2026,21,0.19047619047619047,0.17433838370619453,0.5478350765424758,0.3382352941176471,0.16529718281655015,0.5143479717078622,0.5,0.009041200889644385,0.03348710483461359,-0.16176470588235292
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB,TRAIN_2016_2022,328,0.4451219512195122,0.24369677090803343,0.6804224157195029,0.5648238747553816,0.24484964976978557,0.6827958073942326,0.545292036730393,-0.001152878861752138,-0.002373391674729719,0.0195318380249887
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB,OOS_2023_2024,97,0.4329896907216495,0.24432659624802397,0.6818075739796102,0.5487012987012987,0.23961667300072081,0.6722648295277,0.5517316017316017,0.004709923247303155,0.009542744451910279,-0.00303030303030305
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB,BULL_2025,49,0.22448979591836735,0.24551102115337903,0.6838720135164735,0.4533492822966507,0.24110322544986684,0.6750991201705963,0.4665071770334928,0.004407795703512185,0.008772893345877275,-0.01315789473684209
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB,YTD_2026,21,0.38095238095238093,0.2720736429341982,0.7378608231455934,0.3317307692307692,0.25949859185080065,0.7122315482590157,0.40384615384615385,0.01257505108339757,0.025629274886577735,-0.07211538461538464
KOSPI_ALL,TARGET_MKT_NEG20,B_FB20,TRAIN_2016_2022,328,0.4451219512195122,0.24327456515359552,0.6795638022336488,0.5688506698780671,0.24484964976978557,0.6827958073942326,0.545292036730393,-0.0015750846161900478,-0.0032320051605838618,0.023558633147674146
KOSPI_ALL,TARGET_MKT_NEG20,B_FB20,OOS_2023_2024,97,0.4329896907216495,0.24082283658491868,0.6744619671077184,0.5967532467532467,0.23961667300072081,0.6722648295277,0.5517316017316017,0.0012061635841978668,0.0021971375800184934,0.04502164502164496
KOSPI_ALL,TARGET_MKT_NEG20,B_FB20,BULL_2025,49,0.22448979591836735,0.24400673054273983,0.6806022958135644,0.4557416267942584,0.24110322544986684,0.6750991201705963,0.4665071770334928,0.0029035050928729877,0.0055031756429680945,-0.010765550239234423
KOSPI_ALL,TARGET_MKT_NEG20,B_FB20,YTD_2026,21,0.38095238095238093,0.27549378551094494,0.7448070912924504,0.2644230769230769,0.25949859185080065,0.7122315482590157,0.40384615384615385,0.01599519366014429,0.032575543033434684,-0.13942307692307693
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,TRAIN_2016_2022,328,0.4451219512195122,0.24310489914849204,0.6792252737335057,0.5706758994430228,0.24484964976978557,0.6827958073942326,0.545292036730393,-0.0017447506212935338,-0.0035705336607269045,0.025383862712629823
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,OOS_2023_2024,97,0.4329896907216495,0.24559743553771754,0.6843401897271174,0.5002164502164502,0.23961667300072081,0.6722648295277,0.5517316017316017,0.0059807625369967254,0.012075360199417462,-0.051515151515151514
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.22448979591836735,0.24806392968216986,0.6885863976299647,0.47248803827751196,0.24110322544986684,0.6750991201705963,0.4665071770334928,0.006960704232303022,0.013487277459368396,0.005980861244019142
KOSPI_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,21,0.38095238095238093,0.2786692350586576,0.7512691194546025,0.2548076923076923,0.25949859185080065,0.7122315482590157,0.40384615384615385,0.01917064320785694,0.03903757119558682,-0.14903846153846156
KOSPI_ALL,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,328,0.19817073170731708,0.1581863706594697,0.49558274165363375,0.5460953495174028,0.15827674977198278,0.4958502120631446,0.5407429072828313,-9.037911251308373e-05,-0.00026747040951086154,0.005352442234571542
KOSPI_ALL,TARGET_DD5_20,B_FSUB,OOS_2023_2024,97,0.26804123711340205,0.2006799269284037,0.5946574993689683,0.5130010834236186,0.20095698928556793,0.5954711943901618,0.4677681473456121,-0.0002770623571642372,-0.0008136950211935501,0.04523293607800649
KOSPI_ALL,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.12244897959183673,0.10758134584288537,0.37348202530975927,0.6976744186046512,0.10891600816916572,0.3775720818993293,0.6550387596899225,-0.0013346623262803503,-0.0040900565895700125,0.04263565891472865
KOSPI_ALL,TARGET_DD5_20,B_FSUB,YTD_2026,21,0.42857142857142855,0.3047733385495624,0.8449767794631426,0.625,0.30435089502508106,0.843338185454454,0.5972222222222222,0.0004224435244813418,0.0016385940086885986,0.02777777777777779
KOSPI_ALL,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,328,0.19817073170731708,0.15691538116387727,0.4917761572297478,0.5749049429657794,0.15827674977198278,0.4958502120631446,0.5407429072828313,-0.001361368608105512,-0.00407405483339679,0.03416203568294818
KOSPI_ALL,TARGET_DD5_20,B_FB20,OOS_2023_2024,97,0.26804123711340205,0.19850148419816582,0.588075776335899,0.5715059588299025,0.20095698928556793,0.5954711943901618,0.4677681473456121,-0.00245550508740211,-0.007395418054262803,0.1037378114842904
KOSPI_ALL,TARGET_DD5_20,B_FB20,BULL_2025,49,0.12244897959183673,0.1125695287095554,0.3864148081015081,0.5523255813953488,0.10891600816916572,0.3775720818993293,0.6550387596899225,0.0036535205403896848,0.008842726202178797,-0.10271317829457371
KOSPI_ALL,TARGET_DD5_20,B_FB20,YTD_2026,21,0.42857142857142855,0.30320039815807,0.8393576561672305,0.7083333333333334,0.30435089502508106,0.843338185454454,0.5972222222222222,-0.001150496867011075,-0.003980529287223589,0.11111111111111116
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,328,0.19817073170731708,0.15698347225060905,0.4920273318903247,0.5741152383737935,0.15827674977198278,0.4958502120631446,0.5407429072828313,-0.0012932775213737313,-0.003822880172819898,0.03337233109096227
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,97,0.26804123711340205,0.2009288774898625,0.5954615788875968,0.5341278439869989,0.20095698928556793,0.5954711943901618,0.4677681473456121,-2.811179570544331e-05,-9.615502565063494e-06,0.06635969664138675
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.11545250104835567,0.39678614132999146,0.4418604651162791,0.10891600816916572,0.3775720818993293,0.6550387596899225,0.006536492879189948,0.019214059430662178,-0.21317829457364346
KOSPI_ALL,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,21,0.42857142857142855,0.3066416300582535,0.8519436849541032,0.6712962962962963,0.30435089502508106,0.843338185454454,0.5972222222222222,0.002290735033172453,0.008605499499649172,0.07407407407407407
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,TRAIN_2016_2022,288,0.1527777777777778,0.11425665361027074,0.369300572276708,0.7324422503725783,0.1189625567741221,0.388750401572916,0.7049180327868853,-0.00470590316385136,-0.019449829296208032,0.02752421758569301
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,OOS_2023_2024,91,0.2087912087912088,0.14144159579949417,0.43554387009700857,0.7609649122807017,0.14133481524901484,0.4431428584255403,0.7551169590643275,0.00010678055047932955,-0.0075989883285317306,0.005847953216374213
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,BULL_2025,49,0.12244897959183673,0.09252749801668672,0.3226355744857151,0.8391472868217055,0.10335563496906275,0.35083026634434566,0.7558139534883721,-0.010828136952376027,-0.02819469185863055,0.08333333333333337
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB,YTD_2026,15,0.26666666666666666,0.2246998200258836,1.4098866955545397,0.3409090909090909,0.2134322688299343,0.6666933213755648,0.4318181818181818,0.011267551195949299,0.7431933741789749,-0.09090909090909094
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,TRAIN_2016_2022,288,0.1527777777777778,0.11768590356122795,0.3833528203702295,0.7287164679582713,0.1189625567741221,0.388750401572916,0.7049180327868853,-0.0012766532128941493,-0.005397581202686519,0.023798435171386023
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,OOS_2023_2024,91,0.2087912087912088,0.14111286374951293,0.43651051899503346,0.7817982456140351,0.14133481524901484,0.4431428584255403,0.7551169590643275,-0.00022195149950191007,-0.0066323394305068395,0.026681286549707584
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,BULL_2025,49,0.12244897959183673,0.10475761096000606,0.3530800874804411,0.7325581395348837,0.10335563496906275,0.35083026634434566,0.7558139534883721,0.0014019759909433133,0.0022498211360954534,-0.023255813953488413
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FB20,YTD_2026,15,0.26666666666666666,0.20816180374553564,0.6486033386403813,0.5454545454545454,0.2134322688299343,0.6666933213755648,0.4318181818181818,-0.005270465084398657,-0.018089982735183474,0.11363636363636359
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,TRAIN_2016_2022,288,0.1527777777777778,0.11475598193936912,0.37119201759425796,0.7507917287630402,0.1189625567741221,0.388750401572916,0.7049180327868853,-0.00420657483475298,-0.017558383978658054,0.04587369597615498
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,OOS_2023_2024,91,0.2087912087912088,0.14565346627543477,0.44203563779501814,0.8015350877192983,0.14133481524901484,0.4431428584255403,0.7551169590643275,0.0043186510264199285,-0.0011072206305221544,0.04641812865497075
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.09898816353042861,0.3379896459703374,0.812015503875969,0.10335563496906275,0.35083026634434566,0.7558139534883721,-0.004367471438634141,-0.012840620374008238,0.05620155038759689
KOSPI_EX_K200,TARGET_NEXT_B_DOWN,B_FSUB_FB20,YTD_2026,15,0.26666666666666666,0.21538435165062367,1.3770922846824845,0.5454545454545454,0.2134322688299343,0.6666933213755648,0.4318181818181818,0.0019520828206893714,0.7103989633069197,0.11363636363636359
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,TRAIN_2016_2022,288,0.4930555555555556,0.24307686736454948,0.6792111514279915,0.5888481574377773,0.24513150363723643,0.6833771817603252,0.5698437198533668,-0.002054636272686955,-0.004166030332333759,0.019004437584410505
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,OOS_2023_2024,91,0.4065934065934066,0.2511221201637833,0.6953607680955826,0.5455455455455456,0.24960802054496042,0.6924300078405972,0.48348348348348347,0.0015140996188229006,0.0029307602549853984,0.06206206206206211
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,BULL_2025,49,0.3673469387755102,0.2602385789064332,0.7138758575570803,0.3906810035842294,0.25173655540140477,0.6967066085083488,0.4274193548387097,0.008502023505028433,0.017169249048731516,-0.03673835125448027
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB,YTD_2026,15,0.4666666666666667,0.21223074339180573,0.616723677136212,0.7857142857142857,0.24095218314628877,0.6749616697973407,0.5357142857142857,-0.028721439754483047,-0.058237992661128724,0.25
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,TRAIN_2016_2022,288,0.4930555555555556,0.24138210881170322,0.6757042368708766,0.6015820953115956,0.24513150363723643,0.6833771817603252,0.5698437198533668,-0.0037493948255332143,-0.007672944889448696,0.031738375458228774
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,OOS_2023_2024,91,0.4065934065934066,0.2623881169475373,0.7185956316113477,0.46871871871871873,0.24960802054496042,0.6924300078405972,0.48348348348348347,0.012780096402576852,0.02616562377075049,-0.014764764764764737
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,BULL_2025,49,0.3673469387755102,0.25107894572195255,0.6953480913279583,0.47580645161290325,0.25173655540140477,0.6967066085083488,0.4274193548387097,-0.0006576096794522202,-0.0013585171803904839,0.04838709677419356
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FB20,YTD_2026,15,0.4666666666666667,0.23944253099842053,0.6715131299831741,0.49107142857142855,0.24095218314628877,0.6749616697973407,0.5357142857142857,-0.0015096521478682456,-0.0034485398141665957,-0.04464285714285715
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,TRAIN_2016_2022,288,0.4930555555555556,0.2399566725648432,0.6727581245973353,0.6067431989195446,0.24513150363723643,0.6833771817603252,0.5698437198533668,-0.005174831072393221,-0.010619057162989942,0.036899479066177854
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,OOS_2023_2024,91,0.4065934065934066,0.2631366405231897,0.7205393333101003,0.4702202202202202,0.24960802054496042,0.6924300078405972,0.48348348348348347,0.013528619978229267,0.028109325469503177,-0.01326326326326327
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.3673469387755102,0.25541008665461085,0.7043384516937522,0.42383512544802865,0.25173655540140477,0.6967066085083488,0.4274193548387097,0.003673531253206075,0.007631843185403442,-0.0035842293906810374
KOSPI_EX_K200,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,15,0.4666666666666667,0.21149331778975944,0.6140939004489278,0.8482142857142857,0.24095218314628877,0.6749616697973407,0.5357142857142857,-0.029458865356529335,-0.06086776934841298,0.3125
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,288,0.2604166666666667,0.1800330885902263,0.5400429017129259,0.6567762128325508,0.18324511419445366,0.549055084499908,0.6334585289514867,-0.00321202560422737,-0.009012182786982126,0.023317683881064144
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,OOS_2023_2024,91,0.2857142857142857,0.21493181038847364,0.6312042914251024,0.5470414201183432,0.20299064390332458,0.5997498973594295,0.5559171597633136,0.011941166485149063,0.03145439406567285,-0.008875739644970349
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.1836734693877551,0.16591373015199298,0.5217693186733727,0.4125,0.14878345737019538,0.472212396253053,0.5875,0.0171302727817976,0.04955692242031973,-0.17500000000000004
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB,YTD_2026,15,0.5333333333333333,0.379647856707104,1.057463559466231,0.5,0.37425613332080115,1.0255555380569228,0.375,0.005391723386302838,0.03190802140930815,0.125
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,288,0.2604166666666667,0.18085475963635808,0.5418021278864947,0.6643192488262911,0.18324511419445366,0.549055084499908,0.6334585289514867,-0.002390354558095581,-0.007252956613413297,0.030860719874804432
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,OOS_2023_2024,91,0.2857142857142857,0.21859939630812483,0.6522431110376061,0.513905325443787,0.20299064390332458,0.5997498973594295,0.5559171597633136,0.015608752404800252,0.05249321367817661,-0.0420118343195266
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,BULL_2025,49,0.1836734693877551,0.1495061928407309,0.4800489076687459,0.5986111111111111,0.14878345737019538,0.472212396253053,0.5875,0.0007227354705355293,0.007836511415692915,0.011111111111111072
KOSPI_EX_K200,TARGET_DD5_20,B_FB20,YTD_2026,15,0.5333333333333333,0.41135440697542425,1.200593735289494,0.2767857142857143,0.37425613332080115,1.0255555380569228,0.375,0.03709827365462309,0.1750381972325712,-0.0982142857142857
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,288,0.2604166666666667,0.17958058260074564,0.538685461111966,0.6701095461658841,0.18324511419445366,0.549055084499908,0.6334585289514867,-0.003664531593708026,-0.010369623387942006,0.03665101721439745
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,91,0.2857142857142857,0.22341983119224332,0.6627006027700096,0.43875739644970413,0.20299064390332458,0.5997498973594295,0.5559171597633136,0.020429187288918738,0.06295070541058012,-0.11715976331360944
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.1836734693877551,0.16012243489384573,0.5060151733414743,0.5125,0.14878345737019538,0.472212396253053,0.5875,0.011338977523650345,0.033802777088421276,-0.07500000000000007
KOSPI_EX_K200,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,15,0.5333333333333333,0.4062819865366133,1.1901627237342434,0.2767857142857143,0.37425613332080115,1.0255555380569228,0.375,0.03202585321581214,0.16460718567732058,-0.0982142857142857
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,TRAIN_2016_2022,328,0.15548780487804878,0.114819466209959,0.36091260242226697,0.7709704820556381,0.11606889849516454,0.3683833850890066,0.7499469101720111,-0.0012494322852055345,-0.007470782666739617,0.021023571883627024
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,OOS_2023_2024,96,0.11458333333333333,0.08361300738274076,0.2756117903921529,0.8411764705882353,0.08425962950744241,0.2806564563936729,0.8197860962566845,-0.0006466221247016513,-0.005044666001520037,0.021390374331550777
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,BULL_2025,49,0.12244897959183673,0.10131410248938218,0.33276727543627144,0.7906976744186046,0.10613018143373285,0.35253831285754156,0.7170542635658915,-0.0048160789443506685,-0.01977103742127012,0.07364341085271309
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB,YTD_2026,21,0.19047619047619047,0.16528680127635972,0.5368057636085558,0.6176470588235294,0.16843216157615204,0.5187412784459678,0.5073529411764706,-0.003145360299792316,0.018064485162587962,0.11029411764705888
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,TRAIN_2016_2022,328,0.15548780487804878,0.11274877337177436,0.3583192026445413,0.7777659800382247,0.11606889849516454,0.3683833850890066,0.7499469101720111,-0.00332012512339018,-0.010064182444465275,0.02781906986621363
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,OOS_2023_2024,96,0.11458333333333333,0.08969752925913865,0.2951614199198782,0.7978609625668449,0.08425962950744241,0.2806564563936729,0.8197860962566845,0.005437899751696243,0.014504963526205283,-0.021925133689839615
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,BULL_2025,49,0.12244897959183673,0.12905376395104923,0.3999274005916364,0.6647286821705426,0.10613018143373285,0.35253831285754156,0.7170542635658915,0.022923582517316382,0.04738908773409484,-0.05232558139534893
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FB20,YTD_2026,21,0.19047619047619047,0.16736390739174378,0.5094949136877731,0.6176470588235294,0.16843216157615204,0.5187412784459678,0.5073529411764706,-0.0010682541844082571,-0.009246364758194736,0.11029411764705888
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,TRAIN_2016_2022,328,0.15548780487804878,0.10734432995703154,0.34250483241157265,0.8033552771289021,0.11606889849516454,0.3683833850890066,0.7499469101720111,-0.008724568538132998,-0.02587855267743394,0.053408366956890996
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,OOS_2023_2024,96,0.11458333333333333,0.08997827831049199,0.2875063536106938,0.8101604278074866,0.08425962950744241,0.2806564563936729,0.8197860962566845,0.005718648803049578,0.006849897217020895,-0.009625668449197877
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.12201373735225982,0.37592695167841417,0.6705426356589147,0.10613018143373285,0.35253831285754156,0.7170542635658915,0.01588355591852697,0.02338863882087261,-0.04651162790697683
KOSPI_KOSDAQ_ALL,TARGET_NEXT_B_DOWN,B_FSUB_FB20,YTD_2026,21,0.19047619047619047,0.14846361485048162,0.5065085006047733,0.6544117647058824,0.16843216157615204,0.5187412784459678,0.5073529411764706,-0.019968546725670416,-0.012232777841194586,0.1470588235294118
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,TRAIN_2016_2022,328,0.4420731707317073,0.24274276394595326,0.6782758406415808,0.562408140192199,0.24384821709047855,0.6806755376869453,0.5495006595063124,-0.0011054531445252869,-0.0023996970453645794,0.012907480685886541
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,OOS_2023_2024,96,0.4270833333333333,0.25005771919773784,0.6935968283351844,0.50509977827051,0.25085184970211677,0.6951636007212088,0.39090909090909093,-0.0007941305043789315,-0.0015667723860243177,0.11419068736141907
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,BULL_2025,49,0.22448979591836735,0.22572180013174709,0.6434561191555059,0.604066985645933,0.22487162529706964,0.6421508723069526,0.6578947368421053,0.0008501748346774474,0.0013052468485533764,-0.053827751196172335
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB,YTD_2026,21,0.38095238095238093,0.23532601049220334,0.6626060578142328,0.49038461538461536,0.23293519906010782,0.6583367203963556,0.7355769230769231,0.0023908114320955187,0.0042693374178771615,-0.24519230769230776
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,TRAIN_2016_2022,328,0.4420731707317073,0.24246372187559084,0.6777681315342033,0.568136423591483,0.24384821709047855,0.6806755376869453,0.5495006595063124,-0.0013844952148877043,-0.002907406152741987,0.018635764085170536
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,OOS_2023_2024,96,0.4270833333333333,0.2535340854683432,0.7014816641393168,0.4869179600886918,0.25085184970211677,0.6951636007212088,0.39090909090909093,0.0026822357662264484,0.006318063418108033,0.09600886917960089
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,BULL_2025,49,0.22448979591836735,0.2181086909033581,0.6280727912288622,0.6519138755980861,0.22487162529706964,0.6421508723069526,0.6578947368421053,-0.006762934393711534,-0.014078081078090388,-0.005980861244019198
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FB20,YTD_2026,21,0.38095238095238093,0.23761556353635913,0.6675313334035569,0.5432692307692307,0.23293519906010782,0.6583367203963556,0.7355769230769231,0.004680364476251309,0.009194613007201258,-0.1923076923076924
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,TRAIN_2016_2022,328,0.4420731707317073,0.2413246712921855,0.6754359648795474,0.5762766157904654,0.24384821709047855,0.6806755376869453,0.5495006595063124,-0.0025235457982930587,-0.005239572807397952,0.02677595628415297
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,OOS_2023_2024,96,0.4270833333333333,0.25691296338889785,0.7080438599568014,0.4560975609756098,0.25085184970211677,0.6951636007212088,0.39090909090909093,0.006061113686781083,0.012880259235592662,0.06518847006651884
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,BULL_2025,49,0.22448979591836735,0.21611938402650896,0.6239306929177356,0.6327751196172249,0.22487162529706964,0.6421508723069526,0.6578947368421053,-0.008752241270560679,-0.01822017938921694,-0.02511961722488043
KOSPI_KOSDAQ_ALL,TARGET_MKT_NEG20,B_FSUB_FB20,YTD_2026,21,0.38095238095238093,0.2285492954222115,0.6491637889149166,0.6105769230769231,0.23293519906010782,0.6583367203963556,0.7355769230769231,-0.004385903637896316,-0.00917293148143905,-0.125
