"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.97","170.38","","172.06"
"A000040","KR모터스","12","0","KOSPI","2.09","37.92","","37.14"
"A000050","경방","12","0","KOSPI","-13.85","284.84","","330.63"
"A000070","삼양홀딩스","12","0","KOSPI","-1.14","469.67","","475.11"
"A000080","하이트진로","12","1","KOSPI","-1.06","1244.87","","1258.2"
"A000100","유한양행","12","1","KOSPI","-2.42","8347.07","","8554.15"
"A000120","CJ대한통운","12","1","KOSPI","-0.55","2481.98","","2495.67"
"A000140","하이트진로홀딩스","12","0","KOSPI","-3.02","216.29","","223.02"
"A000150","두산","12","1","KOSPI","-4.17","13408.5","","13991.47"
"A000180","성창기업지주","12","0","KOSPI","0.27","105.26","","104.98"
"A0001A0","덕양에너젠","12","0","KOSDAQ","-5.64","726.38","","769.77"
"A000210","DL","12","1","KOSPI","-5.59","903.2","","956.64"
"A000220","유유제약","12","0","KOSPI","-1.38","73.24","","74.26"
"A000230","일동홀딩스","12","0","KOSPI","-3","130.64","","134.68"
"A000240","한국앤컴퍼니","12","1","KOSPI","-2.37","2544.26","","2605.97"
"A000250","삼천당제약","12","0","KOSDAQ","0.7","11728.74","","11646.63"
"A000270","기아","12","1","KOSPI","-2.75","59303.73","","60982.51"
"A000300","DH오토넥스","12","0","KOSPI","0","174.04","","174.04"
"A000320","노루홀딩스","12","0","KOSPI","-5.37","304.37","","321.65"
"A000370","한화손해보험","12","0","KOSPI","-2.97","723.78","","745.96"
"A000390","SP삼화","12","0","KOSPI","0","198.86","","198.86"
"A000400","롯데손해보험","12","0","KOSPI","-2.23","530.99","","543.09"
"A000430","대원강업","12","0","KOSPI","-3.32","243.97","","252.34"
"A000440","중앙에너비스","12","0","KOSDAQ","2.83","101.81","","99.01"
"A000480","CR홀딩스","12","0","KOSPI","-0.11","222.26","","222.5"
"A000490","대동","12","0","KOSPI","-1.63","331.51","","336.99"
"A0004V0","엔비알모션","12","0","KOSDAQ","-6.11","175.94","","187.38"
"A000500","가온전선","12","0","KOSPI","-3.04","1369.77","","1412.78"
"A000520","삼일제약","12","0","KOSPI","-12.19","234.49","","267.03"
"A000540","흥국화재","12","0","KOSPI","-1.2","238.66","","241.55"
"A000590","CS홀딩스","12","0","KOSPI","-1.8","94.55","","96.28"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-1.93","696.13","","709.86"
"A000650","천일고속","12","0","KOSPI","-1.65","426.62","","433.77"
"A000660","SK하이닉스","12","1","KOSPI","-0.36","610793.98","","612977.99"
"A000670","영풍","12","1","KOSPI","-2.58","1023.21","","1050.33"
"A000680","LS네트웍스","12","0","KOSPI","-0.86","271.08","","273.45"
"A000700","유수홀딩스","12","0","KOSPI","-0.67","154.43","","155.47"
"A000720","현대건설","12","1","KOSPI","-3.09","11870.52","","12249.13"
"A000760","이화산업","12","0","KOSPI","-9.07","44.94","","49.42"
"A0007C0","아크릴","12","0","KOSDAQ","-8.73","289.49","","317.2"
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","3.18","23879.79","","23143.61"
"A000850","화천기공","12","0","KOSPI","0","90.53","","90.53"
"A000860","강남제비스코","12","0","KOSPI","-4.56","212.29","","222.43"
"A000880","한화","12","1","KOSPI","-4.47","8485.33","","8882.61"
"A000890","보해양조","12","0","KOSPI","-0.48","56.77","","57.04"
"A0008Z0","에스엔시스","12","0","KOSDAQ","-3.37","297.25","","307.63"
"A000910","유니온","12","0","KOSPI","0.56","69.47","","69.08"
"A000950","전방","12","0","KOSPI","-5.87","64.68","","68.71"
"A000970","한국주철관","12","0","KOSPI","-0.73","155.04","","156.18"
"A000990","DB하이텍","12","0","KOSPI","-1.34","4480.97","","4541.88"
"A0009K0","에임드바이오","12","0","KOSDAQ","-4.41","3362.9","","3518.11"
"A001000","신라섬유","12","0","KOSDAQ","0.42","57.9","","57.66"
