"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.12","233.51","","233.79"
"A000040","KR모터스","12","0","KOSPI","7.67","63.45","","58.93"
"A000050","경방","12","0","KOSPI","-0.37","293.62","","294.71"
"A000070","삼양홀딩스","12","0","KOSPI","0.4","640.61","","638.04"
"A000080","하이트진로","12","1","KOSPI","-1.12","1549.95","","1567.49"
"A000100","유한양행","12","1","KOSPI","-0.35","4330.08","","4345.41"
"A000120","CJ대한통운","12","1","KOSPI","0.26","1777.08","","1772.52"
"A000140","하이트진로홀딩스","12","0","KOSPI","-1.5","213.27","","216.52"
"A000150","두산","12","1","KOSPI","-1.25","1561.5","","1581.33"
"A000180","성창기업지주","12","0","KOSPI","0.61","138.6","","137.76"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-1.09","1042.56","","1054.08"
"A000220","유유제약","12","0","KOSPI","-1.34","101.67","","103.05"
"A000230","일동홀딩스","12","0","KOSPI","-0.31","150.03","","150.49"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.24","1181.94","","1184.79"
"A000250","삼천당제약","12","0","KOSDAQ","0.39","1766.92","","1760"
"A000270","기아","12","1","KOSPI","2.24","35104.47","","34334.28"
"A000300","DH오토넥스","12","0","KOSPI","0.65","112.53","","111.8"
"A000320","노루홀딩스","12","0","KOSPI","-1.5","131.32","","133.31"
"A000370","한화손해보험","12","0","KOSPI","3.05","531.75","","515.99"
"A000390","SP삼화","12","0","KOSPI","-1.77","165.67","","168.66"
"A000400","롯데손해보험","12","0","KOSPI","0.53","473.57","","471.09"
"A000430","대원강업","12","0","KOSPI","1.18","266.6","","263.5"
"A000440","중앙에너비스","12","0","KOSDAQ","-1.76","118.25","","120.37"
"A000480","CR홀딩스","12","0","KOSPI","-11.02","410","","460.8"
"A000490","대동","12","0","KOSPI","-0.56","257.27","","258.71"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0.55","105.43","","104.86"
"A000520","삼일제약","12","0","KOSPI","0.26","113.77","","113.47"
"A000540","흥국화재","12","0","KOSPI","1.68","213.93","","210.39"
"A000590","CS홀딩스","12","0","KOSPI","-0.34","67.08","","67.31"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0.72","530.13","","526.32"
"A000650","천일고속","12","0","KOSPI","-2.52","77.46","","79.46"
"A000660","SK하이닉스","12","1","KOSPI","-1.95","62244.2","","63481.81"
"A000670","영풍","12","1","KOSPI","-1.55","1051.8","","1068.38"
"A000680","LS네트웍스","12","0","KOSPI","0.44","180.85","","180.06"
"A000700","유수홀딩스","12","0","KOSPI","-1.46","175.78","","178.39"
"A000720","현대건설","12","1","KOSPI","0.12","4560.02","","4554.45"
"A000760","이화산업","12","0","KOSPI","-14.89","67.2","","78.96"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","5.98","10919.9","","10304.03"
"A000850","화천기공","12","0","KOSPI","-0.13","83.6","","83.71"
"A000860","강남제비스코","12","0","KOSPI","-8.44","162.18","","177.13"
"A000880","한화","12","1","KOSPI","-2.39","2140.07","","2192.54"
"A000890","보해양조","12","0","KOSPI","-0.33","83.47","","83.75"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","18.36","152.99","","129.26"
"A000950","전방","12","0","KOSPI","-0.85","58.8","","59.3"
"A000970","한국주철관","12","0","KOSPI","-0.28","163.48","","163.94"
"A000990","DB하이텍","12","1","KOSPI","-2.82","2752.71","","2832.63"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-2.86","49.53","","50.98"
"A001020","페이퍼코리아","12","0","KOSPI","-0.6","47.09","","47.38"
"A001040","CJ","12","1","KOSPI","-2.85","2690.12","","2768.9"
"A001060","JW중외제약","12","0","KOSPI","0","473.83","","473.83"
"A001070","대한방직","12","0","KOSPI","0.75","283.02","","280.9"
"A001080","만호제강","6","0","KOSPI","4.39","246.93","","236.55"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","-1.46","1176.37","","1193.81"
"A001130","대한제분","12","0","KOSPI","0.98","244.04","","241.67"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-0.59","244.1","","245.56"
"A001210","금호전기","12","0","KOSPI","-4.48","29.67","","31.06"
"A001230","동국홀딩스","12","1","KOSPI","-2.32","1164.28","","1191.95"
"A001250","GS글로벌","12","0","KOSPI","7.57","269.89","","250.9"
"A001260","남광토건","12","0","KOSPI","-0.76","90.26","","90.95"
"A001270","부국증권","12","0","KOSPI","-0.65","205.74","","207.09"
"A001290","상상인증권","12","0","KOSPI","-0.66","81.58","","82.12"
"A001340","PKC","12","0","KOSPI","-1.18","263.22","","266.37"
"A001360","삼성제약","12","0","KOSPI","-0.7","191.75","","193.09"
"A001380","SG글로벌","12","0","KOSPI","-0.33","54.86","","55.04"
"A001390","KG케미칼","12","0","KOSPI","-8.03","691.22","","751.54"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","2.94","45.3","","44"
"A001430","세아베스틸지주","12","0","KOSPI","0.83","867.86","","860.69"
"A001440","대한전선","12","1","KOSPI","-2.53","1918.98","","1968.76"
