"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-2.13","153.9","","157.25"
"A000040","KR모터스","12","0","KOSPI","-1.2","28.5","","28.85"
"A000050","경방","12","0","KOSPI","-4.71","222.06","","233.03"
"A000070","삼양홀딩스","12","0","KOSPI","-1.23","436.29","","441.73"
"A000080","하이트진로","12","1","KOSPI","-0.75","1115.12","","1123.54"
"A000100","유한양행","12","1","KOSPI","-1.88","6642.61","","6770.05"
"A000120","CJ대한통운","12","1","KOSPI","-1.29","1925.36","","1950.46"
"A000140","하이트진로홀딩스","12","0","KOSPI","-3.97","185.42","","193.08"
"A000150","두산","12","1","KOSPI","11.71","35675.02","","31934.24"
"A000180","성창기업지주","12","0","KOSPI","-5.52","76.45","","80.91"
"A0001A0","덕양에너젠","12","0","KOSDAQ","-5.17","277.17","","292.29"
"A000210","DL","12","1","KOSPI","-4.6","1085.51","","1137.9"
"A000220","유유제약","12","0","KOSPI","-4.38","65.06","","68.04"
"A000230","일동홀딩스","12","0","KOSPI","-0.79","87.13","","87.82"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.41","2297.43","","2306.93"
"A000250","삼천당제약","12","0","KOSDAQ","-3.69","7658.86","","7952.08"
"A000270","기아","12","1","KOSPI","0.41","66331.17","","66057.88"
"A000300","DH오토넥스","12","0","KOSPI","0","174.04","","174.04"
"A000320","노루홀딩스","12","0","KOSPI","-5.04","232.86","","245.22"
"A000370","한화손해보험","12","0","KOSPI","-3.64","710.94","","737.79"
"A000390","SP삼화","12","0","KOSPI","-2.83","186.89","","192.33"
"A000400","롯데손해보험","12","0","KOSPI","-4.51","604.54","","633.09"
"A000430","대원강업","12","0","KOSPI","-2.97","283.34","","292.02"
"A000440","중앙에너비스","12","0","KOSDAQ","-0.24","102.12","","102.37"
"A000480","CR홀딩스","12","0","KOSPI","-1.88","220.39","","224.61"
"A000490","대동","12","0","KOSPI","-2.23","240.13","","245.6"
"A0004V0","엔비알모션","12","0","KOSDAQ","-6.47","132.34","","141.5"
"A000500","가온전선","12","0","KOSPI","14.29","6087.87","","5326.88"
"A000520","삼일제약","12","0","KOSPI","-2.16","157.48","","160.95"
"A000540","흥국화재","12","0","KOSPI","-3.36","221.64","","229.35"
"A000590","CS홀딩스","12","0","KOSPI","-1.87","84.62","","86.24"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-0.78","603.23","","607.95"
"A000650","천일고속","12","0","KOSPI","2.27","283.84","","277.55"
"A000660","SK하이닉스","12","1","KOSPI","1.29","1684115.69","","1662734.62"
"A000670","영풍","12","1","KOSPI","0.58","957.36","","951.83"
"A000680","LS네트웍스","12","0","KOSPI","-2.55","256.11","","262.81"
"A000700","유수홀딩스","12","0","KOSPI","-2.8","135.42","","139.32"
"A000720","현대건설","12","1","KOSPI","-5.51","15467.32","","16369.3"
"A000760","이화산업","12","0","KOSPI","-4.74","37.13","","38.98"
"A0007C0","아크릴","12","0","KOSDAQ","-6.81","241.71","","259.38"
"A0007J0","인벤테라","12","0","KOSDAQ","-4.41","105.79","","110.67"
"A000810","삼성화재","12","1","KOSPI","6.15","26967.07","","25404.41"
"A000850","화천기공","12","0","KOSPI","-4.24","72.05","","75.24"
"A000860","강남제비스코","12","0","KOSPI","-5.71","163.28","","173.16"
"A000880","한화","12","1","KOSPI","-3.59","9088.47","","9426.91"
"A000890","보해양조","12","0","KOSPI","-5.11","37.43","","39.45"
"A0008Z0","에스엔시스","12","0","KOSDAQ","-3.72","256.67","","266.58"
"A000910","유니온","12","0","KOSPI","-4.14","52.38","","54.64"
"A000950","전방","12","0","KOSPI","0.38","44.1","","43.93"
"A000970","한국주철관","12","0","KOSPI","-1.94","149.8","","152.76"
"A000990","DB하이텍","12","0","KOSPI","-2.21","7891.73","","8070.1"
"A0009K0","에임드바이오","12","0","KOSDAQ","-0.58","2211.75","","2224.69"
"A001000","신라섬유","12","0","KOSDAQ","-2.99","29.13","","30.03"
"A001020","페이퍼코리아","12","0","KOSPI","-7.18","85.08","","91.66"
"A001040","CJ","12","1","KOSPI","13.17","5339.39","","4717.92"
"A001060","JW중외제약","12","0","KOSPI","-2.7","629.88","","647.35"
"A001070","대한방직","12","0","KOSPI","-7.2","30.74","","33.13"
"A001080","만호제강","6","0","KOSPI","-7","195.67","","210.41"
"A0010F0","보원케미칼","12","0","KOSDAQ","-3.1","34.82","","35.94"
"A0010V0","제이피아이헬스케어","12","0","KOSDAQ","-0.34","44.57","","44.72"
"A001120","LX인터내셔널","12","0","KOSPI","-4.65","1550.4","","1625.98"
"A001130","대한제분","12","0","KOSPI","-4.38","188.1","","196.72"
"A0011A0","액스비스","12","0","KOSDAQ","-7.31","164.46","","177.43"
"A0011T0","채비","12","0","KOSDAQ","-4.05","489.21","","509.87"
"A001200","유진투자증권","12","0","KOSPI","-1.37","454.3","","460.6"
"A001210","금호전기","12","0","KOSPI","-6.46","34.96","","37.38"
"A001230","동국홀딩스","12","0","KOSPI","-15.12","270.58","","318.79"
"A001250","GS글로벌","12","0","KOSPI","-4.01","257.09","","267.82"
"A001260","남광토건","12","0","KOSPI","-4.51","77.09","","80.73"
"A001270","부국증권","12","0","KOSPI","-2.66","606.64","","623.23"
"A001290","상상인증권","12","0","KOSPI","-1.68","107.8","","109.64"
"A001340","PKC","12","0","KOSPI","-7.74","289.63","","313.91"
"A001360","삼성제약","12","0","KOSPI","-1.98","139.83","","142.66"
"A001380","SG글로벌","12","0","KOSPI","-8.02","33.5","","36.42"
"A001390","KG케미칼","12","0","KOSPI","-3.77","308.6","","320.7"
"A0013V0","삼진식품","12","0","KOSDAQ","-3.52","57.13","","59.21"
"A001420","태원물산","12","0","KOSPI","-6.35","20.18","","21.55"
"A001430","세아베스틸지주","12","1","KOSPI","0.37","1925.8","","1918.62"
"A001440","대한전선","12","1","KOSPI","4.73","9329.25","","8907.86"
"A001450","현대해상","12","1","KOSPI","-0.43","2932.54","","2945.33"
"A001460","BYC","12","0","KOSPI","-5.65","239.85","","254.22"
"A001470","삼부토건","12","0","KOSPI","0","79.7","","79.7"
"A001500","현대차증권","12","0","KOSPI","-0.53","585.56","","588.65"
"A001510","SK증권","12","0","KOSPI","3.08","774.84","","751.71"
"A001520","동양","12","0","KOSPI","-1.84","140.11","","142.73"
"A001530","DI동일","12","0","KOSPI","-1.21","505.46","","511.68"
"A001540","안국약품","12","0","KOSDAQ","-1.83","147.25","","149.99"
"A001550","조비","12","0","KOSPI","-3.8","56.6","","58.83"
"A001560","제일연마","12","0","KOSPI","-2.26","72.43","","74.1"
"A001570","금양","12","0","KOSPI","0","633.28","","633.28"
"A0015G0","그린광학","12","0","KOSDAQ","-3.04","260.97","","269.16"
"A0015N0","아로마티카","12","0","KOSDAQ","-6.55","76.16","","81.5"
"A0015S0","페스카로","12","0","KOSDAQ","-3.28","99.06","","102.42"
"A001620","케이비아이동국실업","12","0","KOSPI","-2.64","53.42","","54.87"
"A001630","종근당홀딩스","12","0","KOSPI","-3.23","217.68","","224.94"
"A001680","대상","12","1","KOSPI","-2.08","653.12","","666.97"
"A001720","신영증권","3","0","KOSPI","-1.05","2798.09","","2827.68"
"A001740","SK네트웍스","12","0","KOSPI","5.32","2383.06","","2262.7"
"A001750","한양증권","12","0","KOSPI","-4.74","281.3","","295.3"
"A001770","SHD","12","0","KOSPI","-5.04","16.69","","17.58"
"A001780","알루코","12","0","KOSPI","-4.03","207.7","","216.42"
"A001790","대한제당","12","0","KOSPI","-3.39","208.71","","216.04"
"A0017J0","세미티에스","12","0","외감","","","",""
"A001800","오리온홀딩스","12","1","KOSPI","-0.8","1556.74","","1569.27"
"A001810","무림SP","12","0","KOSDAQ","-5.86","27.01","","28.69"
"A001820","삼화콘덴서","12","0","KOSPI","-23.54","1185.03","","1549.89"
"A001840","이화공영","12","0","KOSDAQ","0","62.59","","62.59"
"A001940","KISCO홀딩스","12","0","KOSPI","-5.25","294.16","","310.46"
"A002020","코오롱","12","0","KOSPI","-4.69","708.63","","743.48"
"A002030","아세아","12","1","KOSPI","-8.37","381.09","","415.89"
"A002070","비비안","12","0","KOSPI","1.51","19.35","","19.07"
"A002100","경농","12","0","KOSPI","-0.44","175.12","","175.9"
"A002140","고려산업","12","0","KOSPI","-4.15","51.87","","54.12"
"A002150","도화엔지니어링","12","0","KOSPI","-3.71","183.77","","190.86"
"A002170","SYTS","12","0","KOSPI","-3.73","154.8","","160.8"
