"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","1.12","276.52","","273.45"
"A000040","KR모터스","12","0","KOSPI","1.57","97.94","","96.43"
"A000050","경방","12","0","KOSPI","-0.47","289.23","","290.6"
"A000070","삼양홀딩스","12","1","KOSPI","-0.28","620.05","","621.77"
"A000080","하이트진로","12","1","KOSPI","-2.53","1486.83","","1525.41"
"A000100","유한양행","12","1","KOSPI","0.82","3124","","3098.45"
"A000120","CJ대한통운","12","1","KOSPI","0.66","3456.07","","3433.26"
"A000140","하이트진로홀딩스","12","0","KOSPI","-1.7","214.89","","218.61"
"A000150","두산","12","1","KOSPI","1.49","1860.29","","1832.93"
"A000180","성창기업지주","12","0","KOSPI","-0.25","138.11","","138.46"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.42","4106.4","","4123.8"
"A000220","유유제약","12","0","KOSPI","0.42","76.42","","76.1"
"A000230","일동홀딩스","12","0","KOSPI","-2.26","143.03","","146.33"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.3","1558.09","","1562.74"
"A000250","삼천당제약","12","0","KOSDAQ","-4.53","837.81","","877.6"
"A000270","기아","12","1","KOSPI","1.53","17430.62","","17167.14"
"A000300","DH오토넥스","12","0","KOSPI","0.11","98.2","","98.1"
"A000320","노루홀딩스","12","0","KOSPI","-0.4","164.15","","164.81"
"A000370","한화손해보험","12","0","KOSPI","-1.6","503.14","","511.32"
"A000390","SP삼화","12","0","KOSPI","-1.08","145.41","","147"
"A000400","롯데손해보험","12","0","KOSPI","-0.21","320.26","","320.93"
"A000430","대원강업","12","0","KOSPI","-2.01","286.75","","292.64"
"A000440","중앙에너비스","12","0","KOSDAQ","-0.42","44.09","","44.27"
"A000480","CR홀딩스","12","0","KOSPI","0.41","387.2","","385.6"
"A000490","대동","12","0","KOSPI","-1.81","141.42","","144.03"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-0.77","80.5","","81.13"
"A000520","삼일제약","12","0","KOSPI","-3.48","180.05","","186.55"
"A000540","흥국화재","12","0","KOSPI","-0.32","296.8","","297.76"
"A000590","CS홀딩스","12","0","KOSPI","0","73.77","","73.77"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-0.1","602.78","","603.39"
"A000650","천일고속","12","0","KOSPI","-0.13","106.76","","106.91"
"A000660","SK하이닉스","12","1","KOSPI","-0.47","46155.35","","46373.75"
"A000670","영풍","12","1","KOSPI","-1.38","1318.9","","1337.32"
"A000680","LS네트웍스","12","0","KOSPI","1.69","260.84","","256.5"
"A000700","유수홀딩스","12","0","KOSPI","0.12","209.64","","209.38"
"A000720","현대건설","12","1","KOSPI","-0.55","6024.35","","6057.75"
"A000760","이화산업","12","0","KOSPI","-0.29","47.88","","48.02"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.37","12980.71","","12933.33"
"A000850","화천기공","12","0","KOSPI","-1.47","95.81","","97.24"
"A000860","강남제비스코","12","0","KOSPI","0.78","167.7","","166.4"
"A000880","한화","12","1","KOSPI","-0.19","2016.39","","2020.14"
"A000890","보해양조","12","0","KOSPI","-3.32","149.55","","154.69"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-5.75","81.96","","86.96"
"A000950","전방","12","0","KOSPI","-0.87","28.56","","28.81"
"A000970","한국주철관","12","0","KOSPI","12.94","258.79","","229.15"
"A000990","DB하이텍","12","1","KOSPI","-5.26","679.3","","717.04"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-0.89","53.9","","54.38"
"A001020","페이퍼코리아","12","0","KOSPI","-1.16","76.43","","77.33"
"A001040","CJ","12","1","KOSPI","-0.49","2990.64","","3005.23"
"A001060","JW중외제약","12","1","KOSPI","-0.91","662.37","","668.46"
"A001070","대한방직","12","0","KOSPI","-0.24","108.65","","108.92"
"A001080","만호제강","6","0","KOSPI","-3.22","81.13","","83.83"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","0.61","639.54","","635.66"
"A001130","대한제분","12","0","KOSPI","0.75","338.85","","336.31"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","0.19","256.7","","256.21"
"A001210","금호전기","12","0","KOSPI","-0.41","35.77","","35.92"
"A001230","동국홀딩스","12","1","KOSPI","-0.6","635.58","","639.4"
"A001250","GS글로벌","12","0","KOSPI","-0.54","228.62","","229.86"
"A001260","남광토건","12","0","KOSPI","-0.79","123.33","","124.32"
"A001270","부국증권","12","0","KOSPI","0.24","215.69","","215.18"
"A001290","상상인증권","12","0","KOSPI","0.8","243.15","","241.23"
"A001340","PKC","12","0","KOSPI","-1.64","134.53","","136.78"
"A001360","삼성제약","12","0","KOSPI","-0.37","157.66","","158.25"
"A001380","SG글로벌","12","0","KOSPI","-4.09","100.05","","104.32"
"A001390","KG케미칼","12","0","KOSPI","2.72","164.41","","160.05"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-0.2","37.2","","37.28"
"A001430","세아베스틸지주","12","1","KOSPI","2.6","636.55","","620.41"
"A001440","대한전선","12","0","KOSPI","2.28","653.49","","638.93"
"A001450","현대해상","12","1","KOSPI","0","2677.53","","2677.53"
"A001460","BYC","12","0","KOSPI","-0.21","146.16","","146.47"
"A001470","삼부토건","12","0","KOSPI","0.66","113.35","","112.61"
"A001500","현대차증권","12","0","KOSPI","0.49","299.24","","297.77"
"A001510","SK증권","12","0","KOSPI","0.42","339.79","","338.37"
"A001520","동양","12","1","KOSPI","1.14","422.47","","417.7"
"A001530","DI동일","12","0","KOSPI","4.65","223.5","","213.57"
"A001540","안국약품","12","0","KOSDAQ","-0.87","148.03","","149.34"
"A001550","조비","12","0","KOSPI","-2.85","132.66","","136.56"
"A001560","제일연마","12","0","KOSPI","0.3","66.5","","66.3"
"A001570","금양","12","0","KOSPI","-1.07","102.19","","103.29"
"A0015G0","그린광학","12","0","외감","","","",""
"A0015N0","아로마티카","12","0","외감","","","",""
"A0015S0","페스카로","12","0","외감","","","",""
"A001620","케이비아이동국실업","12","0","KOSPI","0.32","62.74","","62.54"
"A001630","종근당홀딩스","12","0","KOSPI","1.24","611.2","","603.69"
"A001680","대상","12","1","KOSPI","-2.14","869.67","","888.72"
"A001720","신영증권","3","0","KOSPI","0.34","552.85","","550.97"
"A001740","SK네트웍스","12","1","KOSPI","0.91","1243.42","","1232.25"
"A001750","한양증권","12","0","KOSPI","-0.53","95.59","","96.1"
"A001770","SHD","12","0","KOSPI","0.87","28.19","","27.94"
"A001780","알루코","12","0","KOSPI","-4.58","225.06","","235.87"
"A001790","대한제당","12","0","KOSPI","0.23","192.27","","191.83"
"A0017J0","세미티에스","12","0","외감","","","",""
"A001800","오리온홀딩스","12","1","KOSPI","0.3","1052.44","","1049.31"
"A001810","무림SP","12","0","KOSDAQ","-1.87","63.87","","65.08"
"A001820","삼화콘덴서","12","0","KOSPI","-1.74","529.11","","538.46"
"A001840","이화공영","12","0","KOSDAQ","-0.17","114.08","","114.28"
"A001940","KISCO홀딩스","12","0","KOSPI","-1.38","264.21","","267.91"
"A002020","코오롱","12","0","KOSPI","1.38","231.69","","228.54"
"A002030","아세아","12","0","KOSPI","0","247.59","","247.59"
"A002070","비비안","12","0","KOSPI","-0.75","45.6","","45.95"
"A002100","경농","12","0","KOSPI","-3.39","370.93","","383.94"
"A002140","고려산업","12","0","KOSPI","0.67","74.44","","73.95"
"A002150","도화엔지니어링","12","0","KOSPI","-0.46","365.86","","367.55"
"A002170","SYTS","12","0","KOSPI","-0.14","208.8","","209.1"
"A002200","한국수출포장","12","0","KOSPI","-0.23","86.6","","86.8"
"A002210","동성제약","12","0","KOSPI","-5.91","523.37","","556.24"
"A002220","한일철강","12","0","KOSPI","-0.22","49.89","","50"
"A002230","피에스텍","12","0","KOSDAQ","-0.11","85.95","","86.05"
"A002240","고려제강","12","1","KOSPI","0.38","525","","523"
"A002290","삼일기업공사","12","0","KOSDAQ","-2.31","39.37","","40.3"
"A002310","아세아제지","12","0","KOSPI","-1.02","348.41","","351.99"
"A002320","한진","12","0","KOSPI","-1.53","499.34","","507.13"
"A002350","넥센타이어","12","1","KOSPI","-2.15","935.66","","956.17"
"A002360","SH에너지화학","12","0","KOSPI","-2","136.14","","138.92"
"A002380","KCC","12","1","KOSPI","0.19","2829.15","","2823.87"
"A002390","한독","12","0","KOSPI","0.97","359.92","","356.48"
"A002410","범양건영","12","0","KOSPI","1.91","46.44","","45.57"
"A002420","세기상사","12","0","KOSPI","-1.01","27.96","","28.25"
"A002450","삼익악기","12","0","KOSPI","0.26","175.63","","175.18"
"A002460","HS화성","12","0","KOSPI","-0.72","171.2","","172.44"
"A002600","조흥","12","0","KOSPI","-0.55","108","","108.6"
"A002620","제일파마홀딩스","12","0","KOSPI","0.45","354.61","","353.01"
"A002630","오리엔트바이오","3","0","KOSPI","-0.38","119.3","","119.75"
"A002680","한탑","12","0","KOSDAQ","-1.59","51.58","","52.42"
