"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.15","182.11","","182.39"
"A000040","KR모터스","12","0","KOSPI","-1.23","28.98","","29.34"
"A000050","경방","12","0","KOSPI","-1.53","176.01","","178.75"
"A000070","삼양홀딩스","12","0","KOSPI","-0.31","553.25","","554.96"
"A000080","하이트진로","12","1","KOSPI","-0.15","1378.83","","1380.93"
"A000100","유한양행","12","1","KOSPI","10.13","10723.95","","9737.38"
"A000120","CJ대한통운","12","1","KOSPI","0.47","1964.14","","1955.02"
"A000140","하이트진로홀딩스","12","0","KOSPI","0.33","210.49","","209.79"
"A000150","두산","12","1","KOSPI","-1.52","4824.96","","4899.32"
"A000180","성창기업지주","12","0","KOSPI","2.5","97.3","","94.93"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","0.92","686.31","","680.02"
"A000220","유유제약","12","0","KOSPI","0.1","83.8","","83.71"
"A000230","일동홀딩스","12","0","KOSPI","-0.94","84.94","","85.75"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.41","1605.35","","1612"
"A000250","삼천당제약","12","0","KOSDAQ","-0.37","3750.85","","3764.92"
"A000270","기아","12","1","KOSPI","1.92","40164.94","","39409.36"
"A000300","DH오토넥스","12","0","KOSPI","0","156.94","","156.94"
"A000320","노루홀딩스","12","0","KOSPI","1.73","171.59","","168.66"
"A000370","한화손해보험","12","0","KOSPI","0.73","483.88","","480.38"
"A000390","SP삼화","12","0","KOSPI","-0.64","170.29","","171.38"
"A000400","롯데손해보험","12","0","KOSPI","3.4","661.02","","639.29"
"A000430","대원강업","12","0","KOSPI","1.16","243.97","","241.18"
"A000440","중앙에너비스","12","0","KOSDAQ","1.08","104.8","","103.68"
"A000480","CR홀딩스","12","0","KOSPI","0","265.87","","265.87"
"A000490","대동","12","0","KOSPI","0.5","258.97","","257.69"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-2.63","584.6","","600.38"
"A000520","삼일제약","12","0","KOSPI","-3.29","312.15","","322.77"
"A000540","흥국화재","12","0","KOSPI","0.89","218.42","","216.5"
"A000590","CS홀딩스","12","0","KOSPI","-1.58","79.08","","80.35"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0","679.33","","679.33"
"A000650","천일고속","12","0","KOSPI","-0.69","51.09","","51.45"
"A000660","SK하이닉스","12","1","KOSPI","-0.15","141742.06","","141960.46"
"A000670","영풍","12","0","KOSPI","0.26","718.4","","716.55"
"A000680","LS네트웍스","12","0","KOSPI","-1.33","233.26","","236.41"
"A000700","유수홀딩스","12","0","KOSPI","-0.37","139.06","","139.58"
"A000720","현대건설","12","1","KOSPI","-1.15","2884.11","","2917.52"
"A000760","이화산업","12","0","KOSPI","4.36","30.18","","28.92"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.28","17007.57","","16960.19"
"A000850","화천기공","12","0","KOSPI","0.92","60.39","","59.84"
"A000860","강남제비스코","12","0","KOSPI","0.96","171.28","","169.65"
"A000880","한화","12","1","KOSPI","-0.18","2095.1","","2098.84"
"A000890","보해양조","12","0","KOSPI","-0.8","69.42","","69.98"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-0.19","81.02","","81.18"
"A000950","전방","12","0","KOSPI","-0.26","32.52","","32.61"
"A000970","한국주철관","12","0","KOSPI","-0.32","140.68","","141.14"
"A000990","DB하이텍","12","0","KOSPI","1.47","1527.31","","1505.11"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0","24.54","","24.54"
"A001020","페이퍼코리아","12","0","KOSPI","-1.43","147.37","","149.51"
"A001040","CJ","12","1","KOSPI","0.61","2871.02","","2853.51"
"A001060","JW중외제약","12","0","KOSPI","1.41","584.48","","576.33"
"A001070","대한방직","12","0","KOSPI","2.85","30.63","","29.79"
"A001080","만호제강","6","0","KOSPI","-0.66","124.5","","125.33"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","-4.09","1000.01","","1042.64"
"A001130","대한제분","12","0","KOSPI","0.16","215.98","","215.64"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-0.59","246.04","","247.49"
"A001210","금호전기","12","0","KOSPI","4.16","58.95","","56.59"
"A001230","동국홀딩스","12","0","KOSPI","-0.27","236.6","","237.23"
"A001250","GS글로벌","12","0","KOSPI","-2.31","226.97","","232.33"
"A001260","남광토건","12","0","KOSPI","-1.84","78.66","","80.14"
"A001270","부국증권","12","0","KOSPI","0.54","287.25","","285.69"
"A001290","상상인증권","12","0","KOSPI","-0.23","46.8","","46.91"
"A001340","PKC","12","0","KOSPI","-0.5","354.86","","356.65"
"A001360","삼성제약","12","0","KOSPI","1.14","150.57","","148.87"
"A001380","SG글로벌","12","0","KOSPI","-3","160.07","","165.02"
"A001390","KG케미칼","12","0","KOSPI","0.39","262.92","","261.89"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-3.66","28.01","","29.07"
"A001430","세아베스틸지주","12","1","KOSPI","-1.09","682.81","","690.35"
"A001440","대한전선","12","1","KOSPI","0.08","2237.37","","2235.5"
"A001450","현대해상","12","1","KOSPI","1.19","2284.17","","2257.35"
"A001460","BYC","12","0","KOSPI","1.2","184.89","","182.7"
"A001470","삼부토건","12","0","KOSPI","-0.2","225.94","","226.4"
"A001500","현대차증권","12","0","KOSPI","-0.41","233.4","","234.36"
"A001510","SK증권","12","0","KOSPI","0.41","230.62","","229.68"
"A001520","동양","12","0","KOSPI","1.57","169.7","","167.08"
"A001530","DI동일","12","0","KOSPI","-0.1","1051.3","","1052.38"
"A001540","안국약품","12","0","KOSDAQ","0.89","88.3","","87.51"
"A001550","조비","12","0","KOSPI","0.65","56.23","","55.87"
"A001560","제일연마","12","0","KOSPI","2.02","95.04","","93.16"
"A001570","금양","12","1","KOSPI","0.47","1362.5","","1356.1"
"A0015G0","그린광학","12","0","외감","","","",""
"A0015N0","아로마티카","12","0","외감","","","",""
"A0015S0","페스카로","12","0","외감","","","",""
