"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.31","269.54","","270.38"
"A000040","KR모터스","12","0","KOSPI","-0.19","50.28","","50.38"
"A000050","경방","12","0","KOSPI","0.35","233.58","","232.76"
"A000070","삼양홀딩스","12","0","KOSPI","0.14","603.78","","602.92"
"A000080","하이트진로","12","1","KOSPI","0","1623.59","","1623.59"
"A000100","유한양행","12","1","KOSPI","-0.96","4736.27","","4782.25"
"A000120","CJ대한통운","12","1","KOSPI","1.74","2132.95","","2096.45"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.44","209.09","","210.02"
"A000150","두산","12","1","KOSPI","1.08","1397.92","","1383.04"
"A000180","성창기업지주","12","0","KOSPI","0","129.67","","129.67"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.31","1005.88","","1009.03"
"A000220","유유제약","12","0","KOSPI","-5.94","89.08","","94.7"
"A000230","일동홀딩스","12","0","KOSPI","-0.38","119.9","","120.37"
"A000240","한국앤컴퍼니","12","1","KOSPI","0.46","1248.4","","1242.7"
"A000250","삼천당제약","12","0","KOSDAQ","-4.75","1595.1","","1674.62"
"A000270","기아","12","1","KOSPI","-0.6","33409.87","","33610.9"
"A000300","DH오토넥스","12","0","KOSPI","-4.44","43.5","","45.52"
"A000320","노루홀딩스","12","0","KOSPI","0.65","163.75","","162.68"
"A000370","한화손해보험","12","0","KOSPI","-0.62","470.46","","473.38"
"A000390","SP삼화","12","0","KOSPI","1.08","178.45","","176.55"
"A000400","롯데손해보험","12","0","KOSPI","-3.27","735.5","","760.32"
"A000430","대원강업","12","0","KOSPI","-0.74","332.94","","335.42"
"A000440","중앙에너비스","12","0","KOSDAQ","-0.8","107.6","","108.48"
"A000480","CR홀딩스","12","0","KOSPI","1.75","196.17","","192.79"
"A000490","대동","12","0","KOSPI","-1.45","343.99","","349.06"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0","112.87","","112.87"
"A000520","삼일제약","12","0","KOSPI","-1.76","93.49","","95.17"
"A000540","흥국화재","12","0","KOSPI","0.17","193.05","","192.73"
"A000590","CS홀딩스","12","0","KOSPI","-0.17","68.23","","68.35"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-1.93","580.93","","592.35"
"A000650","천일고속","12","0","KOSPI","-0.83","68.67","","69.25"
"A000660","SK하이닉스","12","1","KOSPI","-0.53","95586.71","","96096.31"
"A000670","영풍","12","1","KOSPI","-0.59","930.23","","935.76"
"A000680","LS네트웍스","12","0","KOSPI","0.99","321.52","","318.36"
"A000700","유수홀딩스","12","0","KOSPI","0","156.25","","156.25"
"A000720","현대건설","12","1","KOSPI","-0.8","4125.73","","4159.14"
"A000760","이화산업","12","0","KOSPI","0.44","44.3","","44.1"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","2.21","12033.21","","11772.65"
"A000850","화천기공","12","0","KOSPI","0","72.27","","72.27"
"A000860","강남제비스코","12","0","KOSPI","-0.24","134.55","","134.88"
"A000880","한화","12","1","KOSPI","1.58","1922.69","","1892.71"
"A000890","보해양조","12","0","KOSPI","-0.54","76.52","","76.93"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-0.19","81.65","","81.8"
"A000950","전방","12","0","KOSPI","-0.21","40.32","","40.4"
"A000970","한국주철관","12","0","KOSPI","1.16","159.6","","157.78"
"A000990","DB하이텍","12","1","KOSPI","-0.18","2490.76","","2495.2"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0","41.54","","41.54"
"A001020","페이퍼코리아","12","0","KOSPI","-0.6","146.66","","147.55"
"A001040","CJ","12","1","KOSPI","0.57","2582.16","","2567.58"
"A001060","JW중외제약","12","0","KOSPI","1.34","688.48","","679.34"
"A001070","대한방직","12","0","KOSPI","0.12","43.78","","43.73"
"A001080","만호제강","6","0","KOSPI","0","195.67","","195.67"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","1.86","1164.74","","1143.42"
"A001130","대한제분","12","0","KOSPI","0.63","217","","215.64"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
