"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","3.47","416.18","","402.21"
"A000040","KR모터스","12","0","KOSPI","-1.37","83.16","","84.31"
"A000050","경방","12","0","KOSPI","0.74","375.59","","372.85"
"A000070","삼양홀딩스","12","1","KOSPI","-0.2","843.58","","845.29"
"A000080","하이트진로","12","1","KOSPI","1.68","2125.05","","2089.98"
"A000100","유한양행","12","1","KOSPI","0.31","4513.26","","4499.26"
"A000120","CJ대한통운","12","1","KOSPI","0.39","2965.6","","2954.2"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.41","281.96","","283.12"
"A000150","두산","12","1","KOSPI","-0.42","1949.81","","1958.07"
"A000180","성창기업지주","12","0","KOSPI","-1.63","168.8","","171.59"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","1.11","1330.7","","1316.03"
"A000220","유유제약","12","0","KOSPI","1.49","140.44","","138.38"
"A000230","일동홀딩스","12","0","KOSPI","3.33","160.99","","155.8"
"A000240","한국앤컴퍼니","12","1","KOSPI","1.29","1495.23","","1476.24"
"A000250","삼천당제약","12","0","KOSDAQ","-2.48","983.58","","1008.62"
"A000270","기아","12","1","KOSPI","0.84","34009.98","","33726.23"
"A000300","DH오토넥스","12","0","KOSPI","-0.4","149.43","","150.04"
"A000320","노루홀딩스","12","0","KOSPI","-0.81","162.15","","163.48"
"A000370","한화손해보험","12","0","KOSPI","-0.53","441.27","","443.61"
"A000390","SP삼화","12","0","KOSPI","0","241.29","","241.29"
"A000400","롯데손해보험","12","0","KOSPI","-1.56","490.33","","498.09"
"A000430","대원강업","12","0","KOSPI","3.16","232.81","","225.68"
"A000440","중앙에너비스","12","0","KOSDAQ","11.55","105.24","","94.34"
"A000480","CR홀딩스","12","0","KOSPI","0.24","333.6","","332.8"
"A000490","대동","12","0","KOSPI","-0.3","234.91","","235.62"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0.21","99.64","","99.43"
"A000520","삼일제약","12","0","KOSPI","0.12","113.17","","113.04"
"A000540","흥국화재","12","0","KOSPI","0.28","232.24","","231.59"
"A000590","CS홀딩스","12","0","KOSPI","1.13","72.39","","71.58"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0.88","729.96","","723.62"
"A000650","천일고속","12","0","KOSPI","4.73","98.19","","93.76"
"A000660","SK하이닉스","12","1","KOSPI","2.01","92456.3","","90636.29"
"A000670","영풍","12","1","KOSPI","0.15","1215.75","","1213.9"
"A000680","LS네트웍스","12","0","KOSPI","0.51","234.83","","233.65"
"A000700","유수홀딩스","12","0","KOSPI","-0.45","172.14","","172.92"
"A000720","현대건설","12","1","KOSPI","-1.73","5055.55","","5144.64"
"A000760","이화산업","12","0","KOSPI","-0.32","43.54","","43.68"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.23","10161.9","","10138.22"
"A000850","화천기공","12","0","KOSPI","-0.86","76.12","","76.78"
"A000860","강남제비스코","12","0","KOSPI","0.88","148.85","","147.55"
"A000880","한화","12","1","KOSPI","0","2368.7","","2368.7"
"A000890","보해양조","12","0","KOSPI","-0.22","124.77","","125.04"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.14","107.88","","107.72"
"A000950","전방","12","0","KOSPI","-0.5","67.54","","67.87"
"A000970","한국주철관","12","0","KOSPI","-1.64","204.75","","208.17"
"A000990","DB하이텍","12","1","KOSPI","0.43","3116.78","","3103.46"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0.47","52.32","","52.08"
"A001020","페이퍼코리아","12","0","KOSPI","1.46","70.96","","69.94"
"A001040","CJ","12","1","KOSPI","-0.47","2459.62","","2471.29"
"A001060","JW중외제약","12","0","KOSPI","0.66","496.5","","493.26"
"A001070","대한방직","12","0","KOSPI","0.42","252.02","","250.96"
"A001080","만호제강","6","0","KOSPI","-1.11","92.34","","93.38"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","0.97","1005.82","","996.13"
"A001130","대한제분","12","0","KOSPI","-0.65","256.88","","258.57"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-0.27","357.44","","358.41"
"A001210","금호전기","12","0","KOSPI","0","67.26","","67.26"
"A001230","동국홀딩스","12","1","KOSPI","-0.62","1526.92","","1536.47"
"A001250","GS글로벌","12","0","KOSPI","3.5","195.19","","188.59"
"A001260","남광토건","12","0","KOSPI","1.75","114.51","","112.54"
"A001270","부국증권","12","0","KOSPI","-0.2","261.84","","262.36"
"A001290","상상인증권","12","0","KOSPI","0","108.72","","108.72"
"A001340","PKC","12","0","KOSPI","0.78","233.13","","231.33"
"A001360","삼성제약","12","0","KOSPI","-0.21","325.06","","325.74"
"A001380","SG글로벌","12","0","KOSPI","0.28","80.94","","80.71"
"A001390","KG케미칼","12","0","KOSPI","-0.65","426.38","","429.16"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","2.08","41.12","","40.28"
"A001430","세아베스틸지주","12","0","KOSPI","1.5","728","","717.24"
"A001440","대한전선","12","1","KOSPI","1.14","1520.24","","1503.11"
"A001450","현대해상","12","1","KOSPI","-0.2","2217.12","","2221.59"
