"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","2.17","210.6","","206.13"
"A000040","KR모터스","12","0","KOSPI","1.11","160.28","","158.52"
"A000050","경방","12","1","KOSPI","5.56","468.8","","444.13"
"A000070","삼양홀딩스","12","1","KOSPI","2.09","1044.84","","1023.43"
"A000080","하이트진로","12","1","KOSPI","0.47","1493.85","","1486.83"
"A000100","유한양행","12","1","KOSPI","1.92","2364.34","","2319.73"
"A000120","CJ대한통운","12","1","KOSPI","1.49","4653.72","","4585.28"
"A000140","하이트진로홀딩스","12","1","KOSPI","0.45","259.92","","258.76"
"A000150","두산","12","1","KOSPI","-0.49","2159","","2169.63"
"A000180","성창기업지주","12","0","KOSPI","0.83","211.7","","209.95"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","2.19","2926.68","","2864.04"
"A000220","유유제약","12","0","KOSPI","0.97","57.61","","57.05"
"A000230","일동홀딩스","12","1","KOSPI","1.14","191.77","","189.6"
"A000240","한국앤컴퍼니","12","1","KOSPI","3.76","2055.75","","1981.33"
"A000250","삼천당제약","12","0","KOSDAQ","-2.2","199.34","","203.82"
"A000270","기아","12","1","KOSPI","0.73","16680.7","","16559.09"
"A000300","DH오토넥스","12","0","KOSPI","0.5","88.56","","88.12"
"A000320","노루홀딩스","12","0","KOSPI","0.62","214.48","","213.16"
"A000370","한화손해보험","12","0","KOSPI","2.6","681.45","","664.21"
"A000390","SP삼화","12","0","KOSPI","1.4","254.73","","251.22"
"A000400","롯데손해보험","12","0","KOSPI","1.32","359.87","","355.17"
"A000430","대원강업","12","0","KOSPI","-0.19","319.92","","320.54"
"A000440","중앙에너비스","12","0","KOSDAQ","1.88","37.05","","36.37"
"A000480","CR홀딩스","12","0","KOSPI","1.83","356.8","","350.4"
"A000490","대동","12","0","KOSPI","1.67","159.22","","156.61"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","2.3","83.41","","81.54"
"A000520","삼일제약","12","0","KOSPI","-0.27","40.59","","40.7"
"A000540","흥국화재","12","0","KOSPI","2.92","237.7","","230.95"
"A000590","CS홀딩스","12","0","KOSPI","-1.02","100.79","","101.83"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","3.99","868.22","","834.94"
"A000650","천일고속","12","0","KOSPI","-0.45","125.49","","126.06"
"A000660","SK하이닉스","12","1","KOSPI","0.37","29957.3","","29848.1"
"A000670","영풍","12","1","KOSPI","1.21","1851.25","","1829.15"
"A000680","LS네트웍스","12","0","KOSPI","-0.65","241.14","","242.71"
"A000700","유수홀딩스","12","0","KOSPI","-0.36","145.31","","145.83"
"A000720","현대건설","12","1","KOSPI","4","4637.97","","4459.8"
"A000760","이화산업","12","0","KOSPI","1.34","52.92","","52.22"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0","13454.45","","13454.45"
"A000850","화천기공","12","0","KOSPI","-0.3","109.56","","109.89"
"A000860","강남제비스코","12","0","KOSPI","1.64","242.13","","238.23"
"A000880","한화","12","1","KOSPI","1.73","2642.3","","2597.32"
"A000890","보해양조","12","0","KOSPI","1.67","116.45","","114.53"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","3.04","60.81","","59.01"
"A000950","전방","12","0","KOSPI","-3.88","58.3","","60.65"
"A000970","한국주철관","12","0","KOSPI","0.33","209.54","","208.85"
"A000990","DB하이텍","12","1","KOSPI","0.95","709.89","","703.23"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0.21","58.63","","58.51"
"A001020","페이퍼코리아","12","0","KOSPI","-0.18","91","","91.16"
"A001040","CJ","12","1","KOSPI","3.36","4930.41","","4769.95"
"A001060","JW중외제약","12","1","KOSPI","6.07","900.59","","849.04"
"A001070","대한방직","12","0","KOSPI","4","66.14","","63.6"
"A001080","만호제강","6","0","KOSPI","1.65","76.78","","75.53"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","1.63","1087.22","","1069.78"
"A001130","대한제분","12","0","KOSPI","-0.28","299.13","","299.98"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","0.43","225.21","","224.25"
"A001210","금호전기","12","0","KOSPI","-1.55","61.41","","62.38"
"A001230","동국홀딩스","12","1","KOSPI","1.77","769.73","","756.38"
"A001250","GS글로벌","12","0","KOSPI","0.4","206.33","","205.51"
"A001260","남광토건","12","0","KOSPI","-0.53","73.96","","74.36"
"A001270","부국증권","12","0","KOSPI","0.51","205.84","","204.81"
"A001290","상상인증권","12","0","KOSPI","0.67","57.75","","57.36"
"A001340","PKC","12","0","KOSPI","0","78.83","","78.83"
"A001360","삼성제약","12","0","KOSPI","0.13","155.08","","154.88"
"A001380","SG글로벌","12","0","KOSPI","4.6","118.56","","113.34"
"A001390","KG케미칼","12","0","KOSPI","2.58","159.56","","155.54"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","3.69","30.93","","29.83"
"A001430","세아베스틸지주","12","1","KOSPI","2.58","857.1","","835.59"
"A001440","대한전선","12","0","KOSPI","4.1","1631.58","","1567.35"
"A001450","현대해상","12","1","KOSPI","2.23","3276.51","","3204.99"
"A001460","BYC","12","0","KOSPI","0.9","280.45","","277.95"
"A001470","삼부토건","12","0","KOSPI","-0.72","51.76","","52.13"
"A001500","현대차증권","12","0","KOSPI","1.61","277.82","","273.42"
