"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","2.31","173.45","","169.54"
"A000040","KR모터스","12","0","KOSPI","-0.25","23.69","","23.75"
"A000050","경방","12","0","KOSPI","-0.47","172.44","","173.26"
"A000070","삼양홀딩스","12","0","KOSPI","0.16","548.11","","547.26"
"A000080","하이트진로","12","1","KOSPI","-0.26","1352.88","","1356.38"
"A000100","유한양행","12","1","KOSPI","-0.4","9994.05","","10034.15"
"A000120","CJ대한통운","12","1","KOSPI","0.94","2194.55","","2174.02"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.11","203.99","","204.22"
"A000150","두산","12","1","KOSPI","-4.04","5304.15","","5527.22"
"A000180","성창기업지주","12","0","KOSPI","0.31","90.26","","89.98"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","4.08","721.93","","693.64"
"A000220","유유제약","12","0","KOSPI","0.22","78.18","","78.01"
"A000230","일동홀딩스","12","0","KOSPI","-0.46","75.13","","75.47"
"A000240","한국앤컴퍼니","12","1","KOSPI","0","1501.88","","1501.88"
"A000250","삼천당제약","12","0","KOSDAQ","3.37","4248.15","","4109.75"
"A000270","기아","12","1","KOSPI","-0.74","37500.53","","37778.9"
"A000300","DH오토넥스","12","0","KOSPI","0","156.94","","156.94"
"A000320","노루홀딩스","12","0","KOSPI","0.71","187.41","","186.08"
"A000370","한화손해보험","12","0","KOSPI","4.64","486.8","","465.2"
"A000390","SP삼화","12","0","KOSPI","1.58","174.92","","172.2"
"A000400","롯데손해보험","12","0","KOSPI","1.85","562.95","","552.71"
"A000430","대원강업","12","0","KOSPI","-0.67","230.64","","232.19"
"A000440","중앙에너비스","12","0","KOSDAQ","2.13","92.41","","90.48"
"A000480","CR홀딩스","12","0","KOSPI","0.18","256.02","","255.55"
"A000490","대동","12","0","KOSPI","0.75","343.07","","340.51"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","1.59","566.86","","557.98"
"A000520","삼일제약","12","0","KOSPI","-2.54","266.81","","273.75"
"A000540","흥국화재","12","0","KOSPI","1.7","211.36","","207.82"
"A000590","CS홀딩스","12","0","KOSPI","1.76","86.82","","85.32"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0.4","632.35","","629.81"
"A000650","천일고속","12","0","KOSPI","0.5","57.1","","56.81"
"A000660","SK하이닉스","12","1","KOSPI","0.95","154336.5","","152880.5"
"A000670","영풍","12","0","KOSPI","0.12","760.76","","759.84"
"A000680","LS네트웍스","12","0","KOSPI","6.83","332.94","","311.67"
"A000700","유수홀딩스","12","0","KOSPI","2.09","140.1","","137.24"
"A000720","현대건설","12","1","KOSPI","-1.16","3808.37","","3852.91"
"A000760","이화산업","12","0","KOSPI","0.98","28.9","","28.62"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","8.42","20134.31","","18570.94"
"A000850","화천기공","12","0","KOSPI","0.52","63.58","","63.25"
"A000860","강남제비스코","12","0","KOSPI","0.21","157.3","","156.98"
"A000880","한화","12","1","KOSPI","3.63","3316.92","","3200.74"
"A000890","보해양조","12","0","KOSPI","0.88","64","","63.44"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.33","94.92","","94.61"
"A000950","전방","12","0","KOSPI","-0.05","30.64","","30.66"
"A000970","한국주철관","12","0","KOSPI","0.33","139.31","","138.86"
"A000990","DB하이텍","12","0","KOSPI","4.24","1966.86","","1886.94"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-1.19","22.14","","22.41"
"A001020","페이퍼코리아","12","0","KOSPI","-0.62","141.67","","142.56"
"A001040","CJ","12","1","KOSPI","1.44","2876.85","","2836"
"A001060","JW중외제약","12","0","KOSPI","1.29","549.55","","542.56"
"A001070","대한방직","12","0","KOSPI","-1.1","28.46","","28.78"
"A001080","만호제강","6","0","KOSPI","-0.9","91.09","","91.92"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","3.61","1112.41","","1073.65"
"A001130","대한제분","12","0","KOSPI","1.54","222.24","","218.86"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","4.81","253.31","","241.68"
"A001210","금호전기","12","0","KOSPI","-0.73","47.01","","47.36"
"A001230","동국홀딩스","12","0","KOSPI","1.24","232.78","","229.92"
"A001250","GS글로벌","12","0","KOSPI","1.93","217.89","","213.76"
"A001260","남광토건","12","0","KOSPI","-1.2","80.92","","81.91"
"A001270","부국증권","12","0","KOSPI","0.75","279.99","","277.91"
"A001290","상상인증권","12","0","KOSPI","1.69","45.5","","44.74"
"A001340","PKC","12","0","KOSPI","2.03","316.67","","310.39"
"A001360","삼성제약","12","0","KOSPI","5.06","146.7","","139.64"
"A001380","SG글로벌","12","0","KOSPI","1.62","155.13","","152.65"
"A001390","KG케미칼","12","0","KOSPI","0.52","262.92","","261.55"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-2.01","25.95","","26.49"
"A001430","세아베스틸지주","12","1","KOSPI","3.6","680.3","","656.64"
"A001440","대한전선","12","1","KOSPI","1.86","2453.65","","2408.9"
"A001450","현대해상","12","1","KOSPI","1.23","2208.18","","2181.36"
"A001460","BYC","12","0","KOSPI","-1.8","170.21","","173.33"
"A001470","삼부토건","12","0","KOSPI","-0.81","225.09","","226.93"
"A001500","현대차증권","12","0","KOSPI","2.45","198.84","","194.08"
"A001510","SK증권","12","0","KOSPI","1.67","229.68","","225.9"
"A001520","동양","12","0","KOSPI","2.58","161.11","","157.05"
"A001530","DI동일","12","0","KOSPI","-0.21","927.86","","929.8"
"A001540","안국약품","12","0","KOSDAQ","-0.16","83.34","","83.47"
"A001550","조비","12","0","KOSPI","0.18","56.65","","56.54"
"A001560","제일연마","12","0","KOSPI","-2.41","96.03","","98.41"
"A001570","금양","12","1","KOSPI","-1.29","1074.01","","1088.08"
"A0015G0","그린광학","12","0","외감","","","",""
"A0015N0","아로마티카","12","0","외감","","","",""
"A0015S0","페스카로","12","0","외감","","","",""
"A001620","케이비아이동국실업","12","0","KOSPI","0.41","53.98","","53.75"
"A001630","종근당홀딩스","12","0","KOSPI","0.45","222.44","","221.44"
"A001680","대상","12","1","KOSPI","-0.94","729.34","","736.27"
"A001720","신영증권","3","0","KOSPI","6.8","1420.42","","1330"
"A001740","SK네트웍스","12","1","KOSPI","1.47","995.75","","981.37"
"A001750","한양증권","12","0","KOSPI","-0.42","151.98","","152.62"
"A001770","SHD","12","0","KOSPI","-0.35","17.17","","17.23"
"A001780","알루코","12","0","KOSPI","0.22","216.9","","216.42"
"A001790","대한제당","12","0","KOSPI","0.38","239.94","","239.04"
"A0017J0","세미티에스","12","0","외감","","","",""
"A001800","오리온홀딩스","12","1","KOSPI","0.51","982.28","","977.27"
"A001810","무림SP","12","0","KOSDAQ","1.58","32.67","","32.17"
"A001820","삼화콘덴서","12","0","KOSPI","0.98","320.69","","317.57"
"A001840","이화공영","12","0","KOSDAQ","0","61.06","","61.06"
"A001940","KISCO홀딩스","12","0","KOSPI","2.05","267.93","","262.55"
"A002020","코오롱","12","0","KOSPI","7.74","210.86","","195.71"
