"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","4.83","278.76","","265.91"
"A000040","KR모터스","12","0","KOSPI","-0.35","54.51","","54.7"
"A000050","경방","12","0","KOSPI","0.46","298.83","","297.46"
"A000070","삼양홀딩스","12","0","KOSPI","-0.56","612.35","","615.77"
"A000080","하이트진로","12","1","KOSPI","0.19","1844.51","","1841.01"
"A000100","유한양행","12","1","KOSPI","3.11","4371.92","","4240.1"
"A000120","CJ대한통운","12","1","KOSPI","0.22","2053.11","","2048.55"
"A000140","하이트진로홀딩스","12","0","KOSPI","0","240.19","","240.19"
"A000150","두산","12","1","KOSPI","1.08","1388","","1373.13"
"A000180","성창기업지주","12","0","KOSPI","0","142.64","","142.64"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-1.07","1351.65","","1366.32"
"A000220","유유제약","12","0","KOSPI","1.09","112.01","","110.8"
"A000230","일동홀딩스","12","0","KOSPI","0.33","352.56","","351.41"
"A000240","한국앤컴퍼니","12","1","KOSPI","-2.17","1286.37","","1314.85"
"A000250","삼천당제약","12","0","KOSDAQ","-3.69","1039.36","","1079.21"
"A000270","기아","12","1","KOSPI","-3.99","25335.21","","26389.15"
"A000300","DH오토넥스","12","0","KOSPI","-2.39","103.57","","106.12"
"A000320","노루홀딩스","12","0","KOSPI","-0.47","140.22","","140.89"
"A000370","한화손해보험","12","0","KOSPI","0","494.97","","494.97"
"A000390","SP삼화","12","0","KOSPI","2.09","172.74","","169.21"
"A000400","롯데손해보험","12","0","KOSPI","1","470.16","","465.5"
"A000430","대원강업","12","0","KOSPI","1.06","207.39","","205.22"
"A000440","중앙에너비스","12","0","KOSDAQ","1.99","143.54","","140.73"
"A000480","CR홀딩스","12","0","KOSPI","0.25","318","","317.2"
"A000490","대동","12","0","KOSPI","-2.88","282.4","","290.78"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-2.19","113.82","","116.37"
"A000520","삼일제약","12","0","KOSPI","4.59","121.92","","116.57"
"A000540","흥국화재","12","0","KOSPI","0.64","200.76","","199.47"
"A000590","CS홀딩스","12","0","KOSPI","0.5","70.19","","69.85"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0.99","650.76","","644.41"
"A000650","천일고속","12","0","KOSPI","-0.49","86.32","","86.75"
"A000660","SK하이닉스","12","1","KOSPI","1.48","59914.59","","59040.99"
"A000670","영풍","12","1","KOSPI","-0.44","1263.64","","1269.17"
"A000680","LS네트웍스","12","0","KOSPI","1.39","201.34","","198.58"
"A000700","유수홀딩스","12","0","KOSPI","2.32","206.51","","201.82"
"A000720","현대건설","12","1","KOSPI","-0.68","4070.05","","4097.89"
"A000760","이화산업","12","0","KOSPI","-1.52","45.5","","46.2"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","1.43","10067.15","","9925.03"
"A000850","화천기공","12","0","KOSPI","-0.9","72.82","","73.48"
"A000860","강남제비스코","12","0","KOSPI","-1.19","135.2","","136.83"
"A000880","한화","12","1","KOSPI","0","2091.35","","2091.35"
"A000890","보해양조","12","0","KOSPI","-0.93","88.9","","89.73"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.51","77.51","","77.12"
"A000950","전방","12","0","KOSPI","-0.63","79.55","","80.05"
"A000970","한국주철관","12","0","KOSPI","0.86","160.74","","159.38"
"A000990","DB하이텍","12","1","KOSPI","-0.24","1846.98","","1851.42"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","1.58","46.86","","46.13"
"A001020","페이퍼코리아","12","0","KOSPI","0.41","57.79","","57.56"
"A001040","CJ","12","1","KOSPI","1.64","2348.75","","2310.82"
"A001060","JW중외제약","12","0","KOSPI","3.89","444.67","","428.04"
"A001070","대한방직","12","0","KOSPI","-0.2","269.77","","270.3"
"A001080","만호제강","6","0","KOSPI","-4.8","160.4","","168.49"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","5.14","1585.28","","1507.76"
"A001130","대한제분","12","0","KOSPI","-0.37","229.84","","230.69"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","0","253.31","","253.31"
"A001210","금호전기","12","0","KOSPI","-1.58","27.39","","27.83"
"A001230","동국홀딩스","12","1","KOSPI","-0.82","1149.96","","1159.51"
"A001250","GS글로벌","12","0","KOSPI","0.2","204.68","","204.27"
"A001260","남광토건","12","0","KOSPI","-1.27","91.7","","92.88"
"A001270","부국증권","12","0","KOSPI","0.26","202.21","","201.69"
"A001290","상상인증권","12","0","KOSPI","-2.46","90.03","","92.3"
"A001340","PKC","12","0","KOSPI","5.3","205.28","","194.95"
"A001360","삼성제약","12","0","KOSPI","5.01","204.17","","194.43"
"A001380","SG글로벌","12","0","KOSPI","0","75.54","","75.54"
"A001390","KG케미칼","12","0","KOSPI","0","318.23","","318.23"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-1.23","30.44","","30.82"
"A001430","세아베스틸지주","12","0","KOSPI","-1.58","668.83","","679.59"
"A001440","대한전선","12","1","KOSPI","0","2040.94","","2040.94"
"A001450","현대해상","12","1","KOSPI","1.03","2641.77","","2614.95"
"A001460","BYC","12","0","KOSPI","-1.77","225.49","","229.55"
"A001470","삼부토건","12","0","KOSPI","0","285.64","","285.64"
"A001500","현대차증권","12","0","KOSPI","1.3","320.3","","316.17"
"A001510","SK증권","12","0","KOSPI","0.15","321.36","","320.89"
"A001520","동양","12","0","KOSPI","0","256.59","","256.59"
"A001530","DI동일","12","0","KOSPI","0","434.66","","434.66"
"A001540","안국약품","12","0","KOSDAQ","1.49","124.03","","122.21"
"A001550","조비","12","0","KOSPI","-0.32","79.96","","80.22"
"A001560","제일연마","12","0","KOSPI","-0.23","88.4","","88.6"
"A001570","금양","12","0","KOSPI","-3.94","1555.74","","1619.6"
"A0015G0","그린광학","12","0","외감","","","",""
"A0015N0","아로마티카","12","0","외감","","","",""
"A0015S0","페스카로","12","0","외감","","","",""
"A001620","케이비아이동국실업","12","0","KOSPI","-1.56","63.47","","64.48"
"A001630","종근당홀딩스","12","0","KOSPI","1.28","278.05","","274.54"
"A001680","대상","12","1","KOSPI","-0.46","743.2","","746.66"
"A001720","신영증권","3","0","KOSPI","0.53","538.77","","535.95"
"A001740","SK네트웍스","12","1","KOSPI","0.12","1016.33","","1015.09"
"A001750","한양증권","12","0","KOSPI","-0.22","115.96","","116.21"
"A001770","SHD","12","0","KOSPI","-3.5","43.55","","45.13"
"A001780","알루코","12","0","KOSPI","-1.93","251.91","","256.86"
"A001790","대한제당","12","0","KOSPI","2.04","246.22","","241.28"
"A0017J0","세미티에스","12","0","외감","","","",""
