"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-3.23","502.77","","519.53"
"A000040","KR모터스","12","0","KOSPI","0.81","114.12","","113.2"
"A000050","경방","12","0","KOSPI","0","322.13","","322.13"
"A000070","삼양홀딩스","12","1","KOSPI","0.92","561.82","","556.68"
"A000080","하이트진로","12","1","KOSPI","0.16","2198.69","","2195.18"
"A000100","유한양행","12","1","KOSPI","0","4479.41","","4479.41"
"A000120","CJ대한통운","12","1","KOSPI","0.63","3661.38","","3638.57"
"A000140","하이트진로홀딩스","12","0","KOSPI","9.25","370.15","","338.82"
"A000150","두산","12","1","KOSPI","-0.19","846.02","","847.67"
"A000180","성창기업지주","12","0","KOSPI","0.77","136.36","","135.32"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","1.23","2864.04","","2829.24"
"A000220","유유제약","12","0","KOSPI","3.18","116.69","","101"
"A000230","일동홀딩스","12","0","KOSPI","7.51","132.14","","122.91"
"A000240","한국앤컴퍼니","12","1","KOSPI","1.31","1441.81","","1423.21"
"A000250","삼천당제약","12","0","KOSDAQ","3.02","1555.06","","1509.52"
"A000270","기아","12","1","KOSPI","0.95","25821.65","","25578.43"
"A000300","DH오토넥스","12","0","KOSPI","0.89","92.98","","92.16"
"A000320","노루홀딩스","12","0","KOSPI","0.83","129.06","","127.99"
"A000370","한화손해보험","12","0","KOSPI","-1.17","491.47","","497.31"
"A000390","SP삼화","12","0","KOSPI","2.77","206.22","","200.67"
"A000400","롯데손해보험","12","0","KOSPI","0.28","561.71","","560.16"
"A000430","대원강업","12","0","KOSPI","0.78","239.32","","237.46"
"A000440","중앙에너비스","12","0","KOSDAQ","-0.67","55.67","","56.04"
"A000480","CR홀딩스","12","0","KOSPI","2.53","340","","331.6"
"A000490","대동","12","0","KOSPI","0","158.27","","158.27"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0","90.49","","90.49"
"A000520","삼일제약","12","0","KOSPI","2.24","137.58","","134.57"
"A000540","흥국화재","12","0","KOSPI","0.84","192.41","","190.8"
"A000590","CS홀딩스","12","0","KOSPI","2.3","66.84","","65.34"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-2.86","834.81","","859.37"
"A000650","천일고속","12","0","KOSPI","-0.9","110.05","","111.05"
"A000660","SK하이닉스","12","1","KOSPI","4.78","87724.28","","83720.27"
"A000670","영풍","12","1","KOSPI","1.16","963.39","","952.33"
"A000680","LS네트웍스","12","0","KOSPI","1.6","200.16","","197.01"
"A000700","유수홀딩스","12","0","KOSPI","-0.55","140.63","","141.41"
"A000720","현대건설","12","1","KOSPI","0.82","4097.89","","4064.49"
"A000760","이화산업","12","0","KOSPI","0","41.72","","41.72"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.54","8882.78","","8835.41"
"A000850","화천기공","12","0","KOSPI","0.31","71.17","","70.95"
"A000860","강남제비스코","12","0","KOSPI","2.14","124.15","","121.55"
"A000880","한화","12","1","KOSPI","1.75","1956.42","","1922.69"
"A000890","보해양조","12","0","KOSPI","5.32","128.72","","122.22"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-1.84","100.07","","101.94"
"A000950","전방","12","0","KOSPI","-0.17","49.31","","49.39"
