"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.89","250.27","","252.5"
"A000040","KR모터스","12","0","KOSPI","-0.22","161.69","","162.04"
"A000050","경방","12","1","KOSPI","0.63","437.27","","434.53"
"A000070","삼양홀딩스","12","1","KOSPI","-1.47","1151.89","","1169.02"
"A000080","하이트진로","12","1","KOSPI","1.93","1669.18","","1637.62"
"A000100","유한양행","12","1","KOSPI","1.23","2881.48","","2846.48"
"A000120","CJ대한통운","12","1","KOSPI","-1.52","4425.59","","4494.03"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.83","278.48","","280.8"
"A000150","두산","12","1","KOSPI","0.4","2546.17","","2536.06"
"A000180","성창기업지주","12","0","KOSPI","2.08","222.86","","218.32"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.22","3138.96","","3145.92"
"A000220","유유제약","12","0","KOSPI","3.15","80.71","","78.25"
"A000230","일동홀딩스","12","0","KOSPI","-1.35","191.97","","194.59"
"A000240","한국앤컴퍼니","12","1","KOSPI","-3.11","2027.84","","2092.95"
"A000250","삼천당제약","12","0","KOSDAQ","-0.31","358.11","","359.22"
"A000270","기아","12","1","KOSPI","2.3","16255.07","","15890.24"
"A000300","DH오토넥스","12","0","KOSPI","2.73","99.58","","96.93"
"A000320","노루홀딩스","12","0","KOSPI","0","208.54","","208.54"
"A000370","한화손해보험","12","0","KOSPI","-0.38","714.12","","716.84"
"A000390","SP삼화","12","0","KOSPI","-0.38","200.06","","200.82"
"A000400","롯데손해보험","12","0","KOSPI","1.91","394.11","","386.73"
"A000430","대원강업","12","0","KOSPI","-0.21","290.78","","291.4"
"A000440","중앙에너비스","12","0","KOSDAQ","0.45","41.97","","41.78"
"A000480","CR홀딩스","12","0","KOSPI","-0.44","361.2","","362.8"
"A000490","대동","12","0","KOSPI","-0.78","182","","183.42"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","2.67","111.91","","109"
"A000520","삼일제약","12","0","KOSPI","1.36","49.34","","48.68"
"A000540","흥국화재","12","0","KOSPI","1.34","316.4","","312.22"
"A000590","CS홀딩스","12","0","KOSPI","-0.36","97.21","","97.55"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-0.65","942.2","","948.33"
"A000650","천일고속","12","0","KOSPI","3.98","149.35","","143.64"
"A000660","SK하이닉스","12","1","KOSPI","0.85","43170.54","","42806.54"
"A000670","영풍","12","1","KOSPI","-0.09","1972.82","","1974.67"
"A000680","LS네트웍스","12","0","KOSPI","-0.16","251.38","","251.78"
"A000700","유수홀딩스","12","0","KOSPI","-0.66","233.86","","235.42"
"A000720","현대건설","12","1","KOSPI","-0.64","5150.2","","5183.61"
"A000760","이화산업","12","0","KOSPI","-0.52","53.76","","54.04"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","1.03","13880.83","","13738.7"
"A000850","화천기공","12","0","KOSPI","0.93","119.02","","117.92"
"A000860","강남제비스코","12","0","KOSPI","0","252.85","","252.85"
"A000880","한화","12","1","KOSPI","-0.83","3568.04","","3598.02"
"A000890","보해양조","12","0","KOSPI","-0.42","113.47","","113.95"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.62","63.38","","62.99"
"A000950","전방","12","0","KOSPI","-1.61","41.08","","41.75"
"A000970","한국주철관","12","0","KOSPI","1.47","235.99","","232.57"
"A000990","DB하이텍","12","1","KOSPI","-2.05","953.91","","973.87"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","2.72","50.38","","49.04"
"A001020","페이퍼코리아","12","0","KOSPI","4.78","113.08","","107.92"
"A001040","CJ","12","1","KOSPI","1.23","6025.05","","5952.11"
"A001060","JW중외제약","12","1","KOSPI","0.19","1005.56","","1003.65"
"A001070","대한방직","12","0","KOSPI","0","84.48","","84.48"
"A001080","만호제강","6","0","KOSPI","0.26","80.09","","79.89"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","-1.38","1248.07","","1265.51"
"A001130","대한제분","12","0","KOSPI","-2.36","315.19","","322.79"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-1.56","396.18","","402.48"
"A001210","금호전기","12","0","KOSPI","-1.38","74","","75.04"
"A001230","동국홀딩스","12","1","KOSPI","-1.92","1216.77","","1240.63"
"A001250","GS글로벌","12","0","KOSPI","-0.75","271.95","","274.01"
"A001260","남광토건","12","0","KOSPI","0.39","76.41","","76.12"
"A001270","부국증권","12","0","KOSPI","0","244.73","","244.73"
"A001290","상상인증권","12","0","KOSPI","-1.98","78.72","","80.31"
"A001340","PKC","12","0","KOSPI","-0.65","138.35","","139.25"
"A001360","삼성제약","12","0","KOSPI","2.05","167.79","","164.41"
"A001380","SG글로벌","12","0","KOSPI","0.13","162.82","","162.61"
"A001390","KG케미칼","12","0","KOSPI","0.7","166.71","","165.55"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-0.11","33.29","","33.33"
"A001430","세아베스틸지주","12","1","KOSPI","-0.87","1025.66","","1034.62"
"A001440","대한전선","12","0","KOSPI","0.36","1177.65","","1173.37"
"A001450","현대해상","12","1","KOSPI","0.13","3540.24","","3535.77"
"A001460","BYC","12","0","KOSPI","-2.64","241.73","","248.28"
"A001470","삼부토건","12","0","KOSPI","-7.72","111.07","","120.37"
"A001500","현대차증권","12","0","KOSPI","-0.39","372.58","","374.05"
"A001510","SK증권","12","0","KOSPI","-1.4","563.41","","571.41"
"A001520","동양","12","1","KOSPI","1.51","562.1","","553.75"
"A001530","DI동일","12","0","KOSPI","0.33","143.18","","142.72"
"A001540","안국약품","12","0","KOSDAQ","0","166.29","","166.29"
"A001550","조비","12","0","KOSPI","1.12","60.29","","59.62"
"A001560","제일연마","12","0","KOSPI","0","63.4","","63.4"
