"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","0.49","172.9","","172.06"
"A000040","KR모터스","12","0","KOSPI","-0.61","42.41","","42.67"
"A000050","경방","12","0","KOSPI","1.13","196.02","","193.83"
"A000070","삼양홀딩스","12","0","KOSPI","3.99","485.98","","467.34"
"A000080","하이트진로","12","1","KOSPI","-0.26","1322.72","","1326.23"
"A000100","유한양행","12","1","KOSPI","-1.56","9596.21","","9748.15"
"A000120","CJ대한통운","12","1","KOSPI","0.11","2130.67","","2128.39"
"A000140","하이트진로홀딩스","12","0","KOSPI","1.29","236.48","","233.46"
"A000150","두산","12","1","KOSPI","2.28","13797.15","","13489.46"
"A000180","성창기업지주","12","0","KOSPI","0.5","98.91","","98.42"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","0.38","820.42","","817.28"
"A000220","유유제약","12","0","KOSPI","0.12","72.22","","72.13"
"A000230","일동홀딩스","12","0","KOSPI","0.46","149.79","","149.1"
"A000240","한국앤컴퍼니","12","1","KOSPI","0.89","2700.91","","2677.17"
"A000250","삼천당제약","12","0","KOSDAQ","0.67","5313.12","","5277.93"
"A000270","기아","12","1","KOSPI","4.19","45678.32","","43843.38"
"A000300","DH오토넥스","12","0","KOSPI","0","164.42","","164.42"
"A000320","노루홀딩스","12","0","KOSPI","0.46","287.75","","286.42"
"A000370","한화손해보험","12","0","KOSPI","4.03","632.72","","608.21"
"A000390","SP삼화","12","0","KOSPI","2.1","158.87","","155.6"
"A000400","롯데손해보험","12","0","KOSPI","-0.43","579.4","","581.88"
"A000430","대원강업","12","0","KOSPI","2.09","241.8","","236.84"
"A000440","중앙에너비스","12","0","KOSDAQ","0.31","100.63","","100.32"
"A000480","CR홀딩스","12","0","KOSPI","0.5","234.92","","233.75"
"A000490","대동","12","0","KOSPI","0.84","254.43","","252.31"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","5.24","1262.24","","1199.38"
"A000520","삼일제약","12","0","KOSPI","2.49","232.1","","226.46"
"A000540","흥국화재","12","0","KOSPI","1.49","240.27","","236.73"
"A000590","CS홀딩스","12","0","KOSPI","1.15","91.09","","90.05"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","4.09","781.76","","751.04"
"A000650","천일고속","12","0","KOSPI","29.81","438.77","","338.01"
"A000660","SK하이닉스","12","1","KOSPI","3.72","406225.32","","391665.27"
"A000670","영풍","12","1","KOSPI","-1.32","1289.82","","1307.02"
"A000680","LS네트웍스","12","0","KOSPI","4.28","268.72","","257.69"
"A000700","유수홀딩스","12","0","KOSPI","0.85","153.65","","152.34"
"A000720","현대건설","12","1","KOSPI","2.81","7338.34","","7137.9"
"A000760","이화산업","12","0","KOSPI","-2.06","55.8","","56.98"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-1","22867.54","","23097.6"
"A000850","화천기공","12","0","KOSPI","10.45","77.88","","70.51"
"A000860","강남제비스코","12","0","KOSPI","0.25","156.13","","155.74"
"A000880","한화","12","1","KOSPI","1.77","6019.19","","5914.24"
"A000890","보해양조","12","0","KOSPI","0","60.38","","60.38"
"A0008Z0","에스엔시스","12","0","KOSDAQ","1.61","298.67","","293.95"
"A000910","유니온","12","0","KOSPI","1.28","68.14","","67.29"
"A000950","전방","12","0","KOSPI","-0.53","63.17","","63.5"
"A000970","한국주철관","12","0","KOSPI","0.7","165.08","","163.94"
"A000990","DB하이텍","12","0","KOSPI","0.78","2827.8","","2806.05"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-3.71","59.84","","62.15"
"A001020","페이퍼코리아","12","0","KOSPI","0","108.57","","108.57"
"A001040","CJ","12","1","KOSPI","0.91","5149.74","","5103.06"
"A001060","JW중외제약","12","0","KOSPI","-0.19","603.11","","604.27"
"A001070","대한방직","12","0","KOSPI","2.18","34.77","","34.03"
"A001080","만호제강","6","0","KOSPI","-1.74","152.51","","155.21"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","KOSDAQ","3.94","92.87","","89.34"
"A001120","LX인터내셔널","12","0","KOSPI","2.08","1238.38","","1213.19"
"A001130","대한제분","12","0","KOSPI","0.84","243.7","","241.67"
