"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","0.63","268.42","","266.75"
"A000040","KR모터스","12","0","KOSPI","0","44.7","","44.7"
"A000050","경방","12","0","KOSPI","-0.46","236.87","","237.96"
"A000070","삼양홀딩스","12","0","KOSPI","-0.27","626.9","","628.62"
"A000080","하이트진로","12","1","KOSPI","0.25","1420.21","","1416.7"
"A000100","유한양행","12","1","KOSPI","-0.78","6160.06","","6208.18"
"A000120","CJ대한통운","12","1","KOSPI","-1.46","2769.42","","2810.48"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.45","205.61","","206.54"
"A000150","두산","12","1","KOSPI","5.69","1903.55","","1801.1"
"A000180","성창기업지주","12","0","KOSPI","-1.21","141.94","","143.69"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","0.11","961.88","","960.83"
"A000220","유유제약","12","0","KOSPI","3.8","86.01","","82.86"
"A000230","일동홀딩스","12","0","KOSPI","0.22","107.09","","106.86"
"A000240","한국앤컴퍼니","12","1","KOSPI","0.7","1636.68","","1625.29"
"A000250","삼천당제약","12","0","KOSDAQ","-3.1","1834.37","","1893.02"
"A000270","기아","12","1","KOSPI","-0.08","50697.77","","50737.98"
"A000300","DH오토넥스","12","0","KOSPI","0","30.48","","30.48"
"A000320","노루홀딩스","12","0","KOSPI","-3.32","151.12","","156.3"
"A000370","한화손해보험","12","0","KOSPI","-0.43","546.92","","549.26"
"A000390","SP삼화","12","0","KOSPI","-1.33","181.72","","184.17"
"A000400","롯데손해보험","12","0","KOSPI","-0.18","859.63","","861.18"
"A000430","대원강업","12","0","KOSPI","0.19","333.56","","332.94"
"A000440","중앙에너비스","12","0","KOSDAQ","-0.06","106.73","","106.8"
"A000480","CR홀딩스","12","0","KOSPI","-0.32","291.66","","292.6"
"A000490","대동","12","0","KOSPI","-0.61","334.61","","336.66"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","3.33","205.65","","199.03"
"A000520","삼일제약","12","0","KOSPI","4.15","157.92","","151.63"
"A000540","흥국화재","12","0","KOSPI","-1.9","282.03","","287.49"
"A000590","CS홀딩스","12","0","KOSPI","0.46","74.93","","74.58"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-0.84","746","","752.35"
"A000650","천일고속","12","0","KOSPI","-0.31","69.25","","69.46"
"A000660","SK하이닉스","12","1","KOSPI","-0.54","120629.99","","121285.19"
"A000670","영풍","12","1","KOSPI","1.03","901.68","","892.47"
"A000680","LS네트웍스","12","0","KOSPI","6.44","338.85","","318.36"
"A000700","유수홀딩스","12","0","KOSPI","-1.58","145.83","","148.18"
"A000720","현대건설","12","1","KOSPI","-0.59","3730.42","","3752.69"
"A000760","이화산업","12","0","KOSPI","-2.17","41.64","","42.56"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-2.85","14544.07","","14970.45"
"A000850","화천기공","12","0","KOSPI","-0.91","72.05","","72.71"
"A000860","강남제비스코","12","0","KOSPI","0","143.33","","143.33"
"A000880","한화","12","1","KOSPI","-3.92","2110.09","","2196.29"
"A000890","보해양조","12","0","KOSPI","-1.74","70.67","","71.93"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.19","82.43","","82.27"
"A000950","전방","12","0","KOSPI","-1.14","36.29","","36.71"
"A000970","한국주철관","12","0","KOSPI","-0.31","147.06","","147.52"
