"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-1.46","169.26","","171.78"
"A000040","KR모터스","12","0","KOSPI","-0.26","23.33","","23.39"
"A000050","경방","12","0","KOSPI","-1.83","176.83","","180.12"
"A000070","삼양홀딩스","12","0","KOSPI","-1.16","509.57","","515.57"
"A000080","하이트진로","12","1","KOSPI","-0.26","1368.31","","1371.81"
"A000100","유한양행","12","1","KOSPI","-3.47","9143.83","","9472.69"
"A000120","CJ대한통운","12","1","KOSPI","0.35","1952.74","","1945.89"
"A000140","하이트진로홀딩스","12","0","KOSPI","0.23","198.42","","197.95"
"A000150","두산","12","1","KOSPI","-3.14","4841.48","","4998.46"
"A000180","성창기업지주","12","0","KOSPI","2.46","89.91","","87.75"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-3.06","696.78","","718.79"
"A000220","유유제약","12","0","KOSPI","-1.03","73.75","","74.52"
"A000230","일동홀딩스","12","0","KOSPI","-1.76","70.74","","72.01"
"A000240","한국앤컴퍼니","12","1","KOSPI","-4.27","1489.53","","1555.99"
"A000250","삼천당제약","12","0","KOSDAQ","-6.11","3964.31","","4222.34"
"A000270","기아","12","1","KOSPI","-2.66","37898.2","","38932.15"
"A000300","DH오토넥스","12","0","KOSPI","0","161.6","","161.6"
"A000320","노루홀딩스","12","0","KOSPI","0.15","182.35","","182.09"
"A000370","한화손해보험","12","0","KOSPI","-1.94","471.04","","480.38"
"A000390","SP삼화","12","0","KOSPI","-1.48","163.22","","165.67"
"A000400","롯데손해보험","12","0","KOSPI","-0.44","557.05","","559.54"
"A000430","대원강업","12","0","KOSPI","-2.06","221.34","","225.99"
"A000440","중앙에너비스","12","0","KOSDAQ","-1.84","82.88","","84.44"
"A000480","CR홀딩스","12","0","KOSPI","0","241.02","","241.02"
"A000490","대동","12","0","KOSPI","0.84","275.64","","273.33"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-2.37","715.49","","732.86"
"A000520","삼일제약","12","0","KOSPI","-2.91","246.2","","253.58"
"A000540","흥국화재","12","0","KOSPI","4.45","226.13","","216.5"
"A000590","CS홀딩스","12","0","KOSPI","1.69","83.35","","81.97"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-0.4","629.18","","631.72"
"A000650","천일고속","12","0","KOSPI","-0.26","55.24","","55.38"
"A000660","SK하이닉스","12","1","KOSPI","-3.72","145090.87","","150696.49"
"A000670","영풍","12","0","KOSPI","-3.15","792.08","","817.87"
"A000680","LS네트웍스","12","0","KOSPI","0.41","290","","288.81"
"A000700","유수홀딩스","12","0","KOSPI","-0.54","144.79","","145.57"
"A000720","현대건설","12","1","KOSPI","0","3864.05","","3864.05"
"A000760","이화산업","12","0","KOSPI","-0.2","28.64","","28.7"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-0.28","16912.82","","16960.19"
