"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","6.36","275.68","","259.2"
"A000040","KR모터스","12","0","KOSPI","2.98","46.53","","45.19"
"A000050","경방","12","0","KOSPI","-0.32","257.7","","258.53"
"A000070","삼양홀딩스","12","0","KOSPI","-0.14","590.08","","590.93"
"A000080","하이트진로","12","1","KOSPI","4.92","1420.21","","1353.58"
"A000100","유한양행","12","1","KOSPI","6.02","5265.08","","4966.18"
"A000120","CJ대한통운","12","1","KOSPI","3.37","1681.27","","1626.52"
"A000140","하이트진로홀딩스","12","0","KOSPI","1.97","204.45","","200.51"
"A000150","두산","12","1","KOSPI","1.05","1432.62","","1417.75"
"A000180","성창기업지주","12","0","KOSPI","6.53","136.57","","128.2"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","2.9","779.56","","757.56"
"A000220","유유제약","12","0","KOSPI","5.02","81.08","","77.2"
"A000230","일동홀딩스","12","0","KOSPI","10.25","125.33","","113.67"
"A000240","한국앤컴퍼니","12","1","KOSPI","3.43","1058.53","","1023.4"
"A000250","삼천당제약","12","0","KOSDAQ","4.29","1457.82","","1397.85"
"A000270","기아","12","1","KOSPI","0.61","33409.87","","33208.85"
"A000300","DH오토넥스","12","0","KOSPI","2.16","113.46","","111.06"
"A000320","노루홀딩스","12","0","KOSPI","3.84","143.81","","138.49"
"A000370","한화손해보험","12","0","KOSPI","2.76","434.85","","423.18"
"A000390","SP삼화","12","0","KOSPI","1.18","162.95","","161.04"
"A000400","롯데손해보험","12","0","KOSPI","1.39","496.85","","490.02"
"A000430","대원강업","12","0","KOSPI","7.77","455.7","","422.84"
"A000440","중앙에너비스","12","0","KOSDAQ","0.06","105.99","","105.92"
"A000480","CR홀딩스","12","0","KOSPI","0","848","","848"
"A000490","대동","12","0","KOSPI","1.15","252.93","","250.04"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","6.07","138.94","","130.99"
"A000520","삼일제약","12","0","KOSPI","2.91","101.58","","98.71"
"A000540","흥국화재","12","0","KOSPI","3.66","190.8","","184.06"
"A000590","CS홀딩스","12","0","KOSPI","1.23","66.38","","65.57"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","4.06","520.61","","500.29"
"A000650","천일고속","12","0","KOSPI","0.64","67.82","","67.39"
"A000660","SK하이닉스","12","1","KOSPI","9.73","90272.29","","82264.27"
"A000670","영풍","12","1","KOSPI","1.08","1035.23","","1024.17"
"A000680","LS네트웍스","12","0","KOSPI","29.86","471.24","","362.89"
"A000700","유수홀딩스","12","0","KOSPI","0.72","145.83","","144.79"
"A000720","현대건설","12","1","KOSPI","3.04","4148","","4025.51"
"A000760","이화산업","12","0","KOSPI","11.01","49.11","","44.24"
"A0007C0","아크릴","12","0","외감","","","",""
