"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-2.31","165.63","","169.54"
"A000040","KR모터스","12","0","KOSPI","-3.26","35.93","","37.14"
"A000050","경방","12","0","KOSPI","0.32","257.16","","256.33"
"A000070","삼양홀딩스","12","0","KOSPI","-1.97","462.69","","472"
"A000080","하이트진로","12","1","KOSPI","-1.31","1218.22","","1234.35"
"A000100","유한양행","12","1","KOSPI","-3.15","8364.7","","8636.59"
"A000120","CJ대한통운","12","1","KOSPI","-4.62","2258.42","","2367.92"
"A000140","하이트진로홀딩스","12","0","KOSPI","-1.9","215.13","","219.3"
"A000150","두산","12","1","KOSPI","-2.23","13473.27","","13780.95"
"A000180","성창기업지주","12","0","KOSPI","-1.08","95.42","","96.47"
"A0001A0","덕양에너젠","12","0","KOSDAQ","10.47","954.46","","863.97"
"A000210","DL","12","1","KOSPI","-3.01","843.47","","869.67"
"A000220","유유제약","12","0","KOSPI","-4.88","71.45","","75.11"
"A000230","일동홀딩스","12","0","KOSPI","-3.83","133.41","","138.72"
"A000240","한국앤컴퍼니","12","1","KOSPI","-4.08","2454.08","","2558.5"
"A000250","삼천당제약","12","0","KOSDAQ","-3.43","10884.27","","11271.32"
"A000270","기아","12","1","KOSPI","-1.64","58600.99","","59577.02"
"A000300","DH오토넥스","12","0","KOSPI","0","174.04","","174.04"
"A000320","노루홀딩스","12","0","KOSPI","-4.72","268.48","","281.77"
"A000370","한화손해보험","12","0","KOSPI","-3.78","682.92","","709.77"
"A000390","SP삼화","12","0","KOSPI","-2.87","183.9","","189.34"
"A000400","롯데손해보험","12","0","KOSPI","-1.38","508.33","","515.47"
"A000430","대원강업","12","0","KOSPI","0.96","261.02","","258.54"
"A000440","중앙에너비스","12","0","KOSDAQ","-9.95","97.45","","108.23"
"A000480","CR홀딩스","12","0","KOSPI","-1.06","219.21","","221.56"
"A000490","대동","12","0","KOSPI","-2.84","275.87","","283.94"
"A0004V0","엔비알모션","12","0","KOSDAQ","0.24","215.89","","215.37"
"A000500","가온전선","12","0","KOSPI","-7.88","1335.03","","1449.18"
"A000520","삼일제약","12","0","KOSPI","6.18","231.02","","217.57"
"A000540","흥국화재","12","0","KOSPI","-3.03","225.81","","232.88"
"A000590","CS홀딩스","12","0","KOSPI","7.26","97.21","","90.63"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-2.48","692.86","","710.51"
"A000650","천일고속","12","0","KOSPI","2.76","425.19","","413.76"
"A000660","SK하이닉스","12","1","KOSPI","-8.69","604241.96","","661754.15"
"A000670","영풍","12","1","KOSPI","-10.32","1052.14","","1173.26"
"A000680","LS네트웍스","12","0","KOSPI","-5.73","265.57","","281.72"
"A000700","유수홀딩스","12","0","KOSPI","-1.87","150.26","","153.13"
"A000720","현대건설","12","1","KOSPI","-3.7","11001.95","","11425.1"
"A000760","이화산업","12","0","KOSPI","-2.86","40.94","","42.14"
"A0007C0","아크릴","12","0","KOSDAQ","22.68","382.24","","311.58"
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-3.89","22154.37","","23051.59"
"A000850","화천기공","12","0","KOSPI","-2.65","84.92","","87.23"
"A000860","강남제비스코","12","0","KOSPI","-1","219.05","","221.26"
"A000880","한화","12","1","KOSPI","-5.33","8125.53","","8582.78"
"A000890","보해양조","12","0","KOSPI","-1.46","55.94","","56.77"
"A0008Z0","에스엔시스","12","0","KOSDAQ","-5.48","301.03","","318.48"
"A000910","유니온","12","0","KOSPI","-1.48","67.68","","68.69"
