"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","14.67","654.99","","571.2"
"A000040","KR모터스","12","0","KOSPI","-0.82","111.37","","112.28"
"A000050","경방","12","0","KOSPI","0.41","331.72","","330.35"
"A000070","삼양홀딩스","12","1","KOSPI","9.1","646.6","","592.65"
"A000080","하이트진로","12","1","KOSPI","-0.16","2247.78","","2251.29"
"A000100","유한양행","12","1","KOSPI","8.58","5248.26","","4833.75"
"A000120","CJ대한통운","12","1","KOSPI","0","3729.82","","3729.82"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.32","356.22","","357.38"
"A000150","두산","12","1","KOSPI","0.38","884.03","","880.72"
"A000180","성창기업지주","12","0","KOSPI","1.06","166.01","","164.27"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","4.24","3253.8","","3121.56"
"A000220","유유제약","12","0","KOSPI","2.63","124.68","","121.49"
"A000230","일동홀딩스","12","0","KOSPI","16.88","155.8","","133.29"
"A000240","한국앤컴퍼니","12","1","KOSPI","-1.98","1381.35","","1409.26"
"A000250","삼천당제약","12","0","KOSDAQ","29.91","2017.25","","1552.78"
"A000270","기아","12","1","KOSPI","-1.45","24848.77","","25213.6"
"A000300","DH오토넥스","12","0","KOSPI","-0.76","91.23","","91.93"
"A000320","노루홀딩스","12","0","KOSPI","1.79","151.52","","148.86"
"A000370","한화손해보험","12","0","KOSPI","-1.64","455.87","","463.45"
"A000390","SP삼화","12","0","KOSPI","2.05","460.03","","450.78"
"A000400","롯데손해보험","12","0","KOSPI","-1.33","574.12","","581.88"
"A000430","대원강업","12","0","KOSPI","-0.65","238.7","","240.25"
"A000440","중앙에너비스","12","0","KOSDAQ","1.72","59.03","","58.04"
"A000480","CR홀딩스","12","0","KOSPI","0.58","344.8","","342.8"
"A000490","대동","12","0","KOSPI","-1.16","161.83","","163.72"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-0.44","94.86","","95.27"
"A000520","삼일제약","12","0","KOSPI","2.81","146.95","","142.94"
"A000540","흥국화재","12","0","KOSPI","0.67","192.41","","191.12"
"A000590","CS홀딩스","12","0","KOSPI","0.35","66.61","","66.38"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-1.53","794.01","","806.32"
"A000650","천일고속","12","0","KOSPI","-4","102.9","","107.19"
"A000660","SK하이닉스","12","1","KOSPI","-2.11","84448.27","","86268.28"
"A000670","영풍","12","1","KOSPI","1.32","991.02","","978.12"
"A000680","LS네트웍스","12","0","KOSPI","1.43","252.17","","248.62"
"A000700","유수홀딩스","12","0","KOSPI","-0.18","148.44","","148.7"
"A000720","현대건설","12","1","KOSPI","-0.93","4148","","4186.98"
"A000760","이화산업","12","0","KOSPI","2.52","45.5","","44.38"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.26","9309.16","","9285.47"
"A000850","화천기공","12","0","KOSPI","0.91","72.82","","72.16"
"A000860","강남제비스코","12","0","KOSPI","-2.44","142.68","","146.25"
"A000880","한화","12","1","KOSPI","0.57","1990.15","","1978.91"
"A000890","보해양조","12","0","KOSPI","-2.33","122.99","","125.92"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0","96.64","","96.64"
"A000950","전방","12","0","KOSPI","-2.99","49.14","","50.65"
"A000970","한국주철관","12","0","KOSPI","0.6","189.93","","188.79"
"A000990","DB하이텍","12","1","KOSPI","2.53","1620.55","","1580.59"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-0.71","50.74","","51.1"
"A001020","페이퍼코리아","12","0","KOSPI","-2.6","92.82","","95.3"
"A001040","CJ","12","1","KOSPI","0.84","2447.95","","2427.53"
"A001060","JW중외제약","12","1","KOSPI","4.29","763.58","","732.2"
"A001070","대한방직","12","0","KOSPI","-0.25","210.41","","210.94"
"A001080","만호제강","6","0","KOSPI","-5.29","74.29","","78.44"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","-0.6","967.06","","972.88"
"A001130","대한제분","12","0","KOSPI","0.64","265.33","","263.64"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-1.14","378.75","","383.11"
"A001210","금호전기","12","0","KOSPI","-0.59","40.56","","40.8"
"A001230","동국홀딩스","12","1","KOSPI","0.99","780.64","","773.01"
"A001250","GS글로벌","12","0","KOSPI","2.02","166.72","","163.42"
"A001260","남광토건","12","0","KOSPI","-7.42","141.04","","152.34"
"A001270","부국증권","12","0","KOSPI","0.22","237.47","","236.95"
"A001290","상상인증권","12","0","KOSPI","-2.24","104.76","","107.16"
"A001340","PKC","12","0","KOSPI","2.43","151.38","","147.78"
"A001360","삼성제약","12","0","KOSPI","0","302.21","","302.21"
"A001380","SG글로벌","12","0","KOSPI","-1.57","98.47","","100.05"
"A001390","KG케미칼","12","0","KOSPI","2.49","320.78","","312.97"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","2.3","30.36","","29.68"
"A001430","세아베스틸지주","12","0","KOSPI","-0.46","387.31","","389.1"
"A001440","대한전선","12","0","KOSPI","0.99","1306.12","","1293.27"
"A001450","현대해상","12","1","KOSPI","0.43","2100.9","","2091.96"
"A001460","BYC","12","0","KOSPI","-0.71","174.89","","176.14"
"A001470","삼부토건","12","0","KOSPI","-5.44","597.64","","632.03"
"A001500","현대차증권","12","0","KOSPI","0.78","378.45","","375.52"
"A001510","SK증권","12","0","KOSPI","-1.45","384.22","","389.89"
"A001520","동양","12","0","KOSPI","0.82","294.77","","292.39"
"A001530","DI동일","12","0","KOSPI","4.96","313.13","","298.34"
"A001540","안국약품","12","0","KOSDAQ","5.28","181.94","","172.81"
