"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","1.15","172.62","","170.66"
"A000040","KR모터스","12","0","KOSPI","10.31","27.66","","25.08"
"A000050","경방","12","0","KOSPI","-0.46","178.2","","179.02"
"A000070","삼양홀딩스","12","0","KOSPI","0.17","495.87","","495.01"
"A000080","하이트진로","12","1","KOSPI","0.47","1355.68","","1349.37"
"A000100","유한양행","12","1","KOSPI","0.61","9256.13","","9199.98"
"A000120","CJ대한통운","12","1","KOSPI","1.95","1904.83","","1868.33"
"A000140","하이트진로홀딩스","12","0","KOSPI","0.36","195.17","","194.47"
"A000150","두산","12","1","KOSPI","3.78","4767.13","","4593.63"
"A000180","성창기업지주","12","0","KOSPI","-0.32","86.56","","86.84"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","0","633.92","","633.92"
"A000220","유유제약","12","0","KOSPI","0.43","79.46","","79.12"
"A000230","일동홀딩스","12","0","KOSPI","1.67","70.17","","69.01"
"A000240","한국앤컴퍼니","12","1","KOSPI","1.06","1351.88","","1337.64"
"A000250","삼천당제약","12","0","KOSDAQ","2.54","3603.07","","3513.93"
"A000270","기아","12","1","KOSPI","2.71","34716.82","","33802.17"
"A000300","DH오토넥스","12","0","KOSPI","0","161.6","","161.6"
"A000320","노루홀딩스","12","0","KOSPI","0.49","191.13","","190.2"
"A000370","한화손해보험","12","0","KOSPI","2.23","454.11","","444.19"
"A000390","SP삼화","12","0","KOSPI","1.55","160.23","","157.78"
"A000400","롯데손해보험","12","0","KOSPI","1.2","522.61","","516.4"
"A000430","대원강업","12","0","KOSPI","-1.84","231.26","","235.6"
"A000440","중앙에너비스","12","0","KOSDAQ","1.74","83.63","","82.2"
"A000480","CR홀딩스","12","0","KOSPI","0.2","239.14","","238.67"
"A000490","대동","12","0","KOSPI","0.69","263.21","","261.42"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0.94","802.34","","794.9"
"A000520","삼일제약","12","0","KOSPI","6.63","261.6","","245.33"
"A000540","흥국화재","12","0","KOSPI","1.08","210.07","","207.82"
"A000590","CS홀딩스","12","0","KOSPI","0.83","84.62","","83.93"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","-0.51","641.22","","626"
"A000650","천일고속","12","0","KOSPI","-0.89","55.74","","56.24"
"A000660","SK하이닉스","12","1","KOSPI","0","127400.41","","127400.41"
"A000670","영풍","12","0","KOSPI","0","676.95","","676.95"
"A000680","LS네트웍스","12","0","KOSPI","-0.6","260.44","","262.02"
"A000700","유수홀딩스","12","0","KOSPI","0","142.45","","142.45"
"A000720","현대건설","12","1","KOSPI","0.25","4381.85","","4370.71"
"A000760","이화산업","12","0","KOSPI","2.27","30.24","","29.57"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-0.14","16675.94","","16699.63"
"A000850","화천기공","12","0","KOSPI","0.52","64.13","","63.8"
"A000860","강남제비스코","12","0","KOSPI","0","155.03","","155.03"
"A000880","한화","12","1","KOSPI","0.34","3305.68","","3294.44"
"A000890","보해양조","12","0","KOSPI","-0.41","68.03","","68.31"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-2.67","91.17","","93.67"
"A000950","전방","12","0","KOSPI","2.35","36.62","","35.78"
"A000970","한국주철관","12","0","KOSPI","2.16","161.66","","158.24"
"A000990","DB하이텍","12","0","KOSPI","0.24","1815.9","","1811.46"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-5.24","40.4","","42.63"
"A001020","페이퍼코리아","12","0","KOSPI","-3.29","141.14","","145.95"
"A001040","CJ","12","1","KOSPI","0.83","3530.42","","3501.24"
"A001060","JW중외제약","12","0","KOSPI","2.56","512.29","","499.48"
"A001070","대한방직","12","0","KOSPI","-0.76","27.56","","27.77"
"A001080","만호제강","6","0","KOSPI","1.69","112.26","","110.39"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","0.2","994.19","","992.26"
"A001130","대한제분","12","0","KOSPI","0.23","216.49","","215.98"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","2.94","237.32","","230.54"
"A001210","금호전기","12","0","KOSPI","2.64","58.05","","56.55"
"A001230","동국홀딩스","12","0","KOSPI","0.44","218.47","","217.52"
"A001250","GS글로벌","12","0","KOSPI","0.38","215.41","","214.59"
"A001260","남광토건","12","0","KOSPI","2.56","82.59","","80.53"
"A001270","부국증권","12","0","KOSPI","0.39","267.54","","266.51"
"A001290","상상인증권","12","0","KOSPI","2.05","48.43","","47.45"
"A001340","PKC","12","0","KOSPI","2.07","266.37","","260.98"
"A001360","삼성제약","12","0","KOSPI","0.4","141.81","","141.24"
"A001380","SG글로벌","12","0","KOSPI","2.13","88.26","","86.42"
"A001390","KG케미칼","12","0","KOSPI","1.03","267.37","","264.63"
"A0013V0","삼진식품","12","0","외감","","","",""
