"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-3.46","226.24","","234.35"
"A000040","KR모터스","12","0","KOSPI","-2.18","174.02","","177.89"
"A000050","경방","12","1","KOSPI","0","571.61","","571.61"
"A000070","삼양홀딩스","12","1","KOSPI","0.79","1096.23","","1087.66"
"A000080","하이트진로","12","1","KOSPI","-1.66","1455.27","","1479.82"
"A000100","유한양행","12","1","KOSPI","-2.12","2827.17","","2888.51"
"A000120","CJ대한통운","12","1","KOSPI","-0.24","4824.81","","4836.22"
"A000140","하이트진로홀딩스","12","1","KOSPI","0.43","269.2","","268.04"
"A000150","두산","12","1","KOSPI","-1.92","2169.63","","2212.17"
"A000180","성창기업지주","12","0","KOSPI","-2.05","216.58","","221.11"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.22","3107.64","","3114.6"
"A000220","유유제약","12","0","KOSPI","-3.64","65.31","","67.78"
"A000230","일동홀딩스","12","1","KOSPI","-2.34","210.91","","215.96"
"A000240","한국앤컴퍼니","12","1","KOSPI","-1.15","1990.63","","2013.89"
"A000250","삼천당제약","12","0","KOSDAQ","-0.92","206.81","","208.73"
"A000270","기아","12","1","KOSPI","0.73","16883.38","","16761.77"
"A000300","DH오토넥스","12","0","KOSPI","-1.35","96.93","","98.25"
"A000320","노루홀딩스","12","0","KOSPI","0.3","217.78","","217.12"
"A000370","한화손해보험","12","0","KOSPI","-0.54","673.28","","676.91"
"A000390","SP삼화","12","0","KOSPI","-0.88","262.9","","265.24"
"A000400","롯데손해보험","12","0","KOSPI","-0.55","364.57","","366.58"
"A000430","대원강업","12","0","KOSPI","-2.56","330.46","","339.14"
"A000440","중앙에너비스","12","0","KOSDAQ","-2.57","37.74","","38.73"
"A000480","CR홀딩스","12","0","KOSPI","0.22","368.8","","368"
"A000490","대동","12","0","KOSPI","-2.52","174.4","","178.91"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-2.24","90.7","","92.78"
"A000520","삼일제약","12","0","KOSPI","-4.07","44.05","","45.93"
"A000540","흥국화재","12","0","KOSPI","0.58","221.32","","220.03"
"A000590","CS홀딩스","12","0","KOSPI","-1.12","101.59","","102.75"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-1.28","904.3","","916.01"
"A000650","천일고속","12","0","KOSPI","-1.18","131.2","","132.77"
"A000660","SK하이닉스","12","1","KOSPI","2.24","29884.5","","29229.29"
"A000670","영풍","12","1","KOSPI","-0.1","1832.83","","1834.67"
"A000680","LS네트웍스","12","0","KOSPI","-1.83","254.14","","258.87"
"A000700","유수홀딩스","12","0","KOSPI","-1.43","161.46","","163.8"
"A000720","현대건설","12","1","KOSPI","2.78","4944.2","","4810.57"
"A000760","이화산업","12","0","KOSPI","-0.95","58.1","","58.66"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","1.55","13951.89","","13738.7"
"A000850","화천기공","12","0","KOSPI","-0.4","110.66","","111.1"
"A000860","강남제비스코","12","0","KOSPI","-0.27","239.53","","240.18"
"A000880","한화","12","1","KOSPI","-1.14","2927.14","","2960.87"
"A000890","보해양조","12","0","KOSPI","-3.07","121.24","","125.07"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-3.71","62.76","","65.18"
"A000950","전방","12","0","KOSPI","-4.98","60.9","","64.09"
"A000970","한국주철관","12","0","KOSPI","-0.71","224.13","","225.72"
"A000990","DB하이텍","12","1","KOSPI","-0.58","760.91","","765.35"
"A0009K0","에임드바이오","12","0","외감","","","",""
