"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-1.88","262.28","","267.3"
"A000040","KR모터스","12","0","KOSPI","0","105.9","","105.9"
"A000050","경방","12","0","KOSPI","-1.87","287.86","","293.34"
"A000070","삼양홀딩스","12","1","KOSPI","0.13","669.73","","668.87"
"A000080","하이트진로","12","1","KOSPI","-2.58","1455.27","","1493.85"
"A000100","유한양행","12","1","KOSPI","0.43","3015.4","","3002.62"
"A000120","CJ대한통운","12","1","KOSPI","-0.97","3478.88","","3513.1"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.21","219.77","","220.23"
"A000150","두산","12","1","KOSPI","-1.46","1842.05","","1869.41"
"A000180","성창기업지주","12","0","KOSPI","0","140.55","","140.55"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.49","3532.2","","3549.6"
"A000220","유유제약","12","0","KOSPI","-1.65","75.79","","77.06"
"A000230","일동홀딩스","12","0","KOSPI","1.51","147.98","","145.78"
"A000240","한국앤컴퍼니","12","1","KOSPI","0.3","1567.39","","1562.74"
"A000250","삼천당제약","12","0","KOSDAQ","-4.69","921.81","","967.13"
"A000270","기아","12","1","KOSPI","0.95","17167.14","","17004.99"
"A000300","DH오토넥스","12","0","KOSPI","-4.85","100.1","","105.21"
"A000320","노루홀딩스","12","0","KOSPI","-0.79","167.47","","168.8"
"A000370","한화손해보험","12","0","KOSPI","-0.89","521.82","","526.49"
"A000390","SP삼화","12","0","KOSPI","-0.51","155.2","","155.99"
"A000400","롯데손해보험","12","0","KOSPI","-1.64","322.27","","327.64"
"A000430","대원강업","12","0","KOSPI","-0.53","288.61","","290.16"
"A000440","중앙에너비스","12","0","KOSDAQ","-2.63","50.81","","52.18"
"A000480","CR홀딩스","12","0","KOSPI","-2.28","360.4","","368.8"
"A000490","대동","12","0","KOSPI","-0.52","135.25","","135.96"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-0.54","76.34","","76.76"
"A000520","삼일제약","12","0","KOSPI","-3.74","200.53","","208.33"
"A000540","흥국화재","12","0","KOSPI","-0.11","298.09","","298.41"
"A000590","CS홀딩스","12","0","KOSPI","2.28","72.62","","71"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","0","632.24","","632.24"
"A000650","천일고속","12","0","KOSPI","-0.26","108.33","","108.62"
"A000660","SK하이닉스","12","1","KOSPI","-3.49","52343.37","","54236.18"
"A000670","영풍","12","1","KOSPI","-1.8","1307.85","","1331.79"
"A000680","LS네트웍스","12","0","KOSPI","-3.24","258.47","","267.14"
"A000700","유수홀딩스","12","0","KOSPI","-6.22","219.79","","234.38"
"A000720","현대건설","12","1","KOSPI","-0.71","5434.16","","5473.14"
"A000760","이화산업","12","0","KOSPI","-1.06","52.36","","52.92"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","0.36","13170.2","","13122.83"
"A000850","화천기공","12","0","KOSPI","0","93.94","","93.94"
"A000860","강남제비스코","12","0","KOSPI","1.93","171.28","","168.03"
"A000880","한화","12","1","KOSPI","-2.66","2057.62","","2113.84"
"A000890","보해양조","12","0","KOSPI","0","171.03","","169.84"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","-7.43","70.02","","75.64"
"A000950","전방","12","0","KOSPI","2.01","29.82","","29.23"
"A000970","한국주철관","12","0","KOSPI","-1.44","218.88","","222.08"
"A000990","DB하이텍","12","1","KOSPI","-2.77","623.8","","641.56"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","-0.87","55.47","","55.96"
"A001020","페이퍼코리아","12","0","KOSPI","-5.83","87.22","","92.62"
"A001040","CJ","12","1","KOSPI","-1.87","3063.58","","3121.94"
"A001060","JW중외제약","12","1","KOSPI","-1.45","691.83","","701.99"
