"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-1.82","256.13","","260.88"
"A000040","KR모터스","12","0","KOSPI","0.6","64.88","","64.49"
"A000050","경방","12","0","KOSPI","1.83","305.68","","300.2"
"A000070","삼양홀딩스","12","1","KOSPI","-1.28","661.16","","669.73"
"A000080","하이트진로","12","1","KOSPI","-0.61","1136.16","","1143.18"
"A000100","유한양행","12","1","KOSPI","-1.67","2509.02","","2551.75"
"A000120","CJ대한통운","12","1","KOSPI","-2.1","3718.41","","3798.26"
"A000140","하이트진로홀딩스","12","0","KOSPI","-0.14","162.91","","163.14"
"A000150","두산","12","1","KOSPI","-3.35","1842.05","","1905.88"
"A000180","성창기업지주","12","0","KOSPI","-0.26","133.23","","133.57"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","1.04","3389.52","","3354.72"
"A000220","유유제약","12","0","KOSPI","-0.98","64.64","","65.28"
"A000230","일동홀딩스","12","0","KOSPI","-0.78","133.23","","134.28"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.89","1553.44","","1567.39"
"A000250","삼천당제약","12","0","KOSDAQ","-3.67","782.55","","812.39"
"A000270","기아","12","1","KOSPI","0.15","13316.19","","13295.92"
"A000300","DH오토넥스","12","0","KOSPI","-1.3","84.17","","85.28"
"A000320","노루홀딩스","12","0","KOSPI","-2.05","158.83","","162.15"
"A000370","한화손해보험","12","0","KOSPI","-1.02","680.59","","687.59"
"A000390","SP삼화","12","0","KOSPI","-0.43","182.43","","183.22"
"A000400","롯데손해보험","12","0","KOSPI","0.94","359.87","","356.51"
"A000430","대원강업","12","0","KOSPI","0.4","233.43","","232.5"
"A000440","중앙에너비스","12","0","KOSDAQ","-2.08","40.97","","41.85"
"A000480","CR홀딩스","12","0","KOSPI","-1.54","331.6","","336.8"
"A000490","대동","12","0","KOSPI","0.19","122.2","","121.96"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-0.89","69.89","","70.52"
"A000520","삼일제약","12","0","KOSPI","-2.45","129.35","","132.6"
"A000540","흥국화재","12","0","KOSPI","-0.42","306.76","","308.04"
"A000590","CS홀딩스","12","0","KOSPI","-2.67","71.46","","73.43"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-3.7","638.38","","662.94"
"A000650","천일고속","12","0","KOSPI","-0.39","110.76","","111.19"
"A000660","SK하이닉스","12","1","KOSPI","-4.79","42005.74","","44116.94"
"A000670","영풍","12","1","KOSPI","0.41","1361.27","","1355.74"
"A000680","LS네트웍스","12","0","KOSPI","1.6","200.16","","197.01"
"A000700","유수홀딩스","12","0","KOSPI","-1.1","164.06","","165.89"
"A000720","현대건설","12","1","KOSPI","1.51","6002.08","","5912.99"
"A000760","이화산업","12","0","KOSPI","0.26","53.9","","53.76"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","1.89","12767.52","","12530.64"
"A000850","화천기공","12","0","KOSPI","-0.74","89.1","","89.76"
"A000860","강남제비스코","12","0","KOSPI","-1.02","157.95","","159.58"
"A000880","한화","12","1","KOSPI","-3.39","2245.01","","2323.72"
"A000890","보해양조","12","0","KOSPI","9.55","221.63","","202.32"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.27","58.7","","58.54"
"A000950","전방","12","0","KOSPI","-0.59","28.31","","28.48"
"A000970","한국주철관","12","0","KOSPI","-1.33","219.34","","222.3"
"A000990","DB하이텍","12","1","KOSPI","-3.81","448.43","","466.19"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0.69","52.93","","52.56"
"A001020","페이퍼코리아","12","0","KOSPI","-3.7","48.04","","49.88"
"A001040","CJ","12","1","KOSPI","2.16","3457.47","","3384.53"
"A001060","JW중외제약","12","1","KOSPI","-4.15","778.35","","812.02"
"A001070","대한방직","12","0","KOSPI","-2.44","74.2","","76.06"
"A001080","만호제강","6","0","KOSPI","0.91","69.1","","68.48"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","-1.95","583.34","","594.97"
"A001130","대한제분","12","0","KOSPI","0.85","301.67","","299.13"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","-1.07","223.28","","225.7"
"A001210","금호전기","12","0","KOSPI","-1.83","44.79","","45.63"
"A001230","동국홀딩스","12","1","KOSPI","0","673.76","","673.76"
"A001250","GS글로벌","12","0","KOSPI","-2.29","193.54","","198.08"
"A001260","남광토건","12","0","KOSPI","5.83","124.81","","117.93"
"A001270","부국증권","12","0","KOSPI","-3.66","218.29","","226.58"
"A001290","상상인증권","12","0","KOSPI","-1.08","92.77","","93.78"
"A001340","PKC","12","0","KOSPI","-3","108.93","","112.3"
"A001360","삼성제약","12","0","KOSPI","-1.99","143.26","","146.17"
"A001380","SG글로벌","12","0","KOSPI","1.21","131.97","","130.4"
"A001390","KG케미칼","12","0","KOSPI","-2.42","200.53","","205.52"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","-0.78","38.91","","39.22"
"A001430","세아베스틸지주","12","1","KOSPI","-6.27","589.93","","629.38"
"A001440","대한전선","12","0","KOSPI","-0.99","856.47","","865.04"
"A001450","현대해상","12","1","KOSPI","-0.38","3549.18","","3562.59"
"A001460","BYC","12","0","KOSPI","-0.98","158.34","","159.9"
"A001470","삼부토건","12","0","KOSPI","1.4","108.14","","106.65"
"A001500","현대차증권","12","0","KOSPI","-0.36","245.55","","246.43"
"A001510","SK증권","12","0","KOSPI","-3.03","302.93","","312.38"
"A001520","동양","12","1","KOSPI","-2.46","473.79","","485.72"
"A001530","DI동일","12","0","KOSPI","-3.08","134.85","","139.13"
"A001540","안국약품","12","0","KOSDAQ","-2.97","123.38","","127.16"
"A001550","조비","12","0","KOSPI","5.58","122.8","","116.31"
"A001560","제일연마","12","0","KOSPI","0","62.1","","62.1"
"A001570","금양","12","0","KOSPI","0.9","96.83","","95.96"
"A0015G0","그린광학","12","0","외감","","","",""
"A0015N0","아로마티카","12","0","외감","","","",""
"A0015S0","페스카로","12","0","외감","","","",""
"A001620","케이비아이동국실업","12","0","KOSPI","0.37","43.72","","43.56"
"A001630","종근당홀딩스","12","0","KOSPI","-2.5","293.58","","301.09"
"A001680","대상","12","1","KOSPI","0.41","855.81","","852.34"
"A001720","신영증권","3","0","KOSPI","1.03","552.85","","547.22"
"A001740","SK네트웍스","12","1","KOSPI","5.98","1362.55","","1285.61"
"A001750","한양증권","12","0","KOSPI","-0.74","85.03","","85.66"
"A001770","SHD","12","0","KOSPI","-2.22","24.12","","24.66"
"A001780","알루코","12","0","KOSPI","0.72","209.41","","207.92"
"A001790","대한제당","12","0","KOSPI","0.53","168.84","","167.96"
"A0017J0","세미티에스","12","0","외감","","","",""
"A001800","오리온홀딩스","12","1","KOSPI","0.6","1049.29","","1043.03"
"A001810","무림SP","12","0","KOSDAQ","-5.39","56.34","","59.55"
"A001820","삼화콘덴서","12","0","KOSPI","-5.75","511.43","","542.62"
"A001840","이화공영","12","0","KOSDAQ","6.52","139.23","","130.72"
"A001940","KISCO홀딩스","12","0","KOSPI","-0.38","239.27","","240.19"
"A002020","코오롱","12","0","KOSPI","1.48","390.16","","384.47"
"A002030","아세아","12","0","KOSPI","-2.18","245.39","","250.87"
"A002070","비비안","12","0","KOSPI","-0.99","41.35","","41.76"
"A002100","경농","12","0","KOSPI","4.83","235.36","","224.51"
"A002140","고려산업","12","0","KOSPI","-1.63","52.75","","53.62"
"A002150","도화엔지니어링","12","0","KOSPI","0.24","276.5","","275.83"
"A002170","SYTS","12","0","KOSPI","-0.24","126","","126.3"
"A002200","한국수출포장","12","0","KOSPI","-3.61","74.8","","77.6"
"A002210","동성제약","12","0","KOSPI","-4.66","380.01","","398.58"
"A002220","한일철강","12","0","KOSPI","0.8","42.3","","41.97"
"A002230","피에스텍","12","0","KOSDAQ","-3.68","87.53","","90.87"
"A002240","고려제강","12","1","KOSPI","-0.85","465","","469"
"A002290","삼일기업공사","12","0","KOSDAQ","-0.75","41.04","","41.35"
"A002310","아세아제지","12","0","KOSPI","-6.47","252.57","","270.04"
"A002320","한진","12","0","KOSPI","-5.38","610.71","","645.43"
"A002350","넥센타이어","12","1","KOSPI","1.33","890.73","","879.01"
"A002360","SH에너지화학","12","0","KOSPI","-1.38","118.91","","120.58"
"A002380","KCC","12","1","KOSPI","2.59","3341.14","","3256.68"
"A002390","한독","12","0","KOSPI","-12.4","388.82","","443.87"
"A002410","범양건영","12","0","KOSPI","1.62","38.99","","38.37"
"A002420","세기상사","12","0","KOSPI","0.45","27.31","","27.19"
"A002450","삼익악기","12","0","KOSPI","0.28","161.15","","160.69"
"A002460","HS화성","12","0","KOSPI","-1.06","174.31","","176.18"
"A002600","조흥","12","0","KOSPI","1.67","109.5","","107.7"
"A002620","제일파마홀딩스","12","0","KOSPI","-2.57","392.94","","403.33"
"A002630","오리엔트바이오","3","0","KOSPI","-3.01","92.19","","95.05"
"A002680","한탑","12","0","KOSDAQ","-4.19","47.53","","49.61"
"A002690","동일제강","12","0","KOSPI","-1.63","45.15","","45.9"
"A002700","신일전자","12","0","KOSPI","0.78","92.36","","91.65"
"A002710","TCC스틸","12","0","KOSPI","-0.5","44.24","","44.46"
"A002720","국제약품","12","0","KOSPI","-2.47","74.85","","76.74"
"A002760","보락","12","0","KOSPI","4.93","127.59","","121.6"
"A002780","진흥기업","12","0","KOSPI","-2.44","290.22","","297.49"
"A002790","아모레퍼시픽홀딩스","12","1","KOSPI","1.62","5689.61","","5598.91"
"A002800","신신제약","12","0","KOSDAQ","-3.85","106.19","","110.44"
"A002810","삼영무역","12","0","KOSPI","-3.2","223.95","","231.36"
"A002820","SUN&L","12","0","KOSPI","-1.16","64.3","","65.06"
"A002840","미원상사","12","0","KOSPI","3.2","199.93","","193.74"
"A002870","신풍","12","0","KOSPI","1.15","45.97","","45.45"
"A002880","디와이에이","12","0","KOSPI","-4.38","135.34","","141.54"
"A002900","TYM","12","0","KOSPI","2.78","120.97","","117.7"
"A002920","유성기업","12","0","KOSPI","-2.47","71.62","","73.43"
"A002960","한국쉘석유","12","1","KOSPI","-1.34","432.25","","438.1"
"A002990","금호건설","12","0","KOSPI","-0.44","407.2","","409"
"A003000","부광약품","12","1","KOSPI","-3.83","1165.56","","1211.98"
"A003010","혜인","12","0","KOSPI","8.19","70.56","","65.22"
"A003030","세아제강지주","12","0","KOSPI","-2.09","148.06","","151.22"
"A003060","에이프로젠바이오로직스","12","0","KOSPI","-1.05","254.6","","257.3"
"A003070","코오롱글로벌","12","0","KOSPI","1.83","182.78","","179.5"
"A003080","SB성보","12","0","KOSPI","-2.8","111.31","","114.51"
"A003090","대웅","12","0","KOSPI","-2.59","985.51","","1011.67"
"A003100","선광","12","0","KOSDAQ","0.59","112.86","","112.2"
"A003120","일성아이에스","12","0","KOSPI","1.47","257.49","","253.76"
"A003160","디아이","12","0","KOSPI","-4.21","103.94","","108.51"
"A003200","일신방직","12","0","KOSPI","-0.31","230.16","","230.88"
"A003220","대원제약","12","0","KOSPI","-2.53","294.12","","301.76"
"A003230","삼양식품","12","0","KOSPI","-4.59","360.08","","377.4"
"A003240","태광산업","12","1","KOSPI","-1.8","1458.55","","1485.28"
"A003280","흥아해운","12","0","KOSPI","0.5","71.31","","70.96"
"A003300","한일홀딩스","12","1","KOSPI","-0.37","326.77","","327.97"
"A003310","대주산업","12","0","KOSDAQ","-1.04","50.61","","51.14"
"A003350","한국화장품제조","12","0","KOSPI","-2.75","152.5","","156.81"
"A003380","하림지주","12","0","KOSDAQ","-0.45","1038.78","","1043.46"
"A003460","유화증권","12","0","KOSPI","0","153.1","","153.1"
"A003470","유안타증권","12","0","KOSPI","-1.47","603.78","","612.76"
"A003480","한진중공업홀딩스","12","0","KOSPI","-5.83","81.06","","86.08"
"A003490","대한항공","12","1","KOSPI","-1.85","3016.06","","3072.97"
"A003520","영진약품","12","1","KOSPI","-2.69","1057.12","","1086.38"
"A003530","한화투자증권","12","0","KOSPI","0","348.33","","348.33"
"A003540","대신증권","12","0","KOSPI","-2.28","543.28","","555.97"
"A003550","LG","12","1","KOSPI","0.44","11802.91","","11751.14"
"A003570","SNT다이내믹스","12","0","KOSPI","-2.68","224.39","","230.56"
"A003580","HLB글로벌","12","0","KOSPI","-0.65","137.54","","138.44"
"A003610","방림","9","0","KOSPI","-0.61","104.09","","104.73"
"A003620","KG모빌리티","12","1","KOSPI","2.84","574.56","","558.7"
"A003650","미창석유","12","0","KOSPI","-4.56","131","","137.26"
"A003670","포스코퓨처엠","12","0","KOSDAQ","-4.33","3396.53","","3550.11"
"A003680","한성기업","12","0","KOSPI","-1.22","33.76","","34.18"
"A003690","코리안리","12","0","KOSPI","-0.93","1020.73","","1030.36"
"A003720","삼영","12","0","KOSPI","0","28.02","","28.02"
"A003780","진양산업","12","0","KOSPI","-4.95","67.34","","70.85"
"A003800","에이스침대","12","0","KOSDAQ","-2.15","252.85","","258.4"
"A003830","대한화섬","12","0","KOSPI","0","140.1","","140.1"
"A003850","보령","12","1","KOSPI","-2.09","434.93","","444.21"
"A003920","남양유업","12","1","KOSPI","-0.97","439.92","","444.24"
"A003960","사조대림","12","0","KOSPI","1.24","145.44","","143.65"
"A004000","롯데정밀화학","12","1","KOSPI","-3.58","1006.2","","1043.61"
"A004020","현대제철","12","1","KOSPI","0.8","5918.32","","5871.61"
"A004060","SG세계물산","12","0","KOSPI","0.28","147.57","","147.16"
"A004080","신흥","12","0","KOSPI","-3.37","96.48","","99.84"
"A004090","한국석유","12","0","KOSPI","0.78","84.85","","84.19"
"A004100","태양금속","12","0","KOSPI","0","48.26","","48.26"
"A004140","동방","12","0","KOSPI","0","45.51","","45.51"
"A004150","한솔홀딩스","12","0","KOSPI","-2.5","225.77","","231.57"
"A004170","신세계","12","1","KOSPI","-2.82","2372.69","","2441.6"
"A004250","NPC","12","0","KOSPI","-1.07","135.5","","136.97"
"A004270","남성","12","0","KOSPI","-4.77","65","","68.26"
"A004310","현대약품","11","0","KOSPI","-3.15","147.36","","152.16"
"A004360","세방","12","0","KOSPI","0","231.7","","231.7"
"A004370","농심","12","1","KOSPI","6.77","1630.15","","1526.74"
"A004380","삼익THK","12","0","KOSPI","-1.13","202.23","","204.54"
"A004410","서울식품","12","0","KOSPI","-2.26","58.37","","59.72"
"A004430","송원산업","12","0","KOSPI","-2.59","451.2","","463.2"
"A004440","삼일씨엔에스","12","0","KOSPI","0","131.78","","131.78"
"A004450","삼화왕관","12","0","KOSPI","1.07","101.58","","100.5"
"A004490","세방전지","12","1","KOSPI","0.14","497.7","","497"
"A004540","깨끗한나라","12","0","KOSPI","0","114.33","","114.33"
"A004560","현대비앤지스틸","12","0","KOSPI","0.11","134.65","","134.5"
"A004590","한국가구","12","0","KOSDAQ","0.74","61.5","","61.05"
