"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-0.74","225.41","","227.08"
"A000040","KR모터스","12","0","KOSPI","1.16","36.8","","36.38"
"A000050","경방","12","0","KOSPI","0.48","170.8","","169.97"
"A000070","삼양홀딩스","12","0","KOSPI","0.95","633.76","","627.76"
"A000080","하이트진로","12","1","KOSPI","0.94","1507.87","","1493.85"
"A000100","유한양행","12","1","KOSPI","0.81","9023.52","","8951.33"
"A000120","CJ대한통운","12","1","KOSPI","1.04","2221.92","","2199.11"
"A000140","하이트진로홀딩스","12","0","KOSPI","0.11","215.13","","214.89"
"A000150","두산","12","1","KOSPI","3.75","2420.74","","2333.17"
"A000180","성창기업지주","12","0","KOSPI","2.25","120.46","","117.81"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.52","1002.74","","1007.98"
"A000220","유유제약","12","0","KOSPI","0.61","84.05","","83.54"
"A000230","일동홀딩스","12","0","KOSPI","-2.58","104.79","","107.56"
"A000240","한국앤컴퍼니","12","1","KOSPI","3.42","1664.21","","1609.15"
"A000250","삼천당제약","12","0","KOSDAQ","5.73","3638.25","","3441.21"
"A000270","기아","12","1","KOSPI","-0.97","40705.59","","41105.45"
"A000300","DH오토넥스","12","0","KOSPI","0","30.48","","30.48"
"A000320","노루홀딩스","12","0","KOSPI","0.6","177.57","","176.51"
"A000370","한화손해보험","12","0","KOSPI","-0.17","699.27","","700.43"
"A000390","SP삼화","12","0","KOSPI","1.42","193.96","","191.24"
"A000400","롯데손해보험","12","0","KOSPI","1.5","841.01","","828.6"
"A000430","대원강업","12","0","KOSPI","0.69","273.11","","271.25"
"A000440","중앙에너비스","12","0","KOSDAQ","2.34","136.37","","133.26"
"A000480","CR홀딩스","12","0","KOSPI","0","273.37","","273.37"
"A000490","대동","12","0","KOSPI","1.06","245.13","","242.56"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","0.95","272.98","","270.4"
"A000520","삼일제약","12","0","KOSPI","-3.73","220.83","","229.38"
"A000540","흥국화재","12","0","KOSPI","0.25","255.36","","254.72"
"A000590","CS홀딩스","12","0","KOSPI","-0.15","78.39","","78.5"
"A000640","동아쏘시오홀딩스","12","0","KOSPI","0.16","801.23","","799.96"
"A000650","천일고속","12","0","KOSPI","0.83","61.03","","60.53"
"A000660","SK하이닉스","12","1","KOSPI","-2.56","127400.41","","130749.22"
"A000670","영풍","12","1","KOSPI","0.77","599.58","","594.98"
"A000680","LS네트웍스","12","0","KOSPI","1.3","275.81","","272.26"
"A000700","유수홀딩스","12","0","KOSPI","-0.56","137.5","","138.28"
"A000720","현대건설","12","1","KOSPI","0.46","3663.6","","3646.9"
"A000760","이화산업","12","0","KOSPI","0.15","36.26","","36.2"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","-1.98","16415.38","","16747"
"A000850","화천기공","12","0","KOSPI","-1.22","62.59","","63.36"
"A000860","강남제비스코","12","0","KOSPI","-0.76","168.68","","169.98"
"A000880","한화","12","1","KOSPI","2.67","2304.98","","2245.01"
"A000890","보해양조","12","0","KOSPI","0.22","63.16","","63.02"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0.11","68.22","","68.14"
"A000950","전방","12","0","KOSPI","-0.48","31.08","","31.23"
"A000970","한국주철관","12","0","KOSPI","-0.76","148.43","","149.57"
"A000990","DB하이텍","12","0","KOSPI","0.25","1795.92","","1791.48"
"A0009K0","에임드바이오","12","0","외감","","","",""
