"Code","Name","결산월","코스피200 구성종목여부(1:해당, 0:미해당)","상장된 시장","수정주가수익률","시가총액","","이전 시가총액"
"A000020","동화약품","12","0","KOSPI","-1.91","229.32","","233.79"
"A000040","KR모터스","12","0","KOSPI","0.2","93.59","","93.4"
"A000050","경방","12","0","KOSPI","0.91","273.88","","271.41"
"A000070","삼양홀딩스","12","1","KOSPI","-0.31","554.96","","556.68"
"A000080","하이트진로","12","1","KOSPI","1.02","2075.95","","2054.91"
"A000100","유한양행","12","1","KOSPI","-0.23","2798.19","","2804.58"
"A000120","CJ대한통운","12","1","KOSPI","-1.21","3718.41","","3764.04"
"A000140","하이트진로홀딩스","12","0","KOSPI","0.71","330.7","","328.38"
"A000150","두산","12","1","KOSPI","-0.52","1254.16","","1260.77"
"A000180","성창기업지주","12","0","KOSPI","-0.29","118.93","","119.28"
"A0001A0","덕양에너젠","12","0","외감","","","",""
"A000210","DL","12","1","KOSPI","-0.11","3243.36","","3246.84"
"A000220","유유제약","12","0","KOSPI","-1.25","75.47","","76.42"
"A000230","일동홀딩스","12","0","KOSPI","-1.62","133.68","","135.88"
"A000240","한국앤컴퍼니","12","1","KOSPI","-0.36","1279.03","","1283.68"
"A000250","삼천당제약","12","0","KOSDAQ","-1.85","763.76","","778.12"
"A000270","기아","12","1","KOSPI","1.29","17531.96","","17309.01"
"A000300","DH오토넥스","12","0","KOSPI","0.91","82.14","","81.41"
"A000320","노루홀딩스","12","0","KOSPI","-1.99","163.48","","166.8"
"A000370","한화손해보험","12","0","KOSPI","0.85","344.38","","341.46"
"A000390","SP삼화","12","0","KOSPI","-1.13","138.8","","140.39"
"A000400","롯데손해보험","12","0","KOSPI","0.23","679.64","","678.08"
"A000430","대원강업","12","0","KOSPI","0.56","224.44","","223.2"
"A000440","중앙에너비스","12","0","KOSDAQ","0.14","43.4","","43.34"
"A000480","CR홀딩스","12","0","KOSPI","0.43","370","","368.4"
"A000490","대동","12","0","KOSPI","-1.61","144.74","","147.11"
"A0004V0","엔비알모션","12","0","외감","","","",""
"A000500","가온전선","12","0","KOSPI","-1.55","79.05","","80.29"
"A000520","삼일제약","12","0","KOSPI","-6.33","144.3","","154.05"
"A000540","흥국화재","12","0","KOSPI","2.34","210.39","","205.58"
"A000590","CS홀딩스","12","0","KOSPI","0.17","66.84","","66.73"
"A000640","동아쏘시오홀딩스","12","1","KOSPI","-2.08","549.38","","561.04"
"A000650","천일고속","12","0","KOSPI","-0.42","101.47","","101.9"
"A000660","SK하이닉스","12","1","KOSPI","0.12","60861","","60788.2"
"A000670","영풍","12","1","KOSPI","0.16","1166.01","","1164.17"
"A000680","LS네트웍스","12","0","KOSPI","-1.36","200.55","","203.31"
"A000700","유수홀딩스","12","0","KOSPI","0.41","189.84","","189.06"
"A000720","현대건설","12","1","KOSPI","-0.11","5011.01","","5016.58"
"A000760","이화산업","12","0","KOSPI","0.34","41.72","","41.58"
"A0007C0","아크릴","12","0","외감","","","",""
"A0007J0","인벤테라","12","0","외감","","","",""
"A000810","삼성화재","12","1","KOSPI","1.78","10848.84","","10659.34"
"A000850","화천기공","12","0","KOSPI","0.51","86.9","","86.46"
"A000860","강남제비스코","12","0","KOSPI","0","144.95","","144.95"
"A000880","한화","12","1","KOSPI","1.22","1866.47","","1843.98"
"A000890","보해양조","12","0","KOSPI","0.46","135.88","","135.26"
"A0008Z0","에스엔시스","12","0","외감","","","",""
"A000910","유니온","12","0","KOSPI","0","68.93","","68.93"
"A000950","전방","12","0","KOSPI","0.3","27.72","","27.64"
"A000970","한국주철관","12","0","KOSPI","0","237.13","","237.13"
"A000990","DB하이텍","12","1","KOSPI","-2.02","754.78","","770.32"
"A0009K0","에임드바이오","12","0","외감","","","",""
"A001000","신라섬유","12","0","KOSDAQ","0.52","47.34","","47.1"
"A001020","페이퍼코리아","12","0","KOSPI","0","54.67","","54.67"
"A001040","CJ","12","1","KOSPI","0.44","2681.37","","2669.7"
"A001060","JW중외제약","12","1","KOSPI","0.99","619.7","","613.6"
"A001070","대한방직","12","0","KOSPI","-0.52","101.5","","102.03"
"A001080","만호제강","6","0","KOSPI","-0.3","68.48","","68.68"
"A0010F0","보원케미칼","12","0","외감","","","",""
"A0010V0","제이피아이헬스케어","12","0","외감","","","",""
"A001120","LX인터내셔널","12","1","KOSPI","0.32","604.66","","602.72"
"A001130","대한제분","12","0","KOSPI","3.56","270.4","","261.11"
"A0011A0","액스비스","12","0","외감","","","",""
"A0011T0","채비","12","0","외감","","","",""
"A001200","유진투자증권","12","0","KOSPI","0.23","211.17","","210.68"
"A001210","금호전기","12","0","KOSPI","15.02","35.38","","30.76"
"A001230","동국홀딩스","12","1","KOSPI","-0.17","577.37","","578.32"
"A001250","GS글로벌","12","0","KOSPI","-0.62","199.32","","200.56"
"A001260","남광토건","12","0","KOSPI","-2.71","123.33","","126.77"
"A001270","부국증권","12","0","KOSPI","-1.33","231.25","","234.36"
"A001290","상상인증권","12","0","KOSPI","-0.32","150.41","","150.89"
"A001340","PKC","12","0","KOSPI","0","114.54","","114.54"
"A001360","삼성제약","12","0","KOSPI","12.61","303.61","","269.61"
"A001380","SG글로벌","12","0","KOSPI","-0.79","84.76","","85.43"
"A001390","KG케미칼","12","0","KOSPI","0","149","","149"
"A0013V0","삼진식품","12","0","외감","","","",""
"A001420","태원물산","12","0","KOSPI","0.82","32.79","","32.53"
"A001430","세아베스틸지주","12","1","KOSPI","0","591.72","","591.72"
"A001440","대한전선","12","0","KOSPI","0.31","549.86","","548.14"
"A001450","현대해상","12","1","KOSPI","5.28","2494.26","","2369.1"
"A001460","BYC","12","0","KOSPI","-0.42","148.97","","149.6"
"A001470","삼부토건","12","0","KOSPI","1.14","96.66","","95.57"
"A001500","현대차증권","12","0","KOSPI","-0.49","297.77","","299.24"
"A001510","SK증권","12","0","KOSPI","0.16","295.37","","294.9"
