sample,universe,factor,n_5d,mean_5d,median_5d,vol_5d,sharpe_5d_ann,positive_share,q10,q90,skew
2020_2022,KOSPI_ALL,OP12_REV,149,0.0049197066774647035,0.0039692335023476,0.01861683536169564,1.876068191904223,0.5973154362416108,-0.0166250135129246,0.03198050498732991,-0.13122001170881595
2020_2022,KOSPI_ALL,OPFY1_REV,149,0.0031260793040838717,0.0030304144468396,0.018778142643108776,1.1818507243927265,0.5906040268456376,-0.017348321375482357,0.025320106072526303,-0.35685674487369967
2020_2022,KOSPI_ALL,PBR12MF,149,0.000355823402374928,0.000321183219198,0.028636406264151006,0.08821272967254887,0.5033557046979866,-0.03370292188984242,0.03211938335955182,0.06010448940105059
2020_2022,KOSPI_ALL,PER12MF,149,0.0005133467829079411,-0.0009851126067956,0.025207085583476396,0.14457842088995937,0.48322147651006714,-0.02784284511014862,0.0325558828330165,0.4492389660520486
2020_2022,KOSPI_ALL,PRIVATE_FLOW,149,0.0022774887884191523,0.0038101189865939,0.01303318982999125,1.240568630073729,0.5906040268456376,-0.014750852870365259,0.01715161216018751,-0.17560700423563197
2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,149,0.0012859273527100672,0.0007383914590406,0.022385211948006897,0.40782185122425146,0.5167785234899329,-0.02481876530726666,0.02717552364085516,0.13641792960038088
2020_2022,KOSPI_EX_K200,MOM12_1,149,-0.0007202990862956563,0.0021502680056974,0.028284421284435143,-0.18079267676148783,0.5369127516778524,-0.0373260663222591,0.03277171880370573,-0.054583832236453064
2020_2022,KOSPI_EX_K200,MOM1M,149,0.00024302704910669724,-0.0023740368046479,0.03240365618677502,0.053244636482223454,0.44966442953020136,-0.0348733481640346,0.04344207927552091,0.365798951552525
2020_2022,KOSPI_EX_K200,OP12_REV,148,0.008898262689811464,0.006958520077363551,0.026886113720046404,2.3495920259231435,0.6283783783783784,-0.02146813544504321,0.045942573544461754,0.40751520432730554
2020_2022,KOSPI_EX_K200,OPFY1_REV,148,0.006559086783328274,0.00526009853739315,0.026063327002807744,1.7866060174250518,0.5743243243243243,-0.023670163406473318,0.04233861339260684,0.26339540683918294
2020_2022,KOSPI_EX_K200,PBR12MF,148,-0.002951571888017042,-0.0015140700082103,0.034092873156279,-0.6146176543708567,0.46621621621621623,-0.04217990832299963,0.03189021662081437,-0.5329605102443418
2020_2022,KOSPI_EX_K200,PER12MF,148,-0.0008824094569139728,-0.0011052362321579,0.0369536877590545,-0.16952261270927305,0.49324324324324326,-0.0421291724454489,0.04145778902612087,-0.21697236845281148
2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,149,0.0002210716331932866,0.0010304667177766,0.016667093424806493,0.09416476308736849,0.5436241610738255,-0.01976507373263392,0.020164009435910533,-0.11058194099270612
2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,149,0.0014140708433807946,0.0017087437943292,0.012909422307054073,0.7776418553283634,0.5503355704697986,-0.01367647835703506,0.015616255191581482,0.7867569062678761
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,149,-0.0006602197518845469,-0.0004833493566251,0.02762257065040593,-0.16968352913829096,0.4899328859060403,-0.03045191714481554,0.031136517651952526,-0.5982006810524303
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,149,0.0006800160138521204,-0.0018230655088254,0.02801640876678348,0.17231454717369454,0.46308724832214765,-0.0330925677728774,0.03445824183583508,-0.2257093729262628
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,149,0.004080235742553721,0.0042471841351625,0.015094303513377268,1.9190551056887992,0.6375838926174496,-0.01507082958854968,0.023290407026818723,-0.374437223768126
2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,149,0.002892146776527376,0.0041476402089958,0.016976092651495082,1.2094776878727822,0.6040268456375839,-0.0184273847439889,0.02143643565241488,-0.402611619390619
2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,149,0.0008620759040830502,0.0033437279661034,0.033354731274726844,0.18348616700770554,0.5369127516778524,-0.04128275772825186,0.03939210384824081,0.2759201209743079
2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,149,0.0008065704134534935,-0.0002892628813217,0.02535361190819154,0.2258487635114492,0.4966442953020134,-0.0296972865047851,0.02985796199810817,0.5200868174094686
2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,149,0.002743710688839167,0.0032685745797561,0.012767117923898974,1.5256703760710868,0.5973154362416108,-0.0119187243888149,0.018218762403214458,-0.5428906962883037
2023_2024,K200,FOREIGN_FLOW,97,0.0012039123962390146,0.0016479835294798,0.01580046880041091,0.5409288960712929,0.5360824742268041,-0.01808539465235804,0.017363242161844084,0.16856178139221506
2023_2024,K200,MOM12_1,97,0.002866074861858484,0.0021616019856332,0.02597221292403395,0.7834185371890494,0.5051546391752577,-0.026232655602658857,0.03217383121654072,0.34372213778369914
2023_2024,K200,MOM1M,97,-0.00030460064619520827,0.0009617777232625,0.029208948574385662,-0.0740338209827172,0.5154639175257731,-0.03756354931667158,0.030416865652834867,-0.2163081972185364
2023_2024,K200,OP12_REV,97,0.0017783340694141737,0.0039275311265316,0.01877415287430626,0.6724628039046299,0.6391752577319587,-0.02092612690403188,0.02094526883022292,0.403419513977968
2023_2024,K200,OPFY1_REV,97,0.0015949668880512217,0.0033467410566765,0.019510632125003965,0.5803574974295441,0.5670103092783505,-0.025397983352007457,0.023104695666822928,-0.35774775100938455
2023_2024,K200,PBR12MF,97,0.002452460743402911,-0.0003080575477931,0.026379255372470618,0.6600165115213807,0.4948453608247423,-0.025257519174505718,0.03403741941730032,1.3778223740851658
2023_2024,K200,PER12MF,97,0.0037559286958117125,0.0021694380297487,0.0263644386966287,1.0113793392565615,0.5567010309278351,-0.02782334261543386,0.03335977159376456,0.7248715813424583
2023_2024,K200,PRIVATE_FLOW,97,0.00036950107197368764,0.0004213762665455,0.017235758224780802,0.15219506747971714,0.5257731958762887,-0.018628629651598297,0.017910682409359443,0.2917553763604212
2023_2024,KOSDAQ,FOREIGN_FLOW,97,0.001863379793510259,0.001430565525333,0.019201079116130688,0.6889552482721419,0.5567010309278351,-0.022018413393006718,0.028064696393528394,-0.08304272055269801
2023_2024,KOSDAQ,MOM12_1,97,0.006311955110732846,0.0058758497117933,0.030225854129965157,1.4825200913843728,0.6288659793814433,-0.03340331243064081,0.04481623651477658,-0.010970163843083998
2023_2024,KOSDAQ,MOM1M,97,-0.0005690110860463272,-0.0038394995392454,0.03158614032240635,-0.12789083875994536,0.4639175257731959,-0.0341585816752001,0.038359524125599016,0.09408510950167502
2023_2024,KOSDAQ,OP12_REV,97,0.0028398103717871895,0.0023350142415514,0.02096081680190688,0.9618257658836113,0.5670103092783505,-0.02208368225681114,0.028114791929549986,0.5668745318799161
