sample,universe,factor_a,factor_b,corr
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,PER12MF,-0.15205430637260325
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.18221702245768298
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,0.007249587222749946
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,OP12_REV,0.26744072861691215
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.3439599227925838
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PBR12MF,-0.06977120860661566
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PER12MF,0.10635232964956143
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.15549111898921622
2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.26650894729270835
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.4818875307808037
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PBR12MF,-0.17681832199132622
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PER12MF,-0.1848704147422516
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,-0.07921095802371199
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.3763743384889788
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PBR12MF,0.08869342635454774
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PER12MF,0.21389164631661509
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,-0.009880630849807897
2025,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.48077409753311345
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,PER12MF,0.8419337187737167
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.2622985825644992
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.013192070081614951
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.16976502221160453
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,0.05751775759754417
2025,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,-0.03987809932518988
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOM12_1,-0.1421485744941318
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,OP12_REV,0.043993841346924245
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,OPFY1_REV,0.09603385142155493
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,PBR12MF,0.325394731920244
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,PER12MF,0.4131960493488593
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.30390382816605793
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,0.25399115941250805
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,OP12_REV,0.7207937914339848
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.32953044721039537
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PBR12MF,-0.7073230841911631
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PER12MF,-0.7046292586323182
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.14121091897842486
2026,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,-0.042151119379976267
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.561858386274009
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PBR12MF,-0.7477560894267592
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PER12MF,-0.7394250454788226
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,-0.12432678970519769
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,-0.07186185731257135
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.42240372634984974
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PER12MF,-0.45969844080727873
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,0.22449784181901722
2026,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.09549420886425428
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,PER12MF,0.9613679834299885
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.04218008066861775
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,0.289145528434228
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.0862442021939253
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,0.22885949396561397
2026,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,0.019265256355032432
FULL,KOSPI_ALL,MOM1M,MOM12_1,0.19082949564503246
FULL,KOSPI_ALL,MOM1M,OP12_REV,0.2589495219038244
FULL,KOSPI_ALL,MOM1M,OPFY1_REV,0.34373837189083933
FULL,KOSPI_ALL,MOM1M,PBR12MF,-0.04213593031799637
FULL,KOSPI_ALL,MOM1M,PER12MF,0.0025224176188965407
FULL,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.4190697916891059
FULL,KOSPI_ALL,MOM1M,FOREIGN_FLOW,0.10287421368689942
FULL,KOSPI_ALL,MOM12_1,OP12_REV,0.5018692848786817
FULL,KOSPI_ALL,MOM12_1,OPFY1_REV,0.3897431930666258
FULL,KOSPI_ALL,MOM12_1,PBR12MF,-0.45509674252458177
FULL,KOSPI_ALL,MOM12_1,PER12MF,-0.30500219194327155
FULL,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,-0.08256956306978327
FULL,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,0.1520280566826446
FULL,KOSPI_ALL,OP12_REV,OPFY1_REV,0.7092120076439268
FULL,KOSPI_ALL,OP12_REV,PBR12MF,-0.3448382537991287
FULL,KOSPI_ALL,OP12_REV,PER12MF,-0.2812751460774632
FULL,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,0.005593196354885186
FULL,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.2342786384881578
FULL,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.17121510330206197
FULL,KOSPI_ALL,OPFY1_REV,PER12MF,-0.06322279335955798
FULL,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,0.006037490860333301
FULL,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.29640762047360086
FULL,KOSPI_ALL,PBR12MF,PER12MF,0.8638774085292374
FULL,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.1457572544832482
FULL,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,-0.17031126199778915
FULL,KOSPI_ALL,PER12MF,PRIVATE_FLOW,0.11934541666611695
FULL,KOSPI_ALL,PER12MF,FOREIGN_FLOW,-0.15082572712174436
FULL,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.08456803084737503
2016_2019,KOSPI_ALL,MOM1M,MOM12_1,0.12279449849404891
2016_2019,KOSPI_ALL,MOM1M,OP12_REV,0.3177339368293928
2016_2019,KOSPI_ALL,MOM1M,OPFY1_REV,0.3268659870673062
2016_2019,KOSPI_ALL,MOM1M,PBR12MF,0.04069861174631391
2016_2019,KOSPI_ALL,MOM1M,PER12MF,0.010925826100801131
2016_2019,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.29337109992665694
2016_2019,KOSPI_ALL,MOM1M,FOREIGN_FLOW,0.23479170415831543
2016_2019,KOSPI_ALL,MOM12_1,OP12_REV,0.45979873094345647
2016_2019,KOSPI_ALL,MOM12_1,OPFY1_REV,0.31913602032673105
2016_2019,KOSPI_ALL,MOM12_1,PBR12MF,-0.41759022991755207
2016_2019,KOSPI_ALL,MOM12_1,PER12MF,-0.28152840919793287
2016_2019,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,-0.09842137529386881
2016_2019,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,0.1625565692378931
2016_2019,KOSPI_ALL,OP12_REV,OPFY1_REV,0.7056514600495096
2016_2019,KOSPI_ALL,OP12_REV,PBR12MF,-0.196640139969022
2016_2019,KOSPI_ALL,OP12_REV,PER12MF,-0.13448061444106235
2016_2019,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,-0.06547245564180693
2016_2019,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.3068943111980356
2016_2019,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.05103510991982055
2016_2019,KOSPI_ALL,OPFY1_REV,PER12MF,0.07807917668721708
2016_2019,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,-0.04206846191166912
2016_2019,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.22100778583427916
2016_2019,KOSPI_ALL,PBR12MF,PER12MF,0.8235635479884196
2016_2019,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.1367862223985532
2016_2019,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,-0.26606987749458205
2016_2019,KOSPI_ALL,PER12MF,PRIVATE_FLOW,0.10100532036462266
2016_2019,KOSPI_ALL,PER12MF,FOREIGN_FLOW,-0.311179699949043
2016_2019,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.014498462179292277
2020_2022,KOSPI_ALL,MOM1M,MOM12_1,0.23780549491465797
2020_2022,KOSPI_ALL,MOM1M,OP12_REV,0.3742630716943734
2020_2022,KOSPI_ALL,MOM1M,OPFY1_REV,0.38517849084280925
2020_2022,KOSPI_ALL,MOM1M,PBR12MF,-0.1077653625983911
2020_2022,KOSPI_ALL,MOM1M,PER12MF,-0.09033122567226784
2020_2022,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.513937078106945
2020_2022,KOSPI_ALL,MOM1M,FOREIGN_FLOW,-0.07036344383594756
2020_2022,KOSPI_ALL,MOM12_1,OP12_REV,0.5119753071833701
2020_2022,KOSPI_ALL,MOM12_1,OPFY1_REV,0.449036579682133
2020_2022,KOSPI_ALL,MOM12_1,PBR12MF,-0.46445729173506184
2020_2022,KOSPI_ALL,MOM12_1,PER12MF,-0.3557249078263457
2020_2022,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,0.015951688213935198
2020_2022,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,0.05215189380867
2020_2022,KOSPI_ALL,OP12_REV,OPFY1_REV,0.7060581713760764
2020_2022,KOSPI_ALL,OP12_REV,PBR12MF,-0.2247037938676893
2020_2022,KOSPI_ALL,OP12_REV,PER12MF,-0.22836407343507487
2020_2022,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,0.16861676811580584
2020_2022,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.06413556672476395
2020_2022,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.16622883737188
2020_2022,KOSPI_ALL,OPFY1_REV,PER12MF,-0.12217811749141781
2020_2022,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,0.10516206535067911
2020_2022,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.15645522668758066
2020_2022,KOSPI_ALL,PBR12MF,PER12MF,0.8698053243220909
2020_2022,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.0384359269095719
2020_2022,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,-0.14190107872367247
2020_2022,KOSPI_ALL,PER12MF,PRIVATE_FLOW,0.03647990565415651
2020_2022,KOSPI_ALL,PER12MF,FOREIGN_FLOW,-0.10171624278606717
2020_2022,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.12702316778737635
2023_2024,KOSPI_ALL,MOM1M,MOM12_1,0.2968356514286577
2023_2024,KOSPI_ALL,MOM1M,OP12_REV,0.19121338361159934
2023_2024,KOSPI_ALL,MOM1M,OPFY1_REV,0.3478952328560254
2023_2024,KOSPI_ALL,MOM1M,PBR12MF,-0.018344960903919502
2023_2024,KOSPI_ALL,MOM1M,PER12MF,0.08716044754036952
2023_2024,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.36221351368227617
2023_2024,KOSPI_ALL,MOM1M,FOREIGN_FLOW,0.3038989794948503
2023_2024,KOSPI_ALL,MOM12_1,OP12_REV,0.48999786692804526
2023_2024,KOSPI_ALL,MOM12_1,OPFY1_REV,0.4765201485720603
2023_2024,KOSPI_ALL,MOM12_1,PBR12MF,-0.27730210338477873
2023_2024,KOSPI_ALL,MOM12_1,PER12MF,-0.09050054952549322
2023_2024,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,-0.05844221225795109
2023_2024,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,0.35934867457974845
2023_2024,KOSPI_ALL,OP12_REV,OPFY1_REV,0.798899191944719
2023_2024,KOSPI_ALL,OP12_REV,PBR12MF,-0.4374078324003266
2023_2024,KOSPI_ALL,OP12_REV,PER12MF,-0.29263823533386163
2023_2024,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,-0.11343412942500294
2023_2024,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.4193263499862991
2023_2024,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.24028813093330728
2023_2024,KOSPI_ALL,OPFY1_REV,PER12MF,-0.03913422801902519
2023_2024,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,-0.06348464824396076
2023_2024,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.5239147256128069
2023_2024,KOSPI_ALL,PBR12MF,PER12MF,0.8945723571315568
2023_2024,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.32971986872519693
2023_2024,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,-0.22119223606015564
2023_2024,KOSPI_ALL,PER12MF,PRIVATE_FLOW,0.3295992201867217
2023_2024,KOSPI_ALL,PER12MF,FOREIGN_FLOW,-0.11060390768802547
2023_2024,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.10669678819175943
2025,KOSPI_ALL,MOM1M,MOM12_1,0.5072894215089084
2025,KOSPI_ALL,MOM1M,OP12_REV,0.18155935354162742
2025,KOSPI_ALL,MOM1M,OPFY1_REV,0.46394805667034644
2025,KOSPI_ALL,MOM1M,PBR12MF,-0.24413056033755406
2025,KOSPI_ALL,MOM1M,PER12MF,-0.11870664025447189
2025,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.30486080586784997
2025,KOSPI_ALL,MOM1M,FOREIGN_FLOW,0.17128660419292402
2025,KOSPI_ALL,MOM12_1,OP12_REV,0.38410666353278716
2025,KOSPI_ALL,MOM12_1,OPFY1_REV,0.4687068004504476
2025,KOSPI_ALL,MOM12_1,PBR12MF,-0.3286144973246848
2025,KOSPI_ALL,MOM12_1,PER12MF,-0.12753756192966534
2025,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,-0.08238395961828614
2025,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,0.3583525676121095
2025,KOSPI_ALL,OP12_REV,OPFY1_REV,0.6830242552087563
2025,KOSPI_ALL,OP12_REV,PBR12MF,-0.35517558431239016
2025,KOSPI_ALL,OP12_REV,PER12MF,-0.308512740957375
2025,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,-0.00972698088156566
2025,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.36660983944415143
2025,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.19829747442521015
2025,KOSPI_ALL,OPFY1_REV,PER12MF,-0.10613833852420078
2025,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,0.00014212822060831066
2025,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.45363928548561555
2025,KOSPI_ALL,PBR12MF,PER12MF,0.843527236365864
2025,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.24857814151420848
2025,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,-0.18509922261577794
2025,KOSPI_ALL,PER12MF,PRIVATE_FLOW,0.16549817922538831
2025,KOSPI_ALL,PER12MF,FOREIGN_FLOW,-0.17461886001177673
2025,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.16040047547005007
2026,KOSPI_ALL,MOM1M,MOM12_1,-0.15126014523311032
2026,KOSPI_ALL,MOM1M,OP12_REV,0.007269424886313445
2026,KOSPI_ALL,MOM1M,OPFY1_REV,0.06658081457453867
2026,KOSPI_ALL,MOM1M,PBR12MF,0.11068943358693112
2026,KOSPI_ALL,MOM1M,PER12MF,0.15421314753702783
2026,KOSPI_ALL,MOM1M,PRIVATE_FLOW,0.5334426494566724
2026,KOSPI_ALL,MOM1M,FOREIGN_FLOW,-0.028951515881344293
2026,KOSPI_ALL,MOM12_1,OP12_REV,0.6938063111713476
2026,KOSPI_ALL,MOM12_1,OPFY1_REV,0.23670912559382531
2026,KOSPI_ALL,MOM12_1,PBR12MF,-0.7771901848054208
2026,KOSPI_ALL,MOM12_1,PER12MF,-0.6175434195593594
2026,KOSPI_ALL,MOM12_1,PRIVATE_FLOW,-0.3193842904275178
2026,KOSPI_ALL,MOM12_1,FOREIGN_FLOW,-0.040734289418025156
2026,KOSPI_ALL,OP12_REV,OPFY1_REV,0.5720344558063888
2026,KOSPI_ALL,OP12_REV,PBR12MF,-0.7621743633834959
2026,KOSPI_ALL,OP12_REV,PER12MF,-0.6259341206593645
2026,KOSPI_ALL,OP12_REV,PRIVATE_FLOW,-0.045272502656378485
2026,KOSPI_ALL,OP12_REV,FOREIGN_FLOW,0.14060669157339042
2026,KOSPI_ALL,OPFY1_REV,PBR12MF,-0.27979183461041623
2026,KOSPI_ALL,OPFY1_REV,PER12MF,-0.20360797330481026
2026,KOSPI_ALL,OPFY1_REV,PRIVATE_FLOW,-0.1389108264881629
2026,KOSPI_ALL,OPFY1_REV,FOREIGN_FLOW,0.34270074311530163
2026,KOSPI_ALL,PBR12MF,PER12MF,0.9058264524057045
2026,KOSPI_ALL,PBR12MF,PRIVATE_FLOW,0.05389069807857312
2026,KOSPI_ALL,PBR12MF,FOREIGN_FLOW,0.07573941977493477
2026,KOSPI_ALL,PER12MF,PRIVATE_FLOW,-0.056619463542386166
2026,KOSPI_ALL,PER12MF,FOREIGN_FLOW,0.030794394176281055
2026,KOSPI_ALL,PRIVATE_FLOW,FOREIGN_FLOW,0.06316457064665949
FULL,KOSPI_EX_K200,MOM1M,MOM12_1,0.1092207500252197
FULL,KOSPI_EX_K200,MOM1M,OP12_REV,0.10724701418384529
FULL,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.17853946626139316
FULL,KOSPI_EX_K200,MOM1M,PBR12MF,-0.0012220236362506488
FULL,KOSPI_EX_K200,MOM1M,PER12MF,0.014228822085882277
FULL,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.15958777377863537
FULL,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,-0.0033931734039188005
FULL,KOSPI_EX_K200,MOM12_1,OP12_REV,0.25327431970061326
FULL,KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.16217172318100379
FULL,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.3766590127513826
FULL,KOSPI_EX_K200,MOM12_1,PER12MF,-0.29454303120364445
FULL,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.002448414918783021
FULL,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.03593630880832971
FULL,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.6676452298547586
FULL,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.27024783507474254
FULL,KOSPI_EX_K200,OP12_REV,PER12MF,-0.20874022898028408
FULL,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,0.010799347371078518
FULL,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.22209498841213196
FULL,KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.09487089656020174
FULL,KOSPI_EX_K200,OPFY1_REV,PER12MF,-0.01446768247833927
FULL,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,0.04427493785916534
FULL,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.17975673847229187
FULL,KOSPI_EX_K200,PBR12MF,PER12MF,0.7904719500815002
FULL,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.09502209812945893
FULL,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.14241700009847263
FULL,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.09104709246451233
FULL,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.15288341572351621
FULL,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,-0.015240261790995737
2016_2019,KOSPI_EX_K200,MOM1M,MOM12_1,0.03638423011678305
2016_2019,KOSPI_EX_K200,MOM1M,OP12_REV,0.20731765023902107
2016_2019,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.18403458547687818
2016_2019,KOSPI_EX_K200,MOM1M,PBR12MF,0.0867032548135421
2016_2019,KOSPI_EX_K200,MOM1M,PER12MF,0.005710113644669649
2016_2019,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.10701005991065766
2016_2019,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,0.16139428983611206
2016_2019,KOSPI_EX_K200,MOM12_1,OP12_REV,0.07841303216290157
2016_2019,KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.08383396797052482
2016_2019,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.3482132926144625
2016_2019,KOSPI_EX_K200,MOM12_1,PER12MF,-0.22773637524395596
2016_2019,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,0.028535563050872844
2016_2019,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.022937285209170752
2016_2019,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.6821272907714215
2016_2019,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.1060494292426117
2016_2019,KOSPI_EX_K200,OP12_REV,PER12MF,-0.03563992001286787
2016_2019,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,-0.06596640573250392
2016_2019,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.20729056174119168
2016_2019,KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.054826038914430664
2016_2019,KOSPI_EX_K200,OPFY1_REV,PER12MF,-0.013512100091384932
2016_2019,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,-0.0047610766228402355
2016_2019,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.18026733598889824
2016_2019,KOSPI_EX_K200,PBR12MF,PER12MF,0.6864562030744922
2016_2019,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.019590022616713117
2016_2019,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.13016019052443145
2016_2019,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,-0.02603566052106689
2016_2019,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.20323564351183676
2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,-0.11280786388669643
2020_2022,KOSPI_EX_K200,MOM1M,MOM12_1,0.18239460521678819
2020_2022,KOSPI_EX_K200,MOM1M,OP12_REV,0.13011283895630948
2020_2022,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.2227198990108714
2020_2022,KOSPI_EX_K200,MOM1M,PBR12MF,-0.06681921189955935
2020_2022,KOSPI_EX_K200,MOM1M,PER12MF,-0.027527881149131093
2020_2022,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.07931815419212435
2020_2022,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,-0.2622489344036361
2020_2022,KOSPI_EX_K200,MOM12_1,OP12_REV,0.3158510421579405
2020_2022,KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.24853145327622064
2020_2022,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.33284616417493107
2020_2022,KOSPI_EX_K200,MOM12_1,PER12MF,-0.2961357572093864
2020_2022,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.08363826060857041
2020_2022,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,-0.11679706157893648
2020_2022,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.648776961251618
2020_2022,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.32903154433932597
2020_2022,KOSPI_EX_K200,OP12_REV,PER12MF,-0.26083220989149003
2020_2022,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,0.11802450681985743
2020_2022,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.17107698971417817
2020_2022,KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.1365560277418119
2020_2022,KOSPI_EX_K200,OPFY1_REV,PER12MF,-0.06702173758203467
2020_2022,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,0.13347198639757712
2020_2022,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.10001874587057287
2020_2022,KOSPI_EX_K200,PBR12MF,PER12MF,0.7760572731975857
2020_2022,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.08802503820524295
2020_2022,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.05276256014953517
2020_2022,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.11070596760509531
2020_2022,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.0928740357113529
2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,0.09437028117760277
2023_2024,KOSPI_EX_K200,MOM1M,MOM12_1,0.16476632218686785
2023_2024,KOSPI_EX_K200,MOM1M,OP12_REV,-0.00485961650228311
2023_2024,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.1518905737221014
2023_2024,KOSPI_EX_K200,MOM1M,PBR12MF,-0.07569695345790238
2023_2024,KOSPI_EX_K200,MOM1M,PER12MF,0.020521675213107334
2023_2024,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.2580952691365264
2023_2024,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,0.264904407131867
2023_2024,KOSPI_EX_K200,MOM12_1,OP12_REV,0.3796191969390696
2023_2024,KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.30611401479619377
2023_2024,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.3435162872160035
2023_2024,KOSPI_EX_K200,MOM12_1,PER12MF,-0.23996115023452644
2023_2024,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,0.15250312921838602
2023_2024,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.25963214328677964
2023_2024,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.7361830380018721
2023_2024,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.28160333770864204
2023_2024,KOSPI_EX_K200,OP12_REV,PER12MF,-0.22335976047236208
