universe,factor,overlay,cost_bp,period,n_phases,median_delta_return,median_delta_sharpe,median_delta_mdd,median_delta_turnover,return_wins
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,YTD_2026,10,0.30430820910228246,0.5998101063217922,0.04169305220904984,0.19488095238095235,9
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,BULL_2025,10,-0.05428120663927494,-0.13435841828414058,-0.02189351869356393,0.1333333333333333,2
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.059873897813625565,0.337658456570648,0.03983886883740517,0.12089041095890407,9
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,-0.012665980239484287,-0.08027713283300428,0.011780209051012291,0.177027027027027,3
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,-0.025365206163743825,-0.0972362570503734,0.027691730575393037,0.17397959183673467,4
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.0076921045018453205,-0.006833546450190936,0.01803698430761369,0.15497448979591827,5
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,YTD_2026,10,0.20271537754019076,0.38365858940171704,0.03576921580321624,0.14130952380952383,10
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.0639985095534269,-0.16765790344241516,-0.023430624952980872,0.1333333333333333,2
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.0505676147262874,0.293231410192245,0.04154406674108341,0.12089041095890407,9
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,-0.023760607067916106,-0.13328117220559088,-0.002292201208398459,0.177027027027027,1
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,-0.03647060196000579,-0.13987517603216243,0.018663029171132384,0.17397959183673467,3
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,-0.002454071173729644,-0.06087151675121766,-0.014804046332263232,0.15497448979591827,5
KOSPI_ALL,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,YTD_2026,10,0.1867935460803148,0.36631202608918373,0.03444133729081683,0.14130952380952383,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,BULL_2025,10,0.3531827348368449,0.572625420910229,-0.0013128664338660778,-0.03125000000000003,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,EARLY_2017_2019,10,0.05366809956812163,0.21805823878630354,0.06397166359991174,-0.008561643835616473,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,LATE_2020_2022,10,0.0345059550682465,0.0876142742057551,0.032528510364885355,-0.0043918918918919025,9
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,NORMAL_2023_2024,10,0.09461066175417687,0.2520458490577076,0.10528398446031445,-0.011734693877551078,9
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,PRE_STRESS_2017_2024,10,0.055542771978743244,0.1606741103572395,0.09208374019251309,-0.009056122448979687,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,30,YTD_2026,10,0.2775901221668615,0.4718826074914066,-0.014842347100696318,-0.03333333333333344,9
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,BULL_2025,10,0.34472622654885976,0.5879875948924568,-0.0008832233633828124,-0.03125000000000003,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,EARLY_2017_2019,10,0.05228487213639471,0.2065777254383167,0.07324020890961874,-0.008561643835616473,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,LATE_2020_2022,10,0.03397695349682894,0.08315705430740297,0.03405890755462532,-0.0043918918918919025,9
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,NORMAL_2023_2024,10,0.09298932298652235,0.24973391168896497,0.10149335114933011,-0.011734693877551078,9
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,PRE_STRESS_2017_2024,10,0.0542002468052033,0.15247782139075433,0.10779132852385798,-0.009056122448979687,10
KOSPI_ALL,WEIGHTED_MOM,MCAP_W10,60,YTD_2026,10,0.27054092683475733,0.4810243227669674,-0.014717413846687177,-0.03333333333333344,9
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,BULL_2025,10,0.13708374840207016,0.2358110761022768,-0.0032729087385227618,-0.009166666666666656,9
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,EARLY_2017_2019,10,0.005103581165579185,0.08189632064972929,0.004143680342462819,0.0006849315068493955,5
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,LATE_2020_2022,10,-0.02287572291299117,-0.060451896781894957,-0.025968922863703114,0.012743243243243163,2
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,NORMAL_2023_2024,10,0.016875508394928074,0.04666246088937587,0.03827886707025879,0.005102040816326536,7
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.0056970176932307215,0.033297948806452565,0.005387069950848367,0.006377551020408129,7
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,30,YTD_2026,10,0.14265781927614568,0.36105634431350453,-0.005788204186623236,-0.0016666666666667607,8
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,BULL_2025,10,0.13529230692253857,0.2406252926217562,-0.00420336479118899,-0.009166666666666656,9
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,EARLY_2017_2019,10,0.0050503383749650466,0.08544261013587823,0.008077347504833077,0.0006849315068493955,6
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,LATE_2020_2022,10,-0.02331535012686642,-0.06179558264204743,-0.024780627764683483,0.012743243243243163,2
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,NORMAL_2023_2024,10,0.015485181176951524,0.0425880846372829,0.035943898073251546,0.005102040816326536,7
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,0.0049411733953106385,0.031873159555735775,0.012846723860616083,0.006377551020408129,7
KOSPI_ALL,WEIGHTED_MOM,RAW_TA_W10,60,YTD_2026,10,0.13790981067902608,0.3638653205748504,-0.006028157232405684,-0.0016666666666667607,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,BULL_2025,10,0.053708925052887824,0.13080308384945954,0.002341460482077007,0.06562500000000002,6
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,EARLY_2017_2019,10,0.020901413279898196,0.1130268413518345,0.012166712898275922,0.0338963963963963,7
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,LATE_2020_2022,10,-0.003962879474933068,-0.018869393108133445,0.037849013860164316,0.07655060882800602,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,NORMAL_2023_2024,10,0.027197042918658265,0.061397770834239807,0.02936685663831301,0.06734693877551018,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,PRE_STRESS_2017_2024,10,0.012176458472571261,0.03479684613867873,0.02524099381189593,0.057603092783505117,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,YTD_2026,10,0.08387563268466414,0.1432554050756859,0.004834419912894183,0.06000000000000011,7
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,BULL_2025,10,0.043769115544973314,0.10944053170754242,-0.00022438743282576779,0.06562500000000002,6
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,EARLY_2017_2019,10,0.017847750878843716,0.09657618331057588,0.013509099203423136,0.0338963963963963,6
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,LATE_2020_2022,10,-0.00868906509993106,-0.038710765878743114,0.026717142882067668,0.07655060882800602,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,NORMAL_2023_2024,10,0.020856079301313335,0.0395766226048808,0.025053375232381825,0.06734693877551018,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,PRE_STRESS_2017_2024,10,0.007945488867956707,0.018061876593213844,0.014512766534204469,0.057603092783505117,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,YTD_2026,10,0.07607147469968839,0.13463218125858584,0.004475391214540714,0.06000000000000011,6
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,BULL_2025,10,-0.026902388528998067,-0.07701850406223182,-0.01840207487632639,0.1072916666666667,3
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.04160053937560326,0.240276908020171,0.028790740898493317,0.09904394977168962,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,-0.0022715816261834054,-0.048143776476307854,0.022020721002929566,0.12979452054794516,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,-0.00614471965285629,-0.07675263808516516,0.03551818720708744,0.1311224489795918,3
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.0185972043612343,0.03678565717434926,0.029065836324120353,0.11696397436582257,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,YTD_2026,10,0.15212438584541116,0.29319498738681904,0.02768667631070043,0.08797619047619037,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.03417278612550473,-0.09638227611187682,-0.020304438187972784,0.1072916666666667,3
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.03408574395090641,0.20095187094647993,0.0326360395534217,0.09904394977168962,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,-0.010730557757825832,-0.08813014095145372,0.0160234728688452,0.12979452054794516,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,-0.01490072544317228,-0.12488498678096718,0.028191345734982443,0.1311224489795918,2
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,0.01082800049937821,-0.007910897015447726,0.01606580094223453,0.11696397436582257,7
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,YTD_2026,10,0.13990230599949577,0.2811068441787289,0.027452607120298622,0.08797619047619037,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,BULL_2025,10,0.10687273561999633,0.23628646660035113,-0.005862444548374313,-0.0072916666666666685,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,EARLY_2017_2019,10,0.01724958699023116,0.05719385777140906,0.027344141209925066,-0.00033295281582956804,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,LATE_2020_2022,10,0.02315029956823139,0.08230393153471789,0.019814065458016283,0.0033876342095520706,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,NORMAL_2023_2024,10,0.07245721676464978,0.21262436461276546,0.07470827797720858,-0.004591836734693877,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,PRE_STRESS_2017_2024,10,0.033939640318309705,0.10498819592603381,0.060894045676158914,0.0005121596616441404,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,YTD_2026,10,0.19769045218065484,0.3282444794339549,0.0009431173167789297,-0.012023809523809631,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,BULL_2025,10,0.10362157183112608,0.23719772086159918,-0.004437440601273601,-0.0072916666666666685,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,EARLY_2017_2019,10,0.01669861551676083,0.0499293679034864,0.02867129175962818,-0.00033295281582956804,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,LATE_2020_2022,10,0.022143040679623693,0.07846974106077292,0.018337454278886167,0.0033876342095520706,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,NORMAL_2023_2024,10,0.07068803780692329,0.2162587810818819,0.07150620407008373,-0.004591836734693877,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,PRE_STRESS_2017_2024,10,0.03247135527135436,0.1006159557026739,0.050956057698444246,0.0005121596616441404,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,YTD_2026,10,0.19134717623430963,0.3307944939496957,0.0008975157245091903,-0.012023809523809631,10
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,BULL_2025,10,0.1092847182369252,0.2574788665008385,-0.003566542895666658,-0.004166666666666652,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,EARLY_2017_2019,10,-0.0013841439248648002,0.013154512821433761,-0.006452889204451362,0.002758751902587453,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,LATE_2020_2022,10,-0.005342315684186472,-0.028279844252215386,0.0015275438743923564,0.01206716133942165,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,NORMAL_2023_2024,10,0.046979312531099326,0.14632802372000747,0.028161277866063872,-0.0010204081632652906,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.0123051625857718,0.06444030572254919,0.0100097396312539,0.00527028813111291,7
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,YTD_2026,10,0.1594682050065494,0.2638163636121601,0.0018410213628785033,-0.006785714285714339,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,BULL_2025,10,0.1061177679055414,0.26125034151566234,-0.0025456366589937662,-0.004166666666666652,9
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,EARLY_2017_2019,10,-0.0012874635893552755,0.014987954573534523,-0.0016473728406025123,0.002758751902587453,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,LATE_2020_2022,10,-0.005800632459745381,-0.03256788455214499,-0.00011104223106406241,0.01206716133942165,5
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,NORMAL_2023_2024,10,0.04522380633124645,0.1455115257909546,0.02695294509045132,-0.0010204081632652906,8
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,0.011728410244723653,0.0666137769620479,0.01421006840821909,0.00527028813111291,7
KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,YTD_2026,10,0.15414785307485973,0.26695927445323214,0.0017763397951047755,-0.006785714285714339,9
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,BULL_2025,10,-0.006064244451910228,-0.02373342744337434,0.005852060193879571,0.08483333333333337,5
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,EARLY_2017_2019,10,-0.009829836107948853,-0.057042399061833005,-0.01597152194995549,0.041438356164383544,1
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,LATE_2020_2022,10,0.012107418901588007,0.03625089863941635,0.0009931074683519059,0.09128378378378382,6
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,NORMAL_2023_2024,10,0.0949857646530512,0.29959951197595436,0.09036484528234867,0.08061224489795915,10
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,PRE_STRESS_2017_2024,10,0.0114224818787384,0.03322002025149472,-0.008381811832508357,0.0683187869056252,7
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,YTD_2026,10,0.05220070309708569,0.30097100392092635,0.01893769462661221,0.12071428571428569,7
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,BULL_2025,10,-0.012751126730942253,-0.03943563228216526,0.0059747888980341,0.08483333333333337,4
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,EARLY_2017_2019,10,-0.011771196346798574,-0.07058353958638447,-0.017440894863219314,0.041438356164383544,0
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,LATE_2020_2022,10,0.004870696273744701,0.01711515472733121,-0.012648193462252988,0.09128378378378382,5
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,NORMAL_2023_2024,10,0.08583395706206937,0.27113124607096495,0.08374688754273363,0.08061224489795915,9
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,PRE_STRESS_2017_2024,10,0.006779694581328155,0.01707002091449239,0.009096190098919266,0.0683187869056252,6
KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,YTD_2026,10,0.04442271001265424,0.28924127765851965,0.01801798837274904,0.12071428571428569,7
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,BULL_2025,10,-0.05433282025933284,-0.15412867613804587,0.005103126611811226,0.16041666666666668,3
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.00537529144986415,-0.033749256136658634,0.012041512373512586,0.13732876712328773,6
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,-0.019066626607890547,-0.08291911214514963,0.015376717157687458,0.1802027027027027,3
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,0.07095500231825053,0.1853239338376726,0.10506819395115158,0.1561224489795919,8
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.011449298605984426,0.004631829407738958,0.0030540591740250145,0.15892857142857136,7
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,YTD_2026,10,0.21703969356873704,0.684573900489429,0.035224013665609455,0.17583333333333329,10
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.0638145419562039,-0.19665854822131848,0.003134321880286617,0.16041666666666668,2
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,-0.002720880504394396,-0.08054439487650067,0.005413221435222271,0.13732876712328773,4
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,-0.031190385108858465,-0.1305804043553123,0.006635648344870904,0.1802027027027027,1
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,0.05691152971391511,0.13384590625289722,0.09426067778623287,0.1561224489795919,8
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,0.0005534258920991686,-0.04643207456916848,0.008572371951673263,0.15892857142857136,5
KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,YTD_2026,10,0.19903580052016506,0.6599804321113034,0.033193541115722036,0.17583333333333329,10
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,BULL_2025,10,0.03329969903716179,0.10127996320783064,0.006940248283458628,-0.02041666666666664,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,EARLY_2017_2019,10,-0.00719484521356456,-0.04501026995416929,-0.004372435931894236,-0.005479452054794526,4
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,LATE_2020_2022,10,0.058743066891962015,0.15307379264883048,0.005801022974455727,-0.015436936936936957,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,NORMAL_2023_2024,10,0.02222359158611692,0.06553252569054765,0.02040016276770973,-0.01785714285714285,7
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,PRE_STRESS_2017_2024,10,0.027317561817896963,0.08624706071701309,0.0146356565320096,-0.013392857142857123,7
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,YTD_2026,10,0.04888766687205259,0.24862034710460476,0.011443023437739619,-0.005119047619047606,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,BULL_2025,10,0.03446027738645174,0.10039083216306077,0.007798039061929496,-0.02041666666666664,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,EARLY_2017_2019,10,-0.0068980051354183836,-0.04264300207376387,-0.003638292559766887,-0.005479452054794526,4
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,LATE_2020_2022,10,0.05821271505767245,0.15609245683175535,0.008799960059636347,-0.015436936936936957,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,NORMAL_2023_2024,10,0.02254294814273483,0.06741679687190857,0.02024581862285818,-0.01785714285714285,7
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,PRE_STRESS_2017_2024,10,0.027330605467189684,0.08735061152454213,0.036710555430666814,-0.013392857142857123,8
KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,YTD_2026,10,0.04739258576447797,0.24959088533855847,0.011619869739885214,-0.005119047619047606,8
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,BULL_2025,10,0.00030524069069726156,-0.005909854222181765,0.004693089923248905,-5.551115123125783e-17,5
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,EARLY_2017_2019,10,-0.01775611680591077,-0.07052273690165439,-0.01153460433501552,-0.003424657534246589,2
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,LATE_2020_2022,10,-0.015542263146205548,-0.039966446586787004,-0.02596130257330398,0.0006711711711711865,3
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,NORMAL_2023_2024,10,0.05872989225368935,0.18818631906457495,0.03764962829415808,-0.007653061224489693,10
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.0013678971627137937,0.01419266750151138,-0.004366356046278386,-0.003316326530612229,6
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,YTD_2026,10,0.037177217545172614,0.17834313867141263,-0.01854983840168467,0.008333333333333331,6
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,BULL_2025,10,0.0008796435045914652,-0.00675842592671784,0.004758724785953794,-5.551115123125783e-17,5
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,EARLY_2017_2019,10,-0.01715096311689851,-0.06547118200802149,-0.01076978151667407,-0.003424657534246589,2
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,LATE_2020_2022,10,-0.01490836190718986,-0.036535706591834784,-0.028825383768160073,0.0006711711711711865,3
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,NORMAL_2023_2024,10,0.05715625773309846,0.18857041902952248,0.03647980800496842,-0.007653061224489693,10
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,0.001490622875889247,0.015007790098731044,0.005409722241051462,-0.003316326530612229,6
KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,YTD_2026,10,0.035632389359984806,0.17788502306556264,-0.018202356703203748,0.008333333333333331,6
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,BULL_2025,10,0.015898503046721024,0.028092278880369498,0.0017749739837599754,0.029583333333333323,6
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,EARLY_2017_2019,10,0.0009102423238560586,0.01963996552075087,0.0016359822198922513,0.017028985507246353,5
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,LATE_2020_2022,10,0.015441013372588741,0.0643880537596811,0.01948115036613607,0.0359014837819186,7
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,NORMAL_2023_2024,10,0.029849438506761306,0.09007005931284767,0.04222375404966722,0.025520833333333298,9
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,PRE_STRESS_2017_2024,10,0.012497830488078732,0.04731123504697489,0.03485658260453617,0.02493386243386242,9
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,YTD_2026,10,0.07930181180948731,0.2336718973241001,0.028317832032559276,0.028461538461538427,8
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,BULL_2025,10,0.01309274769989155,0.026138087736646706,0.0014833231440242178,0.029583333333333323,6
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,EARLY_2017_2019,10,0.00010153341421742512,0.017076405410159978,-0.0010987454896749793,0.017028985507246353,5
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,LATE_2020_2022,10,0.013040451114263385,0.05983728356202367,0.016557367575869564,0.0359014837819186,7
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,NORMAL_2023_2024,10,0.02692673253188116,0.08055944906155507,0.03960541184166677,0.025520833333333298,9
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,PRE_STRESS_2017_2024,10,0.01072488165287544,0.04151015286597762,0.021661246723120475,0.02493386243386242,8
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,YTD_2026,10,0.07402092384934067,0.22479322003305868,0.02832895475480024,0.028461538461538427,8
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,BULL_2025,10,-0.03868177877711598,-0.09846016370467028,0.004805106471199194,0.12291666666666662,4
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.007025362169344462,-0.013058972223491228,0.03883058879844209,0.09813890180578155,7
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,0.010775650443676066,0.035667382528151825,0.018294907310469344,0.12723214285714285,7
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,0.012090897295406522,0.022986713580311707,0.07600738087338771,0.11683673469387756,8
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.022139662006531058,0.0424469726202632,0.08311374728495202,0.11385887385292376,8
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,YTD_2026,10,0.3077695024562879,0.8177858914354903,0.045090191505842314,0.10013736263736261,10
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.046932635242983856,-0.12755328236734306,0.004517494168021996,0.12291666666666662,3
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.0007589058049007891,-0.052817619916678216,0.032610847230823414,0.09813890180578155,5
