date,universe,n_factors,RELATIVE_WORKING_BREADTH,ABS_CONFIRMED_BREADTH,DEFENSIVE_WORKING_BREADTH,REVERSE_BREADTH,BULLISH_REVERSE_BREADTH,BEARISH_REVERSE_BREADTH,POSITIVE_ABS_BREADTH
2018-08-21,KOSPI_EX_K200,8,0.625,0.625,0.0,0.25,0.25,0.0,1.0
2018-08-21,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.25,0.25,0.0,1.0
2018-08-28,K200,8,0.125,0.125,0.0,0.25,0.0,0.25,0.75
2018-08-28,KOSDAQ,8,0.375,0.375,0.0,0.5,0.25,0.25,0.75
2018-08-28,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.25,0.125,0.125,0.875
2018-08-28,KOSPI_ALL,8,0.375,0.375,0.0,0.375,0.25,0.125,0.875
2018-08-28,KOSPI_EX_K200,8,0.5,0.5,0.0,0.125,0.0,0.125,0.875
2018-08-28,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.375,0.25,0.125,0.875
2018-09-04,K200,8,0.5,0.5,0.0,0.25,0.0,0.25,0.625
2018-09-04,KOSDAQ,8,0.375,0.375,0.0,0.375,0.375,0.0,1.0
2018-09-04,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.375,0.125,0.25,0.75
2018-09-04,KOSPI_ALL,8,0.5,0.5,0.0,0.25,0.0,0.25,0.75
2018-09-04,KOSPI_EX_K200,8,0.375,0.375,0.0,0.25,0.0,0.25,0.625
2018-09-04,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.375,0.125,0.25,0.75
2018-09-11,K200,8,0.75,0.75,0.0,0.25,0.25,0.0,1.0
2018-09-11,KOSDAQ,8,0.625,0.625,0.0,0.375,0.375,0.0,1.0
2018-09-11,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.5,0.5,0.0,1.0
2018-09-11,KOSPI_ALL,8,0.5,0.5,0.0,0.25,0.25,0.0,1.0
2018-09-11,KOSPI_EX_K200,8,0.5,0.5,0.0,0.5,0.5,0.0,1.0
2018-09-11,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.375,0.375,0.0,1.0
2018-09-18,K200,8,0.625,0.625,0.0,0.25,0.125,0.125,0.875
2018-09-18,KOSDAQ,8,0.375,0.375,0.0,0.25,0.125,0.125,0.875
2018-09-18,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.375,0.25,0.125,0.875
2018-09-18,KOSPI_ALL,8,0.5,0.5,0.0,0.25,0.125,0.125,0.875
2018-09-18,KOSPI_EX_K200,8,0.5,0.5,0.0,0.5,0.375,0.125,0.875
2018-09-18,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.375,0.25,0.125,0.875
2018-09-28,K200,8,0.375,0.375,0.0,0.0,0.0,0.0,1.0
2018-09-28,KOSDAQ,8,0.25,0.25,0.0,0.25,0.0,0.25,0.625
2018-09-28,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.125,0.125,0.875
2018-09-28,KOSPI_ALL,8,0.25,0.25,0.0,0.125,0.0,0.125,0.875
2018-09-28,KOSPI_EX_K200,8,0.25,0.25,0.0,0.25,0.125,0.125,0.875
2018-09-28,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.25,0.125,0.125,0.875
2018-10-08,K200,8,0.625,0.125,0.5,0.125,0.0,0.125,0.125
2018-10-08,KOSDAQ,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-10-08,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.125,0.5,0.25,0.0,0.25,0.125
2018-10-08,KOSPI_ALL,8,0.5,0.0,0.5,0.125,0.0,0.125,0.0
2018-10-08,KOSPI_EX_K200,8,0.25,0.125,0.125,0.125,0.0,0.125,0.125
2018-10-08,KOSPI_KOSDAQ_ALL,8,0.5,0.125,0.375,0.25,0.0,0.25,0.125
2018-10-16,K200,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-16,KOSDAQ,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-10-16,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-10-16,KOSPI_ALL,8,0.25,0.0,0.25,0.125,0.0,0.125,0.0
2018-10-16,KOSPI_EX_K200,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2018-10-16,KOSPI_KOSDAQ_ALL,8,0.625,0.0,0.625,0.25,0.0,0.25,0.0
2018-10-23,K200,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-23,KOSDAQ,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-23,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-10-23,KOSPI_ALL,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-23,KOSPI_EX_K200,8,0.375,0.0,0.375,0.25,0.0,0.25,0.0
2018-10-23,KOSPI_KOSDAQ_ALL,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-30,K200,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2018-10-30,KOSDAQ,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-10-30,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-10-30,KOSPI_ALL,8,0.625,0.0,0.625,0.25,0.0,0.25,0.0
2018-10-30,KOSPI_EX_K200,8,0.625,0.0,0.625,0.25,0.0,0.25,0.0
2018-10-30,KOSPI_KOSDAQ_ALL,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2018-11-06,K200,8,0.125,0.0,0.125,0.25,0.0,0.25,0.0
2018-11-06,KOSDAQ,8,0.25,0.0,0.25,0.5,0.0,0.5,0.0
2018-11-06,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.125,0.0,0.125,0.5,0.0,0.5,0.0
2018-11-06,KOSPI_ALL,8,0.25,0.0,0.25,0.25,0.0,0.25,0.0
2018-11-06,KOSPI_EX_K200,8,0.5,0.0,0.5,0.125,0.0,0.125,0.0
2018-11-06,KOSPI_KOSDAQ_ALL,8,0.125,0.0,0.125,0.625,0.0,0.625,0.0
2018-11-13,K200,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-11-13,KOSDAQ,8,0.375,0.0,0.375,0.625,0.0,0.625,0.0
2018-11-13,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.0,0.25,0.625,0.0,0.625,0.0
2018-11-13,KOSPI_ALL,8,0.5,0.0,0.5,0.375,0.0,0.375,0.0
2018-11-13,KOSPI_EX_K200,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2018-11-13,KOSPI_KOSDAQ_ALL,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-11-20,K200,8,0.25,0.25,0.0,0.5,0.125,0.375,0.625
2018-11-20,KOSDAQ,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2018-11-20,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.0,0.25,0.5,0.0,0.5,0.0
2018-11-20,KOSPI_ALL,8,0.375,0.25,0.125,0.625,0.0,0.625,0.25
2018-11-20,KOSPI_EX_K200,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-11-20,KOSPI_KOSDAQ_ALL,8,0.25,0.125,0.125,0.5,0.0,0.5,0.125
2018-11-27,K200,8,0.125,0.125,0.0,0.375,0.375,0.0,1.0
2018-11-27,KOSDAQ,8,0.125,0.125,0.0,0.625,0.375,0.25,0.75
2018-11-27,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.125,0.125,0.0,0.5,0.375,0.125,0.875
2018-11-27,KOSPI_ALL,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2018-11-27,KOSPI_EX_K200,8,0.0,0.0,0.0,0.625,0.625,0.0,1.0
2018-11-27,KOSPI_KOSDAQ_ALL,8,0.25,0.25,0.0,0.5,0.5,0.0,1.0
2018-12-04,K200,8,0.0,0.0,0.0,0.5,0.5,0.0,1.0
2018-12-04,KOSDAQ,8,0.125,0.125,0.0,0.625,0.0,0.625,0.25
2018-12-04,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.625,0.25,0.375,0.625
2018-12-04,KOSPI_ALL,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2018-12-04,KOSPI_EX_K200,8,0.0,0.0,0.0,0.5,0.5,0.0,1.0
2018-12-04,KOSPI_KOSDAQ_ALL,8,0.25,0.25,0.0,0.5,0.375,0.125,0.875
2018-12-11,K200,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2018-12-11,KOSDAQ,8,0.25,0.125,0.125,0.625,0.0,0.625,0.125
2018-12-11,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.0,0.25,0.625,0.0,0.625,0.0
2018-12-11,KOSPI_ALL,8,0.0,0.0,0.0,0.875,0.625,0.25,0.75
2018-12-11,KOSPI_EX_K200,8,0.25,0.25,0.0,0.5,0.0,0.5,0.375
2018-12-11,KOSPI_KOSDAQ_ALL,8,0.25,0.125,0.125,0.625,0.0,0.625,0.125
2018-12-18,K200,8,0.125,0.125,0.0,0.5,0.375,0.125,0.875
2018-12-18,KOSDAQ,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2018-12-18,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.0,0.375,0.625,0.0,0.625,0.0
2018-12-18,KOSPI_ALL,8,0.0,0.0,0.0,0.125,0.0,0.125,0.625
2018-12-18,KOSPI_EX_K200,8,0.0,0.0,0.0,0.125,0.0,0.125,0.0
2018-12-18,KOSPI_KOSDAQ_ALL,8,0.25,0.125,0.125,0.375,0.0,0.375,0.25
2018-12-26,K200,8,0.0,0.0,0.0,0.5,0.0,0.5,0.25
2018-12-26,KOSDAQ,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-12-26,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2018-12-26,KOSPI_ALL,8,0.125,0.0,0.125,0.5,0.0,0.5,0.0
2018-12-26,KOSPI_EX_K200,8,0.25,0.0,0.25,0.125,0.0,0.125,0.0
2018-12-26,KOSPI_KOSDAQ_ALL,8,0.125,0.0,0.125,0.375,0.0,0.375,0.0
2019-01-04,K200,8,0.25,0.125,0.125,0.375,0.0,0.375,0.125
2019-01-04,KOSDAQ,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2019-01-04,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.0,0.625,0.25,0.0,0.25,0.0
2019-01-04,KOSPI_ALL,8,0.25,0.0,0.25,0.125,0.0,0.125,0.0
2019-01-04,KOSPI_EX_K200,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2019-01-04,KOSPI_KOSDAQ_ALL,8,0.25,0.0,0.25,0.25,0.0,0.25,0.0
2019-01-11,K200,8,0.25,0.25,0.0,0.5,0.375,0.125,0.875
2019-01-11,KOSDAQ,8,0.25,0.25,0.0,0.375,0.25,0.125,0.875
2019-01-11,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.375,0.25,0.125,0.875
2019-01-11,KOSPI_ALL,8,0.125,0.125,0.0,0.25,0.125,0.125,0.875
2019-01-11,KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.0,0.25,0.625
2019-01-11,KOSPI_KOSDAQ_ALL,8,0.0,0.0,0.0,0.25,0.125,0.125,0.875
2019-01-18,K200,8,0.0,0.0,0.0,0.5,0.125,0.375,0.625
2019-01-18,KOSDAQ,8,0.0,0.0,0.0,0.25,0.25,0.0,1.0
2019-01-18,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.125,0.125,0.0,0.25,0.125,0.125,0.875
2019-01-18,KOSPI_ALL,8,0.125,0.125,0.0,0.375,0.125,0.25,0.75
2019-01-18,KOSPI_EX_K200,8,0.375,0.375,0.0,0.25,0.0,0.25,0.625
2019-01-18,KOSPI_KOSDAQ_ALL,8,0.125,0.125,0.0,0.375,0.25,0.125,0.875
2019-01-25,K200,8,0.25,0.25,0.0,0.5,0.5,0.0,1.0
2019-01-25,KOSDAQ,8,0.25,0.25,0.0,0.5,0.5,0.0,1.0
2019-01-25,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.375,0.0,1.0
2019-01-25,KOSPI_ALL,8,0.375,0.375,0.0,0.375,0.375,0.0,1.0
2019-01-25,KOSPI_EX_K200,8,0.375,0.375,0.0,0.125,0.125,0.0,1.0
2019-01-25,KOSPI_KOSDAQ_ALL,8,0.25,0.25,0.0,0.375,0.375,0.0,1.0
2019-02-01,K200,8,0.25,0.25,0.0,0.75,0.75,0.0,1.0
2019-02-01,KOSDAQ,8,0.375,0.375,0.0,0.5,0.5,0.0,1.0
2019-02-01,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.5,0.5,0.0,1.0
2019-02-01,KOSPI_ALL,8,0.25,0.25,0.0,0.625,0.625,0.0,1.0
2019-02-01,KOSPI_EX_K200,8,0.375,0.375,0.0,0.125,0.125,0.0,1.0
2019-02-01,KOSPI_KOSDAQ_ALL,8,0.25,0.25,0.0,0.625,0.625,0.0,1.0
2019-02-13,K200,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-13,KOSDAQ,8,0.25,0.25,0.0,0.5,0.5,0.0,1.0
2019-02-13,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.375,0.0,1.0
2019-02-13,KOSPI_ALL,8,0.25,0.25,0.0,0.5,0.5,0.0,1.0
2019-02-13,KOSPI_EX_K200,8,0.375,0.375,0.0,0.25,0.25,0.0,1.0
2019-02-13,KOSPI_KOSDAQ_ALL,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-20,K200,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2019-02-20,KOSDAQ,8,0.125,0.125,0.0,0.75,0.75,0.0,1.0
2019-02-20,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-20,KOSPI_ALL,8,0.0,0.0,0.0,0.625,0.625,0.0,1.0
2019-02-20,KOSPI_EX_K200,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-20,KOSPI_KOSDAQ_ALL,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2019-02-27,K200,8,0.25,0.25,0.0,0.75,0.75,0.0,1.0
2019-02-27,KOSDAQ,8,0.0,0.0,0.0,0.625,0.625,0.0,1.0
2019-02-27,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2019-02-27,KOSPI_ALL,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-27,KOSPI_EX_K200,8,0.125,0.125,0.0,0.625,0.625,0.0,1.0
2019-02-27,KOSPI_KOSDAQ_ALL,8,0.0,0.0,0.0,0.5,0.5,0.0,1.0
2019-03-07,K200,8,0.375,0.375,0.0,0.5,0.125,0.375,0.625
2019-03-07,KOSDAQ,8,0.375,0.375,0.0,0.5,0.5,0.0,1.0
2019-03-07,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.125,0.25,0.75
2019-03-07,KOSPI_ALL,8,0.375,0.375,0.0,0.5,0.125,0.375,0.625
2019-03-07,KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.125,0.25,0.75
2019-03-07,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.625,0.375,0.25,0.75
2019-03-14,K200,8,0.375,0.375,0.0,0.25,0.0,0.25,0.5
2019-03-14,KOSDAQ,8,0.5,0.5,0.0,0.375,0.25,0.125,0.875
2019-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.25,0.125,0.875
2019-03-14,KOSPI_ALL,8,0.5,0.5,0.0,0.375,0.125,0.25,0.75
2019-03-14,KOSPI_EX_K200,8,0.5,0.5,0.0,0.375,0.25,0.125,0.875
2019-03-14,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.375,0.25,0.125,0.875
2019-03-21,K200,8,0.5,0.125,0.375,0.125,0.0,0.125,0.125
2019-03-21,KOSDAQ,8,0.5,0.5,0.0,0.125,0.125,0.0,1.0
2019-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.125,0.125,0.75
2019-03-21,KOSPI_ALL,8,0.5,0.375,0.125,0.25,0.0,0.25,0.375
2019-03-21,KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.125,0.125,0.75
2019-03-21,KOSPI_KOSDAQ_ALL,8,0.375,0.25,0.125,0.25,0.0,0.25,0.5
2019-03-28,K200,8,0.375,0.0,0.375,0.0,0.0,0.0,0.0
2019-03-28,KOSDAQ,8,0.625,0.5,0.125,0.125,0.0,0.125,0.5
2019-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.25,0.375,0.125,0.0,0.125,0.25
2019-03-28,KOSPI_ALL,8,0.5,0.0,0.5,0.125,0.0,0.125,0.0
2019-03-28,KOSPI_EX_K200,8,0.625,0.25,0.375,0.25,0.0,0.25,0.25
2019-03-28,KOSPI_KOSDAQ_ALL,8,0.625,0.125,0.5,0.25,0.0,0.25,0.125
2019-04-04,K200,8,0.125,0.125,0.0,0.25,0.0,0.25,0.625
2019-04-04,KOSDAQ,8,0.625,0.625,0.0,0.25,0.25,0.0,1.0
2019-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.25,0.0,1.0
2019-04-04,KOSPI_ALL,8,0.5,0.5,0.0,0.125,0.0,0.125,0.875
2019-04-04,KOSPI_EX_K200,8,0.375,0.375,0.0,0.125,0.0,0.125,0.75
2019-04-04,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.25,0.25,0.0,1.0
2019-04-11,K200,8,0.125,0.125,0.0,0.25,0.25,0.0,1.0
2019-04-11,KOSDAQ,8,0.625,0.625,0.0,0.125,0.125,0.0,1.0
2019-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.625,0.0,0.25,0.25,0.0,1.0
2019-04-11,KOSPI_ALL,8,0.375,0.375,0.0,0.25,0.25,0.0,1.0
2019-04-11,KOSPI_EX_K200,8,0.5,0.5,0.0,0.375,0.0,0.375,0.5
2019-04-11,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.25,0.25,0.0,1.0
2019-04-18,K200,8,0.0,0.0,0.0,0.5,0.375,0.125,0.875
2019-04-18,KOSDAQ,8,0.25,0.25,0.0,0.0,0.0,0.0,1.0
2019-04-18,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.375,0.375,0.0,0.0,0.0,0.0,1.0
2019-04-18,KOSPI_ALL,8,0.125,0.125,0.0,0.25,0.25,0.0,1.0
2019-04-18,KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.125,0.25,0.75
2019-04-18,KOSPI_KOSDAQ_ALL,8,0.125,0.125,0.0,0.125,0.125,0.0,1.0
2019-04-25,K200,8,0.0,0.0,0.0,0.75,0.75,0.0,1.0
2019-04-25,KOSDAQ,8,0.25,0.25,0.0,0.25,0.25,0.0,1.0
2019-04-25,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.0,0.0,0.0,0.125,0.125,0.0,1.0
2019-04-25,KOSPI_ALL,8,0.0,0.0,0.0,0.5,0.375,0.125,0.875
2019-04-25,KOSPI_EX_K200,8,0.25,0.25,0.0,0.375,0.25,0.125,0.875
2019-04-25,KOSPI_KOSDAQ_ALL,8,0.0,0.0,0.0,0.375,0.375,0.0,1.0
2019-05-03,K200,8,0.0,0.0,0.0,0.25,0.0,0.25,0.125
2019-05-03,KOSDAQ,8,0.125,0.125,0.0,0.125,0.125,0.0,1.0
2019-05-03,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.25,0.0,0.125,0.125,0.0,1.0
2019-05-03,KOSPI_ALL,8,0.25,0.25,0.0,0.5,0.125,0.375,0.625
2019-05-03,KOSPI_EX_K200,8,0.25,0.25,0.0,0.5,0.375,0.125,0.875
2019-05-03,KOSPI_KOSDAQ_ALL,8,0.25,0.25,0.0,0.375,0.125,0.25,0.75
2019-05-13,K200,8,0.125,0.0,0.125,0.25,0.0,0.25,0.0
2019-05-13,KOSDAQ,8,0.5,0.0,0.5,0.125,0.0,0.125,0.0
2019-05-13,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2019-05-13,KOSPI_ALL,8,0.25,0.0,0.25,0.25,0.0,0.25,0.0
2019-05-13,KOSPI_EX_K200,8,0.25,0.0,0.25,0.375,0.0,0.375,0.0
2019-05-13,KOSPI_KOSDAQ_ALL,8,0.25,0.0,0.25,0.0,0.0,0.0,0.0
2019-05-20,K200,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2019-05-20,KOSDAQ,8,0.75,0.25,0.5,0.125,0.0,0.125,0.25
2019-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.0,0.5,0.125,0.0,0.125,0.0
2019-05-20,KOSPI_ALL,8,0.375,0.0,0.375,0.0,0.0,0.0,0.0
2019-05-20,KOSPI_EX_K200,8,0.25,0.0,0.25,0.25,0.0,0.25,0.0
2019-05-20,KOSPI_KOSDAQ_ALL,8,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2019-05-27,K200,8,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2019-05-27,KOSDAQ,8,0.75,0.375,0.375,0.125,0.0,0.125,0.375
2019-05-27,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.25,0.375,0.125,0.0,0.125,0.25
2019-05-27,KOSPI_ALL,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2019-05-27,KOSPI_EX_K200,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2019-05-27,KOSPI_KOSDAQ_ALL,8,0.625,0.0,0.625,0.0,0.0,0.0,0.0
2019-06-03,K200,8,0.375,0.0,0.375,0.0,0.0,0.0,0.0
2019-06-03,KOSDAQ,8,0.625,0.25,0.375,0.125,0.0,0.125,0.25
2019-06-03,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.125,0.375,0.125,0.0,0.125,0.125
2019-06-03,KOSPI_ALL,8,0.125,0.0,0.125,0.125,0.0,0.125,0.0
2019-06-03,KOSPI_EX_K200,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2019-06-03,KOSPI_KOSDAQ_ALL,8,0.625,0.0,0.625,0.0,0.0,0.0,0.0
2019-06-11,K200,8,0.125,0.125,0.0,0.125,0.0,0.125,0.625
2019-06-11,KOSDAQ,8,0.75,0.75,0.0,0.125,0.125,0.0,1.0
2019-06-11,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.625,0.625,0.0,0.25,0.25,0.0,1.0
2019-06-11,KOSPI_ALL,8,0.25,0.25,0.0,0.125,0.0,0.125,0.625
2019-06-11,KOSPI_EX_K200,8,0.25,0.25,0.0,0.25,0.0,0.25,0.625
2019-06-11,KOSPI_KOSDAQ_ALL,8,0.625,0.625,0.0,0.25,0.25,0.0,1.0
2019-06-18,K200,8,0.125,0.125,0.0,0.0,0.0,0.0,1.0
2019-06-18,KOSDAQ,8,0.875,0.875,0.0,0.125,0.125,0.0,1.0
2019-06-18,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.125,0.125,0.0,1.0
2019-06-18,KOSPI_ALL,8,0.375,0.375,0.0,0.375,0.0,0.375,0.625
2019-06-18,KOSPI_EX_K200,8,0.5,0.5,0.0,0.125,0.0,0.125,0.5
2019-06-18,KOSPI_KOSDAQ_ALL,8,0.5,0.5,0.0,0.0,0.0,0.0,1.0
2019-06-25,K200,8,0.125,0.125,0.0,0.0,0.0,0.0,1.0
2019-06-25,KOSDAQ,8,0.5,0.5,0.0,0.125,0.0,0.125,0.875
2019-06-25,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.0,0.25,0.75
2019-06-25,KOSPI_ALL,8,0.25,0.25,0.0,0.125,0.0,0.125,0.875
2019-06-25,KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.0,0.25,0.5
2019-06-25,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.25,0.125,0.125,0.875
2019-07-02,K200,8,0.125,0.125,0.0,0.25,0.25,0.0,1.0
2019-07-02,KOSDAQ,8,0.5,0.5,0.0,0.125,0.0,0.125,0.5
2019-07-02,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.5,0.0,0.125,0.0,0.125,0.5
2019-07-02,KOSPI_ALL,8,0.375,0.375,0.0,0.125,0.125,0.0,1.0
2019-07-02,KOSPI_EX_K200,8,0.5,0.5,0.0,0.25,0.0,0.25,0.5
2019-07-02,KOSPI_KOSDAQ_ALL,8,0.375,0.375,0.0,0.25,0.0,0.25,0.5
2019-07-09,K200,8,0.25,0.0,0.25,0.125,0.0,0.125,0.0
2019-07-09,KOSDAQ,8,0.625,0.0,0.625,0.125,0.0,0.125,0.0
2019-07-09,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.5,0.0,0.5,0.375,0.0,0.375,0.0
2019-07-09,KOSPI_ALL,8,0.375,0.0,0.375,0.5,0.0,0.5,0.0
2019-07-09,KOSPI_EX_K200,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2019-07-09,KOSPI_KOSDAQ_ALL,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
2019-07-16,K200,8,0.125,0.0,0.125,0.5,0.0,0.5,0.0
2019-07-16,KOSDAQ,8,0.375,0.0,0.375,0.375,0.0,0.375,0.0
2019-07-16,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.0,0.25,0.5,0.0,0.5,0.0
2019-07-16,KOSPI_ALL,8,0.125,0.0,0.125,0.375,0.0,0.375,0.0
2019-07-16,KOSPI_EX_K200,8,0.25,0.0,0.25,0.625,0.0,0.625,0.0
2019-07-16,KOSPI_KOSDAQ_ALL,8,0.125,0.0,0.125,0.5,0.0,0.5,0.0
2019-07-23,K200,8,0.25,0.0,0.25,0.5,0.0,0.5,0.0
2019-07-23,KOSDAQ,8,0.375,0.0,0.375,0.125,0.0,0.125,0.0
2019-07-23,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.25,0.0,0.25,0.375,0.0,0.375,0.0
2019-07-23,KOSPI_ALL,8,0.125,0.0,0.125,0.375,0.0,0.375,0.0
2019-07-23,KOSPI_EX_K200,8,0.125,0.0,0.125,0.375,0.0,0.375,0.0
2019-07-23,KOSPI_KOSDAQ_ALL,8,0.25,0.0,0.25,0.375,0.0,0.375,0.0
2019-07-30,K200,8,0.0,0.0,0.0,0.375,0.0,0.375,0.0
2019-07-30,KOSDAQ,8,0.125,0.0,0.125,0.125,0.0,0.125,0.0
2019-07-30,KOSDAQ_PLUS_KOSPI_EX_K200,8,0.125,0.0,0.125,0.25,0.0,0.25,0.0
2019-07-30,KOSPI_ALL,8,0.0,0.0,0.0,0.125,0.0,0.125,0.0
2019-07-30,KOSPI_EX_K200,8,0.25,0.0,0.25,0.125,0.0,0.125,0.0
2019-07-30,KOSPI_KOSDAQ_ALL,8,0.0,0.0,0.0,0.125,0.0,0.125,0.0
2019-08-06,K200,8,0.5,0.0,0.5,0.25,0.0,0.25,0.0
