sample,universe,cut_name,factor_a,factor_b,family_pair,pair_regime,n,mean_mom_top20,mean_other_top20,mean_mom_spread20,mean_other_spread20,mkt_1d_mean,mkt_1d_median,mkt_1d_positive_share,mkt_1d_tstat,mkt_5d_mean,mkt_5d_median,mkt_5d_positive_share,mkt_5d_tstat,mkt_20d_mean,mkt_20d_median,mkt_20d_positive_share,mkt_20d_tstat,mom_top_fwd5_mean,mom_top_fwd5_positive_share,mom_top_fwd20_mean,mom_top_fwd20_positive_share,mom_spread_fwd5_mean,mom_spread_fwd5_positive_share,mom_spread_fwd20_mean,mom_spread_fwd20_positive_share,oth_top_fwd5_mean,oth_top_fwd5_positive_share,oth_top_fwd20_mean,oth_top_fwd20_positive_share,oth_spread_fwd5_mean,oth_spread_fwd5_positive_share,oth_spread_fwd20_mean,oth_spread_fwd20_positive_share
OOS,K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,GENUINE_ROTATION,12,-0.022616173757177394,0.023185436257012398,-0.052006293529461234,0.024123874724110372,-0.00013394280399276677,0.00012195475401785007,0.5,-0.02088872085099507,0.0030220891603913967,-0.001946976734768819,0.5,0.30771585626929154,0.02125710271345697,0.0006863969982288665,0.5,0.7980138314298004,-0.003594817419195758,0.3333333333333333,0.013620562301126127,0.5,-0.0010695696565581412,0.4166666666666667,0.029446953279141985,0.6666666666666666,-0.004498205836065827,0.4166666666666667,0.008815315545801311,0.5,0.0008236441778642253,0.5833333333333334,0.021229824927071973,0.9166666666666666
TRAIN,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_BREAKDOWN,13,-0.031695245628828514,-0.02791745134424487,-0.0459716098921896,-0.04008864091606238,0.002635677394504085,0.0031831721938798,0.7692307692307693,2.6441367031852567,0.002759990536510145,0.006799846048457201,0.7692307692307693,0.509024142347159,-0.008995310656843196,0.00981829654122131,0.6923076923076923,-0.3863622406394874,-0.00033930146037858554,0.5384615384615384,-0.009340882682438831,0.5384615384615384,-6.713896454128469e-05,0.6153846153846154,-0.004606569661410487,0.38461538461538464,0.0029475481134316928,0.6923076923076923,-0.00020545585045658092,0.7692307692307693,0.004291053256012276,0.6923076923076923,0.013441136021003736,0.8461538461538461
TRAIN,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_CONFIRMATION,37,0.06203073287677335,0.05252994134322029,0.0463821018065895,0.04331765083768371,-0.0020631101824856272,-0.0013973691490986,0.40540540540540543,-0.9646114412813461,-0.004247429370102788,-0.0005649145468155587,0.4864864864864865,-1.0375481918800633,-0.0048146482018093135,-0.017220361437185035,0.40540540540540543,-0.544607989646355,-0.006180811532286922,0.3783783783783784,-0.005180674518609521,0.40540540540540543,-0.00590471531593517,0.35135135135135137,0.003159830693045244,0.6216216216216216,-0.00416464661944384,0.43243243243243246,-0.0046279823107246085,0.3783783783783784,-0.0006991827076936167,0.43243243243243246,0.00527210441542371,0.5675675675675675
TRAIN,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BULLISH_STYLE_SHIFT,21,0.0267540144029424,0.05940724019131916,-0.037651670910039924,0.030158327659777842,0.0007386871662081048,0.0025483696723487,0.5714285714285714,0.35629086537376264,0.002955067534744233,0.00600067692957922,0.5238095238095238,0.7219576263120192,-0.006468310715724995,-0.009555373566155712,0.47619047619047616,-0.6963192812742095,0.009985959548730258,0.6666666666666666,-0.006603202629025277,0.3333333333333333,0.005057994331796143,0.6190476190476191,0.0025062995787962228,0.42857142857142855,0.010725166562790833,0.6666666666666666,0.007047464142902312,0.6190476190476191,0.008333481945252469,0.6190476190476191,0.03082321450579485,0.8095238095238095
TRAIN,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,DEFENSIVE_CONFIRMATION,19,-0.05964414852774087,-0.0650904116831106,0.04374952003406213,0.03680314853483208,0.0016554107797657949,-0.0005923993749411,0.47368421052631576,0.39868177214290607,0.003817082133763594,-0.0021699589400753097,0.47368421052631576,0.510179858956071,0.021927418618632507,0.017099152896478006,0.631578947368421,1.5464384906972686,-0.0012305767663290152,0.47368421052631576,0.00363216012193288,0.5263157894736842,-0.006437862578421848,0.47368421052631576,-0.023733364957548842,0.5263157894736842,-0.00066841099814538,0.42105263157894735,0.010885699752329524,0.47368421052631576,-0.004841060577925738,0.3684210526315789,-0.007702447291605899,0.42105263157894735
TRAIN,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,GENUINE_ROTATION,18,-0.021995910747532772,0.02981641078879586,-0.047954155643326786,0.03231807730215748,0.0007931158743409442,0.0018265699636739,0.6666666666666666,0.3451950477631856,-0.0010979375623871458,-0.002106212603357218,0.4444444444444444,-0.3257302356230219,0.014722560136366592,0.015792193248983545,0.6111111111111112,1.7058653583452177,-0.003268530452491177,0.3888888888888889,0.0019547053514082247,0.5,-0.0004582548351470276,0.5,-0.011769774642853356,0.3888888888888889,-0.002333622658009177,0.5,0.015264328276511141,0.6666666666666666,0.0012357183500847943,0.5555555555555556,0.004569438106090753,0.6666666666666666
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_BREAKDOWN,8,-0.04155984222785032,-0.03365510812138721,-0.05030743980153174,-0.035643724886997685,-0.005021894291823962,-0.00467193896387305,0.125,-1.511471801504677,0.00013981482065093158,-0.003761973199757052,0.5,0.016995367233963787,0.03314976013813249,0.030405250186488087,1.0,5.065968912609025,-0.004962636389609899,0.375,0.010975949141510219,0.75,-0.009079915426963778,0.25,-0.0247226606621765,0.125,0.0005042321280580497,0.5,0.02369193331167921,0.75,-0.0017572719321234873,0.625,-0.0013487886081884753,0.625
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_CONFIRMATION,37,0.10979384291303074,0.10089797642431235,0.08042084143198612,0.061829677688403195,0.0015036717983709866,0.0017364255396289,0.5675675675675675,0.5211123454764591,0.01624583963977347,0.012281811149279837,0.6216216216216216,2.3302952629404445,0.054553714573144244,0.03102628824316822,0.6756756756756757,3.7613429634982185,0.012531433983493758,0.5675675675675675,0.030259506741601095,0.5945945945945946,0.00895825468357052,0.5675675675675675,0.015807215487547484,0.5675675675675675,0.014079164375122508,0.6216216216216216,0.04191611629341373,0.5945945945945946,0.006212282489923717,0.7027027027027027,0.025507680645496054,0.7837837837837838
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BULLISH_STYLE_SHIFT,11,0.034310619573147856,0.07146084501753826,-0.04945783420494359,0.03260170306279597,0.008118558972829927,0.0031169120787593,0.5454545454545454,1.1863858227686852,0.011530307548726746,0.0042311514887228415,0.8181818181818182,1.3322252108432555,0.04792272897484992,0.010986466657236979,0.5454545454545454,1.3006484047113398,0.01044239945741121,0.45454545454545453,0.014353326010600242,0.36363636363636365,0.004153174341370983,0.6363636363636364,0.03598768478563555,0.6363636363636364,0.012690271766779327,0.7272727272727273,0.027863929532141764,0.45454545454545453,0.009121214959161328,0.6363636363636364,0.053991313523550605,0.7272727272727273
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,GENUINE_ROTATION,10,-0.023578724115240878,0.02628447396998037,-0.05911007261937749,0.02658004733100301,-0.0011194559795457402,-0.0036924803194577993,0.5,-0.14597447625471965,-0.006930951286558717,-0.007800611878161486,0.4,-0.9452652277699451,0.001234400567132038,-0.011477407366021406,0.4,0.05640980138780099,-0.012218530588264038,0.2,-0.0035624888060833857,0.4,-0.009527493223295389,0.3,0.026259403336604824,0.6,-0.00970955656475388,0.3,-0.0072509453223549404,0.4,-0.00174067763719567,0.5,0.01962676651858015,0.9
TRAIN,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_BREAKDOWN,9,-0.027178075250597726,-0.019360720534016867,-0.05610807325078356,-0.045204091656040904,0.0016737665832535003,0.001178052685386,0.6666666666666666,1.2920697511148445,-0.002882332763877375,0.004667909890195915,0.6666666666666666,-0.4502169728971504,-0.028002881271819616,0.007561254406166808,0.5555555555555556,-0.8998647222067144,-0.004838524299130888,0.4444444444444444,-0.02060366296757141,0.5555555555555556,0.005339313907168067,0.7777777777777778,0.008097340057809809,0.4444444444444444,-0.003578395732639,0.5555555555555556,-0.021830158871206665,0.6666666666666666,0.0018175464361247996,0.6666666666666666,0.00789833259054815,0.7777777777777778
TRAIN,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_CONFIRMATION,24,0.07190658598968681,0.06445275354581494,0.052084472935083094,0.05502345003573996,-0.00022703448943892958,0.0002556745341241,0.5,-0.07681719612188222,0.000922741186864872,0.0016196245842256872,0.5416666666666666,0.17965424301509464,0.0004559424272586931,-0.006209831035458246,0.4583333333333333,0.04030572052672317,-0.0029190637403899403,0.5,-0.0017358435094853714,0.4583333333333333,-0.006721719756714137,0.375,0.0010289130767038718,0.5416666666666666,-0.0014406163482797074,0.4583333333333333,-0.0042146241258055606,0.4166666666666667,-0.00432069944607525,0.375,-0.004162289657241358,0.5416666666666666
TRAIN,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BULLISH_STYLE_SHIFT,14,0.027482959703158522,0.06404899332780359,-0.040660080711463466,0.03068042309008217,-0.00040292664963542153,0.0023199460466138,0.5,-0.13716520530806692,0.006646926710458216,0.007311026773887614,0.5714285714285714,1.279470400845192,-0.006094627620563821,-0.00576933456504787,0.5,-0.6157883060106631,0.012327742086855107,0.7142857142857143,-0.013833649972604532,0.2857142857142857,0.002487238206353978,0.5,-0.011006871123732513,0.2857142857142857,0.015445026695836665,0.7857142857142857,0.005695889480295487,0.6428571428571429,0.008947673088729442,0.5714285714285714,0.0325290845519404,0.8571428571428571
TRAIN,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,DEFENSIVE_CONFIRMATION,10,-0.06957583749814572,-0.07593311494175667,0.05574700890846786,0.050121090603418815,-0.00036391514573580995,-0.00728028575672825,0.3,-0.046310340987287445,0.005746751506070563,0.007021167819509934,0.5,0.4814152904891403,0.02339694424366333,0.0340426144597215,0.7,0.9616588008755519,0.002749748226872072,0.4,0.001258126128551662,0.6,-0.025393420087352746,0.2,-0.04722059048740577,0.4,0.009994680674717949,0.5,0.018077348712461316,0.6,-0.006617178437322349,0.3,-0.014735123822541907,0.3
TRAIN,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,GENUINE_ROTATION,10,-0.023448001898061167,0.030875068886461653,-0.05424222796372907,0.03835180756648389,0.0010454197528486403,0.003932804535000551,0.8,0.26473998038365876,-0.002035692606733139,0.00024443829880460533,0.5,-0.4656945314515941,0.016506682034523157,0.016027686242769935,0.7,1.330982569497993,-0.00299701130496277,0.4,0.00818956088862407,0.6,0.0036055422118131007,0.7,0.002604306700698178,0.6,-0.00205766578890137,0.5,0.014314560092031536,0.7,0.0033837802257100703,0.6,0.0026946199518391055,0.7
OOS,K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,BROAD_CONFIRMATION,29,0.1261832000215218,0.11369856258119668,0.09500317543322746,0.06940598188764775,0.002415505033849966,0.0073599553818848,0.6206896551724138,0.6793967821661381,0.021257827203717272,0.01654204693321525,0.7241379310344828,2.5294421388273403,0.070134128710204,0.05195532747636608,0.7586206896551724,4.109286561358538,0.0143275492499362,0.5862068965517241,0.039460152609994935,0.6206896551724138,0.00913509815885403,0.5862068965517241,0.01914738950897711,0.5172413793103449,0.01624890101712252,0.6896551724137931,0.04947996403661897,0.6551724137931034,0.006245104219629541,0.6551724137931034,0.022532789911932933,0.7586206896551724
TRAIN,K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,BROAD_BREAKDOWN,16,-0.03314322853005967,-0.03169973189484929,-0.04128980305332358,-0.044091557383078794,0.002749840909148087,0.0033191584963309997,0.75,2.0927041995491087,0.00944851162805389,0.006131000636278649,0.75,2.324262294791273,0.02145552247376487,0.011790976726680382,0.75,2.9924615982405074,0.004421702210612175,0.5625,0.016052039107827515,0.6875,-0.002580890145961,0.375,-0.00672522153359377,0.3125,0.010076434902027025,0.75,0.0305732607922826,0.8125,0.004279417576456149,0.625,0.01152051431939851,0.6875
