sample,universe,cut_name,factor_a,factor_b,family_pair,pair_regime,n,mean_mom_top20,mean_other_top20,mean_mom_spread20,mean_other_spread20,mkt_1d_mean,mkt_1d_median,mkt_1d_positive_share,mkt_1d_tstat,mkt_5d_mean,mkt_5d_median,mkt_5d_positive_share,mkt_5d_tstat,mkt_20d_mean,mkt_20d_median,mkt_20d_positive_share,mkt_20d_tstat,mom_top_fwd5_mean,mom_top_fwd5_positive_share,mom_top_fwd20_mean,mom_top_fwd20_positive_share,mom_spread_fwd5_mean,mom_spread_fwd5_positive_share,mom_spread_fwd20_mean,mom_spread_fwd20_positive_share,oth_top_fwd5_mean,oth_top_fwd5_positive_share,oth_top_fwd20_mean,oth_top_fwd20_positive_share,oth_spread_fwd5_mean,oth_spread_fwd5_positive_share,oth_spread_fwd20_mean,oth_spread_fwd20_positive_share
TRAIN,KOSDAQ,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,13,-0.11964630634118058,-0.03255869252958765,-0.07370317050120649,0.09740820410962381,0.002881703798949046,0.007562747791111999,0.6923076923076923,0.8139016710312982,0.009026263297087965,0.004376738482555654,0.6153846153846154,0.8781017625657097,0.03445552067004748,0.058781188928823634,0.7692307692307693,1.6959788268937535,0.01495439089298067,0.5384615384615384,0.03529861452347733,0.6153846153846154,0.0105712344006356,0.6923076923076923,0.010692685366346471,0.5384615384615384,0.0056825138533736375,0.5384615384615384,0.031563939040028424,0.7692307692307693,-0.005510429982352432,0.46153846153846156,0.008695845074035492,0.5384615384615384
TRAIN,KOSDAQ,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,GENUINE_ROTATION,18,-0.058477579954382665,0.02550765864281511,-0.06388067233494879,0.08787279945023649,3.643185608054987e-05,-0.00242184421164635,0.4444444444444444,0.012156888554238594,0.0006686641498814265,-0.004285196019387172,0.4444444444444444,0.0988991545924965,0.004976863103455046,0.004365838215952263,0.5,0.401483165323325,-0.0023652955977422323,0.3888888888888889,-0.000512007897168956,0.5,-0.002241529005635539,0.5,-0.0013306951193845446,0.3888888888888889,0.002663014741061405,0.6111111111111112,0.00826525175607736,0.5,0.00822288218837987,0.6111111111111112,0.019731831593092133,0.6666666666666666
OOS,KOSDAQ,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,14,-0.1695353428593655,-0.061662142255345324,-0.0897564704209531,0.11737758676467326,0.003572368215267108,-0.0030010068952797497,0.42857142857142855,0.4240701797375476,0.009567871576564382,0.011125358144232593,0.5384615384615384,0.48185441066879975,0.027297617768672296,0.036012621355381844,0.8,0.7943217527949528,0.015823170015696237,0.5384615384615384,0.048243993718896094,0.9,-0.0016805503302367607,0.6153846153846154,0.021656969466116217,0.8,0.011923747290588184,0.5384615384615384,0.019833692878636032,0.7,0.0010137589496383224,0.6153846153846154,-0.04243379447190193,0.3
TRAIN,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_BREAKDOWN,12,-0.11360936494914715,-0.11568551342375621,-0.04978669427077261,-0.05454812340289408,-0.00027973616514789183,0.0003624800324176999,0.5,-0.034760812289320195,0.01804885991612586,0.012446772608602923,0.5833333333333334,0.9507775923715652,0.05167673455495153,0.021137669020609588,0.5833333333333334,1.4045933738731482,0.0140987879472985,0.6666666666666666,0.018952663170554922,0.5,-0.00607543527929598,0.5833333333333334,-0.04846608616323548,0.16666666666666666,0.012793641107241252,0.6666666666666666,0.04617296329917837,0.6666666666666666,0.0013143079581779758,0.5,0.01668571079381485,0.75
TRAIN,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_CONFIRMATION,27,0.07135207001227947,0.07717170789017141,0.05527463891930053,0.04827971512512875,-0.0011971734664493333,0.0004290916192584,0.5555555555555556,-0.7288029104019857,0.0015138943082953465,1.3948069737815922e-05,0.5185185185185185,0.3015117173948794,-0.012687642456882491,-0.018047835664964818,0.4074074074074074,-1.1733184539338943,-0.002187689518134536,0.37037037037037035,-0.01611595177548506,0.48148148148148145,-0.0034136346333121367,0.4444444444444444,0.001489960376571597,0.5555555555555556,-0.0012984173600969113,0.5185185185185185,-0.012952720604131095,0.3333333333333333,-0.003995098868376975,0.4074074074074074,-0.009545121066497816,0.4444444444444444
TRAIN,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BULLISH_STYLE_SHIFT,16,0.04002893512047237,0.08971185536991184,-0.07627678783618605,0.05504599632721869,0.0044886468428954,0.0032895305526316,0.6875,1.7835278847163483,0.01058120097078459,0.008614419391615965,0.8125,2.0533748549928976,0.010569771721057372,0.008768282278537796,0.6875,1.7305322129257492,0.00414237450287205,0.5625,-0.009954042143879932,0.4375,-0.02022736001042221,0.25,-0.03356647220518016,0.3125,0.009652714594685642,0.625,0.02112284753312821,0.8125,-0.002995960382729406,0.4375,-0.01067423660119255,0.4375
TRAIN,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,35,-0.09985199253460504,-0.03521887737878132,-0.055577606543769205,0.054616686825776216,0.0006561606607047609,0.0064538569088284,0.6571428571428571,0.25093525448197146,0.002968249401255902,0.006734816497690355,0.6,0.5419776402256767,0.006357589602969073,0.009802052447064639,0.5428571428571428,0.5189762389789688,0.007680837917891393,0.5714285714285714,0.013689504051434542,0.5714285714285714,0.007577765032310928,0.6,0.014769657276436818,0.6,0.0019415129098175757,0.6,0.005259171348336108,0.5142857142857142,0.0036058570005891594,0.6,0.0061046528851164475,0.5714285714285714
TRAIN,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,GENUINE_ROTATION,21,-0.055293892436373386,0.03333468313144,-0.06473209157670573,0.0665875003524113,0.0019563444039172755,-0.0014446398339909,0.47619047619047616,0.6666526942206131,0.003348261068520878,0.0071288865958678465,0.5714285714285714,0.5678703242152585,0.009444911187544421,0.002774933163700019,0.5714285714285714,0.9610390455724663,-0.0015838106267303607,0.47619047619047616,0.008783301816564584,0.5714285714285714,-0.005023240782567991,0.42857142857142855,0.00656193931520259,0.5238095238095238,0.0040331134183762725,0.6666666666666666,0.0059362965338014655,0.5238095238095238,0.006826102634419244,0.5714285714285714,0.009699180351394308,0.5714285714285714
OOS,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_CONFIRMATION,19,0.07022847015187836,0.05561898871397969,0.07264851394134482,0.04446730129833418,-0.0061044760559101794,0.0013195510404126,0.5263157894736842,-0.7630608958720958,-0.0010162116705053255,-0.0004544248431323901,0.47368421052631576,-0.12707685356237114,0.01975336567932821,0.030181302654405693,0.7368421052631579,1.5198494302324739,-0.0009925385028917162,0.47368421052631576,0.03333856246279939,0.7368421052631579,-0.0006572474938331407,0.5263157894736842,0.014711936257480246,0.5789473684210527,0.0028575328627713516,0.47368421052631576,0.025021779559629552,0.5263157894736842,0.0028145608256787565,0.5789473684210527,0.0004902709924607425,0.5789473684210527
OOS,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_CONFIRMATION,9,-0.054425032820301346,-0.0419755371098764,0.06235997373394267,0.08034038188087134,0.008585269339127424,0.0050584602273634,0.6666666666666666,1.0677996045392852,0.01855173003776187,0.017175269312204658,0.6666666666666666,0.9999093701136554,-0.008763703583098498,0.014098756024088863,0.6666666666666666,-0.28246315363498037,0.026315358037386383,0.7777777777777778,0.003247138080387741,0.7777777777777778,0.02547853068867139,0.6666666666666666,-0.010963160206009478,0.5555555555555556,0.013562717968166552,0.6666666666666666,0.026152787184701154,0.7777777777777778,-0.005349311898826131,0.4444444444444444,0.04688514139903266,0.6666666666666666
OOS,KOSDAQ,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,21,-0.13767358937895557,-0.05721067352772743,-0.07289412274633575,0.08512416977080782,0.002232639835307715,-0.0012030531436339,0.47619047619047616,0.37020539808473674,0.0036809075938204665,-0.0017966869708319,0.5,0.27906816406805274,0.01460441937511463,0.017007639523354986,0.7058823529411765,0.6130067511536118,0.008853542188124546,0.55,0.030598531158902476,0.7647058823529411,0.0007873961594084107,0.6,0.015813304817059254,0.6470588235294118,0.008201590169704816,0.45,0.025442108193068462,0.7647058823529411,0.0021291118448847094,0.55,0.008850880839882568,0.5882352941176471
TRAIN,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_BREAKDOWN,9,-0.1274329184462181,-0.13614764344068908,-0.05735771111562395,-0.06417149127992067,0.0014490420471663342,0.0027076223596525,0.5555555555555556,0.13611473907779217,0.023917280807093013,0.02023725727366585,0.6666666666666666,0.9494298390553616,0.06502514386799825,0.040126217281893195,0.5555555555555556,1.3327841050948939,0.021488348948467753,0.6666666666666666,0.028708174577581028,0.5555555555555556,-0.00754012236059785,0.5555555555555556,-0.051598997078882686,0.2222222222222222,0.017713082794209713,0.6666666666666666,0.06155717152129224,0.7777777777777778,0.00018492162781575668,0.4444444444444444,0.016687458222024443,0.6666666666666666
TRAIN,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_CONFIRMATION,20,0.07430008115626659,0.07451758647882217,0.06204510345818046,0.05101920180410944,-0.0021259280979327,-0.0010255563959783499,0.5,-1.0247744175853708,-0.0034002110923965823,-0.004212342463429692,0.45,-0.6076913671536924,-0.0168013989242353,-0.02397508989773872,0.4,-1.5499612489838075,-0.009451073696578882,0.3,-0.024461634552765753,0.45,-0.0064724583560998115,0.4,-0.005015830003729416,0.55,-0.00610686331916001,0.45,-0.020391342945193524,0.25,-0.005427291641945915,0.4,-0.014493803080015816,0.4
TRAIN,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BULLISH_STYLE_SHIFT,14,0.045063046511197226,0.0965404813369766,-0.08351184058517117,0.060112794993900834,0.004920345966819578,0.00360140875503725,0.6428571428571429,1.7147277153853564,0.012409032951852745,0.008614419391615965,0.8571428571428571,2.5389275276592334,0.008675605369010676,0.008204014147558674,0.6428571428571429,1.2988905563511968,0.0047090062695465,0.5714285714285714,-0.016935161673317323,0.35714285714285715,-0.023704081728981804,0.21428571428571427,-0.041643499545620806,0.21428571428571427,0.01270076749079298,0.6428571428571429,0.0185477930811019,0.7857142857142857,-0.002646531126806908,0.42857142857142855,-0.010005335038839087,0.42857142857142855
TRAIN,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,27,-0.10556323620178049,-0.03231881912355962,-0.06168247929852078,0.06147315301653816,0.0029260517878398375,0.0071040571673991,0.6666666666666666,1.3507700514359944,0.006812907802349877,0.008999968070690019,0.6666666666666666,1.0520237945089803,0.009349713551684298,0.018421386021005105,0.5925925925925926,0.6567720791517978,0.010755228801176882,0.6296296296296297,0.01549651281461492,0.5925925925925926,0.00856158965202868,0.6296296296296297,0.01874900858768746,0.5925925925925926,0.004977860605633801,0.6296296296296297,0.00536789321278765,0.5185185185185185,0.003118958187093203,0.5925925925925926,0.0014933370420543352,0.5555555555555556
TRAIN,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,GENUINE_ROTATION,20,-0.05359587835928289,0.034198557256154824,-0.06058140884991636,0.0688607436494221,0.0022811722619059697,0.0008898630007612501,0.5,0.7439719006147869,0.004061121949054702,0.009334135564194046,0.6,0.6599949216089809,0.009792463889704105,0.009371905014529685,0.55,0.9483617429417124,-0.0026255665790563144,0.45,0.008133930643907383,0.55,-0.008722772615929256,0.4,0.0037707055129957145,0.5,0.0036236383958790303,0.65,0.006641122002737654,0.55,0.005103321727693835,0.55,0.009194758633835426,0.55
OOS,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_CONFIRMATION,15,0.06833797077230908,0.05312323972819833,0.07552921644905604,0.04965047440999433,0.0029923575009392998,0.0021585767477764,0.6,0.9826981118165576,0.0014478498359477125,-0.012015298717662434,0.4666666666666667,0.18690164667618456,0.02459297333605178,0.030181302654405693,0.8,1.9917200783683262,0.0018194495751376856,0.4,0.04455981426669097,0.8,-0.001394753937993739,0.5333333333333333,0.018677002546631374,0.6,0.008771887845499734,0.4666666666666667,0.04406016494514349,0.6666666666666666,0.006888393962361601,0.6,0.01937049022880227,0.6666666666666666
OOS,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_CONFIRMATION,9,-0.054425032820301346,-0.0419755371098764,0.06235997373394267,0.08034038188087134,0.008585269339127424,0.0050584602273634,0.6666666666666666,1.0677996045392852,0.01855173003776187,0.017175269312204658,0.6666666666666666,0.9999093701136554,-0.008763703583098498,0.014098756024088863,0.6666666666666666,-0.28246315363498037,0.026315358037386383,0.7777777777777778,0.003247138080387741,0.7777777777777778,0.02547853068867139,0.6666666666666666,-0.010963160206009478,0.5555555555555556,0.013562717968166552,0.6666666666666666,0.026152787184701154,0.7777777777777778,-0.005349311898826131,0.4444444444444444,0.04688514139903266,0.6666666666666666
OOS,KOSDAQ,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,17,-0.15842761454347246,-0.06450456441965363,-0.08466995084222484,0.09286004143271545,0.0031706930075551835,-0.0032816866629498,0.4117647058823529,0.4566769779893788,0.004333679410962136,-0.0035718664922580294,0.5,0.26521067331461157,0.02584337183782467,0.029650059351691734,0.7692307692307693,0.9740935712517531,0.008346886607676518,0.5,0.04371456579339327,0.8461538461538461,-0.0025015335020862808,0.5625,0.024796514207090854,0.7692307692307693,0.010029181386322434,0.5,0.032302908913165354,0.8461538461538461,0.0017226161254628239,0.5625,0.005433373068772178,0.6153846153846154
TRAIN,KOSDAQ,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BROAD_CONFIRMATION,9,0.07954982360606813,0.06527020937517232,0.0715106369296525,0.05989073527122107,-0.0012289527555732664,0.0002073998584739,0.5555555555555556,-0.6984608998965938,0.0001102869150558354,-0.0033167356032203434,0.4444444444444444,0.02080358653641871,-0.03890612458336945,-0.031097688502864193,0.2222222222222222,-2.6485562549182275,-0.01008008628647101,0.3333333333333333,-0.05503321546279668,0.1111111111111111,-0.0024629867310078124,0.3333333333333333,-0.005703948219561217,0.4444444444444444,-0.005384303671606912,0.4444444444444444,-0.04465914719230441,0.1111111111111111,6.244115137479992e-05,0.5555555555555556,0.004126579728263691,0.4444444444444444
TRAIN,KOSDAQ,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,BULLISH_STYLE_SHIFT,8,0.05103402690883435,0.11327632981955982,-0.08412951133163188,0.07803100348216442,0.004903062871943325,0.003875259929767,0.75,1.633158835682049,0.015732805828839902,0.011915416942495437,1.0,3.013692582354193,0.011311726432454873,0.01241020516365659,0.75,1.6779500540949912,0.01211344487834915,0.75,-0.020641055593335497,0.375,-0.023429683072462175,0.25,-0.0644019287664761,0.125,0.016435734919430123,0.75,0.01953308546072595,0.875,0.0012120126456716376,0.5,-0.0063472224472908845,0.5
TRAIN,KOSDAQ,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,17,-0.11436260122083712,-0.03329992906344518,-0.07342964868576975,0.0744453140221907,0.0010719734995561117,0.0045733591434023,0.5882352941176471,0.3587528658673376,0.0068266017358279895,0.004376738482555654,0.5882352941176471,0.7564263437265605,0.017320946971160343,0.028915220998202786,0.5882352941176471,1.0018000888771432,0.013663941443981989,0.5882352941176471,0.013989215000913808,0.5294117647058824,0.013710674669985531,0.7058823529411765,0.005243615607526325,0.4117647058823529,0.004389248130392411,0.5882352941176471,0.018076912273782674,0.5882352941176471,0.00015337456679237674,0.5294117647058824,0.003176734904621931,0.5882352941176471
TRAIN,KOSDAQ,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,GENUINE_ROTATION,14,-0.05725293769666256,0.03738209707963217,-0.0661222448807788,0.07827680243031554,0.002053813301373014,0.00074842436503985,0.5,0.5742253837505837,0.005816037662672202,0.010579333249881225,0.5714285714285714,0.8303771379162168,0.01427521669242546,0.02096194701657241,0.5714285714285714,1.1362553637488713,0.004640778859232349,0.5,0.02119129887309044,0.5714285714285714,0.00017082522271465023,0.5,0.016684346540932687,0.5714285714285714,0.004541838312132686,0.5714285714285714,0.008658621151033798,0.5714285714285714,0.0027848519482956227,0.5,0.005547818903315706,0.5
OOS,KOSDAQ,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,DEFENSIVE_ROTATION,15,-0.16537192142572135,-0.06481614148339743,-0.08922440615316267,0.10056863936673244,0.0029919359457363072,-0.0047989606469256,0.4,0.3804709457967569,0.006757334895791019,0.0005560312824031141,0.5,0.36335590854284894,0.022633446447201378,0.017007639523354986,0.7272727272727273,0.7200505145809831,0.011681048462664085,0.5,0.043284326369568575,0.8181818181818182,-0.001816563346594878,0.5714285714285714,0.026162932988770635,0.8181818181818182,0.011809913657433408,0.5714285714285714,0.03269320550882746,0.8181818181818182,-0.0007343963349881992,0.5,0.006848194514330618,0.6363636363636364
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_BREAKDOWN,14,-0.07871637307109028,-0.07195465533772714,-0.05937688726019066,-0.03928023393214136,0.003543965472683186,0.00213266237996795,0.5714285714285714,0.6676530645145463,0.009331114779362059,0.007082095667786806,0.5714285714285714,0.7606419582030983,0.023802723090940142,0.007292268504924772,0.5,1.0981566729428072,0.009150036286189897,0.5714285714285714,0.023382660065892808,0.6428571428571429,0.01628997958897378,0.7857142857142857,0.018679308848040272,0.7142857142857143,0.003372485494234345,0.5,0.023498810465308797,0.5714285714285714,-0.003761950390930536,0.5,0.0025512886144332986,0.5714285714285714
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_CONFIRMATION,34,0.08398491159212515,0.07074947749880589,0.06528060493693522,0.03133522952161433,4.9777685672191444e-05,0.00311928371931765,0.6176470588235294,0.026602729626804936,0.005486592404560363,0.012441456570226083,0.6176470588235294,1.007310829584992,-0.014719288552521156,-0.012428616895698614,0.47058823529411764,-1.5610533480242654,0.005016505730004601,0.5294117647058824,-0.02298282667208375,0.38235294117647056,0.000986070389726521,0.5588235294117647,0.0013222673928132242,0.5588235294117647,0.002971673640751421,0.6176470588235294,-0.02234758959938047,0.29411764705882354,-0.003020349257992597,0.4117647058823529,-0.0011466860076278017,0.4117647058823529
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BULLISH_STYLE_SHIFT,13,0.022464247650564866,0.07178581617290473,-0.0819790555815127,0.05139396432325394,-0.0006178392047609462,-0.0010108835776786,0.46153846153846156,-0.43542634717934264,0.003193841382544946,0.009804978554694586,0.7692307692307693,0.3810877379254143,0.018423787194849793,0.02185348023795293,0.8461538461538461,2.1035127365757478,0.0009489723916114082,0.6153846153846154,0.024579979570992536,0.6923076923076923,-0.017966814441133953,0.23076923076923078,-0.011619862231147518,0.6153846153846154,0.0018626878263772006,0.6923076923076923,0.023939870213281613,0.7692307692307693,-0.0012392370832363605,0.23076923076923078,-0.005631384673283117,0.38461538461538464
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,DEFENSIVE_CONFIRMATION,8,-0.073022232333057,-0.0657902078721423,0.03803371290905465,0.033751390125243516,0.011242022728462624,0.00763051420388095,0.75,2.037333177991933,0.029562626611792018,0.037365709285737625,0.75,2.9110782787570892,0.06472793013515801,0.06755007739619821,0.875,4.092820471000989,0.01985644322175841,0.75,0.04150471572440695,0.875,-0.015370469729785338,0.375,-0.030429411897362146,0.5,0.029753118375032365,0.875,0.0820374209673371,0.875,-0.0017509608617407946,0.625,0.02453685448558271,0.625
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,DEFENSIVE_ROTATION,38,-0.08398942240738971,-0.04607768841525153,-0.0537662849935382,0.030308890109410788,0.003135373275362468,0.0045859689686087,0.6578947368421053,1.633075174572193,0.0015675274466322921,0.009520527529236872,0.6052631578947368,0.28408098393764086,0.005274531728731621,0.002531485841193412,0.5,0.47229989285931,0.002195156479933488,0.5,0.009410491716804642,0.5,0.0013298604265652664,0.5526315789473685,0.0010717202382040396,0.47368421052631576,-0.0014749243721629516,0.5,0.0006240190361292156,0.47368421052631576,-0.0019085282724261737,0.5,-0.002091482002059827,0.47368421052631576
TRAIN,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,GENUINE_ROTATION,15,-0.0461712118215933,0.01881891496942125,-0.06616820215112439,0.04163572479611028,-0.007932193690739213,-0.0036570226121059,0.3333333333333333,-1.5848740731859507,-0.0015619910892236966,-0.003107754143206227,0.4,-0.2623011201279132,0.007961879257780993,0.03596954630710641,0.5333333333333333,0.5420109351668466,-0.009065288555062785,0.3333333333333333,-0.007286903773821255,0.6,-0.011156584453242933,0.3333333333333333,-0.032226152408774134,0.4,0.0007486981816147125,0.4,0.014080948948529959,0.6666666666666666,0.0067347501944919124,0.6666666666666666,0.009447761606705811,0.6666666666666666
OOS,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_CONFIRMATION,12,0.15501879085339856,0.13306498063619407,0.08495260532098975,0.042784654011065903,0.0021595838980197155,0.009274964570277,0.6666666666666666,0.3122546372174764,-0.011877956440148343,-0.005989240754543909,0.25,-1.3859792417837888,-0.006546295757001802,-0.0025204508119948833,0.5,-0.17557858733539458,-0.005528682234583274,0.5,0.020315973042996604,0.6666666666666666,0.011371213487882456,0.6666666666666666,0.0544340232851852,0.75,-0.010641061369143058,0.4166666666666667,0.007615251623065099,0.6666666666666666,-9.096367692808191e-05,0.4166666666666667,0.025849172624677442,0.9166666666666666
OOS,KOSDAQ,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,DEFENSIVE_ROTATION,14,-0.17050390448032518,-0.10880945653435956,-0.08614329656241845,0.04953490207790208,-0.0036018697425674426,-0.00515804000741545,0.2857142857142857,-0.41480548474357853,-0.010393562389438213,-0.029210764203677773,0.2857142857142857,-0.5673957023248358,-0.0091542699761536,0.016029488993651947,0.5454545454545454,-0.2722987627887627,-0.011079872034560321,0.2857142857142857,-0.0035710554889490024,0.6363636363636364,-0.011353106229571515,0.42857142857142855,-0.011230950392621553,0.6363636363636364,-0.008187048855489685,0.35714285714285715,0.0037354587505804963,0.6363636363636364,0.0007186828737042571,0.5,0.003044084294737802,0.45454545454545453
TRAIN,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_BREAKDOWN,12,-0.08105644285990207,-0.07355506532271543,-0.06573475161671886,-0.039052554842083614,0.0053172902542291504,0.00296599409758295,0.6666666666666666,0.8806157290778466,0.01160063241649628,0.008867092674226359,0.5833333333333334,0.8163392024618694,0.027615030783760902,0.007292268504924772,0.5,1.146691217914396,0.010563534553924753,0.5833333333333334,0.024427485789739283,0.6666666666666666,0.01521688772722688,0.75,0.013766350080798831,0.6666666666666666,0.005480914138739819,0.5833333333333334,0.026148617262181335,0.5833333333333334,-0.003796289870210825,0.5,0.0029998688831054665,0.5833333333333334
TRAIN,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_CONFIRMATION,26,0.08787134026961976,0.06964611251101256,0.06931747757381027,0.03233531785770128,-0.0010086132203324038,0.0029537897466453003,0.5769230769230769,-0.4430150101385378,0.0009483127456767736,0.006436595790536405,0.5384615384615384,0.1488593935299467,-0.014334436587737441,-0.006197432586221533,0.5,-1.2170111246108768,0.0016583945549707856,0.5,-0.01888756419311048,0.4230769230769231,0.0025241298313464005,0.6153846153846154,0.004180932528162224,0.6153846153846154,-0.001030113140386462,0.5769230769230769,-0.02102535034825029,0.3076923076923077,-0.00419219730914562,0.34615384615384615,-0.0036430821248626313,0.34615384615384615
TRAIN,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BULLISH_STYLE_SHIFT,12,0.021245957145126188,0.07345940438053573,-0.08706681891141127,0.05406803277426366,-0.00020074504472334165,0.0005256261061049,0.5,-0.13615457993652044,0.0018688129454922289,0.008495869108831015,0.75,0.20772988135128664,0.018137979441257866,0.01945517117817591,0.8333333333333334,1.9059484812821472,-0.0015567611336996827,0.5833333333333334,0.02339805896690193,0.6666666666666666,-0.02163214522660265,0.16666666666666666,-0.015948758399249707,0.5833333333333334,-0.00023972695059883286,0.6666666666666666,0.023430922839616536,0.75,-0.0008056232764332244,0.25,-0.0015680717181702313,0.4166666666666667
TRAIN,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,DEFENSIVE_ROTATION,31,-0.08542088913261771,-0.04527565994103258,-0.058643023192390134,0.03286127644539721,0.003385404722360061,0.0045985787938151,0.6451612903225806,1.4841198934497277,0.007024980521027283,0.014029779903894602,0.6774193548387096,1.2410850475163795,0.008425386704045365,0.009802052447064639,0.5161290322580645,0.6582279202599537,0.0088137306200512,0.5483870967741935,0.013437996782017217,0.5161290322580645,0.0037899779477717195,0.5806451612903226,0.0034425528513756065,0.45161290322580644,0.00511362261695007,0.5806451612903226,0.005955363059408444,0.4838709677419355,-0.002757313393585965,0.45161290322580644,-0.0029097977917996267,0.4838709677419355
TRAIN,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,GENUINE_ROTATION,15,-0.0461712118215933,0.01881891496942125,-0.06616820215112439,0.04163572479611028,-0.007932193690739213,-0.0036570226121059,0.3333333333333333,-1.5848740731859507,-0.0015619910892236966,-0.003107754143206227,0.4,-0.2623011201279132,0.007961879257780993,0.03596954630710641,0.5333333333333333,0.5420109351668466,-0.009065288555062785,0.3333333333333333,-0.007286903773821255,0.6,-0.011156584453242933,0.3333333333333333,-0.032226152408774134,0.4,0.0007486981816147125,0.4,0.014080948948529959,0.6666666666666666,0.0067347501944919124,0.6666666666666666,0.009447761606705811,0.6666666666666666
OOS,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,BROAD_CONFIRMATION,12,0.15501879085339856,0.13306498063619407,0.08495260532098975,0.042784654011065903,0.0021595838980197155,0.009274964570277,0.6666666666666666,0.3122546372174764,-0.011877956440148343,-0.005989240754543909,0.25,-1.3859792417837888,-0.006546295757001802,-0.0025204508119948833,0.5,-0.17557858733539458,-0.005528682234583274,0.5,0.020315973042996604,0.6666666666666666,0.011371213487882456,0.6666666666666666,0.0544340232851852,0.75,-0.010641061369143058,0.4166666666666667,0.007615251623065099,0.6666666666666666,-9.096367692808191e-05,0.4166666666666667,0.025849172624677442,0.9166666666666666
OOS,KOSDAQ,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,DEFENSIVE_ROTATION,13,-0.17637558550609084,-0.11108352443442392,-0.0907614552308583,0.05231575765744453,-0.0007624705006448537,-0.0051341158276949,0.3076923076923077,-0.08602458170733289,-0.008989845153772474,-0.029779641954262692,0.3076923076923077,-0.4557003127288633,0.0025475954035924673,0.016518564258503468,0.6,0.0731176217027492,-0.008840693474650576,0.3076923076923077,0.008393475395735229,0.7,-0.010765604270017501,0.46153846153846156,-0.008204949489489332,0.7,-0.006511690744973113,0.38461538461538464,0.013316783021392808,0.7,0.00045482064490936895,0.46153846153846156,0.0007548286698483841,0.4
