date,universe,factor,family,cut_name,top_abs_20d,bottom_abs_20d,spread_20d,legacy_ls_compound_20d,relative_state,preferred_abs_sign,state5,state6,strength_vs_cut
2016-04-25,K200,MOM1M,MOMENTUM,Q25,0.06816480873482189,0.01933461344913434,0.04883019528568755,0.046518699596459934,WORKING,POS,W+,W+,4.23674844569982
2016-04-25,K200,MOM1M,MOMENTUM,Q33,0.06816480873482189,0.01933461344913434,0.04883019528568755,0.046518699596459934,WORKING,POS,W+,W+,3.037333783000977
2016-04-25,K200,MOM1M,MOMENTUM,Q50,0.06816480873482189,0.01933461344913434,0.04883019528568755,0.046518699596459934,WORKING,POS,W+,W+,1.8577245661143007
2016-05-02,K200,MOM1M,MOMENTUM,Q25,0.036835519105831604,0.013437328192852371,0.023398190912979233,0.022130977614004177,WORKING,POS,W+,W+,2.030142382244552
2016-05-02,K200,MOM1M,MOMENTUM,Q33,0.036835519105831604,0.013437328192852371,0.023398190912979233,0.022130977614004177,WORKING,POS,W+,W+,1.4554133012433155
2016-05-02,K200,MOM1M,MOMENTUM,Q50,0.036835519105831604,0.013437328192852371,0.023398190912979233,0.022130977614004177,NEUTRAL,POS,N,N+,0.8901744874736247
2016-05-11,K200,MOM1M,MOMENTUM,Q25,0.02223959181323143,0.0042187437660135,0.01802084804721793,0.01695251329828329,WORKING,POS,W+,W+,1.5635776082309019
2016-05-11,K200,MOM1M,MOMENTUM,Q33,0.02223959181323143,0.0042187437660135,0.01802084804721793,0.01695251329828329,WORKING,POS,W+,W+,1.120932043214365
2016-05-11,K200,MOM1M,MOMENTUM,Q50,0.02223959181323143,0.0042187437660135,0.01802084804721793,0.01695251329828329,NEUTRAL,POS,N,N+,0.6855957041265863
2016-05-18,K200,MOM1M,MOMENTUM,Q25,0.0011450509904289419,-0.03482822317526957,0.03597327416569851,0.03684061749530465,WORKING,POS,W+,W+,3.1212185926466884
2016-05-18,K200,MOM1M,MOMENTUM,Q33,0.0011450509904289419,-0.03482822317526957,0.03597327416569851,0.03684061749530465,WORKING,POS,W+,W+,2.2376081084537054
2016-05-18,K200,MOM1M,MOMENTUM,Q50,0.0011450509904289419,-0.03482822317526957,0.03597327416569851,0.03684061749530465,WORKING,POS,W+,W+,1.3685883242979964
2016-05-25,K200,MOM1M,MOMENTUM,Q25,-0.03710812019122067,-0.047140191294438805,0.010032071103218132,0.010109467676583161,NEUTRAL,NEG,N,N-,0.87043194083165
2016-05-25,K200,MOM1M,MOMENTUM,Q33,-0.03710812019122067,-0.047140191294438805,0.010032071103218132,0.010109467676583161,NEUTRAL,NEG,N,N-,0.6240144709026688
2016-05-25,K200,MOM1M,MOMENTUM,Q50,-0.03710812019122067,-0.047140191294438805,0.010032071103218132,0.010109467676583161,NEUTRAL,NEG,N,N-,0.3816659922905591
2016-06-01,K200,MOM1M,MOMENTUM,Q25,-0.02246762175414463,-0.007752452691948131,-0.014715169062196498,-0.014854360488537943,REVERSE,NEG,R-,R-,-1.2767606045340691
2016-06-01,K200,MOM1M,MOMENTUM,Q33,-0.02246762175414463,-0.007752452691948131,-0.014715169062196498,-0.014854360488537943,NEUTRAL,NEG,N,N-,-0.9153123360184592
2016-06-01,K200,MOM1M,MOMENTUM,Q50,-0.02246762175414463,-0.007752452691948131,-0.014715169062196498,-0.014854360488537943,NEUTRAL,NEG,N,N-,-0.5598325155455633
2016-06-09,K200,MOM1M,MOMENTUM,Q25,0.009804668806169925,0.017258705288377474,-0.007454036482207549,-0.007174129036216947,NEUTRAL,POS,N,N+,-0.6467489489938442
2016-06-09,K200,MOM1M,MOMENTUM,Q33,0.009804668806169925,0.017258705288377474,-0.007454036482207549,-0.007174129036216947,NEUTRAL,POS,N,N+,-0.46365566827390503
2016-06-09,K200,MOM1M,MOMENTUM,Q50,0.009804668806169925,0.017258705288377474,-0.007454036482207549,-0.007174129036216947,NEUTRAL,POS,N,N+,-0.28358573232591583
2016-06-16,K200,MOM1M,MOMENTUM,Q25,-0.03833875811049958,-0.020423513277321725,-0.017915244833177857,-0.017606746000589313,REVERSE,NEG,R-,R-,-1.5544149528221425
2016-06-16,K200,MOM1M,MOMENTUM,Q33,-0.03833875811049958,-0.020423513277321725,-0.017915244833177857,-0.017606746000589313,REVERSE,NEG,R-,R-,-1.1143633164722173
2016-06-16,K200,MOM1M,MOMENTUM,Q50,-0.03833875811049958,-0.020423513277321725,-0.017915244833177857,-0.017606746000589313,NEUTRAL,NEG,N,N-,-0.6815780735634669
2016-06-23,K200,MOM1M,MOMENTUM,Q25,-0.02617348189544544,0.006050083022701269,-0.03222356491814671,-0.031797141843247445,REVERSE,NEG,R-,R-,-2.795875334577684
2016-06-23,K200,MOM1M,MOMENTUM,Q33,-0.02617348189544544,0.006050083022701269,-0.03222356491814671,-0.031797141843247445,REVERSE,NEG,R-,R-,-2.0043688492742837
2016-06-23,K200,MOM1M,MOMENTUM,Q50,-0.02617348189544544,0.006050083022701269,-0.03222356491814671,-0.031797141843247445,REVERSE,NEG,R-,R-,-1.225932188187791
2016-06-30,K200,MOM1M,MOMENTUM,Q25,-0.0369736810020016,-0.020607700810668206,-0.016365980191333396,-0.016492600236757027,REVERSE,NEG,R-,R-,-1.419993115577594
2016-06-30,K200,MOM1M,MOMENTUM,Q33,-0.0369736810020016,-0.020607700810668206,-0.016365980191333396,-0.016492600236757027,REVERSE,NEG,R-,R-,-1.0179960214419157
2016-06-30,K200,MOM1M,MOMENTUM,Q50,-0.0369736810020016,-0.020607700810668206,-0.016365980191333396,-0.016492600236757027,NEUTRAL,NEG,N,N-,-0.6226369415911702
2016-07-07,K200,MOM1M,MOMENTUM,Q25,-0.06064463884360172,-0.04162806987272538,-0.019016568970876335,-0.019792090537481766,REVERSE,NEG,R-,R-,-1.6499712638568715
2016-07-07,K200,MOM1M,MOMENTUM,Q33,-0.06064463884360172,-0.04162806987272538,-0.019016568970876335,-0.019792090537481766,REVERSE,NEG,R-,R-,-1.1828678348321198
2016-07-07,K200,MOM1M,MOMENTUM,Q50,-0.06064463884360172,-0.04162806987272538,-0.019016568970876335,-0.019792090537481766,NEUTRAL,NEG,N,N-,-0.7234774944829813
2016-07-14,K200,MOM1M,MOMENTUM,Q25,0.003148442687642694,0.006476089956805042,-0.003327647269162348,-0.003794407169633307,NEUTRAL,POS,N,N+,-0.2887230803189756
2016-07-14,K200,MOM1M,MOMENTUM,Q33,0.003148442687642694,0.006476089956805042,-0.003327647269162348,-0.003794407169633307,NEUTRAL,POS,N,N+,-0.20698617749538725
2016-07-14,K200,MOM1M,MOMENTUM,Q50,0.003148442687642694,0.006476089956805042,-0.003327647269162348,-0.003794407169633307,NEUTRAL,POS,N,N+,-0.12659896285727126
2016-07-21,K200,MOM1M,MOMENTUM,Q25,0.010533780930572334,-0.014387041024805591,0.024920821955377925,0.025154084291948653,WORKING,POS,W+,W+,2.162253357113985
2016-07-21,K200,MOM1M,MOMENTUM,Q33,0.010533780930572334,-0.014387041024805591,0.024920821955377925,0.025154084291948653,WORKING,POS,W+,W+,1.5501239342249344
2016-07-21,K200,MOM1M,MOMENTUM,Q50,0.010533780930572334,-0.014387041024805591,0.024920821955377925,0.025154084291948653,NEUTRAL,POS,N,N+,0.9481023551801331
2016-07-28,K200,MOM1M,MOMENTUM,Q25,0.013857285266646091,-0.0009973400964290446,0.014854625363075136,0.014856617496466384,WORKING,POS,W+,W+,1.2888605206317587
2016-07-28,K200,MOM1M,MOMENTUM,Q33,0.013857285266646091,-0.0009973400964290446,0.014854625363075136,0.014856617496466384,NEUTRAL,POS,N,N+,0.9239867910648266
2016-07-28,K200,MOM1M,MOMENTUM,Q50,0.013857285266646091,-0.0009973400964290446,0.014854625363075136,0.014856617496466384,NEUTRAL,POS,N,N+,0.5651380727837834
2016-08-04,K200,MOM1M,MOMENTUM,Q25,-0.010129452328566213,-0.01925947299588371,0.009130020667317496,0.009307339597296016,NEUTRAL,NEG,N,N-,0.792165598461214
2016-08-04,K200,MOM1M,MOMENTUM,Q33,-0.010129452328566213,-0.01925947299588371,0.009130020667317496,0.009307339597296016,NEUTRAL,NEG,N,N-,0.5679051670814977
2016-08-04,K200,MOM1M,MOMENTUM,Q50,-0.010129452328566213,-0.01925947299588371,0.009130020667317496,0.009307339597296016,NEUTRAL,NEG,N,N-,0.3473478568654914
2016-08-11,K200,MOM1M,MOMENTUM,Q25,0.0040129772506452,0.010432606143853995,-0.006419628893208795,-0.006667659747189747,NEUTRAL,POS,N,N+,-0.556998647581572
2016-08-11,K200,MOM1M,MOMENTUM,Q33,0.0040129772506452,0.010432606143853995,-0.006419628893208795,-0.006667659747189747,NEUTRAL,POS,N,N+,-0.3993134903023294
2016-08-11,K200,MOM1M,MOMENTUM,Q50,0.0040129772506452,0.010432606143853995,-0.006419628893208795,-0.006667659747189747,NEUTRAL,POS,N,N+,-0.24423212380120662
2016-08-19,K200,MOM1M,MOMENTUM,Q25,0.0015158646014463706,-0.009308845763031814,0.010824710364478185,0.010082399523085872,NEUTRAL,POS,N,N+,0.9392052303607316
2016-08-19,K200,MOM1M,MOMENTUM,Q33,0.0015158646014463706,-0.009308845763031814,0.010824710364478185,0.010082399523085872,NEUTRAL,POS,N,N+,0.6733181853742707
2016-08-19,K200,MOM1M,MOMENTUM,Q50,0.0015158646014463706,-0.009308845763031814,0.010824710364478185,0.010082399523085872,NEUTRAL,POS,N,N+,0.41182162486778723
2016-08-26,K200,MOM1M,MOMENTUM,Q25,-0.006204930854345259,-0.007453223795155006,0.0012482929408097476,0.0004000992694657146,NEUTRAL,NEG,N,N-,0.10830804885811934
2016-08-26,K200,MOM1M,MOMENTUM,Q33,-0.006204930854345259,-0.007453223795155006,0.0012482929408097476,0.0004000992694657146,NEUTRAL,NEG,N,N-,0.07764626575872806
2016-08-26,K200,MOM1M,MOMENTUM,Q50,-0.006204930854345259,-0.007453223795155006,0.0012482929408097476,0.0004000992694657146,NEUTRAL,NEG,N,N-,0.04749078819533295
2016-09-02,K200,MOM1M,MOMENTUM,Q25,0.01824738165453388,-0.008049230999318202,0.02629661265385208,0.025209756630849345,WORKING,POS,W+,W+,2.2816237399122925
2016-09-02,K200,MOM1M,MOMENTUM,Q33,0.01824738165453388,-0.008049230999318202,0.02629661265385208,0.025209756630849345,WORKING,POS,W+,W+,1.6357008102207362
2016-09-02,K200,MOM1M,MOMENTUM,Q50,0.01824738165453388,-0.008049230999318202,0.02629661265385208,0.025209756630849345,WORKING,POS,W+,W+,1.0004437427874058
2016-09-09,K200,MOM1M,MOMENTUM,Q25,-0.015721142738178484,-0.04936657021310431,0.033645427474925826,0.03442624802231853,WORKING,NEG,W-,W-,2.9192431389083455
2016-09-09,K200,MOM1M,MOMENTUM,Q33,-0.015721142738178484,-0.04936657021310431,0.033645427474925826,0.03442624802231853,WORKING,NEG,W-,W-,2.092811485090553
2016-09-09,K200,MOM1M,MOMENTUM,Q50,-0.015721142738178484,-0.04936657021310431,0.033645427474925826,0.03442624802231853,WORKING,NEG,W-,W-,1.2800263605725752
2016-09-21,K200,MOM1M,MOMENTUM,Q25,-0.02980494024899727,-0.0055132324691716805,-0.02429170777982559,-0.025591726260597025,REVERSE,NEG,R-,R-,-2.107668310098612
2016-09-21,K200,MOM1M,MOMENTUM,Q33,-0.02980494024899727,-0.0055132324691716805,-0.02429170777982559,-0.025591726260597025,REVERSE,NEG,R-,R-,-1.5109918003559144
2016-09-21,K200,MOM1M,MOMENTUM,Q50,-0.02980494024899727,-0.0055132324691716805,-0.02429170777982559,-0.025591726260597025,NEUTRAL,NEG,N,N-,-0.9241679667965403
2016-09-28,K200,MOM1M,MOMENTUM,Q25,0.00882299410759435,0.013615672269602586,-0.004792678162008235,-0.005710936611345807,NEUTRAL,POS,N,N+,-0.41583638228003356
2016-09-28,K200,MOM1M,MOMENTUM,Q33,0.00882299410759435,0.013615672269602586,-0.004792678162008235,-0.005710936611345807,NEUTRAL,POS,N,N+,-0.29811396836222326
2016-09-28,K200,MOM1M,MOMENTUM,Q50,0.00882299410759435,0.013615672269602586,-0.004792678162008235,-0.005710936611345807,NEUTRAL,POS,N,N+,-0.18233545671794393
2016-10-06,K200,MOM1M,MOMENTUM,Q25,-0.033966749868986734,0.04539234099664746,-0.0793590908656342,-0.07714151330466612,REVERSE,NEG,R-,R-,-6.8855859148217675
2016-10-06,K200,MOM1M,MOMENTUM,Q33,-0.033966749868986734,0.04539234099664746,-0.0793590908656342,-0.07714151330466612,REVERSE,NEG,R-,R-,-4.936290880349713
2016-10-06,K200,MOM1M,MOMENTUM,Q50,-0.033966749868986734,0.04539234099664746,-0.0793590908656342,-0.07714151330466612,REVERSE,NEG,R-,R-,-3.0191837608480254
2016-10-13,K200,MOM1M,MOMENTUM,Q25,-0.027293133565750693,0.050418983516866245,-0.07771211708261694,-0.07523491059543297,REVERSE,NEG,R-,R-,-6.7426863508433295
2016-10-13,K200,MOM1M,MOMENTUM,Q33,-0.027293133565750693,0.050418983516866245,-0.07771211708261694,-0.07523491059543297,REVERSE,NEG,R-,R-,-4.83384588537052
2016-10-13,K200,MOM1M,MOMENTUM,Q50,-0.027293133565750693,0.050418983516866245,-0.07771211708261694,-0.07523491059543297,REVERSE,NEG,R-,R-,-2.9565253250470493
2016-10-20,K200,MOM1M,MOMENTUM,Q25,-0.013822392156365715,0.010054850133791149,-0.023877242290156864,-0.024464378436142575,REVERSE,NEG,R-,R-,-2.0717072411559925
2016-10-20,K200,MOM1M,MOMENTUM,Q33,-0.013822392156365715,0.010054850133791149,-0.023877242290156864,-0.024464378436142575,REVERSE,NEG,R-,R-,-1.4852112351483893
2016-10-20,K200,MOM1M,MOMENTUM,Q50,-0.013822392156365715,0.010054850133791149,-0.023877242290156864,-0.024464378436142575,NEUTRAL,NEG,N,N-,-0.9083997988123779
2016-10-27,K200,MOM1M,MOMENTUM,Q25,-0.05848341525279965,-0.018967417091725225,-0.03951599816107443,-0.04120311925527198,REVERSE,NEG,R-,R-,-3.4286027899274187
2016-10-27,K200,MOM1M,MOMENTUM,Q33,-0.05848341525279965,-0.018967417091725225,-0.03951599816107443,-0.04120311925527198,REVERSE,NEG,R-,R-,-2.4579724795574482
2016-10-27,K200,MOM1M,MOMENTUM,Q50,-0.05848341525279965,-0.018967417091725225,-0.03951599816107443,-0.04120311925527198,REVERSE,NEG,R-,R-,-1.5033697921718614
2016-11-03,K200,MOM1M,MOMENTUM,Q25,-0.061253056814969176,-0.07661514179670281,0.015362084981733637,0.016078074588322222,WORKING,NEG,W-,W-,1.3328902186091698
2016-11-03,K200,MOM1M,MOMENTUM,Q33,-0.061253056814969176,-0.07661514179670281,0.015362084981733637,0.016078074588322222,NEUTRAL,NEG,N,N-,0.9555517732288858
2016-11-03,K200,MOM1M,MOMENTUM,Q50,-0.061253056814969176,-0.07661514179670281,0.015362084981733637,0.016078074588322222,NEUTRAL,NEG,N,N-,0.5844441639099274
2016-11-10,K200,MOM1M,MOMENTUM,Q25,-0.04545370224584788,-0.014789671558152695,-0.030664030687695187,-0.03442864130739309,REVERSE,NEG,R-,R-,-2.6605624572028557
2016-11-10,K200,MOM1M,MOMENTUM,Q33,-0.04545370224584788,-0.014789671558152695,-0.030664030687695187,-0.03442864130739309,REVERSE,NEG,R-,R-,-1.9073627657191514
2016-11-10,K200,MOM1M,MOMENTUM,Q50,-0.04545370224584788,-0.014789671558152695,-0.030664030687695187,-0.03442864130739309,REVERSE,NEG,R-,R-,-1.1666003539680918
2016-11-17,K200,MOM1M,MOMENTUM,Q25,-0.03445705007171551,0.0218155001504714,-0.05627255022218691,-0.05815716561058759,REVERSE,NEG,R-,R-,-4.882483846205214
2016-11-17,K200,MOM1M,MOMENTUM,Q33,-0.03445705007171551,0.0218155001504714,-0.05627255022218691,-0.05815716561058759,REVERSE,NEG,R-,R-,-3.500262836252977
2016-11-17,K200,MOM1M,MOMENTUM,Q50,-0.03445705007171551,0.0218155001504714,-0.05627255022218691,-0.05815716561058759,REVERSE,NEG,R-,R-,-2.140865878869389
2016-11-24,K200,MOM1M,MOMENTUM,Q25,-0.0436430951347776,-0.02252346572468833,-0.02111962941008927,-0.026169486119772434,REVERSE,NEG,R-,R-,-1.83244315435246
2016-11-24,K200,MOM1M,MOMENTUM,Q33,-0.0436430951347776,-0.02252346572468833,-0.02111962941008927,-0.026169486119772434,REVERSE,NEG,R-,R-,-1.3136823130938233
2016-11-24,K200,MOM1M,MOMENTUM,Q50,-0.0436430951347776,-0.02252346572468833,-0.02111962941008927,-0.026169486119772434,NEUTRAL,NEG,N,N-,-0.8034875583193252
2016-12-01,K200,MOM1M,MOMENTUM,Q25,0.001383271574189271,0.028513898831144857,-0.027130627256955586,-0.030599906366827856,REVERSE,POS,R+,R+,-2.353986958054601
2016-12-01,K200,MOM1M,MOMENTUM,Q33,0.001383271574189271,0.028513898831144857,-0.027130627256955586,-0.030599906366827856,REVERSE,POS,R+,R+,-1.6875781519905513
2016-12-01,K200,MOM1M,MOMENTUM,Q50,0.001383271574189271,0.028513898831144857,-0.027130627256955586,-0.030599906366827856,REVERSE,POS,R+,R+,-1.0321734831175162
2016-12-08,K200,MOM1M,MOMENTUM,Q25,0.026194093133747653,-0.01011887759097907,0.03631297072472672,0.035450434699720645,WORKING,POS,W+,W+,3.1506923406022738
2016-12-08,K200,MOM1M,MOMENTUM,Q33,0.026194093133747653,-0.01011887759097907,0.03631297072472672,0.035450434699720645,WORKING,POS,W+,W+,2.258737899736928
2016-12-08,K200,MOM1M,MOMENTUM,Q50,0.026194093133747653,-0.01011887759097907,0.03631297072472672,0.035450434699720645,WORKING,POS,W+,W+,1.3815119392669535
2016-12-15,K200,MOM1M,MOMENTUM,Q25,0.011792595564940278,0.03497633073281792,-0.02318373516787764,-0.027829286904797246,REVERSE,POS,R+,R+,-2.0115351446651255
2016-12-15,K200,MOM1M,MOMENTUM,Q33,0.011792595564940278,0.03497633073281792,-0.02318373516787764,-0.027829286904797246,REVERSE,POS,R+,R+,-1.4420737338763456
2016-12-15,K200,MOM1M,MOMENTUM,Q50,0.011792595564940278,0.03497633073281792,-0.02318373516787764,-0.027829286904797246,NEUTRAL,POS,N,N+,-0.8820156074263775
2016-12-22,K200,MOM1M,MOMENTUM,Q25,0.0245362640661404,0.07571061001123303,-0.051174345945092625,-0.05160077766815607,REVERSE,POS,R+,R+,-4.440138512125208
2016-12-22,K200,MOM1M,MOMENTUM,Q33,0.0245362640661404,0.07571061001123303,-0.051174345945092625,-0.05160077766815607,REVERSE,POS,R+,R+,-3.183144545145153
2016-12-22,K200,MOM1M,MOMENTUM,Q50,0.0245362640661404,0.07571061001123303,-0.051174345945092625,-0.05160077766815607,REVERSE,POS,R+,R+,-1.9469068075772231
2016-12-29,K200,MOM1M,MOMENTUM,Q25,0.022708553160174505,0.06710416052335,-0.04439560736317549,-0.045695617612900086,REVERSE,POS,R+,R+,-3.85198173776226
2016-12-29,K200,MOM1M,MOMENTUM,Q33,0.022708553160174505,0.06710416052335,-0.04439560736317549,-0.045695617612900086,REVERSE,POS,R+,R+,-2.761493728871971
2016-12-29,K200,MOM1M,MOMENTUM,Q50,0.022708553160174505,0.06710416052335,-0.04439560736317549,-0.045695617612900086,REVERSE,POS,R+,R+,-1.6890125043245516
2017-01-06,K200,MOM1M,MOMENTUM,Q25,0.0009998598185090302,0.055205255395334385,-0.054205395576825355,-0.05565324288054496,REVERSE,POS,R+,R+,-4.703127319377566
2017-01-06,K200,MOM1M,MOMENTUM,Q33,0.0009998598185090302,0.055205255395334385,-0.054205395576825355,-0.05565324288054496,REVERSE,POS,R+,R+,-3.3716817686920124
2017-01-06,K200,MOM1M,MOMENTUM,Q50,0.0009998598185090302,0.055205255395334385,-0.054205395576825355,-0.05565324288054496,REVERSE,POS,R+,R+,-2.0622218360967186
2017-01-13,K200,MOM1M,MOMENTUM,Q25,-0.004572989041621733,-0.002426989393627177,-0.0021459996479945564,-0.00227065261078252,NEUTRAL,NEG,N,N-,-0.18619750791326942
2017-01-13,K200,MOM1M,MOMENTUM,Q33,-0.004572989041621733,-0.002426989393627177,-0.0021459996479945564,-0.00227065261078252,NEUTRAL,NEG,N,N-,-0.13348538114637795
2017-01-13,K200,MOM1M,MOMENTUM,Q50,-0.004572989041621733,-0.002426989393627177,-0.0021459996479945564,-0.00227065261078252,NEUTRAL,NEG,N,N-,-0.0816436682595175
2017-01-20,K200,MOM1M,MOMENTUM,Q25,-0.009719752767658685,0.024854210907718555,-0.03457396367537724,-0.03425717346378476,REVERSE,NEG,R-,R-,-2.999807516769673
2017-01-20,K200,MOM1M,MOMENTUM,Q33,-0.009719752767658685,0.024854210907718555,-0.03457396367537724,-0.03425717346378476,REVERSE,NEG,R-,R-,-2.150568255340396
2017-01-20,K200,MOM1M,MOMENTUM,Q50,-0.009719752767658685,0.024854210907718555,-0.03457396367537724,-0.03425717346378476,REVERSE,NEG,R-,R-,-1.3153521359460483
2017-01-31,K200,MOM1M,MOMENTUM,Q25,-0.03507192351202637,0.004901536422617037,-0.03997345993464341,-0.04031496183426553,REVERSE,NEG,R-,R-,-3.468294428406357
2017-01-31,K200,MOM1M,MOMENTUM,Q33,-0.03507192351202637,0.004901536422617037,-0.03997345993464341,-0.04031496183426553,REVERSE,NEG,R-,R-,-2.486427497833811
2017-01-31,K200,MOM1M,MOMENTUM,Q50,-0.03507192351202637,0.004901536422617037,-0.03997345993464341,-0.04031496183426553,REVERSE,NEG,R-,R-,-1.5207737359784592
2017-02-07,K200,MOM1M,MOMENTUM,Q25,-0.03916493589395276,0.022346389974291947,-0.061511325868244704,-0.061120846131869855,REVERSE,NEG,R-,R-,-5.33702584518655
