metric,discovery_mean,discovery_std,combined_conf_q80,combined_conf_q20,combined_conf_q40,combined_conf_q60,combined_conf_q80_quintile
pair_margin,0.09023195803211141,0.02831033522959789,0.5770067050469471,-0.55782272980885,-0.15498799660690374,0.164932833366687,0.5770067050469471
score_sd,0.04376368432486721,0.013385235865244885,0.5770067050469471,-0.55782272980885,-0.15498799660690374,0.164932833366687,0.5770067050469471
top_gap,0.02049682085944455,0.01650394687111927,0.5770067050469471,-0.55782272980885,-0.15498799660690374,0.164932833366687,0.5770067050469471
cycle_rate,0.0014717425431711145,0.005594223894029796,0.5770067050469471,-0.55782272980885,-0.15498799660690374,0.164932833366687,0.5770067050469471
