variant,universe,strategy,factor,period,return_type,median_cagr,median_sharpe,median_mdd,median_calmar,median_annual_turnover,min_cagr,max_cagr,positive_cagr_phases,n_phases
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,LATE_2020_2022,NET30,0.1694554304340834,0.6872000450102549,-0.45405757912570754,0.3672555775607562,14.158196282228719,0.07587845122303238,0.19271405428918476,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,LATE_2020_2022,NET60,0.12073374423241534,0.5397461510462682,-0.4571679586710281,0.26036895218867173,14.158196282228719,0.03123513817395862,0.1429722023355231,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,NORMAL_2023_2024,GROSS,0.11710499932128238,0.602388666485344,-0.2579522938633905,0.4389766820050051,14.558481803249489,0.03640879214248138,0.1660637334639592,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,NORMAL_2023_2024,NET30,0.06972176638981276,0.41091304383594857,-0.27127497292818775,0.24749225171788605,14.558481803249489,-0.008610166589751778,0.11713638901385415,9,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,NORMAL_2023_2024,NET60,0.024266836868636732,0.21997578498072334,-0.2843906248975125,0.08076779380565602,14.558481803249489,-0.051754045114581815,0.07017824274181939,7,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,PRE_STRESS_2016_2024,GROSS,0.15073870379792076,0.711863387862868,-0.46473124085881273,0.32283518915277115,13.94975116999418,0.1178708451200483,0.16669621436003235,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,PRE_STRESS_2016_2024,NET30,0.10340181521984759,0.5343817581796257,-0.4753214909848119,0.21723699399785334,13.94975116999418,0.0720288950714798,0.11866248108906507,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,PRE_STRESS_2016_2024,NET60,0.05793199779822156,0.3568094994934754,-0.49116620921237064,0.11682601155147161,13.94975116999418,0.02798937791115863,0.07252530639144084,10,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,YTD_2026,GROSS,0.05158899586839227,0.3678489639350204,-0.42853884577297263,0.1253265495729637,15.924167468009703,-0.20851836653205746,0.09074737743054784,6,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,YTD_2026,NET30,0.004330663129402057,0.2851564397012231,-0.4341374210918189,0.010145863301824067,15.924167468009703,-0.2431671928289495,0.03808742040590074,5,10
MIXED_OPFY1_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,OPFY1_REV,YTD_2026,NET60,-0.04088725026019063,0.2023573537441742,-0.4396908385223998,-0.09720196950031772,15.924167468009703,-0.27636405310110856,-0.012128879623706346,0,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,BULL_2025,GROSS,0.38714151404567276,1.7029559308477178,-0.13700201359634068,2.698008991941279,4.444758544340443,0.30120310821209806,0.4632520980978394,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,BULL_2025,NET30,0.36876201015631327,1.6383080236775318,-0.13945030812647669,2.52341307969648,4.444758544340443,0.28502160637104224,0.44317144749342696,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,BULL_2025,NET60,0.3512589918401291,1.5760681579064602,-0.14219933116354838,2.3573543709931517,4.444758544340443,0.2690321092414891,0.4233548409772674,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,EARLY_2016_2019,GROSS,0.022643657640471382,0.2197034953952834,-0.31888289605710984,0.07022435932272439,4.724243127160918,0.0036108329313966347,0.049922189197325606,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,EARLY_2016_2019,NET30,0.008294703895231903,0.13205612072038708,-0.3302184943222478,0.02483824608013556,4.724243127160918,-0.010778396680398483,0.03430044815993605,7,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,EARLY_2016_2019,NET60,-0.005863217602409321,0.04439604034741354,-0.34243568729225016,-0.017460130680116138,4.724243127160918,-0.024971912903020477,0.018899726002827855,4,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,FULL_2016_2026,GROSS,0.1006209857349204,0.5560733078184685,-0.5402000372541811,0.18533274342728256,4.529684388103391,0.0918095848960343,0.11567184356866966,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,FULL_2016_2026,NET30,0.0856650765901622,0.4922743365900261,-0.5506569690164613,0.1554447531398981,4.529684388103391,0.07748489423942329,0.10048686539163842,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,FULL_2016_2026,NET60,0.0709028066299312,0.42802297699564384,-0.562456459193376,0.12665350937523803,4.529684388103391,0.06333922995590457,0.0854987667315863,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,LATE_2020_2022,GROSS,0.12826629704102632,0.6047585085477761,-0.427456375811845,0.2984281954080794,4.401122124470389,0.11124722775121687,0.1555749905692605,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,LATE_2020_2022,NET30,0.1136118495554066,0.5529695383653145,-0.4291666275246615,0.26339398867275055,4.401122124470389,0.09645117750287535,0.14041157252772907,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,LATE_2020_2022,NET60,0.09905214535759255,0.5011449577458422,-0.4308729788595492,0.22885938367734632,4.401122124470389,0.08184334504563595,0.12543819360599207,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,NORMAL_2023_2024,GROSS,0.07147313633853802,0.47349790015302895,-0.17048908505223698,0.3984003768956911,4.090814814899691,0.042448037037591924,0.09093664477310948,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,NORMAL_2023_2024,NET30,0.05806435602042326,0.40372701405450295,-0.17509516591645413,0.31028955138706127,4.090814814899691,0.029841218639026,0.07778085952464564,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,NORMAL_2023_2024,NET60,0.045122087307047365,0.33468968356497586,-0.17983331058311075,0.23216673519249853,4.090814814899691,0.017380361062671268,0.0647767393405505,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,PRE_STRESS_2016_2024,GROSS,0.06648293173216313,0.4209878527127964,-0.5402000372541811,0.12357777489790199,4.476711537469596,0.05722329527633674,0.08279536379292574,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,PRE_STRESS_2016_2024,NET30,0.05227582522881358,0.3542932780307914,-0.5506569690164613,0.09508509159670872,4.476711537469596,0.04285131588152957,0.06837722541282831,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,PRE_STRESS_2016_2024,NET60,0.038248888936236125,0.2875981265318208,-0.562456459193376,0.06799797276600195,4.476711537469596,0.02866529742090118,0.05414187917980451,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,YTD_2026,GROSS,0.15892680140247106,0.590341942615279,-0.263892102650633,0.6063815964805912,4.9281785880041475,0.04592487555337699,0.2765409580596736,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,YTD_2026,NET30,0.14254671938046337,0.5505537509094498,-0.26615986586237755,0.5390019378861837,4.9281785880041475,0.030691751413252755,0.25760455589748243,10,10
MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,YTD_2026,NET60,0.12638784722014995,0.5107422273624084,-0.2686252943020514,0.47335694023604913,4.9281785880041475,0.01567040113179008,0.238937364766296,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,BULL_2025,GROSS,0.4094154836304653,1.8024685719239497,-0.12871649395246854,3.092481313460839,5.593747280314561,0.3325106214079272,0.47530174322201657,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,BULL_2025,NET30,0.3855665169084864,1.717700208814394,-0.13063654350787696,2.831001659215063,5.593747280314561,0.3103242437385825,0.4524569871741173,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,BULL_2025,NET60,0.3621051626804811,1.632525050989855,-0.13462877036659815,2.5660034601312285,5.593747280314561,0.28849153135247274,0.429951035681448,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,EARLY_2016_2019,GROSS,0.0469938696292026,0.3620718363884308,-0.2889957533969409,0.15014076909105029,5.971334726113484,0.023153653182122813,0.07947822733020904,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,EARLY_2016_2019,NET30,0.02810725454930163,0.2510737647306417,-0.30117521002525477,0.08586403255503046,5.971334726113484,0.0047800963110844474,0.06052553718414133,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,EARLY_2016_2019,NET60,0.009532275588591488,0.14017714328836642,-0.3146819972661196,0.027927079763255265,5.971334726113484,-0.013278603631385,0.041889874467750055,8,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,FULL_2016_2026,GROSS,0.1288867361454209,0.6697415216462796,-0.5161534247215603,0.2478738815176324,5.849343951218949,0.11418051420571906,0.1350037780660287,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,FULL_2016_2026,NET30,0.10945766543767033,0.5889238892062496,-0.5313443647643558,0.20449764522795827,5.849343951218949,0.09447925078047503,0.11470447136351392,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,FULL_2016_2026,NET60,0.09034829996177551,0.5083435711088473,-0.545999432229742,0.16406467576285488,5.849343951218949,0.07511117129055522,0.09475245263981424,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,LATE_2020_2022,GROSS,0.1597791775334505,0.7048594513162728,-0.43266523582083605,0.37615525132426786,5.922813550854546,0.13751186826605566,0.1800595170921513,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,LATE_2020_2022,NET30,0.1391147880060991,0.6347478063812281,-0.43452641429233557,0.32585287315662287,5.922813550854546,0.11713222612043728,0.1596131000563028,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,LATE_2020_2022,NET60,0.11880284762458904,0.5646332157240468,-0.43654014396914403,0.2768679993749663,5.922813550854546,0.09710203439185161,0.1395057075992563,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,NORMAL_2023_2024,GROSS,0.12771821992949983,0.7686931976977038,-0.14850858719678517,0.8322151677718994,5.564508513524517,0.0645077250663566,0.16915507068615843,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,NORMAL_2023_2024,NET30,0.10845997568207966,0.6708447657659415,-0.154225213513353,0.6835269891715159,5.564508513524517,0.04617813252137348,0.14944181923258104,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,NORMAL_2023_2024,NET60,0.08951681755448593,0.5729308970471824,-0.15990709700551564,0.547023973882274,5.564508513524517,0.028151056954963227,0.13004699391800445,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,PRE_STRESS_2016_2024,GROSS,0.10273460849531235,0.5839436947756436,-0.5161534247215603,0.19466744891581134,5.858156538241719,0.07847675679343236,0.11332040872327198,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,PRE_STRESS_2016_2024,NET30,0.0836857252118971,0.49798386487424684,-0.5313443647643558,0.15446582265264291,5.858156538241719,0.059345505948213306,0.09424455377231156,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,PRE_STRESS_2016_2024,NET60,0.0649513840952628,0.4119320017709366,-0.545999432229742,0.11694046737116008,5.858156538241719,0.040538729990565514,0.07548102219396036,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,YTD_2026,GROSS,0.12099224926882834,0.4949220900153882,-0.29229863206450785,0.41568124114462,6.36377796821346,0.06790174349865175,0.18780482347847327,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,YTD_2026,NET30,0.10065432059685386,0.44664974302985627,-0.29580320531350063,0.3439166043595403,6.36377796821346,0.04685780452120314,0.16578762566085903,10,10
MIXED_PER_CF20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,PER12MF,YTD_2026,NET60,0.08067818398303384,0.3955893533326201,-0.29997293645968115,0.2717123294907363,6.36377796821346,0.026211652480082837,0.14416149533618272,10,10
