variant,universe,strategy,factor,period,return_type,median_cagr,median_sharpe,median_mdd,median_calmar,median_annual_turnover,min_cagr,max_cagr,positive_cagr_phases,n_phases
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,BULL_2025,GROSS,0.7809159745482525,2.7372634080976828,-0.13722868095437257,5.592492156044681,5.344780626510929,0.6844347785003972,0.8700777455254076,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,BULL_2025,NET30,0.7538203910453823,2.6689930065470566,-0.1384317431245946,5.328838471198509,5.344780626510929,0.6579430051030055,0.8378211954702528,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,BULL_2025,NET60,0.7271195366053089,2.600122212462905,-0.13983062578332645,5.071577205766477,5.344780626510929,0.6318500090149684,0.8060983059444364,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,EARLY_2016_2019,GROSS,0.010278273178426778,0.14366269527031228,-0.2830596972926849,0.035810575530438565,6.172376263139069,-0.012283137857940662,0.03504913001589749,8,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,EARLY_2016_2019,NET30,-0.00846823792404472,0.024099909428276355,-0.3021810323117007,-0.026530501817967858,6.172376263139069,-0.03028053272433706,0.016169258541219644,4,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,EARLY_2016_2019,NET60,-0.0268825854281462,-0.09520332462774155,-0.3219864300737605,-0.07955776974624973,6.172376263139069,-0.047964985140484306,-0.002381995744625609,0,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,FULL_2016_2026,GROSS,0.15956726356218376,0.7815217381084427,-0.5703198063679251,0.2788852871461598,5.78760900353241,0.14316537446661903,0.174912728793851,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,FULL_2016_2026,NET30,0.13972232886485203,0.7033942010733498,-0.5837426752484176,0.23914356472986154,5.78760900353241,0.12344692245370914,0.15456539449186368,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,FULL_2016_2026,NET60,0.12020201517798246,0.6250732365980668,-0.5969372197733903,0.20149393882861247,5.78760900353241,0.10405361061240415,0.1346117914146565,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,LATE_2020_2022,GROSS,0.14764152963099386,0.66265642794393,-0.41724932261278797,0.35994011955556365,5.4313278850251985,0.12839496282206841,0.17607066712560004,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,LATE_2020_2022,NET30,0.12940661372778695,0.6007502085518982,-0.4187056137195521,0.31435354956631223,5.4313278850251985,0.11003224282176349,0.15698406247575636,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,LATE_2020_2022,NET60,0.11144917898011653,0.5387120630720172,-0.42022629050514904,0.26969685370412066,5.4313278850251985,0.09195577875932859,0.13888598194261959,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,NORMAL_2023_2024,GROSS,0.14692203629149003,0.8149680575982896,-0.13567285620952174,1.0602666022256044,5.4292525116237105,0.1184628013572131,0.1702708206230874,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,NORMAL_2023_2024,NET30,0.12851044068548756,0.7318923368677958,-0.1412016445862736,0.902919446740762,5.4292525116237105,0.10030227057927954,0.1518297176823591,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,NORMAL_2023_2024,NET60,0.11038142601469503,0.6474275380937706,-0.1464339895281076,0.7548870747383891,5.4292525116237105,0.08242364903295507,0.13366676078983186,10,10
KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,PRE_STRESS_2016_2024,GROSS,0.08823955840350717,0.5172739526003622,-0.5703198063679251,0.15413899722200242,5.759784143080128,0.06562948635532306,0.10412699698463257,10,10
