pair,phase,period,return_type,base_cagr,cf20_cagr,delta_cagr,base_sharpe,cf20_sharpe,delta_sharpe,base_mdd,cf20_mdd,delta_mdd,base_turnover,cf20_turnover,delta_turnover
KOSPI_ALL_PER,2,FULL_2016_2026,NET30,0.1310312325709666,0.12344692245370914,-0.0075843101172574645,0.6662211724296074,0.631284100855444,-0.03493707157416348,-0.6021631752903553,-0.5847261640439086,0.0174370112464467,4.144643748484655,5.797571132845978,1.6529273843613232
KOSPI_ALL_PER,2,FULL_2016_2026,NET60,0.11704233654509899,0.10405361061240415,-0.012988725932694845,0.6100354127437908,0.5535362110909137,-0.05649920165287714,-0.6103930973482042,-0.5982170323001239,0.012176065048080331,4.144643748484655,5.797571132845978,1.6529273843613232
KOSPI_ALL_PER,2,PRE_STRESS_2016_2024,GROSS,0.08412749392845265,0.06562948635532306,-0.018498007573129582,0.4955120738455856,0.4117028802866404,-0.08380919355894517,-0.5937642114946395,-0.5711798734509679,0.02258433804367166,4.157955577262786,5.757565570860353,1.599609993597567
KOSPI_ALL_PER,2,PRE_STRESS_2016_2024,NET30,0.07068407379267416,0.04737417781306119,-0.02330989597961297,0.4348901981817196,0.3278442097574649,-0.10704598842425467,-0.6021631752903553,-0.5847261640439086,0.0174370112464467,4.157955577262786,5.757565570860353,1.599609993597567
KOSPI_ALL_PER,2,PRE_STRESS_2016_2024,NET60,0.057399143126933394,0.029417694527476224,-0.02798144859945717,0.3742147063084104,0.24393802592473077,-0.13027668038367965,-0.6103930973482042,-0.5982170323001239,0.012176065048080331,4.157955577262786,5.757565570860353,1.599609993597567
KOSPI_ALL_PER,2,EARLY_2016_2019,GROSS,0.029027013636327315,-0.0045057345230714585,-0.03353274815939877,0.2611186577752983,0.049703606790513964,-0.21141505098478433,-0.31713695482822,-0.2828878017897296,0.03424915303849041,4.571882623138161,6.118528035764256,1.546645412626095
KOSPI_ALL_PER,2,EARLY_2016_2019,NET30,0.015004524470161096,-0.022619583706323998,-0.037624108176485094,0.1735322831233373,-0.06760733008663573,-0.241139613209973,-0.3288833839073396,-0.2990767107151727,0.0298066731921669,4.571882623138161,6.118528035764256,1.546645412626095
KOSPI_ALL_PER,2,EARLY_2016_2019,NET60,0.0011631094187181112,-0.04041888780549463,-0.04158199722421274,0.08581025555354266,-0.185019126335309,-0.27082938188885164,-0.34043419907989036,-0.31676137594290665,0.02367282313698371,4.571882623138161,6.118528035764256,1.546645412626095
KOSPI_ALL_PER,2,LATE_2020_2022,GROSS,0.12428569416687929,0.12898543418887942,0.004699740022000132,0.5745477871679902,0.5904786120238609,0.015930824855870718,-0.4190198944585285,-0.4226478657195998,-0.0036279712610712833,3.962679763947879,5.481829340315837,1.5191495763679583
KOSPI_ALL_PER,2,LATE_2020_2022,NET30,0.11099570943582449,0.11056408926912153,-0.00043162016670295067,0.5296718840716285,0.5283587795744037,-0.0013131044972247707,-0.420460843234153,-0.42450302694090136,-0.004042183706748359,3.962679763947879,5.481829340315837,1.5191495763679583
KOSPI_ALL_PER,2,LATE_2020_2022,NET60,0.09785577503715537,0.09243058982686447,-0.005425185210290895,0.48477228690910795,0.4661940842643085,-0.01857820264479948,-0.42189919028543377,-0.4263537393054979,-0.004454549020064147,3.962679763947879,5.481829340315837,1.5191495763679583
KOSPI_ALL_PER,2,NORMAL_2023_2024,GROSS,0.13860249164686844,0.1184628013572131,-0.020139690289655343,0.7810490832918312,0.6839833471930529,-0.09706573609877833,-0.14611235659385524,-0.13736135899320023,0.008750997600655008,3.6272560469139523,5.454776112481864,1.8275200655679114
KOSPI_ALL_PER,2,NORMAL_2023_2024,NET30,0.12627664158783403,0.10030227057927954,-0.025974371008554487,0.723135460766741,0.5973346771943465,-0.12580078357239444,-0.15072874285838378,-0.14409613324887538,0.0066326096095084,3.6272560469139523,5.454776112481864,1.8275200655679114
KOSPI_ALL_PER,2,NORMAL_2023_2024,NET60,0.11407826392143039,0.08242364903295507,-0.03165461488847532,0.6652061111784757,0.510761276935803,-0.15444483424267275,-0.15532256538399014,-0.15078373659014688,0.004538828793843264,3.6272560469139523,5.454776112481864,1.8275200655679114
KOSPI_ALL_PER,2,BULL_2025,GROSS,0.7292055658300827,0.8205083626481318,0.09130279681804909,2.6438433855920156,2.787370411590496,0.14352702599848044,-0.12635402501705417,-0.13837384231675398,-0.012019817299699809,3.8395958424565113,5.597285192907749,1.7576893504512374
KOSPI_ALL_PER,2,BULL_2025,NET30,0.7093962496435273,0.7901830558612839,0.08078680621775658,2.588712569176276,2.7095137190945433,0.12080114991826729,-0.12786335477775146,-0.14024349439876327,-0.01238013962101181,3.8395958424565113,5.597285192907749,1.7576893504512374
KOSPI_ALL_PER,2,BULL_2025,NET60,0.6898034894889828,0.760341587592346,0.0705380981033632,2.533358224268667,2.6312578082613967,0.09789958399272969,-0.1293710001646181,-0.1421105358856194,-0.012739535721001283,3.8395958424565113,5.597285192907749,1.7576893504512374
KOSPI_ALL_PER,2,YTD_2026,GROSS,0.3233314388030937,0.5261322968785651,0.20280085807547144,0.9070396305293911,1.2378048933690535,0.33076526283966246,-0.1903811181256635,-0.1809662172250801,0.00941490090058339,4.446882356081223,6.728193434405907,2.281311078324684
KOSPI_ALL_PER,2,YTD_2026,NET30,0.3057891898718905,0.49562412711765913,0.1898349372457686,0.8733659318221388,1.1886418562169863,0.3152759243948474,-0.192346800573855,-0.1809662172250801,0.011380583348774898,4.446882356081223,6.728193434405907,2.281311078324684
KOSPI_ALL_PER,2,YTD_2026,NET60,0.28846884030628384,0.46570103768087434,0.1772321973745905,0.8396272931304677,1.139348304418896,0.2997210112884282,-0.19430889723845068,-0.18096621722508,0.013342680013370689,4.446882356081223,6.728193434405907,2.281311078324684
KOSPI_ALL_PER,3,FULL_2016_2026,GROSS,0.15942366810286157,0.17467255666108805,0.015248888558226481,0.77752426567812,0.8346713059289288,0.057147040250808745,-0.5769518726260732,-0.5445736725991226,0.032378200026950577,4.083949090913047,5.778622571317301,1.694673480404254
KOSPI_ALL_PER,3,FULL_2016_2026,NET30,0.14530090612926005,0.15447625842030166,0.009175352291041605,0.722475092102537,0.7570737352193663,0.03459864311682925,-0.585419628381119,-0.5582475841977781,0.02717204418334096,4.083949090913047,5.778622571317301,1.694673480404254
KOSPI_ALL_PER,3,FULL_2016_2026,NET60,0.13134157632741839,0.1346117914146565,0.0032702150872381264,0.6672969286437122,0.679216355570149,0.011919426926436882,-0.5937226012864313,-0.571520773874653,0.02220182741177823,4.083949090913047,5.778622571317301,1.694673480404254
KOSPI_ALL_PER,3,PRE_STRESS_2016_2024,GROSS,0.10031281790879265,0.09878312408508139,-0.0015296938237112645,0.5657520608251745,0.5629241613510441,-0.002827899474130424,-0.5769518726260732,-0.5445736725991226,0.032378200026950577,4.110740721536207,5.762002715299903,1.651261993763696
KOSPI_ALL_PER,3,PRE_STRESS_2016_2024,NET30,0.08682262888820369,0.0799454422597945,-0.006877186628409193,0.5062337683122811,0.47857834760702017,-0.02765542070526089,-0.585419628381119,-0.5582475841977781,0.02717204418334096,4.110740721536207,5.762002715299903,1.651261993763696
KOSPI_ALL_PER,3,PRE_STRESS_2016_2024,NET60,0.07348949902737267,0.06141629393950376,-0.01207320508786891,0.4465988331884983,0.39400909099249487,-0.05258974219600343,-0.5937226012864313,-0.571520773874653,0.02220182741177823,4.110740721536207,5.762002715299903,1.651261993763696
KOSPI_ALL_PER,3,EARLY_2016_2019,GROSS,0.06524579197834335,0.03504913001589749,-0.03019666196244586,0.48483543290196734,0.2994689392551357,-0.18536649364683166,-0.29053087687152224,-0.2402492350189368,0.050281641852585435,4.500131492908781,6.133692688406537,1.633561195497756
KOSPI_ALL_PER,3,EARLY_2016_2019,NET30,0.050955945929481716,0.016169258541219644,-0.03478668738826207,0.39785594131706953,0.18103120753606444,-0.21682473378100509,-0.3017080883234965,-0.259624720801263,0.04208336752223352,4.500131492908781,6.133692688406537,1.633561195497756
KOSPI_ALL_PER,3,EARLY_2016_2019,NET60,0.03684741947453141,-0.002381995744625609,-0.039229415219157016,0.3107471623032907,0.06249333827945739,-0.2482538240238333,-0.3127153077380205,-0.27852030702152164,0.034195000716498836,4.500131492908781,6.133692688406537,1.633561195497756
KOSPI_ALL_PER,3,LATE_2020_2022,GROSS,0.13520184037527394,0.1709429476876445,0.03574110731237057,0.6061179455628923,0.7318932396417607,0.12577529407886834,-0.4244159524352812,-0.422313733854906,0.0021022185803751814,4.150403756866935,5.5780097451223405,1.4276059882554053
KOSPI_ALL_PER,3,LATE_2020_2022,NET30,0.12115086799589858,0.15150434871401552,0.030353480718116943,0.5600112282949076,0.6686161486374516,0.10860492034254399,-0.4260942780774616,-0.4236027959604016,0.002491482117059962,4.150403756866935,5.5780097451223405,1.4276059882554053
KOSPI_ALL_PER,3,LATE_2020_2022,NET60,0.10726596920034837,0.1323745795507827,0.025108610350434324,0.5138044226206484,0.6051187051012403,0.09131428248059192,-0.4277689470313444,-0.42502395882942456,0.002744988201919818,4.150403756866935,5.5780097451223405,1.4276059882554053
KOSPI_ALL_PER,3,NORMAL_2023_2024,GROSS,0.11949022988838731,0.12406667809468219,0.004576448206294881,0.6943058996166775,0.7117888114366816,0.017482911820004055,-0.15044404781340903,-0.1431650192254602,0.0072790285879488215,3.273367786822438,5.2993306705548635,2.0259628837324257
KOSPI_ALL_PER,3,NORMAL_2023_2024,NET30,0.1085481254237104,0.10633138293703581,-0.0022167424866745833,0.6420858063320809,0.6279560313241038,-0.014129775007977075,-0.15455613987973316,-0.1492417436209017,0.005314396258831455,3.273367786822438,5.2993306705548635,2.0259628837324257
KOSPI_ALL_PER,3,NORMAL_2023_2024,NET60,0.09770822067014007,0.0888637067024165,-0.008844513967723566,0.5897951278137654,0.5439380980822668,-0.04585702973149863,-0.16060904703251,-0.15527974565083058,0.005329301381679419,3.273367786822438,5.2993306705548635,2.0259628837324257
KOSPI_ALL_PER,3,BULL_2025,GROSS,0.7153234800153099,0.8011480928199812,0.08582461280467135,2.6090248020865303,2.759932252803492,0.15090745071696166,-0.13138161935261605,-0.1432828592909413,-0.011901239938325259,3.6591386138604234,5.0208192649670265,1.361680651106603
KOSPI_ALL_PER,3,BULL_2025,NET30,0.6965919446953657,0.7742130950930048,0.07762115039763917,2.559563630452628,2.6930849949029794,0.13352136445035123,-0.13274926956115785,-0.1450007586381692,-0.012251489077011346,3.6591386138604234,5.0208192649670265,1.361680651106603
KOSPI_ALL_PER,3,BULL_2025,NET60,0.6780556748069151,0.7476639768177578,0.06960830201084267,2.5097631985486926,2.625707860916011,0.1159446623673186,-0.13411548350499514,-0.14671646725954313,-0.01260098375454799,3.6591386138604234,5.0208192649670265,1.361680651106603
KOSPI_ALL_PER,3,YTD_2026,GROSS,0.3347694460635948,0.5841081600961011,0.2493387140325063,0.9368565467683895,1.3360938268575246,0.39923728008913517,-0.19091431702991923,-0.17897243343959912,0.011941883590320113,4.381057979766264,7.275686669053114,2.89462868928685
KOSPI_ALL_PER,3,YTD_2026,NET30,0.31733553808964254,0.5498909857362351,0.23255544764659253,0.9030207132515639,1.2826770029774803,0.3796562897259165,-0.19452156962504252,-0.178972433439599,0.015549136185443513,4.381057979766264,7.275686669053114,2.89462868928685
KOSPI_ALL_PER,3,YTD_2026,NET60,0.3001183077334699,0.516382795708892,0.21626448797542208,0.8691409044554294,1.2290770449778798,0.3599361405224505,-0.1981146554475589,-0.17897243343959923,0.019142222007959675,4.381057979766264,7.275686669053114,2.89462868928685
KOSPI_ALL_PER,4,FULL_2016_2026,GROSS,0.151970608713085,0.16087789711831446,0.008907288405229474,0.7537628160361015,0.7838285187879306,0.03006570275182907,-0.5711249379684995,-0.5523625361751864,0.01876240179331312,4.168435891075476,5.810274928875159,1.6418390377996825
KOSPI_ALL_PER,4,FULL_2016_2026,NET30,0.13765015741405384,0.14081043292408446,0.003160275510030619,0.6967307692211716,0.7049296538542716,0.008198884633100034,-0.5800430038220905,-0.5661809758394243,0.013862027982666225,4.168435891075476,5.810274928875159,1.6418390377996825
KOSPI_ALL_PER,4,FULL_2016_2026,NET60,0.12349901798208274,0.1210746295975138,-0.002424388384568932,0.6396328722931073,0.6259589013711582,-0.013673970921949108,-0.5887806895924979,-0.57958283085195,0.009197858740547904,4.168435891075476,5.810274928875159,1.6418390377996825
KOSPI_ALL_PER,4,PRE_STRESS_2016_2024,GROSS,0.0853925025915081,0.09248274753176267,0.007090244940254564,0.5028868943384122,0.5340490029335268,0.03116210859511459,-0.5711249379684995,-0.5523625361751864,0.01876240179331312,4.157324943028018,5.791542016287579,1.6342170732595607
KOSPI_ALL_PER,4,PRE_STRESS_2016_2024,NET30,0.07193538868163318,0.07365795941931341,0.001722570737680229,0.4418063417182965,0.44910159286832224,0.007295251150025717,-0.5800430038220905,-0.5661809758394243,0.013862027982666225,4.157324943028018,5.791542016287579,1.6342170732595607
KOSPI_ALL_PER,4,PRE_STRESS_2016_2024,NET60,0.058636829667022106,0.05514326491116606,-0.003493564755856049,0.38072665502758674,0.36417807199262214,-0.016548583034964592,-0.5887806895924979,-0.57958283085195,0.009197858740547904,4.157324943028018,5.791542016287579,1.6342170732595607
KOSPI_ALL_PER,4,EARLY_2016_2019,GROSS,0.040420680612511806,0.026740549188426277,-0.013680131424085529,0.33275479745161224,0.24615587257900698,-0.08659892487260526,-0.2774034751968334,-0.2657318054317098,0.011671669765123571,4.555172082560151,6.262342107466623,1.7071700249064712
KOSPI_ALL_PER,4,EARLY_2016_2019,NET30,0.026294345306415723,0.007623102728205655,-0.018671242578210068,0.24473853449435848,0.12719755464166924,-0.11754097985268924,-0.29005509110692707,-0.2849614910111613,0.00509360009576576,4.555172082560151,6.262342107466623,1.7071700249064712
KOSPI_ALL_PER,4,EARLY_2016_2019,NET60,0.012349622282160633,-0.011154328354283316,-0.02350395063644395,0.15679614763328906,0.008436039016857452,-0.14836010861643162,-0.3024925231094443,-0.30370174873027733,-0.001209225620833032,4.555172082560151,6.262342107466623,1.7071700249064712
KOSPI_ALL_PER,4,LATE_2020_2022,GROSS,0.12428534927892709,0.13477507055156068,0.01048972127263359,0.5753666661161585,0.6128953353475907,0.037528669231432166,-0.424762731427483,-0.4121849113706699,0.012577820056813072,4.080862723179006,5.395513984410302,1.3146512612312957
KOSPI_ALL_PER,4,LATE_2020_2022,NET30,0.11060136034531531,0.11654860797911093,0.005947247633795616,0.5289102787490508,0.550970431349566,0.022060152600515193,-0.4260908877055498,-0.4138084314787026,0.012282456226847205,4.080862723179006,5.395513984410302,1.3146512612312957
KOSPI_ALL_PER,4,LATE_2020_2022,NET60,0.09707653183969,0.09860260794748155,0.0015260761077915408,0.4824677887559664,0.48909057037364934,0.006622781617682927,-0.4274167775795521,-0.4154286221808735,0.01198815539867859,4.080862723179006,5.395513984410302,1.3146512612312957
KOSPI_ALL_PER,4,NORMAL_2023_2024,GROSS,0.11951361270304783,0.16715207867678505,0.04763846597373722,0.698350477413997,0.9153948632924507,0.21704438587845365,-0.14340496370708167,-0.12431849631438374,0.019086467392697926,3.480093871625437,5.453756148707565,1.973662277082128
KOSPI_ALL_PER,4,NORMAL_2023_2024,NET30,0.10788358454904201,0.1482045133862655,0.04032092883722349,0.6423634610870138,0.8283413873938523,0.18597792630683851,-0.15057903599001643,-0.12790653826220988,0.02267249772780655,3.480093871625437,5.453756148707565,1.973662277082128
KOSPI_ALL_PER,4,NORMAL_2023_2024,NET60,0.09636884415320335,0.1295510583977606,0.03318221424455725,0.5863016261434969,0.7410777110154465,0.1547760848719496,-0.15769658648279206,-0.13148255922573937,0.026214027257052686,3.480093871625437,5.453756148707565,1.973662277082128
