pair,phase,period,return_type,base_cagr,cf20_cagr,delta_cagr,base_sharpe,cf20_sharpe,delta_sharpe,base_mdd,cf20_mdd,delta_mdd,base_turnover,cf20_turnover,delta_turnover
KOSPI_ALL_PER,4,BULL_2025,GROSS,0.7645951640128337,0.7111965261903876,-0.05339863782244603,2.759776869691771,2.566841838440094,-0.1929350312516771,-0.12648383356614157,-0.14137921448627577,-0.014895380920134205,3.994530548063504,5.076376481752816,1.081845933689312
KOSPI_ALL_PER,4,BULL_2025,NET30,0.7435695669187865,0.6853251537475464,-0.05824441317124007,2.7077228119586856,2.501016503676942,-0.20670630828174374,-0.12738194505202416,-0.14252882381190168,-0.015146878759877525,3.994530548063504,5.076376481752816,1.081845933689312
KOSPI_ALL_PER,4,BULL_2025,NET60,0.7227834036678589,0.6598276327437407,-0.06295577092411819,2.655159288952621,2.434473434475292,-0.22068585447732936,-0.12827959464754757,-0.14367782171948407,-0.015398227071936499,3.994530548063504,5.076376481752816,1.081845933689312
KOSPI_ALL_PER,4,YTD_2026,GROSS,0.39489930285545594,0.5245045966195558,0.1296052937640999,1.0565694956650578,1.2598954168181973,0.20332592115313952,-0.17165640304238106,-0.17437739628994198,-0.002720993247560921,4.621468846188323,7.299582611676563,2.6781137654882397
KOSPI_ALL_PER,4,YTD_2026,NET30,0.37568731332429506,0.49146811659808964,0.11578080327379459,1.0205862476485408,1.2041465445379949,0.18356029688945408,-0.17378019165174574,-0.17437739628994187,-0.0005972046381961249,4.621468846188323,7.299582611676563,2.6781137654882397
KOSPI_ALL_PER,4,YTD_2026,NET60,0.3567281125882382,0.4591188926763692,0.10239078008813096,0.984545654032449,1.1483551619186367,0.16380950788618776,-0.17589968621535668,-0.17437739628994187,0.0015222899254148103,4.621468846188323,7.299582611676563,2.6781137654882397
KOSPI_ALL_PER,5,FULL_2016_2026,GROSS,0.14228808902937495,0.15971976088824014,0.017431671858865183,0.7164730277654058,0.7827310651377922,0.06625803737238645,-0.5920967694113354,-0.5408683756849567,0.05122839372637866,4.107831460500956,5.796595435747517,1.6887639752465615
KOSPI_ALL_PER,5,FULL_2016_2026,NET30,0.1282932343619696,0.13971910613004357,0.01142587176807397,0.6604148112546533,0.703986624575313,0.043571813320659736,-0.6004826406164734,-0.5542446903451443,0.04623795027132904,4.107831460500956,5.796595435747517,1.6887639752465615
KOSPI_ALL_PER,5,FULL_2016_2026,NET60,0.11446141847004743,0.12004819970459768,0.005586781234550253,0.6042306992459922,0.6250218389277133,0.020791139681721194,-0.6087006288107686,-0.567240553882267,0.04146007492850157,4.107831460500956,5.796595435747517,1.6887639752465615
KOSPI_ALL_PER,5,PRE_STRESS_2016_2024,GROSS,0.08177150808942524,0.09300992276960773,0.011238414680182496,0.4864686064821276,0.5392405608448845,0.05277195436275689,-0.5920967694113354,-0.5408683756849567,0.05122839372637866,4.0880392575507845,5.737604120328961,1.6495648627781767
KOSPI_ALL_PER,5,PRE_STRESS_2016_2024,NET30,0.0685814982776094,0.07434999688310229,0.005768498605492889,0.4266425079418197,0.4546558641807328,0.0280133562389131,-0.6004826406164734,-0.5542446903451443,0.04623795027132904,4.0880392575507845,5.737604120328961,1.6495648627781767
KOSPI_ALL_PER,5,PRE_STRESS_2016_2024,NET60,0.05554428494126218,0.055994570381218134,0.00045028543995595527,0.3667078391078641,0.3698984560542594,0.0031906169463953304,-0.6087006288107686,-0.567240553882267,0.04146007492850157,4.0880392575507845,5.737604120328961,1.6495648627781767
KOSPI_ALL_PER,5,EARLY_2016_2019,GROSS,0.02689042068332892,0.024867418149682408,-0.002023002533646512,0.24862861723993512,0.2353133529163227,-0.013315264323612436,-0.30490536004061386,-0.26003230503429065,0.044873055006323215,4.52647227805573,6.227019261395299,1.700546983339569
KOSPI_ALL_PER,5,EARLY_2016_2019,NET30,0.013035086921096006,0.0058915022599306255,-0.007143584661165381,0.16116770180085663,0.11595404680456504,-0.04521365499629158,-0.3171117304802177,-0.2784119867721462,0.0386997437080715,4.52647227805573,6.227019261395299,1.700546983339569
KOSPI_ALL_PER,5,EARLY_2016_2019,NET60,-0.0006432105782047115,-0.01274885180780716,-0.012105641229602448,0.07374551276003893,-0.0033226654018148963,-0.07706817816185382,-0.32911054647500304,-0.29634821687020296,0.03276232960480008,4.52647227805573,6.227019261395299,1.700546983339569
KOSPI_ALL_PER,5,LATE_2020_2022,GROSS,0.11324799854622536,0.15496700926209273,0.041719010715867366,0.5386681925157006,0.6853041790087184,0.1466359864930178,-0.43062029626566156,-0.41034021660048337,0.020280079665178197,3.8997800803968983,5.330748143070229,1.430968062673331
KOSPI_ALL_PER,5,LATE_2020_2022,NET30,0.10029623764399953,0.13663719303268307,0.03634095538868354,0.49451864936820084,0.6239406640102376,0.1294220146420368,-0.4315902717412169,-0.4117837602155665,0.019806511525650383,3.8997800803968983,5.330748143070229,1.430968062673331
KOSPI_ALL_PER,5,LATE_2020_2022,NET60,0.08748846345255967,0.11858604456002086,0.031097581107461192,0.45026096816769695,0.5623877347782625,0.11212676661056559,-0.4325590427238353,-0.41322466090116905,0.019334381822666225,3.8997800803968983,5.330748143070229,1.430968062673331
KOSPI_ALL_PER,5,NORMAL_2023_2024,GROSS,0.1488738700128145,0.14280943347972896,-0.0060644365330855265,0.831519988320139,0.8015791482827171,-0.029940840037421812,-0.14438320856824038,-0.13398435342584325,0.010398855142397134,3.500420745232518,5.380133338585335,1.8797125933528167
KOSPI_ALL_PER,5,NORMAL_2023_2024,NET30,0.13686941112890327,0.12450557234659465,-0.012363838782308623,0.7758411955963885,0.7160484187520811,-0.059792776844307394,-0.14823353163827335,-0.1376172199383897,0.01061631169988364,3.500420745232518,5.380133338585335,1.8797125933528167
KOSPI_ALL_PER,5,NORMAL_2023_2024,NET60,0.12498452524031567,0.10648203118569177,-0.018502494054623897,0.7200383336008103,0.6303280047846803,-0.08971032881612995,-0.15206839916692494,-0.14123737242249768,0.010831026744427263,3.500420745232518,5.380133338585335,1.8797125933528167
KOSPI_ALL_PER,5,BULL_2025,GROSS,0.7120952553672228,0.736753648258978,0.0246583928917552,2.633465279325953,2.6594895462598167,0.026024266933863505,-0.13375491566171482,-0.1347294065515673,-0.000974490889852464,4.234391420714041,5.595460168142722,1.3610687474286811
KOSPI_ALL_PER,5,BULL_2025,NET30,0.6904775439178281,0.7078326616872241,0.017355117769396022,2.5720804557957697,2.5809563523439505,0.008875896548180773,-0.1345192624409225,-0.13574069965490831,-0.001221437213985821,4.234391420714041,5.595460168142722,1.3610687474286811
KOSPI_ALL_PER,5,BULL_2025,NET60,0.6691204847377699,0.6793725872982548,0.010252102560484921,2.510407554763642,2.5018796423181597,-0.008527912445482233,-0.13528327832352016,-0.1367515011071484,-0.0014682227836282369,4.234391420714041,5.595460168142722,1.3610687474286811
KOSPI_ALL_PER,5,YTD_2026,GROSS,0.32752776818506346,0.4506346009331983,0.12310683274813483,0.9340462331085444,1.1309496502611207,0.1969034171525763,-0.18449691469434792,-0.16917632866212973,0.015320586032218197,4.196364094062588,7.012585811654165,2.816221717591577
KOSPI_ALL_PER,5,YTD_2026,NET30,0.3109155064360225,0.42042167047667167,0.10950616404064917,0.9013302169296372,1.078788851592463,0.17745863466282585,-0.1862230305202459,-0.16917632866212962,0.017046701858116298,4.196364094062588,7.012585811654165,2.816221717591577
KOSPI_ALL_PER,5,YTD_2026,NET60,0.29450193565972715,0.3908113109914493,0.09630937533172212,0.8685334446862846,1.026434410428227,0.15790096574194246,-0.1881347237540728,-0.1691763286621295,0.018958395091943303,4.196364094062588,7.012585811654165,2.816221717591577
KOSPI_ALL_PER,6,FULL_2016_2026,GROSS,0.13654123183792088,0.15102436571541933,0.014483133877498444,0.6988204986565457,0.7507899101944552,0.05196941153790946,-0.5993334618256932,-0.5633353551151008,0.03599810671059245,4.048903180632295,5.664476168056008,1.6155729874237128
KOSPI_ALL_PER,6,FULL_2016_2026,NET30,0.12281534559770768,0.1316223753792456,0.008807029781537912,0.64289437828849,0.6735372813947353,0.03064290310624529,-0.6074037017071745,-0.5785032258396843,0.028900475867490227,4.048903180632295,5.664476168056008,1.6155729874237128
KOSPI_ALL_PER,6,FULL_2016_2026,NET60,0.10924700459342107,0.11253286748613389,0.003285862892712821,0.5868604205940595,0.5960728932547736,0.009212472660714122,-0.6153155579269924,-0.5931547975022229,0.022160760424769554,4.048903180632295,5.664476168056008,1.6155729874237128
KOSPI_ALL_PER,6,PRE_STRESS_2016_2024,GROSS,0.07932566084305348,0.08399636927525167,0.0046707084321981895,0.47843725028029604,0.5004989022671978,0.022061651986901798,-0.5993334618256932,-0.5633353551151008,0.03599810671059245,4.087805879086583,5.613255034254928,1.525449155168345
KOSPI_ALL_PER,6,PRE_STRESS_2016_2024,NET30,0.06616622584866438,0.06588806213194709,-0.00027816371671729456,0.41791110393661307,0.41718723485857573,-0.0007238690780373425,-0.6074037017071745,-0.5785032258396843,0.028900475867490227,4.087805879086583,5.613255034254928,1.525449155168345
KOSPI_ALL_PER,6,PRE_STRESS_2016_2024,NET60,0.053159235810691374,0.048068665309974445,-0.005090570500716929,0.35731142677036576,0.3337350440535222,-0.023576382716843536,-0.6153155579269924,-0.5931547975022229,0.022160760424769554,4.087805879086583,5.613255034254928,1.525449155168345
KOSPI_ALL_PER,6,EARLY_2016_2019,GROSS,0.016950172904512284,0.014344402527331823,-0.002605770377180461,0.18583058583042047,0.16937992825871004,-0.016450657571710436,-0.317088768661413,-0.28038674195047186,0.03670202671094114,4.508746648703173,6.156581364680735,1.6478347159775613
KOSPI_ALL_PER,6,EARLY_2016_2019,NET30,0.003282337453050843,-0.0042262314799831335,-0.007508568933033977,0.099180445355007,0.05138600291878943,-0.047794442436217575,-0.32878779375058287,-0.3023305071061646,0.026457286644418265,4.508746648703173,6.156581364680735,1.6478347159775613
KOSPI_ALL_PER,6,EARLY_2016_2019,NET60,-0.010211556185228399,-0.022472417238802667,-0.012260861053574268,0.012578805381796595,-0.06649762291360457,-0.07907642829540117,-0.3402925776253878,-0.32362079194138893,0.016671785683998852,4.508746648703173,6.156581364680735,1.6478347159775613
KOSPI_ALL_PER,6,LATE_2020_2022,GROSS,0.11829340779828978,0.1365972766135406,0.018303868815250812,0.562072161529293,0.6307226769578691,0.06865051542857614,-0.4283795757647144,-0.4088505798269566,0.01952899593775781,3.935346549913481,5.188972662209101,1.2536261122956196
KOSPI_ALL_PER,6,LATE_2020_2022,NET30,0.10516494811638077,0.11903512332410737,0.013870175207726598,0.5164810571123825,0.5697312394801537,0.05325018236777124,-0.4295252925707316,-0.4103768219882027,0.019148470582528887,3.935346549913481,5.188972662209101,1.2536261122956196
KOSPI_ALL_PER,6,LATE_2020_2022,NET60,0.09218374348039693,0.10173282130836347,0.009549077827966546,0.4708283859458941,0.5085929103391634,0.03776452439326933,-0.4306693102949304,-0.4119001330054276,0.01876917728950278,3.935346549913481,5.188972662209101,1.2536261122956196
KOSPI_ALL_PER,6,NORMAL_2023_2024,GROSS,0.15138661199044723,0.15130876938531457,-7.784260513266084e-05,0.8464394566511014,0.8283569669138621,-0.01808248973723936,-0.13043931624068483,-0.13091800179187996,-0.0004786855511951238,3.4815675425006907,5.1759564668800655,1.6943889243793748
KOSPI_ALL_PER,6,NORMAL_2023_2024,NET30,0.13942041567000696,0.1335632763917738,-0.00585713927823317,0.7908488845061338,0.7477362549835104,-0.0431126295226234,-0.13376581489142636,-0.13627886199586248,-0.002513047104436117,3.4815675425006907,5.1759564668800655,1.6943889243793748
KOSPI_ALL_PER,6,NORMAL_2023_2024,NET60,0.12757285654603323,0.1160790711547115,-0.011493785391321731,0.7351222784268723,0.6669060231259183,-0.06821625530095399,-0.1370810854767297,-0.14161037527257203,-0.004529289795842328,3.4815675425006907,5.1759564668800655,1.6943889243793748
KOSPI_ALL_PER,6,BULL_2025,GROSS,0.6293873168516346,0.6844347785003972,0.05504746164876262,2.3868194009868278,2.5231269666616054,0.13630756567477764,-0.13724562102860627,-0.13765214166675976,-0.0004065206381534958,3.4434921636730684,5.282304786472784,1.8388126227997152
KOSPI_ALL_PER,6,BULL_2025,NET30,0.6126372920383814,0.6579430051030055,0.045305713064624165,2.338413677874043,2.4498553190085257,0.11144164113448252,-0.13800016683380745,-0.13865986858809853,-0.0006597017542910866,3.4434921636730684,5.282304786472784,1.8388126227997152
KOSPI_ALL_PER,6,BULL_2025,NET60,0.5960508947830874,0.6318500090149684,0.03579911423188098,2.289763977759114,2.376056615350776,0.08629263759166195,-0.13875438958635966,-0.1396670999459514,-0.0009127103595917285,3.4434921636730684,5.282304786472784,1.8388126227997152
KOSPI_ALL_PER,6,YTD_2026,GROSS,0.36264816415428647,0.5118766468381819,0.14922848268389544,1.016096150032444,1.2314016391683271,0.2153054891358832,-0.17303146190960117,-0.17321163248356508,-0.00018017057396391145,4.462290382747136,7.061597618673167,2.599307235926031
KOSPI_ALL_PER,6,YTD_2026,NET30,0.34452273280400836,0.48017110200302815,0.1356483691990198,0.9806854957507171,1.1794228866562868,0.19873739090556974,-0.17382740805725772,-0.17321163248356497,0.000615775573692745,4.462290382747136,7.061597618673167,2.599307235926031
KOSPI_ALL_PER,6,YTD_2026,NET60,0.326627748907222,0.44910373338408016,0.12247598447685815,0.9451676488302264,1.1272099475103206,0.18204229868009414,-0.17462298242120144,-0.17321163248356497,0.0014113499376364746,4.462290382747136,7.061597618673167,2.599307235926031
KOSPI_ALL_PER,7,FULL_2016_2026,GROSS,0.1388212636157622,0.14885016286277764,0.010028899247015444,0.7065075155426659,0.743290476151853,0.036782960609187065,-0.6085854564755879,-0.5772923075935394,0.03129314888204848,4.146200013382843,5.7747161190703995,1.6285161056875568
KOSPI_ALL_PER,7,FULL_2016_2026,NET30,0.12473934984976864,0.12911108371694535,0.004371733867176708,0.6492249748987667,0.6640187906415409,0.014793815742774163,-0.6178804248700376,-0.5921373438570438,0.02574308101299383,4.146200013382843,5.7747161190703995,1.6285161056875568
KOSPI_ALL_PER,7,FULL_2016_2026,NET60,0.11082304822966815,0.1096961226781239,-0.0011269255515442556,0.5918806732064646,0.5846522702123917,-0.007228402994072902,-0.6269593708902079,-0.6064714772786027,0.02048789361160519,4.146200013382843,5.7747161190703995,1.6285161056875568
KOSPI_ALL_PER,7,PRE_STRESS_2016_2024,GROSS,0.08009236344250903,0.07679886378801282,-0.0032934996544962125,0.4807697227192428,0.4676202539546376,-0.01314946876460521,-0.6085854564755879,-0.5772923075935394,0.03129314888204848,4.197720037400925,5.815698987324653,1.617978949923728
KOSPI_ALL_PER,7,PRE_STRESS_2016_2024,NET30,0.06657167965008837,0.05816751804916853,-0.008404161600919835,0.4187942585442798,0.3811301648249408,-0.03766409371933904,-0.6178804248700376,-0.5921373438570438,0.02574308101299383,4.197720037400925,5.815698987324653,1.617978949923728
KOSPI_ALL_PER,7,PRE_STRESS_2016_2024,NET60,0.05321195555571223,0.03984423108337598,-0.013367724472336251,0.3567835362201218,0.2946234326456277,-0.06216010357449414,-0.6269593708902079,-0.6064714772786027,0.02048789361160519,4.197720037400925,5.815698987324653,1.617978949923728
KOSPI_ALL_PER,7,EARLY_2016_2019,GROSS,0.013133706424032221,0.006212143829521732,-0.006921562594510489,0.16174397001718516,0.11794546228191455,-0.04379850773527061,-0.33041288112381817,-0.3035970682052067,0.02681581291861146,4.530724757608125,6.325469852463094,1.794745094854969
KOSPI_ALL_PER,7,EARLY_2016_2019,NET30,-0.0005487421872516496,-0.012710244368106305,-0.012161502180854655,0.0752053146031264,-0.0031861840622367187,-0.07839149866536313,-0.3446312886946197,-0.3252185909864448,0.019412697708174886,4.530724757608125,6.325469852463094,1.794745094854969
KOSPI_ALL_PER,7,EARLY_2016_2019,NET60,-0.014056136875262415,-0.03129275361748973,-0.017236616742227318,-0.011184108323197155,-0.12390902634187852,-0.11272491801868137,-0.3585551663774308,-0.34618446392950875,0.012370702447922044,4.530724757608125,6.325469852463094,1.794745094854969
KOSPI_ALL_PER,7,LATE_2020_2022,GROSS,0.1293722931657757,0.140316049999895,0.0109437568341193,0.5983510553170349,0.6400086768791414,0.041657621562106506,-0.42510917144234284,-0.41001074364486945,0.01509842779747339,4.072819776728484,5.343406841970929,1.2705870652424451
KOSPI_ALL_PER,7,LATE_2020_2022,NET30,0.11565334461717591,0.12217603442289082,0.00652268980571491,0.551313538339108,0.5775597530935588,0.02624621475445077,-0.4263224808617113,-0.41152054457542975,0.01480193628628157,4.072819776728484,5.343406841970929,1.2705870652424451
KOSPI_ALL_PER,7,LATE_2020_2022,NET60,0.10209369185725037,0.10431231340021219,0.0022186215429618183,0.5042383592730932,0.5150363913657718,0.0107980320926786,-0.4275689463589545,-0.4132546752749262,0.014314271084028274,4.072819776728484,5.343406841970929,1.2705870652424451
KOSPI_ALL_PER,7,NORMAL_2023_2024,GROSS,0.14632290324721975,0.12952210861548652,-0.01680079463173323,0.8238854252269279,0.743599179734569,-0.08028624549235885,-0.1257298659345708,-0.12475814267358398,0.0009717232609868232,3.7253180034081934,5.519059909488048,1.7937419060798545
KOSPI_ALL_PER,7,NORMAL_2023_2024,NET30,0.133579725561624,0.11096751669361482,-0.022612208868009187,0.7642455673658285,0.6551323670657597,-0.10911320030006877,-0.13032215212890774,-0.1285885320471012,0.0017336200818065528,3.7253180034081934,5.519059909488048,1.7937419060798545
KOSPI_ALL_PER,7,NORMAL_2023_2024,NET60,0.12097177822269845,0.09270420228173326,-0.028267575940965184,0.7044656561710209,0.5665129899442505,-0.13795266622677038,-0.13489264326326467,-0.13542132127226836,-0.0005286780090036913,3.7253180034081934,5.519059909488048,1.7937419060798545
KOSPI_ALL_PER,7,BULL_2025,GROSS,0.6175128014080717,0.715053939944515,0.0975411385364433,2.340351219162112,2.60787486516882,0.26752364600670786,-0.12737896449413055,-0.13293403809601,-0.005555073601879457,3.443361194202123,4.8987321884886965,1.4553709942865733
KOSPI_ALL_PER,7,BULL_2025,NET30,0.6008855041665788,0.6900252750767566,0.08913977091017777,2.291143500041055,2.539897950379801,0.24875445033874577,-0.1278113312092678,-0.13371532977539669,-0.005903998566128887,3.443361194202123,4.8987321884886965,1.4553709942865733
KOSPI_ALL_PER,7,BULL_2025,NET60,0.5844206863675778,0.6653456938218874,0.08092500745430953,2.2417569458813587,2.471434258068316,0.2296773121869573,-0.12824369792440415,-0.13487327618350398,-0.006629578259099822,3.443361194202123,4.8987321884886965,1.4553709942865733
KOSPI_ALL_PER,7,YTD_2026,GROSS,0.4131423363493625,0.5679782472596369,0.15483591091027438,1.1157923648649053,1.332073156546957,0.21628079168205172,-0.169058982481046,-0.17282128430855015,-0.003762301827504144,4.5311549884161595,6.602626679863946,2.071471691447787
KOSPI_ALL_PER,7,YTD_2026,NET30,0.3940569635045903,0.5372127587592264,0.14315579525463606,1.0791818572233476,1.2819091153959494,0.20272725817260184,-0.17147257375813107,-0.17282128430855026,-0.0013487105504191854,4.5311549884161595,6.602626679863946,2.071471691447787
KOSPI_ALL_PER,7,YTD_2026,NET60,0.37521780890364176,0.5070259090332361,0.13180810012959432,1.042517244040417,1.231651283887555,0.18913403984713817,-0.17388047740338375,-0.17282128430855015,0.0010591930948335992,4.5311549884161595,6.602626679863946,2.071471691447787
KOSPI_ALL_PER,8,FULL_2016_2026,GROSS,0.15356682425608725,0.15941476623612738,0.005847941980040128,0.7605830046959564,0.7803124110790931,0.019729406383136694,-0.6088463186521196,-0.5836279528883197,0.025218365763799877,4.082161171994568,5.707083081665328,1.6249219096707597
KOSPI_ALL_PER,8,FULL_2016_2026,NET30,0.13952154481841061,0.1397255515996605,0.00020400678124987692,0.7048834602076542,0.7028017775713867,-0.0020816826362675123,-0.6164854588719603,-0.6017309249813934,0.014754533890566912,4.082161171994568,5.707083081665328,1.6249219096707597
KOSPI_ALL_PER,8,FULL_2016_2026,NET60,0.12563877997151085,0.12035583065136723,-0.005282949320143615,0.6490696688783794,0.6251246342684202,-0.023945034609959115,-0.6242648623340836,-0.6190596333713541,0.005205228962729569,4.082161171994568,5.707083081665328,1.6249219096707597
KOSPI_ALL_PER,8,PRE_STRESS_2016_2024,GROSS,0.09099001102143944,0.0839334289596847,-0.007056582061754746,0.5285167261482329,0.4981529470026054,-0.03036377914562749,-0.6088463186521196,-0.5836279528883197,0.025218365763799877,4.077696340748526,5.710683812142915,1.6329874713943893
KOSPI_ALL_PER,8,PRE_STRESS_2016_2024,NET30,0.07772107082308577,0.06551447527844156,-0.012206595544644205,0.46871353961188106,0.41389792540223663,-0.054815614209644425,-0.6164854588719603,-0.6017309249813934,0.014754533890566912,4.077696340748526,5.710683812142915,1.6329874713943893
KOSPI_ALL_PER,8,PRE_STRESS_2016_2024,NET60,0.06460547432401498,0.047394499201900864,-0.017210975122114114,0.40880937858440497,0.3295373069510643,-0.07927207163334066,-0.6242648623340836,-0.6190596333713541,0.005205228962729569,4.077696340748526,5.710683812142915,1.6329874713943893
KOSPI_ALL_PER,8,EARLY_2016_2019,GROSS,0.014193099468553294,-0.012283137857940662,-0.026476237326493957,0.1685778450015708,-0.0027121099095631374,-0.17128995491113394,-0.3379954680389965,-0.31459066124908286,0.023404806789913635,4.424173712074965,6.127132561530834,1.702958849455869
KOSPI_ALL_PER,8,EARLY_2016_2019,NET30,0.000816343210340742,-0.03028053272433706,-0.031096875934677803,0.08267864578184349,-0.1220617370387976,-0.20474038282064108,-0.3490472190153435,-0.3414268331384033,0.00762038587694025,4.424173712074965,6.127132561530834,1.702958849455869
KOSPI_ALL_PER,8,EARLY_2016_2019,NET60,-0.012393454691592365,-0.047964985140484306,-0.03557153044889194,-0.00338574504445475,-0.2414856678912098,-0.23809992284675505,-0.3604063469002783,-0.36723166823112885,-0.0068253213308505645,4.424173712074965,6.127132561530834,1.702958849455869
KOSPI_ALL_PER,8,LATE_2020_2022,GROSS,0.1489149627403119,0.17535715023688803,0.02644218749657612,0.6594443621865343,0.7504905922759352,0.09104623008940083,-0.42234056802769937,-0.41132027812248906,0.011020289905210312,4.046989286331954,5.250011744604014,1.2030224582720601
KOSPI_ALL_PER,8,LATE_2020_2022,NET30,0.13504668835902534,0.15698406247575636,0.021937374116731023,0.613254784346096,0.6899346959846173,0.07667991163852128,-0.4235196625011476,-0.41290799530062094,0.010611667200526642,4.046989286331954,5.250011744604014,1.2030224582720601
KOSPI_ALL_PER,8,LATE_2020_2022,NET60,0.12133855778320224,0.13888598194261959,0.017547424159417346,0.5670241700506256,0.6293140243249472,0.062289854274321654,-0.42486471793944214,-0.4144925320567978,0.010372185882644325,4.046989286331954,5.250011744604014,1.2030224582720601
KOSPI_ALL_PER,8,NORMAL_2023_2024,GROSS,0.16593955393508586,0.15292974150345584,-0.013009812431630019,0.9078703517202943,0.8456856117708396,-0.062184739949454726,-0.12890826111434117,-0.13385234945797253,-0.004944088343631359,3.4362957411966293,5.582763440891779,2.1464676996951497
KOSPI_ALL_PER,8,NORMAL_2023_2024,NET30,0.1539788016978254,0.13377374426564104,-0.02020505743218437,0.8535000796380192,0.7570800568593358,-0.09642002277868345,-0.13281152781084193,-0.13830715592367182,-0.005495628112829887,3.4362957411966293,5.582763440891779,2.1464676996951497
KOSPI_ALL_PER,8,NORMAL_2023_2024,NET60,0.1421348954694166,0.11492185311974734,-0.02721304234966926,0.7989778404180258,0.6683142648481277,-0.13066357556989805,-0.13669905965767726,-0.1427423249239571,-0.006043265266279851,3.4362957411966293,5.582763440891779,2.1464676996951497
KOSPI_ALL_PER,8,BULL_2025,GROSS,0.7044837889717022,0.7606838562765237,0.05620006730482152,2.5764239164100595,2.7145945633918735,0.13817064698181403,-0.1316831438960273,-0.13599157799682748,-0.004308434100800174,3.8813601507888174,5.198714829418236,1.3173546786294188
KOSPI_ALL_PER,8,BULL_2025,NET30,0.6847461160759216,0.7334276869977598,0.048681570921838224,2.523899339678917,2.644901018191134,0.12100167851221677,-0.1329412550456749,-0.1379063055377917,-0.004965050492116818,3.8813601507888174,5.198714829418236,1.3173546786294188
KOSPI_ALL_PER,8,BULL_2025,NET60,0.6652258629092194,0.7065750963928601,0.041349233483640724,2.4709793528981,2.574536564009798,0.10355721111169824,-0.13419821910186858,-0.1399941516207015,-0.005795932518832925,3.8813601507888174,5.198714829418236,1.3173546786294188
KOSPI_ALL_PER,8,YTD_2026,GROSS,0.3987975346596646,0.5976589410894759,0.19886140642981132,1.0663453986281288,1.365516148358386,0.29917074973025715,-0.1793822586284507,-0.1783098355710524,0.0010724230573982974,4.479612910331825,6.490051166918047,2.0104382565862213
KOSPI_ALL_PER,8,YTD_2026,NET30,0.3801189305533714,0.566840745935751,0.18672181538237953,1.0310277544245336,1.3168790735141171,0.2858513190895835,-0.1804224115664902,-0.1791066511576439,0.0013157604088462893,4.479612910331825,6.490051166918047,2.0104382565862213
KOSPI_ALL_PER,8,YTD_2026,NET60,0.3616776213002013,0.5365926710560709,0.17491504975586958,0.9956855155024016,1.268153573751958,0.27246805824955644,-0.18146256450452958,-0.17990346674423563,0.0015590977602939482,4.479612910331825,6.490051166918047,2.0104382565862213
KOSPI_ALL_PER,9,FULL_2016_2026,GROSS,0.15854116572649257,0.174912728793851,0.01637156306735843,0.7783019567861157,0.8380568077309138,0.059754850944798155,-0.6077994878337083,-0.5694597392848824,0.038339748548825936,4.0581476481814045,5.821004055154432,1.762856406973028
KOSPI_ALL_PER,9,FULL_2016_2026,NET30,0.14451775876863993,0.15456539449186368,0.010047635723223758,0.722926535040126,0.759048066471569,0.03612153143144292,-0.6156098259780272,-0.5827591864529267,0.03285063952510048,4.0581476481814045,5.821004055154432,1.762856406973028
KOSPI_ALL_PER,9,FULL_2016_2026,NET60,0.13065554231887688,0.1345548347286727,0.003899292409795807,0.6674784202708893,0.679930083500244,0.012451663229354648,-0.6243536026318424,-0.5956574072466567,0.02869619538518564,4.0581476481814045,5.821004055154432,1.762856406973028
KOSPI_ALL_PER,9,PRE_STRESS_2016_2024,GROSS,0.09475889198588838,0.10412699698463257,0.009368104998744187,0.54471145723275,0.5881271606993991,0.043415703466649025,-0.6077994878337083,-0.5694597392848824,0.038339748548825936,4.078032355063552,5.806886014232779,1.7288536591692267
KOSPI_ALL_PER,9,PRE_STRESS_2016_2024,NET30,0.08144297810686041,0.08505153355729655,0.003608555450436146,0.4848952653483309,0.502503988421925,0.017608723073594124,-0.6156098259780272,-0.5827591864529267,0.03285063952510048,4.078032355063552,5.806886014232779,1.7288536591692267
KOSPI_ALL_PER,9,PRE_STRESS_2016_2024,NET60,0.06828087553188134,0.06629103372234524,-0.001989841809536097,0.425035033287999,0.41681644512450167,-0.008218588163497353,-0.6243536026318424,-0.5956574072466567,0.02869619538518564,4.078032355063552,5.806886014232779,1.7288536591692267
KOSPI_ALL_PER,9,EARLY_2016_2019,GROSS,0.032412693294610495,0.03115527096924109,-0.0012574223253694061,0.2842139879005338,0.27584401541958914,-0.008369972480944676,-0.32615206013138176,-0.28323159279564014,0.04292046733574162,4.391782225862965,6.188171161597403,1.7963889357344378
KOSPI_ALL_PER,9,EARLY_2016_2019,NET30,0.018894628774762223,0.012180909528797024,-0.0067137192459651995,0.19864947364194668,0.15573623717031645,-0.04291323647163023,-0.33756448884090806,-0.30203155751723676,0.0355329313236713,4.391782225862965,6.188171161597403,1.7963889357344378
KOSPI_ALL_PER,9,EARLY_2016_2019,NET60,0.005543906616206407,-0.006460151060966757,-0.012004057677173163,0.1131022182024791,0.035760619841661366,-0.07734159836081772,-0.3506648899660624,-0.32035206820613205,0.03031282175993033,4.391782225862965,6.188171161597403,1.7963889357344378
KOSPI_ALL_PER,9,LATE_2020_2022,GROSS,0.14604440679444997,0.1747091256428499,0.02866471884839994,0.6478277701972842,0.7470135622287201,0.09918579203143585,-0.4292027683804599,-0.42248825621736485,0.006714512163095043,4.078729419104818,5.573460769443226,1.4947313503384088
