universe,period,rule,n,win_rate,mean5,median5,cagr,mdd,worst5,mean_excess,beat_mkt
K200,VALID_2023_2024,F_LOW_HALF,97,0.5257731958762887,0.00199204218864623,0.0012860337772097,0.0939315609183049,-0.09685022909394947,-0.0707523827426301,0.0012972696506901558,0.4845360824742268
KOSDAQ,STRESS_2025,F_LOW_HALF,45,0.6222222222222222,0.01011300623907176,0.0086436378168072,0.5767807171568733,-0.05757749006963142,-0.0343357459433213,0.00497666445745837,0.6222222222222222
KOSDAQ,STRESS_2026,F_LOW_HALF,13,0.6923076923076923,0.01800745099097207,0.01319199982746985,0.8801428164025542,-0.06774718424035042,-0.0677471842403504,0.0030147453638211604,0.5384615384615384
KOSDAQ,TRAIN_2016_2022,F_LOW_HALF,256,0.5625,0.0012871933657072655,0.0028830150215711997,0.0385966707216463,-0.2661216279593056,-0.0987587117774958,0.0017214055817639006,0.52734375
KOSDAQ,VALID_2023_2024,F_LOW_HALF,73,0.5753424657534246,0.0007443150339750368,0.0025286294968741,0.0157054532471268,-0.2023927753921161,-0.1226332439141122,0.00044314943744916993,0.4931506849315068
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,F_LOW_HALF,49,0.6938775510204082,0.009733349896452831,0.00958625487074735,0.5978632777747714,-0.04303859190200221,-0.0321101642876658,0.00296623179123805,0.5306122448979592
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,F_LOW_HALF,19,0.5789473684210527,0.007250302601327879,0.0087157622693863,0.2929085403659428,-0.17897487002208967,-0.0730863461632975,0.001467377682807961,0.47368421052631576
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,F_LOW_HALF,328,0.5823170731707317,0.0011924650635439353,0.00246916172752135,0.045982168607921814,-0.31797064263151875,-0.08778230717595585,0.0013391024782841425,0.5213414634146342
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,F_LOW_HALF,96,0.5625,0.001073989086381884,0.001597054272944075,0.04086224095670632,-0.19885278415222618,-0.119514170924694,0.0006881516298731712,0.5416666666666666
KOSPI_ALL,STRESS_2025,F_LOW_HALF,49,0.6530612244897959,0.007600392323398916,0.0104442076901485,0.43962260007506115,-0.05110268289429776,-0.0471882838165168,-0.0060227454687832496,0.40816326530612246
KOSPI_ALL,STRESS_2026,F_LOW_HALF,21,0.5238095238095238,0.009557045413530557,0.0021893956571574,0.43344136277449974,-0.15111390609562703,-0.0716509808945913,-0.01311850990150578,0.3333333333333333
KOSPI_ALL,TRAIN_2016_2022,F_LOW_HALF,328,0.5548780487804879,0.0012364888401068103,0.00247140036813735,0.05278397862858686,-0.2761999750038153,-0.0823926390175027,0.0008973999328519616,0.5213414634146342
KOSPI_ALL,VALID_2023_2024,F_LOW_HALF,97,0.5670103092783505,0.0014001271180139499,0.00240195752075985,0.06275118445390482,-0.09825873819433673,-0.0766602202089991,0.0006251640505946825,0.5567010309278351
KOSPI_EX_K200,STRESS_2025,F_LOW_HALF,49,0.6122448979591837,0.004022921025830288,0.0070354446720885,0.2100104516451584,-0.0629175369667434,-0.0567332381096187,-0.0019375896488604762,0.4489795918367347
KOSPI_EX_K200,STRESS_2026,F_LOW_HALF,15,0.7333333333333333,0.003979936300000361,0.01257917310138205,0.1343169785764846,-0.11865046308934935,-0.0870298141417973,-0.00958781717159624,0.2
KOSPI_EX_K200,TRAIN_2016_2022,F_LOW_HALF,288,0.5659722222222222,0.0010987067440734039,0.0022251478752669503,0.04045684659604665,-0.2403998474177781,-0.0607695561543607,0.0011185273263584785,0.5
KOSPI_EX_K200,VALID_2023_2024,F_LOW_HALF,91,0.5604395604395604,0.001439409343661084,0.0016181374103752,0.060992411984949424,-0.10389229758795793,-0.0720875479696914,0.0009091718583992634,0.5274725274725275
KOSPI_KOSDAQ_ALL,STRESS_2025,F_LOW_HALF,49,0.673469387755102,0.008576866948642209,0.0055863473969546,0.5122268058059609,-0.044616936770525806,-0.0338003762136967,-0.004120587587794452,0.4489795918367347
KOSPI_KOSDAQ_ALL,STRESS_2026,F_LOW_HALF,21,0.5238095238095238,0.007453144077345207,0.0065288680847203,0.320211952185794,-0.17965147459032405,-0.0689549704072716,-0.012776157587975885,0.42857142857142855
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,F_LOW_HALF,328,0.5701219512195121,0.0005988865930573592,0.0031742829093512,0.020737354201185276,-0.29298781171007604,-0.08349037379600435,0.0003165549878575352,0.5152439024390244
KOSPI_KOSDAQ_ALL,VALID_2023_2024,F_LOW_HALF,96,0.5208333333333334,0.0011511276241692222,0.0017395705347548,0.04911629467638279,-0.14853043319688308,-0.0536505478074918,0.001009489373387935,0.5208333333333334
K200,STRESS_2025,REPAIR_F_LOW_HALF,49,0.5714285714285714,0.010113924577026714,0.0088060428358136,0.6194913943811333,-0.06132531829539267,-0.0406898096706884,-0.004133882936194075,0.4897959183673469
K200,STRESS_2026,REPAIR_F_LOW_HALF,20,0.5,0.0066364583659977395,0.00806045714089465,0.2175160537627796,-0.2792960111732783,-0.1263883730489126,-0.011143374938369276,0.3
K200,TRAIN_2016_2022,REPAIR_F_LOW_HALF,328,0.5304878048780488,0.001338158195354041,0.0011660075820034,0.056184648601500076,-0.27898813103684095,-0.0993205420123927,0.0008954192459399438,0.47865853658536583
K200,VALID_2023_2024,REPAIR_F_LOW_HALF,97,0.5257731958762887,0.0015195164152774956,0.0017684368275892,0.06725696109039059,-0.09685022909394991,-0.0707523827426301,0.0008247438773214216,0.4536082474226804
KOSDAQ,STRESS_2025,REPAIR_F_LOW_HALF,45,0.6222222222222222,0.010284511079601209,0.0092010510078723,0.5836008391427574,-0.0936875757145047,-0.0494594121099022,0.005148169297987819,0.6
KOSDAQ,STRESS_2026,REPAIR_F_LOW_HALF,13,0.6923076923076923,0.020201735405145256,0.0263839996549397,1.0340257521340774,-0.06774718424035042,-0.0677471842403504,0.005209029777994341,0.5384615384615384
KOSDAQ,TRAIN_2016_2022,REPAIR_F_LOW_HALF,256,0.5625,0.0016964518645839655,0.00322599483709635,0.051710605206911175,-0.27276116161663333,-0.0987587117774958,0.0021306640806405997,0.5390625
KOSDAQ,VALID_2023_2024,REPAIR_F_LOW_HALF,73,0.5753424657534246,0.001310672783905947,0.0025286294968741,0.03754923292640222,-0.2049501473446934,-0.1226332439141122,0.0010095071873800793,0.5205479452054794
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,REPAIR_F_LOW_HALF,49,0.6938775510204082,0.010606887252669011,0.0108694984951122,0.6662251078378891,-0.057010601609332356,-0.0321101642876658,0.0038397691474542305,0.5714285714285714
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,REPAIR_F_LOW_HALF,19,0.5789473684210527,0.008029299643362565,0.0087157622693863,0.33276114830688286,-0.1789748700220899,-0.0730863461632975,0.002246374724842645,0.47368421052631576
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,REPAIR_F_LOW_HALF,328,0.5823170731707317,0.0018124725190213058,0.00250820644200605,0.07569389866653542,-0.29267989550600104,-0.08778230717595585,0.001959109933761513,0.5457317073170732
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,REPAIR_F_LOW_HALF,96,0.5625,0.0012642793036936383,0.0018262842276087,0.050225101468955424,-0.2034186126228935,-0.119514170924694,0.0008784418471849252,0.53125
KOSPI_ALL,STRESS_2025,REPAIR_F_LOW_HALF,49,0.6530612244897959,0.008572363314914368,0.0104442076901485,0.5080672289644439,-0.05110268289429787,-0.0471882838165168,-0.005050774477267797,0.4489795918367347
KOSPI_ALL,STRESS_2026,REPAIR_F_LOW_HALF,21,0.5238095238095238,0.009510902236046696,0.0021893956571574,0.4070352359530862,-0.21196610607567434,-0.1028297644163698,-0.01316465307898964,0.42857142857142855
KOSPI_ALL,TRAIN_2016_2022,REPAIR_F_LOW_HALF,328,0.5548780487804879,0.0016275618903304708,0.0026881553658917997,0.0715004449675467,-0.28849414031692566,-0.0823926390175027,0.0012884729830756221,0.524390243902439
KOSPI_ALL,VALID_2023_2024,REPAIR_F_LOW_HALF,97,0.5670103092783505,0.0014603796252571292,0.00240195752075985,0.06547748355502891,-0.09825873819433661,-0.0766602202089991,0.0006854165578378621,0.5463917525773195
KOSPI_EX_K200,STRESS_2025,REPAIR_F_LOW_HALF,49,0.6122448979591837,0.005788255574017221,0.0096299437227688,0.3161910245582238,-0.06291753696674307,-0.0567332381096187,-0.00017225510067354368,0.5102040816326531
KOSPI_EX_K200,STRESS_2026,REPAIR_F_LOW_HALF,15,0.7333333333333333,0.011760880406030518,0.01257917310138205,0.5287019361090235,-0.11865046308934923,-0.0870298141417973,-0.0018068730655660874,0.3333333333333333
KOSPI_EX_K200,TRAIN_2016_2022,REPAIR_F_LOW_HALF,288,0.5659722222222222,0.0012708907843392262,0.002343570948643675,0.04619651038300865,-0.2646561978087313,-0.0766322044511677,0.0012907113666243007,0.5138888888888888
KOSPI_EX_K200,VALID_2023_2024,REPAIR_F_LOW_HALF,91,0.5604395604395604,0.0016618968110168216,0.0017950046725089,0.06909617702375992,-0.14111219796353736,-0.0720875479696914,0.0011316593257550008,0.5604395604395604
KOSPI_KOSDAQ_ALL,STRESS_2025,REPAIR_F_LOW_HALF,49,0.673469387755102,0.009843830137257523,0.0093320564339633,0.6053453557230899,-0.05732665298268569,-0.0338003762136967,-0.00285362439917914,0.4897959183673469
KOSPI_KOSDAQ_ALL,STRESS_2026,REPAIR_F_LOW_HALF,21,0.5238095238095238,0.005595790026724971,0.0065288680847203,0.20015052817615353,-0.24843534021151303,-0.1160331957620569,-0.014633511638596122,0.47619047619047616
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,REPAIR_F_LOW_HALF,328,0.5701219512195121,0.0014511509154527184,0.003592538843065975,0.061078509810933435,-0.28989112310752285,-0.08349037379600435,0.0011688193102528945,0.5213414634146342
KOSPI_KOSDAQ_ALL,VALID_2023_2024,REPAIR_F_LOW_HALF,96,0.5208333333333334,0.0007568530731712373,0.0017395705347548,0.026229373131659628,-0.16130854627695856,-0.1073010956149836,0.0006152148223899499,0.53125
K200,STRESS_2025,B2_F_LOW_HALF,49,0.5714285714285714,0.0096895171669322,0.0100128327958145,0.582880604306752,-0.08226489165743289,-0.0406898096706884,-0.004558290346288589,0.46938775510204084
K200,STRESS_2026,B2_F_LOW_HALF,20,0.5,0.006335666675245807,0.00806045714089465,0.20261029150900844,-0.28365788691950644,-0.1263883730489126,-0.011444166629121207,0.3
K200,TRAIN_2016_2022,B2_F_LOW_HALF,328,0.5304878048780488,0.0010317488791160981,0.00152777883868205,0.037726084540562255,-0.36682781498777695,-0.0993205420123927,0.0005890099297020008,0.46646341463414637
K200,VALID_2023_2024,B2_F_LOW_HALF,97,0.5257731958762887,0.00237375381350876,0.0017684368275892,0.1102545192288098,-0.09780497852369674,-0.0707523827426301,0.0016789812755526863,0.4742268041237113
KOSDAQ,STRESS_2025,B2_F_LOW_HALF,45,0.6222222222222222,0.010537933964738937,0.0101547187668461,0.5971510635629831,-0.10058698392159982,-0.0494594121099022,0.00540159218312555,0.6444444444444445
KOSDAQ,STRESS_2026,B2_F_LOW_HALF,13,0.6923076923076923,0.02233824879287821,0.0263839996549397,1.1961507943752738,-0.06774718424035031,-0.0677471842403504,0.0073455431657272995,0.6153846153846154
KOSDAQ,TRAIN_2016_2022,B2_F_LOW_HALF,256,0.5625,0.0015413079880922324,0.0035115063313331998,0.04108080383750168,-0.3936556834696189,-0.0987587117774958,0.0019755202041488672,0.56640625
KOSDAQ,VALID_2023_2024,B2_F_LOW_HALF,73,0.5753424657534246,0.0016310722677836836,0.0038792353432302,0.04304703111776975,-0.24942657042650196,-0.1226332439141122,0.0013299066712578165,0.547945205479452
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,B2_F_LOW_HALF,49,0.6938775510204082,0.010770724403395349,0.010907942184396,0.6771039056008015,-0.06957637597573929,-0.0321101642876658,0.004003606298180569,0.6122448979591837
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,B2_F_LOW_HALF,19,0.5789473684210527,0.009425875902096927,0.0087157622693863,0.4097408089902985,-0.1789748700220899,-0.0730863461632975,0.003642950983577008,0.5263157894736842
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,B2_F_LOW_HALF,328,0.5823170731707317,0.0016249321401207765,0.00374243457487025,0.06286702847464176,-0.33518925488487583,-0.08778230717595585,0.0017715695548609837,0.5762195121951219
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,B2_F_LOW_HALF,96,0.5625,0.001041354005234722,0.002001026369077,0.03423174740635693,-0.26702391358978916,-0.119514170924694,0.0006555165487260086,0.53125
KOSPI_ALL,STRESS_2025,B2_F_LOW_HALF,49,0.6530612244897959,0.008528828962402356,0.0104442076901485,0.5011156485474311,-0.07471274392643346,-0.0471882838165168,-0.0050943088297798105,0.4489795918367347
KOSPI_ALL,STRESS_2026,B2_F_LOW_HALF,21,0.5238095238095238,0.010547283310459768,0.0021893956571574,0.4503520445048599,-0.20010222935679756,-0.1028297644163698,-0.012128272004576572,0.42857142857142855
KOSPI_ALL,TRAIN_2016_2022,B2_F_LOW_HALF,328,0.5548780487804879,0.0013888981418681986,0.0031802450409542,0.05636210471266545,-0.35586129183033066,-0.0823926390175027,0.0010498092346133505,0.5121951219512195
KOSPI_ALL,VALID_2023_2024,B2_F_LOW_HALF,97,0.5670103092783505,0.0025903236086901957,0.0038180170834394,0.12109601862109454,-0.11571769475166616,-0.0766602202089991,0.0018153605412709285,0.6082474226804123
KOSPI_EX_K200,STRESS_2025,B2_F_LOW_HALF,49,0.6122448979591837,0.006797770188359967,0.0102440359044099,0.3809306964433006,-0.05804548611649163,-0.0567332381096187,0.0008372595136692033,0.5102040816326531
KOSPI_EX_K200,STRESS_2026,B2_F_LOW_HALF,15,0.7333333333333333,0.01628251996951429,0.0234240739434095,0.8284614491503883,-0.11865046308934946,-0.0870298141417973,0.002714766497917686,0.6
KOSPI_EX_K200,TRAIN_2016_2022,B2_F_LOW_HALF,288,0.5659722222222222,0.001992760826296693,0.00260099102143715,0.07673323858567893,-0.25741092899324325,-0.0766322044511677,0.0020125814085817676,0.5486111111111112
KOSPI_EX_K200,VALID_2023_2024,B2_F_LOW_HALF,91,0.5604395604395604,0.0019163401495116866,0.0017950046725089,0.0807814371541371,-0.15798442572693994,-0.0720875479696914,0.0013861026642498656,0.5604395604395604
KOSPI_KOSDAQ_ALL,STRESS_2025,B2_F_LOW_HALF,49,0.673469387755102,0.00966758410040388,0.0108678523958841,0.5888590836226262,-0.07200249733607489,-0.0338003762136967,-0.003029870436032783,0.46938775510204084
KOSPI_KOSDAQ_ALL,STRESS_2026,B2_F_LOW_HALF,21,0.5238095238095238,0.0031135002054470183,0.0065288680847203,0.07458699451435646,-0.28827174502431063,-0.1160331957620569,-0.017115801459874073,0.47619047619047616
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2_F_LOW_HALF,328,0.5701219512195121,0.0012381743785302454,0.004047574759432675,0.0470966125843133,-0.33773909841399286,-0.08349037379600435,0.0009558427733304213,0.5396341463414634
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2_F_LOW_HALF,96,0.5208333333333334,0.001032661144374133,0.002052375118109975,0.03708822985084037,-0.1867790822910178,-0.1073010956149836,0.0008910228935928452,0.5833333333333334
K200,STRESS_2025,REPAIR_F_LOW_CASH,49,0.4489795918367347,0.00935921306123851,0.0,0.5619028329496658,-0.06890124486726212,-0.0406898096706884,-0.00488859445198228,0.4489795918367347
K200,STRESS_2026,REPAIR_F_LOW_CASH,20,0.5,0.006937250056749672,0.0085108674687611,0.23251495056609506,-0.2749341354270499,-0.1263883730489126,-0.010842583247617343,0.3
K200,TRAIN_2016_2022,REPAIR_F_LOW_CASH,328,0.29573170731707316,0.0021060656779593114,0.0,0.0989610747871088,-0.12242384389228678,-0.0993205420123927,0.0016633267285452143,0.4817073170731707
K200,VALID_2023_2024,REPAIR_F_LOW_CASH,97,0.25773195876288657,0.0004126650252354133,0.0,0.012789374959085942,-0.10719499331608817,-0.0707523827426301,-0.0002821075127206609,0.4329896907216495
KOSDAQ,STRESS_2025,REPAIR_F_LOW_CASH,45,0.5333333333333333,0.010031088194463477,0.0068498207917417,0.5667900770108394,-0.08717682531717141,-0.0494594121099022,0.004894746412850088,0.5777777777777777
KOSDAQ,STRESS_2026,REPAIR_F_LOW_CASH,13,0.6153846153846154,0.018065222017412296,0.0122238178862054,0.8799151167454473,-0.06774718424035042,-0.0677471842403504,0.0030725163902613835,0.5384615384615384
KOSDAQ,TRAIN_2016_2022,REPAIR_F_LOW_CASH,256,0.3828125,0.0018515957410756975,0.0,0.059414141707061274,-0.17938583878387482,-0.0987587117774958,0.002285807957132332,0.51953125
KOSDAQ,VALID_2023_2024,REPAIR_F_LOW_CASH,73,0.3287671232876712,0.0009902733000282096,0.0,0.027014125246613174,-0.20635251029146762,-0.1226332439141122,0.0006891077035023428,0.5205479452054794
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,REPAIR_F_LOW_CASH,49,0.5714285714285714,0.009886526142157528,0.003779683048847,0.6091897451946304,-0.04149073574772022,-0.0321101642876658,0.0031194080369427476,0.6122448979591837
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,REPAIR_F_LOW_CASH,19,0.42105263157894735,0.007216711622481968,0.0,0.30688405788915696,-0.12368896050821065,-0.0730863461632975,0.0014337867039620482,0.47368421052631576
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,REPAIR_F_LOW_CASH,328,0.38109756097560976,0.0023284651402141316,0.0,0.10610193290651848,-0.22047523683671044,-0.0858631615318369,0.0024751025549543384,0.551829268292683
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,REPAIR_F_LOW_CASH,96,0.3125,0.001514135955944203,0.0,0.06673766869562736,-0.12767861745197062,-0.119514170924694,0.00112829849943549,0.53125
KOSPI_ALL,STRESS_2025,REPAIR_F_LOW_CASH,49,0.5102040816326531,0.0074866800323880895,0.00250771235984,0.43098436264195805,-0.06726826727025015,-0.0471882838165168,-0.006136457759794075,0.40816326530612246
KOSPI_ALL,STRESS_2026,REPAIR_F_LOW_CASH,21,0.47619047619047616,0.008474521161633629,0.0,0.3526586086693839,-0.22712452447267062,-0.1028297644163698,-0.014201034153402712,0.42857142857142855
KOSPI_ALL,TRAIN_2016_2022,REPAIR_F_LOW_CASH,328,0.31402439024390244,0.0024408882920511714,0.0,0.11760722643516353,-0.11949880216187869,-0.0737214104946073,0.002101799384796323,0.5182926829268293
KOSPI_ALL,VALID_2023_2024,REPAIR_F_LOW_CASH,97,0.27835051546391754,2.025427878958153e-05,0.0,-0.004896971563351338,-0.09791577402595175,-0.0766602202089991,-0.0007547087886296858,0.4948453608247423
KOSPI_EX_K200,STRESS_2025,REPAIR_F_LOW_CASH,49,0.3469387755102041,0.003836644052546303,0.0,0.19638001130663874,-0.10771493137890009,-0.0567332381096187,-0.002123866622144461,0.46938775510204084
KOSPI_EX_K200,STRESS_2026,REPAIR_F_LOW_CASH,15,0.4666666666666667,0.00723924084254674,0.0,0.27319029499386804,-0.11865046308934935,-0.0870298141417973,-0.006328512629049861,0.3333333333333333
KOSPI_EX_K200,TRAIN_2016_2022,REPAIR_F_LOW_CASH,288,0.25,0.0009921195517845146,0.0,0.03557299647636514,-0.2810744715905632,-0.0766322044511677,0.0010119401340695894,0.5069444444444444
KOSPI_EX_K200,VALID_2023_2024,REPAIR_F_LOW_CASH,91,0.31868131868131866,0.0014405211014546979,0.0,0.05946837013470452,-0.12054329987228707,-0.0720875479696914,0.0009102836161928771,0.5384615384615384
KOSPI_KOSDAQ_ALL,STRESS_2025,REPAIR_F_LOW_CASH,49,0.5102040816326531,0.009515137352112214,0.0023840667679418,0.5807273193650966,-0.03571961460077333,-0.0338003762136967,-0.003182317184324449,0.42857142857142855
KOSPI_KOSDAQ_ALL,STRESS_2026,REPAIR_F_LOW_CASH,21,0.47619047619047616,0.0050037680006209395,0.0,0.17681187692677502,-0.2556738005250552,-0.1160331957620569,-0.015225533664700152,0.47619047619047616
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,REPAIR_F_LOW_CASH,328,0.3597560975609756,0.001960083266380143,0.0,0.09052428380711408,-0.18571916536058541,-0.0767688428069555,0.001677751661180319,0.5060975609756098
KOSPI_KOSDAQ_ALL,VALID_2023_2024,REPAIR_F_LOW_CASH,96,0.3333333333333333,0.0008719733865097352,0.0,0.03466885251996543,-0.10948429457970088,-0.1073010956149836,0.0007303351357284476,0.5520833333333334
K200,STRESS_2025,B2_F_LOW_CASH,49,0.5102040816326531,0.00851039824104948,0.0027699717879912,0.4939003574575791,-0.08226489165743311,-0.0406898096706884,-0.0057374092721713095,0.4489795918367347
K200,STRESS_2026,B2_F_LOW_CASH,20,0.5,0.006335666675245807,0.00806045714089465,0.20261029150900844,-0.28365788691950644,-0.1263883730489126,-0.011444166629121207,0.3
K200,TRAIN_2016_2022,B2_F_LOW_CASH,328,0.42378048780487804,0.0014932470454834252,0.0,0.06282663069770766,-0.27408906585943105,-0.0993205420123927,0.0010505080960693282,0.4695121951219512
K200,VALID_2023_2024,B2_F_LOW_CASH,97,0.422680412371134,0.0021211398216979434,0.0,0.09801456388029162,-0.07196475955280279,-0.0707523827426301,0.0014263672837418694,0.4639175257731959
KOSDAQ,STRESS_2025,B2_F_LOW_CASH,45,0.6222222222222222,0.010537933964738937,0.0101547187668461,0.5971510635629831,-0.10058698392159982,-0.0494594121099022,0.00540159218312555,0.6444444444444445
KOSDAQ,STRESS_2026,B2_F_LOW_CASH,13,0.6923076923076923,0.02233824879287821,0.0263839996549397,1.1961507943752738,-0.06774718424035031,-0.0677471842403504,0.0073455431657272995,0.6153846153846154
KOSDAQ,TRAIN_2016_2022,B2_F_LOW_CASH,256,0.5625,0.0015413079880922324,0.0035115063313331998,0.04108080383750168,-0.3936556834696189,-0.0987587117774958,0.0019755202041488672,0.56640625
KOSDAQ,VALID_2023_2024,B2_F_LOW_CASH,73,0.5753424657534246,0.0016310722677836836,0.0038792353432302,0.04304703111776975,-0.24942657042650196,-0.1226332439141122,0.0013299066712578165,0.547945205479452
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,B2_F_LOW_CASH,49,0.6530612244897959,0.010214200443610204,0.0076508633015597,0.6320201947986699,-0.06335475371748356,-0.0321101642876658,0.0034470823383954234,0.6326530612244898
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,B2_F_LOW_CASH,19,0.47368421052631576,0.010009864139950694,0.0,0.46436608268248336,-0.12368896050821065,-0.0730863461632975,0.004226939221430774,0.5263157894736842
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,B2_F_LOW_CASH,328,0.5,0.0019533843824130733,1.8253413078928024e-05,0.08195866446168543,-0.3226749167435954,-0.0858631615318369,0.0021000217971532805,0.573170731707317
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,B2_F_LOW_CASH,96,0.4791666666666667,0.0010682853590263696,0.0,0.037574548847513656,-0.22740458952131648,-0.119514170924694,0.0006824479025176566,0.53125
KOSPI_ALL,STRESS_2025,B2_F_LOW_CASH,49,0.5918367346938775,0.007399611327364064,0.0074264574025422,0.42014606628917406,-0.07471274392643368,-0.0471882838165168,-0.006223526464818102,0.42857142857142855
KOSPI_ALL,STRESS_2026,B2_F_LOW_CASH,21,0.5238095238095238,0.010547283310459768,0.0021893956571574,0.4503520445048599,-0.20010222935679756,-0.1028297644163698,-0.012128272004576572,0.42857142857142855
KOSPI_ALL,TRAIN_2016_2022,B2_F_LOW_CASH,328,0.4573170731707317,0.001963560795126627,0.0,0.08816455032065829,-0.2554799516638979,-0.0799620087885475,0.0016244718878717789,0.5091463414634146
KOSPI_ALL,VALID_2023_2024,B2_F_LOW_CASH,97,0.4742268041237113,0.002280142245655715,0.0,0.1053225179095687,-0.11512986246673629,-0.0766602202089991,0.0015051791782364477,0.5876288659793815
KOSPI_EX_K200,STRESS_2025,B2_F_LOW_CASH,49,0.5306122448979592,0.005855673281231796,0.0086520223911474,0.3187492408440382,-0.05804548611649163,-0.0567332381096187,-0.00010483739345896667,0.5102040816326531
KOSPI_EX_K200,STRESS_2026,B2_F_LOW_CASH,15,0.7333333333333333,0.01628251996951429,0.0234240739434095,0.8284614491503883,-0.11865046308934946,-0.0870298141417973,0.002714766497917686,0.6
KOSPI_EX_K200,TRAIN_2016_2022,B2_F_LOW_CASH,288,0.4305555555555556,0.002435859635699449,0.0,0.09841799795223083,-0.25429152094769136,-0.0766322044511677,0.002455680217984524,0.5451388888888888
KOSPI_EX_K200,VALID_2023_2024,B2_F_LOW_CASH,91,0.43956043956043955,0.0019494077784444274,0.0,0.08342549533738941,-0.1236512427395915,-0.0720875479696914,0.0014191702931826064,0.5604395604395604
KOSPI_KOSDAQ_ALL,STRESS_2025,B2_F_LOW_CASH,49,0.6326530612244898,0.009162645278404926,0.0089164829575025,0.5500672758325849,-0.06444678762290124,-0.0338003762136967,-0.0035348092580317347,0.4489795918367347
KOSPI_KOSDAQ_ALL,STRESS_2026,B2_F_LOW_CASH,21,0.47619047619047616,3.918835806503416e-05,0.0,-0.05352668149105666,-0.33143468844369983,-0.1160331957620569,-0.02019011330725606,0.47619047619047616
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2_F_LOW_CASH,328,0.4847560975609756,0.0015341301925351973,0.0,0.06404745000675982,-0.304374737530554,-0.0776588812516547,0.0012517985873353728,0.5335365853658537
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2_F_LOW_CASH,96,0.4583333333333333,0.001423589528915526,0.0,0.05877831033473302,-0.14483337955976094,-0.1073010956149836,0.0012819512781342384,0.5833333333333334
K200,STRESS_2025,B4_F_HIGH_HALF,49,0.5714285714285714,0.00750412074977789,0.00544866633916175,0.43320968478900634,-0.08037193135413745,-0.0372284279228962,-0.006743686763442899,0.40816326530612246
K200,STRESS_2026,B4_F_HIGH_HALF,20,0.5,0.003651470714418225,0.004030228570447325,0.11975153409196326,-0.21472749282124715,-0.0631941865244563,-0.01412836258994879,0.3
K200,TRAIN_2016_2022,B4_F_HIGH_HALF,328,0.5304878048780488,0.00025699165706531446,0.00152777883868205,-0.0037565403603292413,-0.44970041841221675,-0.1523163359458333,-0.00018574729234878263,0.4603658536585366
K200,VALID_2023_2024,B4_F_HIGH_HALF,97,0.5257731958762887,0.0024109839974711983,0.0017684368275892,0.10825000242173854,-0.11365998150266843,-0.0707523827426301,0.0017162114595151243,0.44329896907216493
KOSDAQ,STRESS_2025,B4_F_HIGH_HALF,45,0.6222222222222222,0.008570164376258382,0.0101166723808193,0.46511950745782804,-0.10058698392159982,-0.0494594121099022,0.0034338225946449925,0.5777777777777777
KOSDAQ,STRESS_2026,B4_F_HIGH_HALF,13,0.6923076923076923,0.015499922198345246,0.0149392880312887,0.7516908232407806,-0.033873592120175156,-0.0338735921201752,0.000507216571194336,0.6923076923076923
KOSDAQ,TRAIN_2016_2022,B4_F_HIGH_HALF,256,0.5625,0.0015491115477332135,0.002919019256137775,0.04471616814840895,-0.3792896275741685,-0.0812271795887213,0.0019833237637898486,0.55859375
KOSDAQ,VALID_2023_2024,B4_F_HIGH_HALF,73,0.5753424657534246,0.0024129455586925333,0.0034114691169379,0.080784273717035,-0.25159496266364156,-0.079341206724429,0.002111779962166666,0.547945205479452
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,B4_F_HIGH_HALF,49,0.6938775510204082,0.010024022194956727,0.0076508633015597,0.6214855874235772,-0.0757979982339948,-0.0263004685122483,0.003256904089741948,0.6530612244897959
