universe,period,base_state,factor_substate,policy,action,n,win_rate,mean_5d,beat_mkt_rate,mean_excess
KOSPI_EX_K200,STRESS_2025,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,8,0.5,0.002988291114491076,0.375,-0.0010570797543143487
KOSPI_EX_K200,STRESS_2025,B3,F_LOW,ABS_STATE,WPLUS,14,0.6428571428571429,0.0070666023003992185,0.5714285714285714,0.003085339831124061
KOSPI_EX_K200,STRESS_2025,B3,F_LOW,ALPHA_STATE,POSABS,14,0.6428571428571429,0.007990849282612095,0.7142857142857143,0.004009586813336938
KOSPI_EX_K200,STRESS_2025,B4,F_HIGH,ABS_STATE,WPLUS,7,0.5714285714285714,0.0022098059637128383,0.42857142857142855,0.0014615439108723383
KOSPI_EX_K200,STRESS_2025,B4,F_HIGH,ALPHA_STATE,WPLUS,7,0.5714285714285714,0.0022098059637128383,0.42857142857142855,0.0014615439108723383
KOSPI_EX_K200,STRESS_2025,B4,F_LOW,ABS_STATE,LEADER_OR_ROTATE,13,0.8461538461538461,0.015266609890285256,0.6923076923076923,0.005772394324887855
KOSPI_EX_K200,STRESS_2025,B4,F_LOW,ALPHA_STATE,EW4,13,0.6153846153846154,0.011728372372775655,0.7692307692307693,0.002234156807378254
KOSPI_EX_K200,STRESS_2026,B2,F_HIGH,ABS_STATE,CASH,1,0.0,0.0,1.0,0.0334446865397802
KOSPI_EX_K200,STRESS_2026,B2,F_HIGH,ALPHA_STATE,EW4,1,0.0,-0.0414333274603672,0.0,-0.007988640920587
KOSPI_EX_K200,STRESS_2026,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,7,0.2857142857142857,-0.020051540154361173,0.42857142857142855,-0.01209802761043193
KOSPI_EX_K200,STRESS_2026,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,7,0.2857142857142857,-0.020051540154361173,0.42857142857142855,-0.01209802761043193
KOSPI_EX_K200,STRESS_2026,B3,F_LOW,ABS_STATE,WPLUS,4,1.0,0.03391229672612833,1.0,0.005060672280381032
KOSPI_EX_K200,STRESS_2026,B3,F_LOW,ALPHA_STATE,POSABS,4,1.0,0.03528289692851329,1.0,0.006431272482765988
KOSPI_EX_K200,STRESS_2026,B4,F_LOW,ABS_STATE,LEADER_OR_ROTATE,3,1.0,0.07673199075855526,1.0,0.017655631212473696
KOSPI_EX_K200,STRESS_2026,B4,F_LOW,ALPHA_STATE,EW4,3,1.0,0.06744870144572716,0.6666666666666666,0.008372341899645587
KOSPI_EX_K200,TRAIN_2016_2022,B2,F_HIGH,ABS_STATE,CASH,38,0.0,0.0,0.42105263157894735,0.0028407445870495367
KOSPI_EX_K200,TRAIN_2016_2022,B2,F_HIGH,ALPHA_STATE,EW4,38,0.6052631578947368,-0.0025402741845589488,0.5526315789473685,0.00030047040249058817
KOSPI_EX_K200,TRAIN_2016_2022,B2,F_LOW,ABS_STATE,CASH,80,0.0,0.0,0.525,0.003612222607577231
KOSPI_EX_K200,TRAIN_2016_2022,B2,F_LOW,ALPHA_STATE,LEADER_OR_ROTATE,80,0.4875,-0.003813219897015126,0.525,-0.00020099728943789521
KOSPI_EX_K200,TRAIN_2016_2022,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,29,0.5517241379310345,0.005294006831538011,0.5862068965517241,0.003516453879437703
KOSPI_EX_K200,TRAIN_2016_2022,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,29,0.5517241379310345,0.005294006831538011,0.5862068965517241,0.003516453879437703
KOSPI_EX_K200,TRAIN_2016_2022,B3,F_LOW,ABS_STATE,WPLUS,73,0.7123287671232876,0.0056958512899657815,0.5616438356164384,0.001914508274419672
KOSPI_EX_K200,TRAIN_2016_2022,B3,F_LOW,ALPHA_STATE,POSABS,73,0.6575342465753424,0.0043600125074622995,0.5753424657534246,0.0005786694919161904
KOSPI_EX_K200,TRAIN_2016_2022,B4,F_HIGH,ABS_STATE,WPLUS,29,0.5517241379310345,0.0071142392133991,0.7586206896551724,0.006402078971768193
KOSPI_EX_K200,TRAIN_2016_2022,B4,F_HIGH,ALPHA_STATE,WPLUS,29,0.5517241379310345,0.0071142392133991,0.7586206896551724,0.006402078971768193
KOSPI_EX_K200,TRAIN_2016_2022,B4,F_LOW,ABS_STATE,LEADER_OR_ROTATE,39,0.5384615384615384,0.001962971468439461,0.46153846153846156,0.0008609701232371999
KOSPI_EX_K200,TRAIN_2016_2022,B4,F_LOW,ALPHA_STATE,EW4,39,0.5128205128205128,0.0029082516864038497,0.5641025641025641,0.0018062503412015884
KOSPI_EX_K200,VALID_2023_2024,B2,F_HIGH,ABS_STATE,CASH,13,0.0,0.0,0.3076923076923077,-0.006136833951547123
KOSPI_EX_K200,VALID_2023_2024,B2,F_HIGH,ALPHA_STATE,EW4,13,0.5384615384615384,0.004433665254906456,0.38461538461538464,-0.0017031686966406672
KOSPI_EX_K200,VALID_2023_2024,B2,F_LOW,ABS_STATE,CASH,21,0.0,0.0,0.5238095238095238,0.0042614055667252
KOSPI_EX_K200,VALID_2023_2024,B2,F_LOW,ALPHA_STATE,LEADER_OR_ROTATE,21,0.47619047619047616,-0.00132269372847889,0.5238095238095238,0.0029387118382463097
KOSPI_EX_K200,VALID_2023_2024,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,13,0.46153846153846156,-0.0085178220619866,0.6153846153846154,-0.0012949296745565755
KOSPI_EX_K200,VALID_2023_2024,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,13,0.46153846153846156,-0.0085178220619866,0.6153846153846154,-0.0012949296745565755
KOSPI_EX_K200,VALID_2023_2024,B3,F_LOW,ABS_STATE,WPLUS,18,0.6111111111111112,0.002572704867003635,0.6111111111111112,0.00015264244671064003
KOSPI_EX_K200,VALID_2023_2024,B3,F_LOW,ALPHA_STATE,POSABS,18,0.5,0.001305740868520403,0.6111111111111112,-0.0011143215517725917
KOSPI_EX_K200,VALID_2023_2024,B4,F_HIGH,ABS_STATE,WPLUS,8,0.875,0.01242917945844401,0.75,0.003950426146076585
KOSPI_EX_K200,VALID_2023_2024,B4,F_HIGH,ALPHA_STATE,WPLUS,8,0.875,0.01242917945844401,0.75,0.003950426146076585
KOSPI_EX_K200,VALID_2023_2024,B4,F_LOW,ABS_STATE,LEADER_OR_ROTATE,18,0.5555555555555556,0.003242708990542365,0.5555555555555556,0.0009944457870801823
KOSPI_EX_K200,VALID_2023_2024,B4,F_LOW,ALPHA_STATE,EW4,18,0.5,0.0011102974448054448,0.6111111111111112,-0.0011379657586567382
KOSPI_KOSDAQ_ALL,STRESS_2025,B2,F_HIGH,ABS_STATE,EW4,2,1.0,0.031046281954772416,0.5,-0.0006652367157419853
KOSPI_KOSDAQ_ALL,STRESS_2025,B2,F_HIGH,ALPHA_STATE,EW4,2,1.0,0.031046281954772416,0.5,-0.0006652367157419853
KOSPI_KOSDAQ_ALL,STRESS_2025,B2,F_LOW,ABS_STATE,CASH,3,0.0,0.0,0.3333333333333333,-0.007096862278597534
KOSPI_KOSDAQ_ALL,STRESS_2025,B2,F_LOW,ALPHA_STATE,LEADER,3,0.6666666666666666,0.012775974339977533,0.6666666666666666,0.005679112061379998
KOSPI_KOSDAQ_ALL,STRESS_2025,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,11,0.7272727272727273,0.013401754481975682,0.36363636363636365,-0.003361884312448918
KOSPI_KOSDAQ_ALL,STRESS_2025,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,11,0.7272727272727273,0.013401754481975682,0.36363636363636365,-0.003361884312448918
KOSPI_KOSDAQ_ALL,STRESS_2025,B3,F_LOW,ABS_STATE,CASH,10,0.0,0.0,0.5,0.00506555945268682
KOSPI_KOSDAQ_ALL,STRESS_2025,B3,F_LOW,ALPHA_STATE,WPLUS,10,0.6,-0.001727211161165702,0.6,0.0033383482915211177
KOSPI_KOSDAQ_ALL,STRESS_2025,B4,F_HIGH,ABS_STATE,CASH,10,0.0,0.0,0.2,-0.019512413542585698
KOSPI_KOSDAQ_ALL,STRESS_2025,B4,F_HIGH,ALPHA_STATE,LEADER,10,0.7,0.014214762237060492,0.4,-0.0052976513055252115
KOSPI_KOSDAQ_ALL,STRESS_2025,B4,F_LOW,ABS_STATE,WPLUS,13,0.6923076923076923,0.009550953268023136,0.46153846153846156,-0.006494668306662678
KOSPI_KOSDAQ_ALL,STRESS_2025,B4,F_LOW,ALPHA_STATE,LEADER,13,0.6923076923076923,0.00947815918513407,0.5384615384615384,-0.006567462389551746
KOSPI_KOSDAQ_ALL,STRESS_2026,B2,F_HIGH,ABS_STATE,EW4,1,1.0,0.09382158673503818,1.0,0.008237416760697489
KOSPI_KOSDAQ_ALL,STRESS_2026,B2,F_HIGH,ALPHA_STATE,EW4,1,1.0,0.09382158673503818,1.0,0.008237416760697489
KOSPI_KOSDAQ_ALL,STRESS_2026,B2,F_LOW,ABS_STATE,CASH,1,0.0,0.0,0.0,-0.1414012556938311
KOSPI_KOSDAQ_ALL,STRESS_2026,B2,F_LOW,ALPHA_STATE,LEADER,1,1.0,0.1248859088729075,0.0,-0.016515346820923607
KOSPI_KOSDAQ_ALL,STRESS_2026,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,1,0.0,-0.0329744224013662,1.0,0.1151207679964677
KOSPI_KOSDAQ_ALL,STRESS_2026,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,1,0.0,-0.0329744224013662,1.0,0.1151207679964677
KOSPI_KOSDAQ_ALL,STRESS_2026,B3,F_LOW,ABS_STATE,CASH,2,0.0,0.0,0.5,-0.006375555858470799
KOSPI_KOSDAQ_ALL,STRESS_2026,B3,F_LOW,ALPHA_STATE,WPLUS,2,0.0,-0.052128086246837055,0.5,-0.058503642105307854
KOSPI_KOSDAQ_ALL,STRESS_2026,B4,F_HIGH,ABS_STATE,CASH,11,0.0,0.0,0.2727272727272727,-0.03906589713142602
KOSPI_KOSDAQ_ALL,STRESS_2026,B4,F_HIGH,ALPHA_STATE,LEADER,11,0.5454545454545454,0.011964221796881029,0.2727272727272727,-0.02710167533454499
KOSPI_KOSDAQ_ALL,STRESS_2026,B4,F_LOW,ABS_STATE,WPLUS,5,0.4,-0.015601774025210024,0.8,0.003708402067034536
KOSPI_KOSDAQ_ALL,STRESS_2026,B4,F_LOW,ALPHA_STATE,LEADER,5,0.4,-0.017432496975237598,0.6,0.0018776791170069626
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2,F_HIGH,ABS_STATE,EW4,29,0.7241379310344828,0.00476486470223317,0.6551724137931034,0.002422426688023808
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2,F_HIGH,ALPHA_STATE,EW4,29,0.7241379310344828,0.00476486470223317,0.6551724137931034,0.002422426688023808
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2,F_LOW,ABS_STATE,CASH,56,0.0,0.0,0.44642857142857145,0.001973686129026803
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B2,F_LOW,ALPHA_STATE,LEADER,56,0.5178571428571429,-0.0021470806461583,0.5,-0.00017339451713149694
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,57,0.543859649122807,0.0029528417607711686,0.5789473684210527,0.0018082732001166637
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,57,0.543859649122807,0.0029528417607711686,0.5789473684210527,0.0018082732001166637
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B3,F_LOW,ABS_STATE,CASH,77,0.0,0.0,0.42857142857142855,0.0017439453629477693
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B3,F_LOW,ALPHA_STATE,WPLUS,77,0.5324675324675324,-0.0018144494574174272,0.5454545454545454,-7.05040944696582e-05
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4,F_HIGH,ABS_STATE,CASH,25,0.0,0.0,0.48,0.001638985724634004
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4,F_HIGH,ALPHA_STATE,LEADER,25,0.48,-0.00292248430980432,0.48,-0.0012834985851703162
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4,F_LOW,ABS_STATE,WPLUS,84,0.7023809523809523,0.006655778517754237,0.5952380952380952,0.0037365104769864614
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4,F_LOW,ALPHA_STATE,LEADER,84,0.6904761904761905,0.006239043093098369,0.6190476190476191,0.0033197750523305926
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2,F_HIGH,ABS_STATE,EW4,8,0.5,0.001402622582152953,0.375,-0.0019793306020484463
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2,F_HIGH,ALPHA_STATE,EW4,8,0.5,0.001402622582152953,0.375,-0.0019793306020484463
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2,F_LOW,ABS_STATE,CASH,16,0.0,0.0,0.6875,0.0064531568996789804
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B2,F_LOW,ALPHA_STATE,LEADER,16,0.375,-0.0006036788915839439,0.625,0.005849478008095038
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,26,0.5,0.0052863054481298005,0.5769230769230769,0.0025584039609720115
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,26,0.5,0.0052863054481298005,0.5769230769230769,0.0025584039609720115
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B3,F_LOW,ABS_STATE,CASH,24,0.0,0.0,0.375,-0.0038005708970521045
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B3,F_LOW,ALPHA_STATE,WPLUS,24,0.5,0.002206464569623173,0.5,-0.001594106327428932
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4,F_HIGH,ABS_STATE,CASH,7,0.0,0.0,0.42857142857142855,-0.0021932220242913427
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4,F_HIGH,ALPHA_STATE,LEADER,7,0.5714285714285714,0.00021778178539727188,0.2857142857142857,-0.001975440238894071
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4,F_LOW,ABS_STATE,WPLUS,15,0.6,-0.005046714252774198,0.6666666666666666,0.0007999215718348885
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4,F_LOW,ALPHA_STATE,LEADER,15,0.4,-0.01190447624635351,0.3333333333333333,-0.006057840421744421
