universe,state_cell,base_state,factor_substate,policy,action,train_score
KOSPI_EX_K200,B4|F_LOW,B4,F_LOW,ABS_STATE,LEADER_OR_ROTATE,0.5384615384615384
KOSPI_EX_K200,B4|F_LOW,B4,F_LOW,ALPHA_STATE,EW4,
KOSPI_KOSDAQ_ALL,B2|F_HIGH,B2,F_HIGH,ABS_STATE,EW4,0.7241379310344828
KOSPI_KOSDAQ_ALL,B2|F_HIGH,B2,F_HIGH,ALPHA_STATE,EW4,
KOSPI_KOSDAQ_ALL,B2|F_LOW,B2,F_LOW,ABS_STATE,CASH,0.5535714285714286
KOSPI_KOSDAQ_ALL,B2|F_LOW,B2,F_LOW,ALPHA_STATE,LEADER,
KOSPI_KOSDAQ_ALL,B3|F_HIGH,B3,F_HIGH,ABS_STATE,LEADER_OR_ROTATE,0.543859649122807
KOSPI_KOSDAQ_ALL,B3|F_HIGH,B3,F_HIGH,ALPHA_STATE,LEADER_OR_ROTATE,
KOSPI_KOSDAQ_ALL,B3|F_LOW,B3,F_LOW,ABS_STATE,CASH,0.5714285714285714
KOSPI_KOSDAQ_ALL,B3|F_LOW,B3,F_LOW,ALPHA_STATE,WPLUS,
KOSPI_KOSDAQ_ALL,B4|F_HIGH,B4,F_HIGH,ABS_STATE,CASH,0.52
KOSPI_KOSDAQ_ALL,B4|F_HIGH,B4,F_HIGH,ALPHA_STATE,LEADER,
KOSPI_KOSDAQ_ALL,B4|F_LOW,B4,F_LOW,ABS_STATE,WPLUS,0.7023809523809523
KOSPI_KOSDAQ_ALL,B4|F_LOW,B4,F_LOW,ALPHA_STATE,LEADER,
