universe,period,base_state,factor_substate,state_cell,horizon,action,n,mean,median,win_rate,beat_mkt_rate,mean_excess,p10,avg_loss
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,EW4,10,0.007946512371875577,0.005938011130386313,0.7,0.5,-0.004991977353103642,-0.007962527786600728,-0.012313825910528702
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,FLOW,10,0.00561335248690112,0.005527509925350099,0.7,0.4,-0.007325137238078101,-0.01295549168884398,-0.014149524400807868
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,LEADER,10,0.00740932267616614,0.0079697257279338,0.7,0.4,-0.005529167048813079,-0.025860866766738138,-0.019305950207662632
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,LEADER_OR_ROTATE,10,0.00502070481742534,0.0079475678800361,0.6,0.4,-0.00791778490755388,-0.025860866766738138,-0.018667655147585477
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,MARKET,10,0.012938489724979218,0.0171254400433179,0.7,0.0,0.0,-0.00534447638115729,-0.0058028663068558336
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,MOMENTUM,10,0.00959697848269998,0.0066400185785475,0.9,0.4,-0.0033415112422792393,-0.0014465056916843889,-0.0406734195604148
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,POSABS,10,0.008994722806030631,0.005938011130386313,0.7,0.5,-0.003943766918948588,-0.01140094564947001,-0.012347747246686155
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,REVISION,10,0.007044196200614669,0.0079475678800361,0.7,0.4,-0.005894293524364549,-0.025860866766738138,-0.019305950207662632
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,VALUE,10,0.00953152231728654,0.00712540493926845,0.8,0.5,-0.00340696740769268,-0.01364787504254074,-0.0175403060201689
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,5,WPLUS,10,0.007195502292507712,0.0057880073119024175,0.6,0.4,-0.005742987432471507,-0.017471419799038,-0.011840146446291468
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,EW4,10,0.019788152196715016,0.012117998176563087,0.6,0.5,-0.012526338576069218,-0.05741877039494106,-0.048093077590375
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,FLOW,10,0.017221496646228546,-0.0030672657039431993,0.5,0.5,-0.015092994126555691,-0.06842526154533553,-0.04652889574548744
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,LEADER,10,0.01427796414739414,0.00757428956430435,0.6,0.4,-0.018036526625390098,-0.05770918752468133,-0.045302336543262677
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,LEADER_OR_ROTATE,10,0.012251076591783986,0.00757428956430435,0.6,0.4,-0.020063414181000255,-0.06928727982427493,-0.05036955543228806
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,MARKET,10,0.03231449077278424,0.0476372867308249,0.7,0.0,0.0,-0.051881277244862495,-0.04107811238160603
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,MOMENTUM,10,0.02615713921202618,0.01293670768851435,0.6,0.5,-0.006157351560758061,-0.052376484265431955,-0.04495718475464685
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,POSABS,10,0.02430108950398365,0.03302884982440071,0.6,0.6,-0.008013401268800586,-0.05945135923492739,-0.049330009477873096
K200,STRESS_2025,B3,F_HIGH,B3|F_HIGH,20,REVISION,10,0.01562162080529933,0.00757428956430435,0.6,0.4,-0.016692869967484907,-0.05770918752468133,-0.04194319489849971
