universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,train_q33,train_q67,low_n,high_n,raw_high_minus_low,directed_high_minus_low
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_RANK_CORR_20,184,50,0.047465100755034476,1,-0.17273623275125505,-0.17273623275125505,-0.2380952380952381,0.19047619047619052,16,24,-0.23611111111111116,-0.23611111111111116
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_RANK_CORR_20,184,50,-0.047465100755034476,-1,0.17273623275125505,-0.17273623275125505,0.8095238095238095,1.2380952380952381,24,16,0.23611111111111116,-0.23611111111111116
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_RANK_CORR_20,184,50,-0.030767379472018148,-1,-0.2469472977213273,0.2469472977213273,-0.125,0.25,22,7,-0.11611008039579468,0.11611008039579468
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_RANK_CORR_20,184,50,-0.17546745117694662,-1,-0.2888510302297488,0.2888510302297488,-0.00758970046857156,0.005310449279223327,19,24,-0.21919381787802844,0.21919381787802844
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_RANK_CORR_20,184,50,0.14154274202694334,1,0.2357604799297035,0.2357604799297035,0.03957151846830905,0.1149717197496557,33,1,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_RANK_CORR_20,184,50,0.057396669555827104,1,0.015759004975941054,0.015759004975941054,0.41552022115665743,0.4717944552781278,0,48,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_RANK_CORR_20,184,50,-0.045321577135592504,-1,0.05174526938746498,-0.05174526938746498,0.014591806948627916,0.01727363624504914,4,45,-0.0917989417989418,0.0917989417989418
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_RANK_CORR_20,184,50,-0.062479976773035004,-1,-0.2651501938826527,0.2651501938826527,0.625,0.75,19,31,-0.01499717034521788,0.01499717034521788
K200,2020,DEV_2020_2022,BREADTH_20,TARGET_RANK_CORR_60,184,50,-0.15009096288875476,-1,-0.3153380691409883,0.3153380691409883,0.375,0.625,14,28,-0.39030612244897966,0.39030612244897966
K200,2020,DEV_2020_2022,BREADTH_60,TARGET_RANK_CORR_60,184,50,-0.06281666852615288,-1,-0.18864412717361817,0.18864412717361817,0.375,0.625,4,39,-0.30799755799755807,0.30799755799755807
K200,2020,DEV_2020_2022,DISPERSION_20,TARGET_RANK_CORR_60,184,50,0.04368375612823656,1,0.06704930393631504,0.06704930393631504,0.022663510812147538,0.032702402280084926,1,34,,
K200,2020,DEV_2020_2022,DISPERSION_60,TARGET_RANK_CORR_60,184,50,0.18406637732386055,1,-0.569871053871331,-0.569871053871331,0.039090124446788194,0.05059534250563763,1,44,,
K200,2020,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_RANK_CORR_60,184,50,-0.023419903658200215,-1,0.00960591746938611,-0.00960591746938611,0.020501157242856324,0.029633930405406447,6,32,-0.2036210317460318,0.2036210317460318
K200,2020,DEV_2020_2022,RANGE_20,TARGET_RANK_CORR_60,184,50,0.07263060290807785,1,0.11190893851834818,0.11190893851834818,0.06599606081279774,0.09399513891438072,2,34,,
K200,2020,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_RANK_CORR_60,184,50,0.06763255847456313,1,0.12948776748732477,0.12948776748732477,0.027867766952549555,0.044464535292127016,8,29,0.1090927750410509,0.1090927750410509
K200,2020,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_RANK_CORR_60,184,50,0.03667512597137079,1,0.01743474020693579,0.01743474020693579,0.031001265969220204,0.04763611386267086,6,36,0.07605820105820099,0.07605820105820099
K200,2020,DEV_2020_2022,WINNER_GAP_20,TARGET_RANK_CORR_60,184,50,0.016019175566785403,1,-0.21800629696771778,-0.21800629696771778,0.007769964267881679,0.018230841974312684,17,19,-0.1438891346012089,-0.1438891346012089
K200,2020,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_RANK_CORR_60,184,50,0.10645015016305356,1,-0.08216611200416232,-0.08216611200416232,0.38095238095238104,0.7142857142857144,16,21,-0.05102040816326528,-0.05102040816326528
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_RANK_CORR_60,184,50,0.11940696174132112,1,-0.24493574073030866,-0.24493574073030866,-0.2380952380952381,0.19047619047619052,16,24,-0.17212301587301593,-0.17212301587301593
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_RANK_CORR_60,184,50,-0.11940696174132112,-1,0.24493574073030866,-0.24493574073030866,0.8095238095238095,1.2380952380952381,24,16,0.17212301587301593,-0.17212301587301593
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_RANK_CORR_60,184,50,-0.10807094915613093,-1,-0.28493710208536305,0.28493710208536305,-0.125,0.25,22,7,-0.15275200989486706,0.15275200989486706
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_RANK_CORR_60,184,50,-0.1149319007167127,-1,0.11853702157222458,-0.11853702157222458,-0.00758970046857156,0.005310449279223327,19,24,0.1991959064327486,-0.1991959064327486
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_RANK_CORR_60,184,50,0.18784381221665378,1,-0.327801933642801,-0.327801933642801,0.03957151846830905,0.1149717197496557,33,1,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_RANK_CORR_60,184,50,0.12931139401174752,1,-0.15388679785956547,-0.15388679785956547,0.41552022115665743,0.4717944552781278,0,48,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_RANK_CORR_60,184,50,0.17302308832205268,1,-0.0950985829469225,-0.0950985829469225,0.014591806948627916,0.01727363624504914,4,45,-0.20820105820105828,-0.20820105820105828
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_RANK_CORR_60,184,50,-0.023914650800156513,-1,-0.26263779506373697,0.26263779506373697,0.625,0.75,19,31,-0.1151265259924004,0.1151265259924004
K200,2020,DEV_2020_2022,BREADTH_20,TARGET_TOP2_SURVIVAL_20,184,50,0.07663078543902586,1,0.025902871915134205,0.025902871915134205,0.375,0.625,14,28,0.10714285714285715,0.10714285714285715
K200,2020,DEV_2020_2022,BREADTH_60,TARGET_TOP2_SURVIVAL_20,184,50,-0.001640520851585565,-1,0.18081789686257987,-0.18081789686257987,0.375,0.625,4,39,0.4391025641025641,-0.4391025641025641
K200,2020,DEV_2020_2022,DISPERSION_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.13280139498459614,-1,-0.32850899198717975,0.32850899198717975,0.022663510812147538,0.032702402280084926,1,34,,
K200,2020,DEV_2020_2022,DISPERSION_60,TARGET_TOP2_SURVIVAL_20,184,50,0.04709121546822533,1,-0.15640810912391823,-0.15640810912391823,0.039090124446788194,0.05059534250563763,1,44,,
K200,2020,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.12340607239405509,-1,-0.28932902046577297,0.28932902046577297,0.020501157242856324,0.029633930405406447,6,32,-0.28125,0.28125
K200,2020,DEV_2020_2022,RANGE_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.15131074308212913,-1,-0.3633240860446632,0.3633240860446632,0.06599606081279774,0.09399513891438072,2,34,,
K200,2020,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.08755215449309255,-1,-0.2154378805407857,0.2154378805407857,0.027867766952549555,0.044464535292127016,8,29,-0.09698275862068967,0.09698275862068967
K200,2020,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.13208460834207097,-1,-0.3820307037471916,0.3820307037471916,0.031001265969220204,0.04763611386267086,6,36,-0.2916666666666667,0.2916666666666667
K200,2020,DEV_2020_2022,WINNER_GAP_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.19040999585440854,-1,-0.21003374653783302,0.21003374653783302,0.007769964267881679,0.018230841974312684,17,19,-0.1408668730650155,0.1408668730650155
K200,2020,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_TOP2_SURVIVAL_20,184,50,0.10114548015491828,1,-0.22847538666087122,-0.22847538666087122,0.38095238095238104,0.7142857142857144,16,21,-0.14880952380952384,-0.14880952380952384
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_TOP2_SURVIVAL_20,184,50,0.06570168802372499,1,-0.06114646708010548,-0.06114646708010548,-0.2380952380952381,0.19047619047619052,16,24,-0.08333333333333331,-0.08333333333333331
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.06570168802372499,-1,0.06114646708010548,-0.06114646708010548,0.8095238095238095,1.2380952380952381,24,16,0.08333333333333331,-0.08333333333333331
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_TOP2_SURVIVAL_20,184,50,0.07690424798093154,1,-0.1575373823471296,-0.1575373823471296,-0.125,0.25,22,7,-0.04220779220779225,-0.04220779220779225
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_TOP2_SURVIVAL_20,184,50,-0.11378571213667472,-1,-0.17656968598108772,0.17656968598108772,-0.00758970046857156,0.005310449279223327,19,24,-0.09978070175438597,0.09978070175438597
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_TOP2_SURVIVAL_20,184,50,0.07318933377528383,1,0.42890117365741565,0.42890117365741565,0.03957151846830905,0.1149717197496557,33,1,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_TOP2_SURVIVAL_20,184,50,-0.014593067589898942,-1,-0.08750540058627185,0.08750540058627185,0.41552022115665743,0.4717944552781278,0,48,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_TOP2_SURVIVAL_20,184,50,-0.07545325437732926,-1,-0.12315189987497879,0.12315189987497879,0.014591806948627916,0.01727363624504914,4,45,-0.11388888888888893,0.11388888888888893
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_TOP2_SURVIVAL_20,184,50,0.05960479793704318,1,-0.22779325201206843,-0.22779325201206843,0.625,0.75,19,31,-0.09507640067911716,-0.09507640067911716
K200,2020,DEV_2020_2022,BREADTH_20,TARGET_TOP2_SAME_20,184,50,0.14597370866111453,1,-0.1669469756266005,-0.1669469756266005,0.375,0.625,14,28,-0.05357142857142855,-0.05357142857142855
K200,2020,DEV_2020_2022,BREADTH_60,TARGET_TOP2_SAME_20,184,50,0.10881504486079643,1,0.06480248722165888,0.06480248722165888,0.375,0.625,4,39,0.19551282051282054,0.19551282051282054
K200,2020,DEV_2020_2022,DISPERSION_20,TARGET_TOP2_SAME_20,184,50,-0.07546570232415928,-1,-0.3732296495608504,0.3732296495608504,0.022663510812147538,0.032702402280084926,1,34,,
