strategy,universe,sample,family,n_dates,gross_delta,positive_date_rate
VETO20,KOSDAQ,EARLY_2016_2019,REVISION,98,-0.0013789392901152756,0.46938775510204084
VETO20,KOSDAQ,EARLY_2016_2019,VALUE,98,-0.0005036262720126324,0.4489795918367347
VETO20,KOSDAQ,LATE_2020_2022,FLOW,75,0.00042731951302260634,0.5066666666666667
VETO20,KOSDAQ,LATE_2020_2022,MOMENTUM,75,0.0024940820380719747,0.5333333333333333
VETO20,KOSDAQ,LATE_2020_2022,REVISION,75,0.0004364869832896771,0.5066666666666667
VETO20,KOSDAQ,LATE_2020_2022,VALUE,75,0.0007392157926942997,0.5333333333333333
VETO20,KOSDAQ,NORMAL_2023_2024,FLOW,48,0.0009814114665778286,0.5
VETO20,KOSDAQ,NORMAL_2023_2024,MOMENTUM,48,-0.0003057468842101751,0.5833333333333334
VETO20,KOSDAQ,NORMAL_2023_2024,REVISION,48,-0.0007333600722778949,0.4166666666666667
VETO20,KOSDAQ,NORMAL_2023_2024,VALUE,48,0.0017608607378263748,0.6875
VETO20,KOSDAQ,YTD_2026,FLOW,13,-0.0027144420490209605,0.3076923076923077
VETO20,KOSDAQ,YTD_2026,MOMENTUM,13,-0.0033586453328530047,0.6153846153846154
VETO20,KOSDAQ,YTD_2026,REVISION,13,0.004685757098274453,0.5384615384615384
VETO20,KOSDAQ,YTD_2026,VALUE,13,0.0001622056309521924,0.46153846153846156
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,FLOW,25,-0.002977677194309197,0.44
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,MOMENTUM,25,0.0011453355410605231,0.48
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,REVISION,25,0.002334254905782861,0.6
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,VALUE,25,0.0015968865862900953,0.52
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,FLOW,98,0.0029972569691834286,0.6224489795918368
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,MOMENTUM,98,0.0012702606618973052,0.5918367346938775
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,REVISION,98,-0.0008469168048781109,0.4897959183673469
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,VALUE,98,0.0005501893032279014,0.5408163265306123
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,FLOW,75,0.0024922187945029955,0.6133333333333333
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,MOMENTUM,75,0.0002563792679350495,0.5066666666666667
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,REVISION,75,0.002139353633837285,0.56
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,VALUE,75,0.0010979261592730521,0.56
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,FLOW,48,0.0011429417287719089,0.6041666666666666
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,MOMENTUM,48,0.0015712953243383042,0.4791666666666667
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,REVISION,48,-0.0005044664185526907,0.5416666666666666
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,VALUE,48,0.00037107302125097865,0.5416666666666666
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,FLOW,13,0.00791031529475565,0.6923076923076923
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,MOMENTUM,13,-0.0005170046640136388,0.46153846153846156
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,REVISION,13,0.010526172656955409,0.7692307692307693
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,VALUE,13,-0.002065502763309589,0.46153846153846156
VETO20,KOSPI_ALL,BULL_2025,FLOW,25,0.00041261918385817643,0.44
VETO20,KOSPI_ALL,BULL_2025,MOMENTUM,25,0.0012557344228584888,0.52
VETO20,KOSPI_ALL,BULL_2025,REVISION,25,0.003199424175577135,0.64
VETO20,KOSPI_ALL,BULL_2025,VALUE,25,0.0027312768168155166,0.64
VETO20,KOSPI_ALL,EARLY_2016_2019,FLOW,98,0.0006375406706260944,0.6020408163265306
VETO20,KOSPI_ALL,EARLY_2016_2019,MOMENTUM,98,0.002017202101416932,0.6122448979591837
VETO20,KOSPI_ALL,EARLY_2016_2019,REVISION,98,-0.0009739488381154117,0.45918367346938777
VETO20,KOSPI_ALL,EARLY_2016_2019,VALUE,98,-0.00030528503757738736,0.5
VETO20,KOSPI_ALL,LATE_2020_2022,FLOW,75,0.0009815629365712722,0.5466666666666666
VETO20,KOSPI_ALL,LATE_2020_2022,MOMENTUM,75,-1.2365952620861954e-05,0.5066666666666667
VETO20,KOSPI_ALL,LATE_2020_2022,REVISION,75,0.00023112135368443142,0.52
VETO20,KOSPI_ALL,LATE_2020_2022,VALUE,75,0.0005790041713973652,0.5466666666666666
VETO20,KOSPI_ALL,NORMAL_2023_2024,FLOW,48,0.0005895552331294185,0.5625
VETO20,KOSPI_ALL,NORMAL_2023_2024,MOMENTUM,48,0.0029427700007850356,0.5208333333333334
VETO20,KOSPI_ALL,NORMAL_2023_2024,REVISION,48,-0.0013153921976268596,0.5
VETO20,KOSPI_ALL,NORMAL_2023_2024,VALUE,48,-0.00029438063911414763,0.5
VETO20,KOSPI_ALL,YTD_2026,FLOW,13,-0.004167882378996902,0.38461538461538464
VETO20,KOSPI_ALL,YTD_2026,MOMENTUM,13,0.002576673725664701,0.6923076923076923
VETO20,KOSPI_ALL,YTD_2026,REVISION,13,0.002492639081701429,0.6923076923076923
VETO20,KOSPI_ALL,YTD_2026,VALUE,13,0.0016675602906548912,0.6153846153846154
VETO20,KOSPI_EX_K200,BULL_2025,FLOW,25,-0.000665615662285965,0.52
VETO20,KOSPI_EX_K200,BULL_2025,MOMENTUM,25,0.003654403061611107,0.68
VETO20,KOSPI_EX_K200,BULL_2025,REVISION,25,0.006286177183233329,0.76
VETO20,KOSPI_EX_K200,BULL_2025,VALUE,25,0.0010381599717654987,0.56
VETO20,KOSPI_EX_K200,EARLY_2016_2019,FLOW,98,0.0002930649039051349,0.5204081632653061
VETO20,KOSPI_EX_K200,EARLY_2016_2019,MOMENTUM,98,0.00023245756875243346,0.4897959183673469
VETO20,KOSPI_EX_K200,EARLY_2016_2019,REVISION,98,0.0006234064189093711,0.5102040816326531
VETO20,KOSPI_EX_K200,EARLY_2016_2019,VALUE,98,0.00015809503609797747,0.5612244897959183
VETO20,KOSPI_EX_K200,LATE_2020_2022,FLOW,75,-0.0014791502543010213,0.4266666666666667
VETO20,KOSPI_EX_K200,LATE_2020_2022,MOMENTUM,75,-0.001040977905987519,0.49333333333333335
VETO20,KOSPI_EX_K200,LATE_2020_2022,REVISION,75,-0.0013450628188138144,0.41333333333333333
VETO20,KOSPI_EX_K200,LATE_2020_2022,VALUE,75,0.0010780833292956113,0.52
VETO20,KOSPI_EX_K200,NORMAL_2023_2024,FLOW,48,0.0010875822605425714,0.5833333333333334
VETO20,KOSPI_EX_K200,NORMAL_2023_2024,MOMENTUM,48,0.0024748171514737834,0.4791666666666667
VETO20,KOSPI_EX_K200,NORMAL_2023_2024,REVISION,48,0.0005958883748536613,0.5625
VETO20,KOSPI_EX_K200,NORMAL_2023_2024,VALUE,48,0.0003136348363560709,0.4791666666666667
VETO20,KOSPI_EX_K200,YTD_2026,FLOW,13,-0.004061962896060165,0.38461538461538464
VETO20,KOSPI_EX_K200,YTD_2026,MOMENTUM,13,0.015000961773609066,0.7692307692307693
VETO20,KOSPI_EX_K200,YTD_2026,REVISION,13,0.00870487416048375,0.6923076923076923
VETO20,KOSPI_EX_K200,YTD_2026,VALUE,13,0.00024282626848923778,0.5384615384615384
VETO20,KOSPI_KOSDAQ_ALL,BULL_2025,FLOW,25,-0.003615744947404761,0.32
VETO20,KOSPI_KOSDAQ_ALL,BULL_2025,MOMENTUM,25,0.003344657716101923,0.56
VETO20,KOSPI_KOSDAQ_ALL,BULL_2025,REVISION,25,0.0003131770724940788,0.52
VETO20,KOSPI_KOSDAQ_ALL,BULL_2025,VALUE,25,0.0030357392748560238,0.72
VETO20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,FLOW,98,0.002458368143394123,0.6020408163265306
VETO20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,MOMENTUM,98,0.00044664371640553834,0.5306122448979592
VETO20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,REVISION,98,0.00022898698015939864,0.5306122448979592
VETO20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,VALUE,98,-0.000270733813521244,0.5204081632653061
VETO20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,FLOW,75,0.0017276600919494249,0.5866666666666667
VETO20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,MOMENTUM,75,0.0008544179009500234,0.48
VETO20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,REVISION,75,0.0007070516697726063,0.5066666666666667
VETO20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,VALUE,75,0.0010288753610944359,0.5866666666666667
VETO20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,FLOW,48,0.002577330483659077,0.5833333333333334
VETO20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,MOMENTUM,48,-0.001963445362568822,0.4166666666666667
VETO20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,REVISION,48,-0.0011576577734850073,0.4375
VETO20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,VALUE,48,-7.914409017676315e-05,0.5
VETO20,KOSPI_KOSDAQ_ALL,YTD_2026,FLOW,13,0.011283904382152748,0.7692307692307693
VETO20,KOSPI_KOSDAQ_ALL,YTD_2026,MOMENTUM,13,0.003298255881906612,0.6153846153846154
VETO20,KOSPI_KOSDAQ_ALL,YTD_2026,REVISION,13,0.009168429503989318,0.8461538461538461
VETO20,KOSPI_KOSDAQ_ALL,YTD_2026,VALUE,13,-0.0011739847604763033,0.38461538461538464
VETO_PROMOTE20,K200,BULL_2025,FLOW,25,0.002322468105323404,0.52
VETO_PROMOTE20,K200,BULL_2025,MOMENTUM,25,-0.0001640019254920981,0.44
VETO_PROMOTE20,K200,BULL_2025,REVISION,25,0.003524889297004617,0.72
VETO_PROMOTE20,K200,BULL_2025,VALUE,25,0.003533550681442841,0.56
VETO_PROMOTE20,K200,EARLY_2016_2019,FLOW,98,0.0005438271781179884,0.5612244897959183
VETO_PROMOTE20,K200,EARLY_2016_2019,MOMENTUM,98,0.0013094146123505798,0.5102040816326531
VETO_PROMOTE20,K200,EARLY_2016_2019,REVISION,98,-0.0004869502746111839,0.45918367346938777
VETO_PROMOTE20,K200,EARLY_2016_2019,VALUE,98,-0.0003468160104057178,0.5
VETO_PROMOTE20,K200,LATE_2020_2022,FLOW,75,1.689566566263876e-05,0.44
VETO_PROMOTE20,K200,LATE_2020_2022,MOMENTUM,75,0.001414692902735372,0.6266666666666667
VETO_PROMOTE20,K200,LATE_2020_2022,REVISION,75,-0.001007695120931275,0.44
VETO_PROMOTE20,K200,LATE_2020_2022,VALUE,75,0.0010291634013838184,0.56
VETO_PROMOTE20,K200,NORMAL_2023_2024,FLOW,48,0.00091012011532004,0.5416666666666666
VETO_PROMOTE20,K200,NORMAL_2023_2024,MOMENTUM,48,0.0005347108602498413,0.5625
VETO_PROMOTE20,K200,NORMAL_2023_2024,REVISION,48,0.0019897297299770736,0.5208333333333334
VETO_PROMOTE20,K200,NORMAL_2023_2024,VALUE,48,-0.0004486640199301655,0.5
VETO_PROMOTE20,K200,YTD_2026,FLOW,13,0.0017976532276148154,0.5384615384615384
VETO_PROMOTE20,K200,YTD_2026,MOMENTUM,13,0.0021283472545603126,0.7692307692307693
VETO_PROMOTE20,K200,YTD_2026,REVISION,13,0.009426455027026851,0.7692307692307693
VETO_PROMOTE20,K200,YTD_2026,VALUE,13,0.004647373662950475,0.6923076923076923
VETO_PROMOTE20,KOSDAQ,BULL_2025,FLOW,25,-0.0007634013056988266,0.44
VETO_PROMOTE20,KOSDAQ,BULL_2025,MOMENTUM,25,-0.0009904808016868954,0.52
VETO_PROMOTE20,KOSDAQ,BULL_2025,REVISION,25,-0.00019012757477679067,0.4
VETO_PROMOTE20,KOSDAQ,BULL_2025,VALUE,25,0.0003627292531798522,0.52
VETO_PROMOTE20,KOSDAQ,EARLY_2016_2019,FLOW,98,0.0006694024189799408,0.5102040816326531
VETO_PROMOTE20,KOSDAQ,EARLY_2016_2019,MOMENTUM,98,0.001221001719870319,0.5816326530612245
VETO_PROMOTE20,KOSDAQ,EARLY_2016_2019,REVISION,98,-0.001074305294918122,0.46938775510204084
VETO_PROMOTE20,KOSDAQ,EARLY_2016_2019,VALUE,98,0.0015552304383992315,0.5408163265306123
VETO_PROMOTE20,KOSDAQ,LATE_2020_2022,FLOW,75,0.0011141259197066946,0.6133333333333333
VETO_PROMOTE20,KOSDAQ,LATE_2020_2022,MOMENTUM,75,0.002001020914110687,0.5466666666666666
VETO_PROMOTE20,KOSDAQ,LATE_2020_2022,REVISION,75,-0.0013711284353995175,0.44
VETO_PROMOTE20,KOSDAQ,LATE_2020_2022,VALUE,75,0.000570031206910358,0.5333333333333333
VETO_PROMOTE20,KOSDAQ,NORMAL_2023_2024,FLOW,48,0.0006879228391109618,0.5625
VETO_PROMOTE20,KOSDAQ,NORMAL_2023_2024,MOMENTUM,48,-5.237299084155735e-05,0.5416666666666666
VETO_PROMOTE20,KOSDAQ,NORMAL_2023_2024,REVISION,48,0.0019535935106438826,0.5833333333333334
VETO_PROMOTE20,KOSDAQ,NORMAL_2023_2024,VALUE,48,0.0012450675277088403,0.5416666666666666
VETO_PROMOTE20,KOSDAQ,YTD_2026,FLOW,13,0.00250888120940938,0.6153846153846154
VETO_PROMOTE20,KOSDAQ,YTD_2026,MOMENTUM,13,0.003103619005275526,0.6923076923076923
VETO_PROMOTE20,KOSDAQ,YTD_2026,REVISION,13,0.008926892158403277,0.7692307692307693
VETO_PROMOTE20,KOSDAQ,YTD_2026,VALUE,13,0.000500347711806867,0.46153846153846156
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,FLOW,25,0.001328779850731112,0.52
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,MOMENTUM,25,0.006206294558660941,0.64
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,REVISION,25,0.003965204700902611,0.56
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,VALUE,25,0.0020072425896060517,0.6
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,FLOW,98,0.0026506151039784602,0.6020408163265306
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,MOMENTUM,98,0.0007815543818639022,0.5306122448979592
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,REVISION,98,-0.0006485846153419918,0.4897959183673469
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,VALUE,98,0.0005135278936890512,0.46938775510204084
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,FLOW,75,0.001942676133666105,0.5066666666666667
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,MOMENTUM,75,0.0006493867686938992,0.56
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,REVISION,75,0.0017187132724788042,0.5733333333333334
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,VALUE,75,0.0015360324970734062,0.5866666666666667
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,FLOW,48,-0.0005042631631147081,0.5
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,MOMENTUM,48,0.0025158655293210826,0.6666666666666666
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,REVISION,48,-0.0008736212685190389,0.5
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,VALUE,48,0.0006676058665503042,0.5208333333333334
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,FLOW,13,0.006939278987973318,0.7692307692307693
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,MOMENTUM,13,0.009740981897195954,0.6153846153846154
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,REVISION,13,0.011077471173279922,0.6923076923076923
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,VALUE,13,-0.0010214043628056534,0.5384615384615384
VETO_PROMOTE20,KOSPI_ALL,BULL_2025,FLOW,25,-0.00018197394934049317,0.36
VETO_PROMOTE20,KOSPI_ALL,BULL_2025,MOMENTUM,25,0.003309495182145562,0.52
VETO_PROMOTE20,KOSPI_ALL,BULL_2025,REVISION,25,0.006554204507320136,0.64
VETO_PROMOTE20,KOSPI_ALL,BULL_2025,VALUE,25,0.004314740196148447,0.6
VETO_PROMOTE20,KOSPI_ALL,EARLY_2016_2019,FLOW,98,0.0008616471757093725,0.5408163265306123
VETO_PROMOTE20,KOSPI_ALL,EARLY_2016_2019,MOMENTUM,98,0.0014987176693458883,0.6428571428571429
VETO_PROMOTE20,KOSPI_ALL,EARLY_2016_2019,REVISION,98,-0.0010574737215354052,0.4387755102040816
VETO_PROMOTE20,KOSPI_ALL,EARLY_2016_2019,VALUE,98,-1.6996308436234328e-05,0.5408163265306123
VETO_PROMOTE20,KOSPI_ALL,LATE_2020_2022,FLOW,75,0.0017035815630978173,0.5466666666666666
VETO_PROMOTE20,KOSPI_ALL,LATE_2020_2022,MOMENTUM,75,-0.0002484918706001152,0.5333333333333333
VETO_PROMOTE20,KOSPI_ALL,LATE_2020_2022,REVISION,75,0.0018389261167274548,0.56
VETO_PROMOTE20,KOSPI_ALL,LATE_2020_2022,VALUE,75,-0.00048808277348242447,0.44
VETO_PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,FLOW,48,-0.0003058825970783433,0.5
VETO_PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,MOMENTUM,48,0.004024269754604914,0.5625
VETO_PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,REVISION,48,0.0001999052040303461,0.4583333333333333
VETO_PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,VALUE,48,0.0009248190249652698,0.5625
VETO_PROMOTE20,KOSPI_ALL,YTD_2026,FLOW,13,-0.0020507267766976737,0.46153846153846156
VETO_PROMOTE20,KOSPI_ALL,YTD_2026,MOMENTUM,13,0.0005558962893430013,0.5384615384615384
VETO_PROMOTE20,KOSPI_ALL,YTD_2026,REVISION,13,0.00768296202944553,0.5384615384615384
VETO_PROMOTE20,KOSPI_ALL,YTD_2026,VALUE,13,0.0016027823059697017,0.5384615384615384
VETO_PROMOTE20,KOSPI_EX_K200,BULL_2025,FLOW,25,0.0015498188210162625,0.48
VETO_PROMOTE20,KOSPI_EX_K200,BULL_2025,MOMENTUM,25,0.0036246162204216247,0.68
VETO_PROMOTE20,KOSPI_EX_K200,BULL_2025,REVISION,25,0.004382934666725512,0.64
VETO_PROMOTE20,KOSPI_EX_K200,BULL_2025,VALUE,25,0.00021476974639870973,0.52
VETO_PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,FLOW,98,0.0002759526105252966,0.4897959183673469
VETO_PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,MOMENTUM,98,0.0012203460059593328,0.6224489795918368
VETO_PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,REVISION,98,-0.000585708551896048,0.4387755102040816
VETO_PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,VALUE,98,0.00044099081758665386,0.5
VETO_PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,FLOW,75,-0.0012158568238353994,0.36
VETO_PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,MOMENTUM,75,-0.0011801277341630216,0.44
VETO_PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,REVISION,75,-0.0007297378059953515,0.5066666666666667
VETO_PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,VALUE,75,0.0005213994157223447,0.4666666666666667
VETO_PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,FLOW,48,0.0006546743449108856,0.5208333333333334
VETO_PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,MOMENTUM,48,0.004764887904633072,0.6041666666666666
VETO_PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,REVISION,48,-0.0008227356856905277,0.5208333333333334
VETO_PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,VALUE,48,-0.0007649861282611631,0.4791666666666667
VETO_PROMOTE20,KOSPI_EX_K200,YTD_2026,FLOW,13,0.0001778296892345141,0.7692307692307693
VETO_PROMOTE20,KOSPI_EX_K200,YTD_2026,MOMENTUM,13,0.004785256262376678,0.7692307692307693
VETO_PROMOTE20,KOSPI_EX_K200,YTD_2026,REVISION,13,0.0033676474836401805,0.6153846153846154
VETO_PROMOTE20,KOSPI_EX_K200,YTD_2026,VALUE,13,0.0033938096017586098,0.6153846153846154
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,FLOW,25,-0.0003241809043237978,0.48
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,MOMENTUM,25,0.004999237972500967,0.68
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,REVISION,25,0.003486386215510823,0.6
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,VALUE,25,0.0034795561375766584,0.72
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,FLOW,98,0.0022930881078878163,0.5408163265306123
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,MOMENTUM,98,0.0014625081045983228,0.5510204081632653
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,REVISION,98,-0.000705142166758669,0.4387755102040816
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,VALUE,98,-0.00034528383373478455,0.47959183673469385
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,FLOW,75,0.0013315717219669892,0.5333333333333333
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,MOMENTUM,75,0.0012599776750612133,0.5466666666666666
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,REVISION,75,0.0010945918198237902,0.48
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,VALUE,75,0.0003246769509811276,0.5066666666666667
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,FLOW,48,0.0022214417247970538,0.5
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,MOMENTUM,48,0.0006151461229135946,0.5833333333333334
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,REVISION,48,-0.0011349435573888725,0.4583333333333333
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,VALUE,48,0.0015194696194282813,0.6041666666666666
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,FLOW,13,0.008192645103471306,0.6923076923076923
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,MOMENTUM,13,0.008667669378843753,0.6923076923076923
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,REVISION,13,0.010655722707774104,0.8461538461538461
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,VALUE,13,0.0014955504227909973,0.5384615384615384
