date,sample,universe,factor,family,strategy,gross,turnover,base_gross,base_turnover,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
2016-01-04,EARLY_2016_2019,K200,OP12_REV,REVISION,BASE,0.01775300238065726,1.0,0.02716572708291142,1.0,-0.009412724702254162,0.0,-0.009412724702254162,-0.009412724702254162,-0.009412724702254162
2016-01-04,EARLY_2016_2019,K200,OP12_REV,REVISION,VETO20,0.02782874947172917,1.0,0.02716572708291142,1.0,0.000663022388817748,0.0,0.000663022388817748,0.000663022388817748,0.000663022388817748
2016-01-04,EARLY_2016_2019,K200,OP12_REV,REVISION,PROMOTE20,0.013372891178369881,1.0,0.02716572708291142,1.0,-0.01379283590454154,0.0,-0.01379283590454154,-0.01379283590454154,-0.01379283590454154
2016-01-04,EARLY_2016_2019,K200,OP12_REV,REVISION,VETO_PROMOTE20,0.019381505182673203,1.0,0.02716572708291142,1.0,-0.007784221900238218,0.0,-0.007784221900238218,-0.007784221900238218,-0.007784221900238218
2016-01-04,EARLY_2016_2019,K200,OPFY1_REV,REVISION,BASE,-0.04963953637874304,1.0,-0.03164563120426565,1.0,-0.01799390517447739,0.0,-0.01799390517447739,-0.01799390517447739,-0.01799390517447739
2016-01-04,EARLY_2016_2019,K200,OPFY1_REV,REVISION,VETO20,-0.0321939124677775,1.0,-0.03164563120426565,1.0,-0.0005482812635118489,0.0,-0.0005482812635118489,-0.0005482812635118489,-0.0005482812635118489
2016-01-04,EARLY_2016_2019,K200,OPFY1_REV,REVISION,PROMOTE20,-0.05561602025075291,1.0,-0.03164563120426565,1.0,-0.023970389046487253,0.0,-0.023970389046487253,-0.023970389046487253,-0.023970389046487253
2016-01-04,EARLY_2016_2019,K200,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.03269272951943987,1.0,-0.03164563120426565,1.0,-0.0010470983151742164,0.0,-0.0010470983151742164,-0.0010470983151742164,-0.0010470983151742164
2016-01-04,EARLY_2016_2019,K200,PBR12MF,VALUE,BASE,-0.04806922049004022,1.0,-0.056033211335544106,1.0,0.007963990845503886,0.0,0.007963990845503886,0.007963990845503886,0.007963990845503886
2016-01-04,EARLY_2016_2019,K200,PBR12MF,VALUE,VETO20,-0.04553535123611112,1.0,-0.056033211335544106,1.0,0.010497860099432987,0.0,0.010497860099432987,0.010497860099432987,0.010497860099432987
2016-01-04,EARLY_2016_2019,K200,PBR12MF,VALUE,PROMOTE20,-0.05305563113743922,1.0,-0.056033211335544106,1.0,0.002977580198104887,0.0,0.002977580198104887,0.002977580198104887,0.002977580198104887
