strategy,universe,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
CF20,KOSDAQ,LATE_2020_2022,75,0.0006616980117050663,0.03108333333333333,0.0006616980117050663,0.0005684480117050664,0.00047519801170506636,net_60,0.00047519801170506636,-0.0012450694070364227,0.0022562398115350043,0.708
CF20,KOSDAQ,NORMAL_2023_2024,48,0.0004842006387000277,0.03515625000000001,0.0004842006387000277,0.00037873188870002784,0.00027326313870002774,gross_delta,0.0004842006387000277,-0.0015765444062685618,0.002559038824257327,0.6833333333333333
CF20,KOSDAQ,NORMAL_2023_2024,48,0.0004842006387000277,0.03515625000000001,0.0004842006387000277,0.00037873188870002784,0.00027326313870002774,net_30,0.00037873188870002784,-0.001602039594253185,0.0024633757447112097,0.6413333333333333
CF20,KOSDAQ,NORMAL_2023_2024,48,0.0004842006387000277,0.03515625000000001,0.0004842006387000277,0.00037873188870002784,0.00027326313870002774,net_60,0.00027326313870002774,-0.0017326846765801998,0.0023029839008279354,0.5963333333333334
CF20,KOSDAQ,YTD_2026,13,0.0054127858391999845,0.052403846153846155,0.0054127858391999845,0.005255574300738446,0.005098362762276908,gross_delta,0.0054127858391999845,-0.0036749432065914214,0.013831484990115312,0.873
CF20,KOSDAQ,YTD_2026,13,0.0054127858391999845,0.052403846153846155,0.0054127858391999845,0.005255574300738446,0.005098362762276908,net_30,0.005255574300738446,-0.003988011918912403,0.013596643965501422,0.8618333333333333
CF20,KOSDAQ,YTD_2026,13,0.0054127858391999845,0.052403846153846155,0.0054127858391999845,0.005255574300738446,0.005098362762276908,net_60,0.005098362762276908,-0.004394666552551346,0.01392749055484895,0.851
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.004439843875482437,0.048249999999999994,0.004439843875482437,0.004295093875482437,0.004150343875482437,gross_delta,0.004439843875482437,-0.0004495989626937696,0.009366803911475267,0.965
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.004439843875482437,0.048249999999999994,0.004439843875482437,0.004295093875482437,0.004150343875482437,net_30,0.004295093875482437,-0.0004161577961818808,0.009320484545703243,0.9615
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.004439843875482437,0.048249999999999994,0.004439843875482437,0.004295093875482437,0.004150343875482437,net_60,0.004150343875482437,-0.000672752293245204,0.008924446251277085,0.952
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0009399104005909317,0.037563775510204074,0.0009399104005909317,0.0008272190740603193,0.0007145277475297071,gross_delta,0.0009399104005909317,-6.946008877532816e-05,0.0018985569708510322,0.9668333333333333
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0009399104005909317,0.037563775510204074,0.0009399104005909317,0.0008272190740603193,0.0007145277475297071,net_30,0.0008272190740603193,-0.00015137499964455958,0.0018274274729260507,0.9473333333333334
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0009399104005909317,0.037563775510204074,0.0009399104005909317,0.0008272190740603193,0.0007145277475297071,net_60,0.0007145277475297071,-0.0002632452003163928,0.0016656314900787379,0.926
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0018960792376692954,0.060833333333333336,0.0018960792376692954,0.0017135792376692957,0.0015310792376692958,gross_delta,0.0018960792376692954,-0.0004329358982168846,0.004230847505745235,0.945
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0018960792376692954,0.060833333333333336,0.0018960792376692954,0.0017135792376692957,0.0015310792376692958,net_30,0.0017135792376692957,-0.0005622732997690827,0.004072429157692773,0.9233333333333333
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0018960792376692954,0.060833333333333336,0.0018960792376692954,0.0017135792376692957,0.0015310792376692958,net_60,0.0015310792376692958,-0.0008435767360938386,0.0038612894636350144,0.8963333333333333
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.001076232439738742,0.05611979166666666,0.001076232439738742,0.0009078730647387425,0.0007395136897387424,gross_delta,0.001076232439738742,-0.001800917406883351,0.0037830372517712045,0.769
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.001076232439738742,0.05611979166666666,0.001076232439738742,0.0009078730647387425,0.0007395136897387424,net_30,0.0009078730647387425,-0.002021017752140283,0.0036951214725617553,0.7466666666666667
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.001076232439738742,0.05611979166666666,0.001076232439738742,0.0009078730647387425,0.0007395136897387424,net_60,0.0007395136897387424,-0.002136474755894504,0.0034164911778118783,0.6985
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.004853376192824443,0.06538461538461537,0.004853376192824443,0.004657222346670597,0.00446106850051675,gross_delta,0.004853376192824443,-0.0038299615681433056,0.012526277519583526,0.8586666666666667
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.004853376192824443,0.06538461538461537,0.004853376192824443,0.004657222346670597,0.00446106850051675,net_30,0.004657222346670597,-0.003964865096869485,0.012285478168643402,0.8408333333333333
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.004853376192824443,0.06538461538461537,0.004853376192824443,0.004657222346670597,0.00446106850051675,net_60,0.00446106850051675,-0.00431026317665063,0.012345538409342315,0.8411666666666666
CF20,KOSPI_ALL,BULL_2025,25,0.0027359705886824907,0.04499999999999999,0.0027359705886824907,0.002600970588682491,0.002465970588682491,gross_delta,0.0027359705886824907,-0.0013934148056988366,0.0073263303382793115,0.8951666666666667
CF20,KOSPI_ALL,BULL_2025,25,0.0027359705886824907,0.04499999999999999,0.0027359705886824907,0.002600970588682491,0.002465970588682491,net_30,0.002600970588682491,-0.0015062003849756044,0.007112855160136406,0.8795
CF20,KOSPI_ALL,BULL_2025,25,0.0027359705886824907,0.04499999999999999,0.0027359705886824907,0.002600970588682491,0.002465970588682491,net_60,0.002465970588682491,-0.0016865118230595076,0.007123792493575575,0.8526666666666667
CF20,KOSPI_ALL,EARLY_2016_2019,98,0.0003487730425639145,0.029591836734693882,0.0003487730425639145,0.0002599975323598327,0.00017122202215575112,gross_delta,0.0003487730425639145,-0.0008301269486871469,0.0014533064060562532,0.7226666666666667
CF20,KOSPI_ALL,EARLY_2016_2019,98,0.0003487730425639145,0.029591836734693882,0.0003487730425639145,0.0002599975323598327,0.00017122202215575112,net_30,0.0002599975323598327,-0.0008772147928399923,0.001363912956553527,0.6815
CF20,KOSPI_ALL,EARLY_2016_2019,98,0.0003487730425639145,0.029591836734693882,0.0003487730425639145,0.0002599975323598327,0.00017122202215575112,net_60,0.00017122202215575112,-0.0009712770962504285,0.0012821274353287848,0.6203333333333333
CF20,KOSPI_ALL,LATE_2020_2022,75,0.0007175085720929224,0.04875000000000001,0.0007175085720929224,0.0005712585720929223,0.00042500857209292235,gross_delta,0.0007175085720929224,-0.0010814969472282482,0.002427242589737516,0.7875
CF20,KOSPI_ALL,LATE_2020_2022,75,0.0007175085720929224,0.04875000000000001,0.0007175085720929224,0.0005712585720929223,0.00042500857209292235,net_30,0.0005712585720929223,-0.001245104164191471,0.002248090106533924,0.7285
CF20,KOSPI_ALL,LATE_2020_2022,75,0.0007175085720929224,0.04875000000000001,0.0007175085720929224,0.0005712585720929223,0.00042500857209292235,net_60,0.00042500857209292235,-0.0013987683863613204,0.0021314338335546934,0.6926666666666667
CF20,KOSPI_ALL,NORMAL_2023_2024,48,0.0005750031463474691,0.056640625,0.0005750031463474691,0.00040508127134746924,0.00023515939634746914,gross_delta,0.0005750031463474691,-0.0022549407557993354,0.0031982041472072707,0.6611666666666667
CF20,KOSPI_ALL,NORMAL_2023_2024,48,0.0005750031463474691,0.056640625,0.0005750031463474691,0.00040508127134746924,0.00023515939634746914,net_30,0.00040508127134746924,-0.002328986888527534,0.003050087874488015,0.6236666666666667
CF20,KOSPI_ALL,NORMAL_2023_2024,48,0.0005750031463474691,0.056640625,0.0005750031463474691,0.00040508127134746924,0.00023515939634746914,net_60,0.00023515939634746914,-0.0025298715275270845,0.002823999955230812,0.5638333333333333
CF20,KOSPI_ALL,YTD_2026,13,0.0019144230575867361,0.05096153846153847,0.0019144230575867361,0.0017615384422021208,0.0016086538268175051,gross_delta,0.0019144230575867361,-0.0036666379872378214,0.007672999173054942,0.743
CF20,KOSPI_ALL,YTD_2026,13,0.0019144230575867361,0.05096153846153847,0.0019144230575867361,0.0017615384422021208,0.0016086538268175051,net_30,0.0017615384422021208,-0.0036104538640447954,0.007640993685184206,0.7193333333333334
CF20,KOSPI_ALL,YTD_2026,13,0.0019144230575867361,0.05096153846153847,0.0019144230575867361,0.0017615384422021208,0.0016086538268175051,net_60,0.0016086538268175051,-0.003883246751196417,0.0073001803535420575,0.689
CF20,KOSPI_EX_K200,BULL_2025,25,0.001103935193157967,0.011999999999999997,0.001103935193157967,0.0010679351931579672,0.001031935193157967,gross_delta,0.001103935193157967,-0.00038214609080142284,0.0025036373556613055,0.9248333333333333
CF20,KOSPI_EX_K200,BULL_2025,25,0.001103935193157967,0.011999999999999997,0.001103935193157967,0.0010679351931579672,0.001031935193157967,net_30,0.0010679351931579672,-0.0004311616999222992,0.0024685721097244475,0.9173333333333333
CF20,KOSPI_EX_K200,BULL_2025,25,0.001103935193157967,0.011999999999999997,0.001103935193157967,0.0010679351931579672,0.001031935193157967,net_60,0.001031935193157967,-0.0004662147271859227,0.00243651889565806,0.9071666666666667
CF20,KOSPI_EX_K200,EARLY_2016_2019,98,0.0003773837439609105,0.006760204081632653,0.0003773837439609105,0.0003571031317160125,0.00033682251947111453,gross_delta,0.0003773837439609105,-0.0002119526872904465,0.0010375373867244576,0.8866666666666667
CF20,KOSPI_EX_K200,EARLY_2016_2019,98,0.0003773837439609105,0.006760204081632653,0.0003773837439609105,0.0003571031317160125,0.00033682251947111453,net_30,0.0003571031317160125,-0.00024353066431082558,0.0009997359520040503,0.8723333333333333
CF20,KOSPI_EX_K200,EARLY_2016_2019,98,0.0003773837439609105,0.006760204081632653,0.0003773837439609105,0.0003571031317160125,0.00033682251947111453,net_60,0.00033682251947111453,-0.00024616560101650725,0.0009958951473401203,0.8563333333333333
CF20,KOSPI_EX_K200,LATE_2020_2022,75,2.8281939059669945e-05,0.02,2.8281939059669945e-05,-3.1718060940330185e-05,-9.171806094033003e-05,gross_delta,2.8281939059669945e-05,-0.0008996390493744486,0.0009664785241587197,0.5298333333333334
CF20,KOSPI_EX_K200,LATE_2020_2022,75,2.8281939059669945e-05,0.02,2.8281939059669945e-05,-3.1718060940330185e-05,-9.171806094033003e-05,net_30,-3.1718060940330185e-05,-0.0009862228482549321,0.0009354855511029709,0.4638333333333333
CF20,KOSPI_EX_K200,LATE_2020_2022,75,2.8281939059669945e-05,0.02,2.8281939059669945e-05,-3.1718060940330185e-05,-9.171806094033003e-05,net_60,-9.171806094033003e-05,-0.0010226255631970544,0.0008709838932173611,0.4171666666666667
CF20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.0009633302265644974,0.022526041666666663,0.0009633302265644974,0.0008957521015644974,0.0008281739765644974,gross_delta,0.0009633302265644974,-0.00016974779355428656,0.0021380292552053448,0.951
CF20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.0009633302265644974,0.022526041666666663,0.0009633302265644974,0.0008957521015644974,0.0008281739765644974,net_30,0.0008957521015644974,-0.00021109162257880682,0.002105084212325589,0.938
CF20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.0009633302265644974,0.022526041666666663,0.0009633302265644974,0.0008957521015644974,0.0008281739765644974,net_60,0.0008281739765644974,-0.00031026243956842404,0.0020346321003377123,0.9156666666666666
CF20,KOSPI_EX_K200,YTD_2026,13,0.0019844605993703276,0.03317307692307693,0.0019844605993703276,0.0018849413686010967,0.0017854221378318662,gross_delta,0.0019844605993703276,-0.0023844510989153864,0.0057990949794724245,0.8066666666666666
CF20,KOSPI_EX_K200,YTD_2026,13,0.0019844605993703276,0.03317307692307693,0.0019844605993703276,0.0018849413686010967,0.0017854221378318662,net_30,0.0018849413686010967,-0.002647684963790717,0.0056228444123711885,0.791
CF20,KOSPI_EX_K200,YTD_2026,13,0.0019844605993703276,0.03317307692307693,0.0019844605993703276,0.0018849413686010967,0.0017854221378318662,net_60,0.0017854221378318662,-0.0026596184521960834,0.0055359120863870005,0.7923333333333333
CF20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.004620957740483625,0.06899999999999999,0.004620957740483625,0.004413957740483626,0.004206957740483625,gross_delta,0.004620957740483625,-0.0009184649004750882,0.011393183345751021,0.94
CF20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.004620957740483625,0.06899999999999999,0.004620957740483625,0.004413957740483626,0.004206957740483625,net_30,0.004413957740483626,-0.0011312053073818384,0.011338535198006146,0.931
CF20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.004620957740483625,0.06899999999999999,0.004620957740483625,0.004413957740483626,0.004206957740483625,net_60,0.004206957740483625,-0.0013492876692669771,0.011143328240445225,0.9195
CF20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0014663648727892102,0.05720663265306124,0.0014663648727892102,0.0012947449748300266,0.0011231250768708428,gross_delta,0.0014663648727892102,0.00013396040386513445,0.0027964093872237853,0.9835
CF20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0014663648727892102,0.05720663265306124,0.0014663648727892102,0.0012947449748300266,0.0011231250768708428,net_30,0.0012947449748300266,-2.4436764479347998e-05,0.002612844562792461,0.9728333333333333
CF20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0014663648727892102,0.05720663265306124,0.0014663648727892102,0.0012947449748300266,0.0011231250768708428,net_60,0.0011231250768708428,-0.00022374132987586405,0.002427239698617215,0.949
CF20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.00169187364539479,0.0014446236453947898,gross_delta,0.0019391236453947898,-0.001233387775764303,0.0052816772014315505,0.8851666666666667
CF20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.00169187364539479,0.0014446236453947898,net_30,0.00169187364539479,-0.0014376186557320744,0.0049923607563069055,0.857
CF20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.00169187364539479,0.0014446236453947898,net_60,0.0014446236453947898,-0.0018048260024672918,0.004707112566259896,0.8008333333333333
CF20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0008432560410292208,0.08736979166666665,0.0008432560410292208,0.0005811466660292208,0.00031903729102922084,gross_delta,0.0008432560410292208,-0.0025283320450417567,0.004046642870747327,0.7013333333333334
CF20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0008432560410292208,0.08736979166666665,0.0008432560410292208,0.0005811466660292208,0.00031903729102922084,net_30,0.0005811466660292208,-0.0028096713933750245,0.003785040543339429,0.64
CF20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0008432560410292208,0.08736979166666665,0.0008432560410292208,0.0005811466660292208,0.00031903729102922084,net_60,0.00031903729102922084,-0.003075899705840312,0.003468966417797667,0.5871666666666666
CF20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.011318455529616495,0.09134615384615384,0.011318455529616495,0.011044417068078032,0.010770378606539574,gross_delta,0.011318455529616495,6.824745672294428e-06,0.02197021058578932,0.975
CF20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.011318455529616495,0.09134615384615384,0.011318455529616495,0.011044417068078032,0.010770378606539574,net_30,0.011044417068078032,-6.795235175464176e-05,0.022045798331971414,0.9738333333333333
CF20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.011318455529616495,0.09134615384615384,0.011318455529616495,0.011044417068078032,0.010770378606539574,net_60,0.010770378606539574,-0.0003367934829036047,0.021698221891428737,0.972
PROMOTE20,K200,BULL_2025,25,0.002056290300665598,0.051500000000000004,0.002056290300665598,0.0019017903006655983,0.0017472903006655982,gross_delta,0.002056290300665598,-0.0005684646558874774,0.004945486836653418,0.9341666666666667
PROMOTE20,K200,BULL_2025,25,0.002056290300665598,0.051500000000000004,0.002056290300665598,0.0019017903006655983,0.0017472903006655982,net_30,0.0019017903006655983,-0.0008027105896777764,0.004742885314600419,0.9108333333333334
PROMOTE20,K200,BULL_2025,25,0.002056290300665598,0.051500000000000004,0.002056290300665598,0.0019017903006655983,0.0017472903006655982,net_60,0.0017472903006655982,-0.0008882878277708657,0.004601244129149388,0.8945
PROMOTE20,K200,EARLY_2016_2019,98,-0.00010591684907219617,0.045535714285714284,-0.00010591684907219617,-0.0002425239919293389,-0.00037913113478648183,gross_delta,-0.00010591684907219617,-0.000688658424843309,0.0004986379846747156,0.35583333333333333
PROMOTE20,K200,EARLY_2016_2019,98,-0.00010591684907219617,0.045535714285714284,-0.00010591684907219617,-0.0002425239919293389,-0.00037913113478648183,net_30,-0.0002425239919293389,-0.0008173498342221527,0.000380644759426851,0.2085
PROMOTE20,K200,EARLY_2016_2019,98,-0.00010591684907219617,0.045535714285714284,-0.00010591684907219617,-0.0002425239919293389,-0.00037913113478648183,net_60,-0.00037913113478648183,-0.0009621377655501829,0.0002449385976976855,0.11133333333333334
PROMOTE20,K200,LATE_2020_2022,75,-0.0006336970615028136,0.050166666666666665,-0.0006336970615028136,-0.0007841970615028134,-0.0009346970615028134,gross_delta,-0.0006336970615028136,-0.0017872218843932662,0.0004471370472121791,0.13816666666666666
PROMOTE20,K200,LATE_2020_2022,75,-0.0006336970615028136,0.050166666666666665,-0.0006336970615028136,-0.0007841970615028134,-0.0009346970615028134,net_30,-0.0007841970615028134,-0.0018853062421293459,0.00029094865723760144,0.07416666666666667
PROMOTE20,K200,LATE_2020_2022,75,-0.0006336970615028136,0.050166666666666665,-0.0006336970615028136,-0.0007841970615028134,-0.0009346970615028134,net_60,-0.0009346970615028134,-0.002060243723238363,0.00015853105230870444,0.05
PROMOTE20,K200,NORMAL_2023_2024,48,0.0007231613010527504,0.05156249999999999,0.0007231613010527504,0.0005684738010527504,0.00041378630105275046,gross_delta,0.0007231613010527504,-0.000635333341349581,0.002032505265407638,0.8593333333333333
PROMOTE20,K200,NORMAL_2023_2024,48,0.0007231613010527504,0.05156249999999999,0.0007231613010527504,0.0005684738010527504,0.00041378630105275046,net_30,0.0005684738010527504,-0.0007831079527697854,0.001880149338756689,0.8041666666666667
PROMOTE20,K200,NORMAL_2023_2024,48,0.0007231613010527504,0.05156249999999999,0.0007231613010527504,0.0005684738010527504,0.00041378630105275046,net_60,0.00041378630105275046,-0.0009107552250467125,0.0017401714252059661,0.7416666666666667
PROMOTE20,K200,YTD_2026,13,-0.0024062302593557236,0.05913461538461538,-0.0024062302593557236,-0.0025836341055095685,-0.0027610379516634148,gross_delta,-0.0024062302593557236,-0.0063736238222553325,0.0015992384622042861,0.1215
PROMOTE20,K200,YTD_2026,13,-0.0024062302593557236,0.05913461538461538,-0.0024062302593557236,-0.0025836341055095685,-0.0027610379516634148,net_30,-0.0025836341055095685,-0.006460450768908836,0.0013200247475521928,0.106
PROMOTE20,K200,YTD_2026,13,-0.0024062302593557236,0.05913461538461538,-0.0024062302593557236,-0.0025836341055095685,-0.0027610379516634148,net_60,-0.0027610379516634148,-0.0066291791982764905,0.0011578104042432378,0.09333333333333334
PROMOTE20,KOSDAQ,BULL_2025,25,-0.0009027220203835491,0.05775,-0.0009027220203835491,-0.0010759720203835494,-0.001249222020383549,gross_delta,-0.0009027220203835491,-0.00237713069095567,0.00046331598834966725,0.11466666666666667
PROMOTE20,KOSDAQ,BULL_2025,25,-0.0009027220203835491,0.05775,-0.0009027220203835491,-0.0010759720203835494,-0.001249222020383549,net_30,-0.0010759720203835494,-0.0025600846883197838,0.00031248727607776635,0.06933333333333333
PROMOTE20,KOSDAQ,BULL_2025,25,-0.0009027220203835491,0.05775,-0.0009027220203835491,-0.0010759720203835494,-0.001249222020383549,net_60,-0.001249222020383549,-0.002733442002685599,7.860330211956562e-05,0.0355
PROMOTE20,KOSDAQ,EARLY_2016_2019,98,0.0004105635147381502,0.04751275510204082,0.0004105635147381502,0.00026802524943202774,0.00012548698412590534,gross_delta,0.0004105635147381502,-0.0005486024650108726,0.0013486661955158105,0.8105
PROMOTE20,KOSDAQ,EARLY_2016_2019,98,0.0004105635147381502,0.04751275510204082,0.0004105635147381502,0.00026802524943202774,0.00012548698412590534,net_30,0.00026802524943202774,-0.0006906831859862144,0.001202412642256561,0.7103333333333334
PROMOTE20,KOSDAQ,EARLY_2016_2019,98,0.0004105635147381502,0.04751275510204082,0.0004105635147381502,0.00026802524943202774,0.00012548698412590534,net_60,0.00012548698412590534,-0.000844543302618054,0.001060342823218873,0.6008333333333333
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0009445322336790774,0.04791666666666667,-0.0009445322336790774,-0.0010882822336790773,-0.001232032233679078,gross_delta,-0.0009445322336790774,-0.002297978814230884,0.00042352417877810695,0.088
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0009445322336790774,0.04791666666666667,-0.0009445322336790774,-0.0010882822336790773,-0.001232032233679078,net_30,-0.0010882822336790773,-0.0024601400873106114,0.00027377591518224674,0.06016666666666667
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0009445322336790774,0.04791666666666667,-0.0009445322336790774,-0.0010882822336790773,-0.001232032233679078,net_60,-0.001232032233679078,-0.0025625816826574514,0.00012509764817559855,0.03783333333333333
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0005722778104258667,0.05625,-0.0005722778104258667,-0.0007410278104258665,-0.0009097778104258667,gross_delta,-0.0005722778104258667,-0.0024561677041348424,0.0011988045852398916,0.28
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0005722778104258667,0.05625,-0.0005722778104258667,-0.0007410278104258665,-0.0009097778104258667,net_30,-0.0007410278104258665,-0.002572751582071057,0.0011141667751001412,0.23516666666666666
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0005722778104258667,0.05625,-0.0005722778104258667,-0.0007410278104258665,-0.0009097778104258667,net_60,-0.0009097778104258667,-0.0028268963034389074,0.000951663809445938,0.16516666666666666
