strategy,universe,horizon,sample,family,n_dates,gross_delta,positive_date_rate
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.004071953981119347,0.4666666666666667
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,-0.0019720894151568774,0.4266666666666667
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,0.0028399812348888424,0.5416666666666666
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.002142188937224189,0.5208333333333334
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,-0.0003211967749761945,0.5625
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,-0.004482845695966149,0.4375
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,FLOW,13,-0.007188419219384965,0.5384615384615384
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,-0.008716296468970059,0.46153846153846156
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,REVISION,13,0.01156054828356055,0.6153846153846154
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.009287082587607473,0.38461538461538464
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.017422881736954273,0.5833333333333334
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,-0.028934670037268285,0.5
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.001407678527911193,0.4166666666666667
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,-0.0051200426711229576,0.3333333333333333
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,0.0017311761300675698,0.5625
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,-0.0028741602964829395,0.4375
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,-0.0012955451766397596,0.5
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,0.0003267978159678969,0.5208333333333334
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.001517281902367015,0.47368421052631576
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.007055027100869262,0.39473684210526316
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,-0.007699798947766856,0.34210526315789475
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,-0.005952517438191972,0.39473684210526316
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.008700711157213608,0.7083333333333334
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.002805826422326367,0.4166666666666667
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.004825435423684866,0.625
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.00802597621649724,0.4166666666666667
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.03529170530872905,0.0
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,-0.023635180407209775,0.3333333333333333
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.005398870605527316,0.5
NEGLECT_LOW50,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,-0.02779158267117594,0.0
NEGLECT_LOW50,KOSPI_ALL,5,BULL_2025,FLOW,49,-0.0009927526259641134,0.46938775510204084
NEGLECT_LOW50,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,-0.0016244644782178353,0.5510204081632653
NEGLECT_LOW50,KOSPI_ALL,5,BULL_2025,REVISION,49,-0.0014978307395271829,0.5102040816326531
NEGLECT_LOW50,KOSPI_ALL,5,BULL_2025,VALUE,49,-0.001319113206062828,0.5306122448979592
NEGLECT_LOW50,KOSPI_ALL,5,EARLY_2016_2019,FLOW,192,-0.0008079591543598087,0.453125
NEGLECT_LOW50,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,192,-0.0005458063129373236,0.5104166666666666
NEGLECT_LOW50,KOSPI_ALL,5,EARLY_2016_2019,REVISION,192,-0.0008413753883769565,0.5
NEGLECT_LOW50,KOSPI_ALL,5,EARLY_2016_2019,VALUE,192,-0.000880939008249595,0.4635416666666667
NEGLECT_LOW50,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,-0.0007085194413920038,0.42953020134228187
NEGLECT_LOW50,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,0.0016759595550200391,0.5906040268456376
NEGLECT_LOW50,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,-0.001016693165340941,0.5033557046979866
NEGLECT_LOW50,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,-0.0005901185246466715,0.48322147651006714
NEGLECT_LOW50,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.0009698737590067577,0.5463917525773195
NEGLECT_LOW50,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.0009950203936761664,0.4329896907216495
NEGLECT_LOW50,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,-0.0008424769644676456,0.5051546391752577
NEGLECT_LOW50,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,-0.001465070439588081,0.4329896907216495
NEGLECT_LOW50,KOSPI_ALL,5,YTD_2026,FLOW,28,0.000935883016103439,0.5
NEGLECT_LOW50,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,-0.006549024743379055,0.5357142857142857
NEGLECT_LOW50,KOSPI_ALL,5,YTD_2026,REVISION,28,-0.0011939395010501354,0.5357142857142857
NEGLECT_LOW50,KOSPI_ALL,5,YTD_2026,VALUE,28,-0.006203606928409267,0.32142857142857145
NEGLECT_LOW50,KOSPI_ALL,10,BULL_2025,FLOW,25,-0.0026468539133047107,0.6
NEGLECT_LOW50,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.0008841414063143199,0.52
NEGLECT_LOW50,KOSPI_ALL,10,BULL_2025,REVISION,25,0.0024537550554713313,0.48
NEGLECT_LOW50,KOSPI_ALL,10,BULL_2025,VALUE,25,-0.003088628474113717,0.48
NEGLECT_LOW50,KOSPI_ALL,10,EARLY_2016_2019,FLOW,96,0.00021489165645992132,0.53125
NEGLECT_LOW50,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,96,0.0003117458400740463,0.5
NEGLECT_LOW50,KOSPI_ALL,10,EARLY_2016_2019,REVISION,96,-0.00054809929010391,0.4895833333333333
NEGLECT_LOW50,KOSPI_ALL,10,EARLY_2016_2019,VALUE,96,-2.9679738488035384e-05,0.5208333333333334
NEGLECT_LOW50,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,-0.0012883557181106711,0.5066666666666667
NEGLECT_LOW50,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,0.004643374148618059,0.5866666666666667
NEGLECT_LOW50,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,-0.0035563211807454046,0.41333333333333333
NEGLECT_LOW50,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,-8.084487230674065e-05,0.48
NEGLECT_LOW50,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,-0.0012612662583959067,0.4583333333333333
NEGLECT_LOW50,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,-0.0029475720597326644,0.4791666666666667
NEGLECT_LOW50,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,-0.0008271824984726218,0.5625
NEGLECT_LOW50,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,-0.004629682581851077,0.3958333333333333
NEGLECT_LOW50,KOSPI_ALL,10,YTD_2026,FLOW,13,-0.0007035329616423606,0.5384615384615384
NEGLECT_LOW50,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,-0.015351770178625298,0.46153846153846156
NEGLECT_LOW50,KOSPI_ALL,10,YTD_2026,REVISION,13,-0.01179395534246314,0.46153846153846156
NEGLECT_LOW50,KOSPI_ALL,10,YTD_2026,VALUE,13,-0.01341973336178178,0.23076923076923078
NEGLECT_LOW50,KOSPI_ALL,20,BULL_2025,FLOW,12,0.00017299701228407015,0.4166666666666667
NEGLECT_LOW50,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,0.00012431264037631186,0.4166666666666667
NEGLECT_LOW50,KOSPI_ALL,20,BULL_2025,REVISION,12,0.014800338280149402,0.6666666666666666
NEGLECT_LOW50,KOSPI_ALL,20,BULL_2025,VALUE,12,-0.001039496035278,0.5
NEGLECT_LOW50,KOSPI_ALL,20,EARLY_2016_2019,FLOW,48,0.003958696531225113,0.5208333333333334
NEGLECT_LOW50,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,48,0.0006532249953428802,0.5
NEGLECT_LOW50,KOSPI_ALL,20,EARLY_2016_2019,REVISION,48,0.0024434107958923464,0.5
NEGLECT_LOW50,KOSPI_ALL,20,EARLY_2016_2019,VALUE,48,0.005199401584676058,0.5416666666666666
NEGLECT_LOW50,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,-0.00816906167596338,0.42105263157894735
NEGLECT_LOW50,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,-0.002231111392329609,0.4473684210526316
NEGLECT_LOW50,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,-0.006965598177315748,0.39473684210526316
NEGLECT_LOW50,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.0014124954948359707,0.47368421052631576
NEGLECT_LOW50,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,0.010274988160623548,0.5416666666666666
NEGLECT_LOW50,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.0005078635466315247,0.5416666666666666
NEGLECT_LOW50,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,0.0035604121491171967,0.5
NEGLECT_LOW50,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,-0.008230427064276282,0.4166666666666667
NEGLECT_LOW50,KOSPI_ALL,20,YTD_2026,FLOW,6,0.01925782916707149,0.6666666666666666
NEGLECT_LOW50,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,-0.03058515004965171,0.16666666666666666
NEGLECT_LOW50,KOSPI_ALL,20,YTD_2026,REVISION,6,-0.032075956829039735,0.16666666666666666
NEGLECT_LOW50,KOSPI_ALL,20,YTD_2026,VALUE,6,-0.025122650507608757,0.3333333333333333
NEGLECT_LOW50,KOSPI_EX_K200,5,BULL_2025,FLOW,49,-0.0011098624268523578,0.5714285714285714
NEGLECT_LOW50,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-0.0002939471749923217,0.5306122448979592
NEGLECT_LOW50,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.003010977610027712,0.42857142857142855
NEGLECT_LOW50,KOSPI_EX_K200,5,BULL_2025,VALUE,49,-0.0013064756309402155,0.5102040816326531
NEGLECT_LOW50,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,192,-0.0011318738511360412,0.4791666666666667
NEGLECT_LOW50,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,192,0.00021897801732641734,0.515625
NEGLECT_LOW50,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,187,-0.0017624555807598875,0.42245989304812837
NEGLECT_LOW50,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,188,-0.0015033102412426236,0.4627659574468085
NEGLECT_LOW50,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.0009151277138607495,0.4899328859060403
NEGLECT_LOW50,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.0010257519381798761,0.5704697986577181
NEGLECT_LOW50,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,-0.0007250373193980807,0.5167785234899329
NEGLECT_LOW50,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,0.0007845810796602088,0.4966442953020134
NEGLECT_LOW50,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,-0.0006584504043281528,0.4948453608247423
NEGLECT_LOW50,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0002025752233923305,0.5154639175257731
NEGLECT_LOW50,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-0.0011000628223190483,0.4948453608247423
NEGLECT_LOW50,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-0.0028319881225446707,0.422680412371134
NEGLECT_LOW50,KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.003229633861076989,0.5
NEGLECT_LOW50,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.0010037305793669535,0.6071428571428571
NEGLECT_LOW50,KOSPI_EX_K200,5,YTD_2026,REVISION,28,0.0007927806429419722,0.5714285714285714
NEGLECT_LOW50,KOSPI_EX_K200,5,YTD_2026,VALUE,28,-0.0033674536411595667,0.39285714285714285
NEGLECT_LOW50,KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.0009862206275015428,0.44
NEGLECT_LOW50,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,-0.003114593987222148,0.48
NEGLECT_LOW50,KOSPI_EX_K200,10,BULL_2025,REVISION,25,-0.0015993792458156913,0.4
NEGLECT_LOW50,KOSPI_EX_K200,10,BULL_2025,VALUE,25,-0.003884343382621232,0.48
NEGLECT_LOW50,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,96,-3.497314762979676e-05,0.5416666666666666
NEGLECT_LOW50,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,96,0.0024664928779574054,0.5625
NEGLECT_LOW50,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,92,0.0005824206020123693,0.532608695652174
NEGLECT_LOW50,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,92,-0.001536882189124699,0.4673913043478261
NEGLECT_LOW50,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,0.0005097479037070702,0.5466666666666666
NEGLECT_LOW50,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.005675097099915188,0.64
NEGLECT_LOW50,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.0012988623693215347,0.52
NEGLECT_LOW50,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0017584170210664517,0.5466666666666666
NEGLECT_LOW50,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.0041428633364716805,0.4791666666666667
NEGLECT_LOW50,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,-0.0012870585570098035,0.5208333333333334
NEGLECT_LOW50,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.0006154795854383749,0.5
NEGLECT_LOW50,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,-0.004444237106874648,0.3958333333333333
NEGLECT_LOW50,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.00492143836740388,0.6153846153846154
NEGLECT_LOW50,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.0003369397966289242,0.46153846153846156
NEGLECT_LOW50,KOSPI_EX_K200,10,YTD_2026,REVISION,13,-0.000506609845237616,0.6923076923076923
NEGLECT_LOW50,KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.010176787357659384,0.23076923076923078
NEGLECT_LOW50,KOSPI_EX_K200,20,BULL_2025,FLOW,12,0.0027424845497487863,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.003116514749300825,0.5833333333333334
NEGLECT_LOW50,KOSPI_EX_K200,20,BULL_2025,REVISION,12,0.008976852915616342,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,BULL_2025,VALUE,12,-0.0027646663869034943,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,-0.0025825762744736947,0.4583333333333333
NEGLECT_LOW50,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.0034143991221296855,0.5416666666666666
NEGLECT_LOW50,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,45,-0.00013035361642799355,0.5333333333333333
NEGLECT_LOW50,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,45,-0.0027755034295047706,0.4666666666666667
NEGLECT_LOW50,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,-0.008390672056551356,0.39473684210526316
NEGLECT_LOW50,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.0013347158113683612,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,-0.010889342360771775,0.39473684210526316
NEGLECT_LOW50,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,-0.0028875916474408567,0.5263157894736842
NEGLECT_LOW50,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,-0.0027812628787941356,0.5416666666666666
NEGLECT_LOW50,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0025589944478244184,0.375
NEGLECT_LOW50,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.001734179737968725,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.005776732712836797,0.4583333333333333
NEGLECT_LOW50,KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.013056705201508942,0.6666666666666666
NEGLECT_LOW50,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.009160521064174034,0.5
NEGLECT_LOW50,KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.0033136124179295756,0.6666666666666666
NEGLECT_LOW50,KOSPI_EX_K200,20,YTD_2026,VALUE,6,-0.02651495230805634,0.3333333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,-0.006310033339520916,0.46938775510204084
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,-0.004796240636023824,0.4897959183673469
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,-0.0012670218527091267,0.5102040816326531
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,-0.0016702194991829809,0.5510204081632653
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,192,-0.0014683989504181854,0.4322916666666667
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,192,-0.00227584232511338,0.453125
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,192,-0.001085685345716969,0.453125
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,192,-0.0011026284679661086,0.46875
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,-0.0005513992079332502,0.5167785234899329
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,0.0024016165604932647,0.5704697986577181
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,-0.0012518247988461014,0.4697986577181208
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,-0.0013445158490919507,0.46308724832214765
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,-0.0017518287039063193,0.4845360824742268
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.0034288337634048286,0.5051546391752577
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,-0.0018879134919627763,0.4845360824742268
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,-0.0024487641767650436,0.3711340206185567
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,-0.0030791897717895858,0.42857142857142855
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,-0.002625390633742012,0.5
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,-0.0023323173301984215,0.42857142857142855
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,-0.007470208127267467,0.25
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,BULL_2025,FLOW,25,-0.01818224393021066,0.24
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,BULL_2025,MOMENTUM,25,-0.014744211005441297,0.4
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,BULL_2025,REVISION,25,-0.0020476940927569237,0.44
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,BULL_2025,VALUE,25,-0.004636103066818425,0.48
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,FLOW,96,-0.0011796512039117775,0.4791666666666667
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,MOMENTUM,96,-0.002904353459079003,0.4479166666666667
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,REVISION,96,-0.0020130888477727592,0.4375
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,VALUE,96,-0.00022222103368656188,0.5208333333333334
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,FLOW,75,-0.0017357892860954645,0.49333333333333335
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,MOMENTUM,75,0.001282536036688422,0.56
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,REVISION,75,-0.0036216738259823565,0.4533333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,VALUE,75,-0.0010509462818884697,0.4666666666666667
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,FLOW,48,-0.0016327904026868778,0.5208333333333334
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.002508496466922488,0.4375
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,REVISION,48,-0.0009309870867710282,0.5416666666666666
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,VALUE,48,-0.004857480857750597,0.3958333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,YTD_2026,FLOW,13,-0.013728904306665965,0.5384615384615384
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,YTD_2026,MOMENTUM,13,-0.015698840306040733,0.38461538461538464
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,YTD_2026,REVISION,13,-0.005370459235498004,0.38461538461538464
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,10,YTD_2026,VALUE,13,-0.013055204072368995,0.23076923076923078
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,-0.030422875315608066,0.25
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,-0.025200268385733738,0.3333333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,0.009237817601841012,0.5
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,-0.005093891221360566,0.3333333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,48,0.00045649203071288554,0.6041666666666666
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,48,-0.00731316927944146,0.4166666666666667
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,48,0.00452778729300951,0.5208333333333334
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,48,0.0028870404043548153,0.5
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,-0.0021612550160872435,0.5
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,-0.005964880523189893,0.39473684210526316
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,-0.007252246784440311,0.34210526315789475
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,-0.00013759851854686363,0.5
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,0.003940127222438257,0.6666666666666666
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.010183501622810573,0.5833333333333334
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,0.006430076934553741,0.5833333333333334
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,-0.008492529794159842,0.4583333333333333
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,-0.033027992985169015,0.16666666666666666
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,-0.030825779099365222,0.0
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,-0.04569363592281637,0.16666666666666666
NEGLECT_LOW50,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,-0.026155896112757995,0.16666666666666666
VETO_BOTH10,K200,5,BULL_2025,FLOW,49,-0.002095607500076165,0.40816326530612246
VETO_BOTH10,K200,5,BULL_2025,MOMENTUM,49,-0.0019442934767546216,0.42857142857142855
VETO_BOTH10,K200,5,BULL_2025,REVISION,49,-0.0011560129396851987,0.4489795918367347
VETO_BOTH10,K200,5,BULL_2025,VALUE,49,0.0004829602641670326,0.5102040816326531
VETO_BOTH10,K200,5,EARLY_2016_2019,FLOW,192,-8.399156136083552e-05,0.5520833333333334
VETO_BOTH10,K200,5,EARLY_2016_2019,MOMENTUM,192,0.00018090499483012625,0.53125
VETO_BOTH10,K200,5,EARLY_2016_2019,REVISION,192,-7.355878773638794e-05,0.4583333333333333
VETO_BOTH10,K200,5,EARLY_2016_2019,VALUE,192,0.00021268653422799985,0.5104166666666666
VETO_BOTH10,K200,5,LATE_2020_2022,FLOW,149,0.0003466871066039436,0.47651006711409394
VETO_BOTH10,K200,5,LATE_2020_2022,MOMENTUM,149,-0.00016879253443817359,0.4697986577181208
