strategy,universe,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0016062302453841442,0.016833333333333336,-0.0016062302453841442,-0.0016567302453841437,-0.0017072302453841432,gross_delta,-0.0016062302453841442,-0.0026938366046155766,-0.0005562941233285561,0.0003333333333333333
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0016062302453841442,0.016833333333333336,-0.0016062302453841442,-0.0016567302453841437,-0.0017072302453841432,net_30,-0.0016567302453841437,-0.0027691126428894763,-0.0006172006071299415,0.0008333333333333334
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0016062302453841442,0.016833333333333336,-0.0016062302453841442,-0.0016567302453841437,-0.0017072302453841432,net_60,-0.0017072302453841432,-0.0028383259462910165,-0.0006856292988957413,0.00016666666666666666
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0010564784491258943,0.021093750000000005,-0.0010564784491258943,-0.0011197596991258944,-0.0011830409491258942,gross_delta,-0.0010564784491258943,-0.002359269661953134,0.0003324454794944774,0.0685
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0010564784491258943,0.021093750000000005,-0.0010564784491258943,-0.0011197596991258944,-0.0011830409491258942,net_30,-0.0011197596991258944,-0.0024317641888193632,0.0002913841737880234,0.058333333333333334
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0010564784491258943,0.021093750000000005,-0.0010564784491258943,-0.0011197596991258944,-0.0011830409491258942,net_60,-0.0011830409491258942,-0.002471101962829126,0.00020020089006249727,0.043833333333333335
PROMOTE20,KOSDAQ,YTD_2026,13,-0.003973202640677189,-0.006730769230769229,-0.003973202640677189,-0.003953010332984882,-0.003932818025292575,gross_delta,-0.003973202640677189,-0.011022011952999025,0.003498094575990786,0.151
PROMOTE20,KOSDAQ,YTD_2026,13,-0.003973202640677189,-0.006730769230769229,-0.003973202640677189,-0.003953010332984882,-0.003932818025292575,net_30,-0.003953010332984882,-0.010916440345782475,0.0036211246319376653,0.1595
PROMOTE20,KOSDAQ,YTD_2026,13,-0.003973202640677189,-0.006730769230769229,-0.003973202640677189,-0.003953010332984882,-0.003932818025292575,net_60,-0.003932818025292575,-0.011011351226627625,0.0036106404566395235,0.15166666666666667
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.00399608333191399,0.006000000000000001,-0.00399608333191399,-0.004014083331913989,-0.00403208333191399,gross_delta,-0.00399608333191399,-0.006788681066459736,-0.0013571105181608373,0.0006666666666666666
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.00399608333191399,0.006000000000000001,-0.00399608333191399,-0.004014083331913989,-0.00403208333191399,net_30,-0.004014083331913989,-0.006756254984890899,-0.0014872767469267891,0.0006666666666666666
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.00399608333191399,0.006000000000000001,-0.00399608333191399,-0.004014083331913989,-0.00403208333191399,net_60,-0.00403208333191399,-0.0067660330604212525,-0.0014411123213423913,0.0006666666666666666
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,-0.00043238120049553626,0.015561224489795918,-0.00043238120049553626,-0.00047906487396492416,-0.0005257485474343117,gross_delta,-0.00043238120049553626,-0.0013861325290121405,0.000562410569329284,0.18883333333333333
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,-0.00043238120049553626,0.015561224489795918,-0.00043238120049553626,-0.00047906487396492416,-0.0005257485474343117,net_30,-0.00047906487396492416,-0.0014673062813893559,0.0005233801265943219,0.16283333333333333
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,-0.00043238120049553626,0.015561224489795918,-0.00043238120049553626,-0.00047906487396492416,-0.0005257485474343117,net_60,-0.0005257485474343117,-0.0015271717417590655,0.0004784146249619716,0.138
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.001076603787824716,-0.014083333333333331,-0.001076603787824716,-0.001034353787824716,-0.000992103787824716,gross_delta,-0.001076603787824716,-0.003173482518268589,0.0010978893135615482,0.15616666666666668
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.001076603787824716,-0.014083333333333331,-0.001076603787824716,-0.001034353787824716,-0.000992103787824716,net_30,-0.001034353787824716,-0.0031298772974546803,0.0011198525158224283,0.1755
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.001076603787824716,-0.014083333333333331,-0.001076603787824716,-0.001034353787824716,-0.000992103787824716,net_60,-0.000992103787824716,-0.003125519241112617,0.0012125213730937614,0.17833333333333334
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0006394496324152023,-0.005078124999999999,-0.0006394496324152023,-0.0006242152574152023,-0.0006089808824152027,gross_delta,-0.0006394496324152023,-0.003107517307931871,0.00199852262029876,0.306
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0006394496324152023,-0.005078124999999999,-0.0006394496324152023,-0.0006242152574152023,-0.0006089808824152027,net_30,-0.0006242152574152023,-0.0031171356899908718,0.002055340361319885,0.30616666666666664
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0006394496324152023,-0.005078124999999999,-0.0006394496324152023,-0.0006242152574152023,-0.0006089808824152027,net_60,-0.0006089808824152027,-0.003012798094442759,0.0020725363264124503,0.327
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,-0.004496979031697449,-0.016826923076923087,-0.004496979031697449,-0.00444649826246668,-0.004396017493235911,gross_delta,-0.004496979031697449,-0.009087368250586305,0.0014294779834547828,0.058833333333333335
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,-0.004496979031697449,-0.016826923076923087,-0.004496979031697449,-0.00444649826246668,-0.004396017493235911,net_30,-0.00444649826246668,-0.008946543102606456,0.001395277204036069,0.06
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,-0.004496979031697449,-0.016826923076923087,-0.004496979031697449,-0.00444649826246668,-0.004396017493235911,net_60,-0.004396017493235911,-0.008855716856832965,0.0014550409068905877,0.06533333333333333
PROMOTE20,KOSPI_ALL,BULL_2025,25,-0.0010851113739755419,0.004000000000000001,-0.0010851113739755419,-0.001097111373975542,-0.0011091113739755418,gross_delta,-0.0010851113739755419,-0.00253956715036457,0.00039504771743925757,0.07483333333333334
PROMOTE20,KOSPI_ALL,BULL_2025,25,-0.0010851113739755419,0.004000000000000001,-0.0010851113739755419,-0.001097111373975542,-0.0011091113739755418,net_30,-0.001097111373975542,-0.002522941372724426,0.000359487727280821,0.07066666666666667
PROMOTE20,KOSPI_ALL,BULL_2025,25,-0.0010851113739755419,0.004000000000000001,-0.0010851113739755419,-0.001097111373975542,-0.0011091113739755418,net_60,-0.0011091113739755418,-0.002552911029160912,0.0003362015724340959,0.0595
PROMOTE20,KOSPI_ALL,EARLY_2016_2019,98,-0.0003729415222050619,0.01772959183673469,-0.0003729415222050619,-0.00042613029771526606,-0.00047931907322547014,gross_delta,-0.0003729415222050619,-0.0010576387330675883,0.00039684924103939977,0.16733333333333333
PROMOTE20,KOSPI_ALL,EARLY_2016_2019,98,-0.0003729415222050619,0.01772959183673469,-0.0003729415222050619,-0.00042613029771526606,-0.00047931907322547014,net_30,-0.00042613029771526606,-0.0011297821696581926,0.00031629356764155804,0.131
PROMOTE20,KOSPI_ALL,EARLY_2016_2019,98,-0.0003729415222050619,0.01772959183673469,-0.0003729415222050619,-0.00042613029771526606,-0.00047931907322547014,net_60,-0.00047931907322547014,-0.0011652492274091706,0.0002628050913499095,0.1005
PROMOTE20,KOSPI_ALL,LATE_2020_2022,75,0.00014977861197091677,0.0051666666666666675,0.00014977861197091677,0.00013427861197091678,0.00011877861197091671,gross_delta,0.00014977861197091677,-0.0014471616557875956,0.001794027556416644,0.588
PROMOTE20,KOSPI_ALL,LATE_2020_2022,75,0.00014977861197091677,0.0051666666666666675,0.00014977861197091677,0.00013427861197091678,0.00011877861197091671,net_30,0.00013427861197091678,-0.00138685317690662,0.0017212098972906862,0.5611666666666667
PROMOTE20,KOSPI_ALL,LATE_2020_2022,75,0.00014977861197091677,0.0051666666666666675,0.00014977861197091677,0.00013427861197091678,0.00011877861197091671,net_60,0.00011877861197091671,-0.0015094565269157345,0.0017825019226184317,0.5521666666666667
PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,48,-0.0013679615374340495,-0.010677083333333337,-0.0013679615374340495,-0.0013359302874340502,-0.0013038990374340496,gross_delta,-0.0013679615374340495,-0.003153308401803355,0.0006149040104997032,0.082
PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,48,-0.0013679615374340495,-0.010677083333333337,-0.0013679615374340495,-0.0013359302874340502,-0.0013038990374340496,net_30,-0.0013359302874340502,-0.0031321200462630246,0.0005372565276496754,0.0825
PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,48,-0.0013679615374340495,-0.010677083333333337,-0.0013679615374340495,-0.0013359302874340502,-0.0013038990374340496,net_60,-0.0013038990374340496,-0.003067482138488923,0.0006689955532659856,0.089
PROMOTE20,KOSPI_ALL,YTD_2026,13,-0.0005195872886818586,-0.009134615384615392,-0.0005195872886818586,-0.0004921834425280125,-0.0004647795963741661,gross_delta,-0.0005195872886818586,-0.004366087017548866,0.003323772764052317,0.3975
PROMOTE20,KOSPI_ALL,YTD_2026,13,-0.0005195872886818586,-0.009134615384615392,-0.0005195872886818586,-0.0004921834425280125,-0.0004647795963741661,net_30,-0.0004921834425280125,-0.004349931930384913,0.0034611245994313126,0.418
PROMOTE20,KOSPI_ALL,YTD_2026,13,-0.0005195872886818586,-0.009134615384615392,-0.0005195872886818586,-0.0004921834425280125,-0.0004647795963741661,net_60,-0.0004647795963741661,-0.004287446367857415,0.0035619562401966085,0.41483333333333333
PROMOTE20,KOSPI_EX_K200,BULL_2025,25,0.0005569593808297735,0.04524999999999999,0.0005569593808297735,0.00042120938082977323,0.0002854593808297735,gross_delta,0.0005569593808297735,-0.00046301601745932827,0.0016572936944531103,0.8555
PROMOTE20,KOSPI_EX_K200,BULL_2025,25,0.0005569593808297735,0.04524999999999999,0.0005569593808297735,0.00042120938082977323,0.0002854593808297735,net_30,0.00042120938082977323,-0.0005859247062327374,0.001495354569552292,0.7895
PROMOTE20,KOSPI_EX_K200,BULL_2025,25,0.0005569593808297735,0.04524999999999999,0.0005569593808297735,0.00042120938082977323,0.0002854593808297735,net_60,0.0002854593808297735,-0.000752021752520018,0.0013324364519360673,0.7
PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,98,-0.00044006220227846775,0.03922193877551021,-0.00044006220227846775,-0.0005577280186049984,-0.000675393834931529,gross_delta,-0.00044006220227846775,-0.001043389838632019,8.865526939490342e-05,0.0505
PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,98,-0.00044006220227846775,0.03922193877551021,-0.00044006220227846775,-0.0005577280186049984,-0.000675393834931529,net_30,-0.0005577280186049984,-0.0011620310956277564,-3.6184137709935135e-05,0.0195
PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,98,-0.00044006220227846775,0.03922193877551021,-0.00044006220227846775,-0.0005577280186049984,-0.000675393834931529,net_60,-0.000675393834931529,-0.0012909895498885357,-0.0001484978396377836,0.004833333333333334
PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,75,0.00012641954796308933,0.03241666666666666,0.00012641954796308933,2.9169547963089337e-05,-6.80804520369106e-05,gross_delta,0.00012641954796308933,-0.000705197031874786,0.0009823739501689068,0.6121666666666666
PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,75,0.00012641954796308933,0.03241666666666666,0.00012641954796308933,2.9169547963089337e-05,-6.80804520369106e-05,net_30,2.9169547963089337e-05,-0.0008204804647100195,0.0009236794647363486,0.5251666666666667
PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,75,0.00012641954796308933,0.03241666666666666,0.00012641954796308933,2.9169547963089337e-05,-6.80804520369106e-05,net_60,-6.80804520369106e-05,-0.0009248735186141814,0.0008046346087096446,0.43733333333333335
PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0018297379398501078,0.03528645833333333,-0.0018297379398501078,-0.0019355973148501076,-0.0020414566898501077,gross_delta,-0.0018297379398501078,-0.0031868022151242993,-0.000439111913103731,0.006333333333333333
PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0018297379398501078,0.03528645833333333,-0.0018297379398501078,-0.0019355973148501076,-0.0020414566898501077,net_30,-0.0019355973148501076,-0.0032927904748348545,-0.0005210317683594641,0.0045
PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0018297379398501078,0.03528645833333333,-0.0018297379398501078,-0.0019355973148501076,-0.0020414566898501077,net_60,-0.0020414566898501077,-0.0034186888093812066,-0.0005899567775257581,0.0026666666666666666
PROMOTE20,KOSPI_EX_K200,YTD_2026,13,-0.0015497110523169468,0.031249999999999997,-0.0015497110523169468,-0.0016434610523169467,-0.001737211052316947,gross_delta,-0.0015497110523169468,-0.004225213700046621,0.0014683612784940471,0.1645
PROMOTE20,KOSPI_EX_K200,YTD_2026,13,-0.0015497110523169468,0.031249999999999997,-0.0015497110523169468,-0.0016434610523169467,-0.001737211052316947,net_30,-0.0016434610523169467,-0.004267052203736678,0.001373160620322324,0.1465
PROMOTE20,KOSPI_EX_K200,YTD_2026,13,-0.0015497110523169468,0.031249999999999997,-0.0015497110523169468,-0.0016434610523169467,-0.001737211052316947,net_60,-0.001737211052316947,-0.004352577552446198,0.0012938669861796838,0.13216666666666665
PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,25,-0.003556189146575127,-0.035250000000000004,-0.003556189146575127,-0.0034504391465751284,-0.0033446891465751276,gross_delta,-0.003556189146575127,-0.008230729069831607,0.00023176915004154337,0.035333333333333335
PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,25,-0.003556189146575127,-0.035250000000000004,-0.003556189146575127,-0.0034504391465751284,-0.0033446891465751276,net_30,-0.0034504391465751284,-0.008076033182262117,0.0003319741705357597,0.03866666666666667
PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,25,-0.003556189146575127,-0.035250000000000004,-0.003556189146575127,-0.0034504391465751284,-0.0033446891465751276,net_60,-0.0033446891465751276,-0.007919248947098119,0.0004160885507513906,0.042833333333333334
PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,-0.000440539498535576,-0.010650510204081634,-0.000440539498535576,-0.0004085879679233311,-0.0003766364373110861,gross_delta,-0.000440539498535576,-0.0015281570484450473,0.0006695700200976387,0.20783333333333334
PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,-0.000440539498535576,-0.010650510204081634,-0.000440539498535576,-0.0004085879679233311,-0.0003766364373110861,net_30,-0.0004085879679233311,-0.0014839458655267373,0.0006773808594891102,0.23916666666666667
PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,-0.000440539498535576,-0.010650510204081634,-0.000440539498535576,-0.0004085879679233311,-0.0003766364373110861,net_60,-0.0003766364373110861,-0.0014728922130057523,0.0007248294164799993,0.25166666666666665
PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,-0.00080580974229115,-0.032583333333333325,-0.00080580974229115,-0.0007080597422911498,-0.0006103097422911502,gross_delta,-0.00080580974229115,-0.0030574162797422136,0.001499090910800562,0.23966666666666667
PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,-0.00080580974229115,-0.032583333333333325,-0.00080580974229115,-0.0007080597422911498,-0.0006103097422911502,net_30,-0.0007080597422911498,-0.0028975431344116704,0.001553406986584368,0.2728333333333333
PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,-0.00080580974229115,-0.032583333333333325,-0.00080580974229115,-0.0007080597422911498,-0.0006103097422911502,net_60,-0.0006103097422911502,-0.002877333482607003,0.0016116830265830997,0.2966666666666667
PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,-0.00033847422846292166,-0.035546875,-0.00033847422846292166,-0.00023183360346292113,-0.00012519297846292146,gross_delta,-0.00033847422846292166,-0.0030489705798708326,0.00274759796963475,0.3925
PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,-0.00033847422846292166,-0.035546875,-0.00033847422846292166,-0.00023183360346292113,-0.00012519297846292146,net_30,-0.00023183360346292113,-0.0029704932702072375,0.0027833704949570357,0.4261666666666667
PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,-0.00033847422846292166,-0.035546875,-0.00033847422846292166,-0.00023183360346292113,-0.00012519297846292146,net_60,-0.00012519297846292146,-0.0028901293908929634,0.0028890341303178784,0.4475
PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,13,-0.009381356324150028,-0.04375,-0.009381356324150028,-0.009250106324150027,-0.009118856324150028,gross_delta,-0.009381356324150028,-0.01563442527128693,-0.0025235010827866426,0.0031666666666666666
PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,13,-0.009381356324150028,-0.04375,-0.009381356324150028,-0.009250106324150027,-0.009118856324150028,net_30,-0.009250106324150027,-0.015389701872534321,-0.0022629876689060505,0.0036666666666666666
PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,13,-0.009381356324150028,-0.04375,-0.009381356324150028,-0.009250106324150027,-0.009118856324150028,net_60,-0.009118856324150028,-0.015203639050758678,-0.0023056860425572433,0.004166666666666667
VETO20,K200,BULL_2025,25,-0.0005664843087924619,0.04125,-0.0005664843087924619,-0.000690234308792462,-0.0008139843087924617,gross_delta,-0.0005664843087924619,-0.0017942368755643268,0.000838114034990172,0.19466666666666665
VETO20,K200,BULL_2025,25,-0.0005664843087924619,0.04125,-0.0005664843087924619,-0.000690234308792462,-0.0008139843087924617,net_30,-0.000690234308792462,-0.0018529363220421635,0.0006860810038771447,0.14583333333333334
VETO20,K200,BULL_2025,25,-0.0005664843087924619,0.04125,-0.0005664843087924619,-0.000690234308792462,-0.0008139843087924617,net_60,-0.0008139843087924617,-0.0020235851399349894,0.0005070668824344036,0.10383333333333333
VETO20,K200,EARLY_2016_2019,98,-0.00014307257683015902,0.045599489795918366,-0.00014307257683015902,-0.0002798710462179141,-0.00041666951560566915,gross_delta,-0.00014307257683015902,-0.0007012823532332565,0.0004186853483596794,0.3155
VETO20,K200,EARLY_2016_2019,98,-0.00014307257683015902,0.045599489795918366,-0.00014307257683015902,-0.0002798710462179141,-0.00041666951560566915,net_30,-0.0002798710462179141,-0.0008493948069822002,0.00029366185830007274,0.17566666666666667
VETO20,K200,EARLY_2016_2019,98,-0.00014307257683015902,0.045599489795918366,-0.00014307257683015902,-0.0002798710462179141,-0.00041666951560566915,net_60,-0.00041666951560566915,-0.0010009750409245765,0.0001580020877741271,0.07633333333333334
VETO20,K200,LATE_2020_2022,75,0.0003072461406928591,0.040249999999999994,0.0003072461406928591,0.00018649614069285908,6.57461406928592e-05,gross_delta,0.0003072461406928591,-0.00038027736915969776,0.0010857433475423652,0.7885
VETO20,K200,LATE_2020_2022,75,0.0003072461406928591,0.040249999999999994,0.0003072461406928591,0.00018649614069285908,6.57461406928592e-05,net_30,0.00018649614069285908,-0.0005075487630194394,0.0009718000475175238,0.6568333333333334
VETO20,K200,LATE_2020_2022,75,0.0003072461406928591,0.040249999999999994,0.0003072461406928591,0.00018649614069285908,6.57461406928592e-05,net_60,6.57461406928592e-05,-0.0006176948478098007,0.000836631265680387,0.5466666666666666
VETO20,K200,NORMAL_2023_2024,48,1.0908474479588985e-05,0.047005208333333326,1.0908474479588985e-05,-0.00013010715052041107,-0.000271122775520411,gross_delta,1.0908474479588985e-05,-0.0009648132176209841,0.0009656349610087932,0.5195
VETO20,K200,NORMAL_2023_2024,48,1.0908474479588985e-05,0.047005208333333326,1.0908474479588985e-05,-0.00013010715052041107,-0.000271122775520411,net_30,-0.00013010715052041107,-0.0010907079814850285,0.000797326503114383,0.4085
VETO20,K200,NORMAL_2023_2024,48,1.0908474479588985e-05,0.047005208333333326,1.0908474479588985e-05,-0.00013010715052041107,-0.000271122775520411,net_60,-0.000271122775520411,-0.0012453758204392592,0.0006871966492159659,0.29533333333333334
VETO20,K200,YTD_2026,13,-0.0006338685297461709,0.04615384615384616,-0.0006338685297461709,-0.000772330068207709,-0.0009107916066692477,gross_delta,-0.0006338685297461709,-0.0032108849452281932,0.0015062493279063222,0.32233333333333336
VETO20,K200,YTD_2026,13,-0.0006338685297461709,0.04615384615384616,-0.0006338685297461709,-0.000772330068207709,-0.0009107916066692477,net_30,-0.000772330068207709,-0.0033915086209127575,0.0013868565015289287,0.2885
VETO20,K200,YTD_2026,13,-0.0006338685297461709,0.04615384615384616,-0.0006338685297461709,-0.000772330068207709,-0.0009107916066692477,net_60,-0.0009107916066692477,-0.00346119098893097,0.0012255177185471905,0.2455
VETO20,KOSDAQ,BULL_2025,25,-0.001517084672260023,0.0275,-0.001517084672260023,-0.0015995846722600224,-0.0016820846722600227,gross_delta,-0.001517084672260023,-0.0036577537367051614,0.0007879795618632337,0.09466666666666666
VETO20,KOSDAQ,BULL_2025,25,-0.001517084672260023,0.0275,-0.001517084672260023,-0.0015995846722600224,-0.0016820846722600227,net_30,-0.0015995846722600224,-0.003680601847983897,0.0007321571553599182,0.089
VETO20,KOSDAQ,BULL_2025,25,-0.001517084672260023,0.0275,-0.001517084672260023,-0.0015995846722600224,-0.0016820846722600227,net_60,-0.0016820846722600227,-0.0037501844084057868,0.000576727562349128,0.07583333333333334
VETO20,KOSDAQ,EARLY_2016_2019,98,-0.0004001929158955395,0.04413265306122449,-0.0004001929158955395,-0.000532590875079213,-0.0006649888342628863,gross_delta,-0.0004001929158955395,-0.0013568891586334827,0.0005234379621208339,0.19916666666666666
VETO20,KOSDAQ,EARLY_2016_2019,98,-0.0004001929158955395,0.04413265306122449,-0.0004001929158955395,-0.000532590875079213,-0.0006649888342628863,net_30,-0.000532590875079213,-0.0014548477059836058,0.0003625710339154543,0.12766666666666668
VETO20,KOSDAQ,EARLY_2016_2019,98,-0.0004001929158955395,0.04413265306122449,-0.0004001929158955395,-0.000532590875079213,-0.0006649888342628863,net_60,-0.0006649888342628863,-0.001604993105795131,0.00021077890772067988,0.07166666666666667
VETO20,KOSDAQ,LATE_2020_2022,75,0.00036257807006457335,0.03025000000000001,0.00036257807006457335,0.0002718280700645733,0.0001810780700645733,gross_delta,0.00036257807006457335,-0.0011828636600024738,0.0019835174698331374,0.6798333333333333
VETO20,KOSDAQ,LATE_2020_2022,75,0.00036257807006457335,0.03025000000000001,0.00036257807006457335,0.0002718280700645733,0.0001810780700645733,net_30,0.0002718280700645733,-0.001307399865800927,0.0018631733262676703,0.6191666666666666
VETO20,KOSDAQ,LATE_2020_2022,75,0.00036257807006457335,0.03025000000000001,0.00036257807006457335,0.0002718280700645733,0.0001810780700645733,net_60,0.0001810780700645733,-0.0013974357584429803,0.0017392518710974345,0.5885
VETO20,KOSDAQ,NORMAL_2023_2024,48,-5.8409326720994344e-05,0.02552083333333333,-5.8409326720994344e-05,-0.00013497182672099454,-0.0002115343267209945,gross_delta,-5.8409326720994344e-05,-0.0013924482082310452,0.0013917649314524236,0.4515
VETO20,KOSDAQ,NORMAL_2023_2024,48,-5.8409326720994344e-05,0.02552083333333333,-5.8409326720994344e-05,-0.00013497182672099454,-0.0002115343267209945,net_30,-0.00013497182672099454,-0.001454671659371109,0.001266870341582077,0.4025
VETO20,KOSDAQ,NORMAL_2023_2024,48,-5.8409326720994344e-05,0.02552083333333333,-5.8409326720994344e-05,-0.00013497182672099454,-0.0002115343267209945,net_60,-0.0002115343267209945,-0.0015306250042928641,0.0012494473805564862,0.3785
VETO20,KOSDAQ,YTD_2026,13,-0.005719067002361813,0.015865384615384618,-0.005719067002361813,-0.0057666631562079676,-0.005814259310054122,gross_delta,-0.005719067002361813,-0.010205537949861001,-0.00029924525710256733,0.019166666666666665
VETO20,KOSDAQ,YTD_2026,13,-0.005719067002361813,0.015865384615384618,-0.005719067002361813,-0.0057666631562079676,-0.005814259310054122,net_30,-0.0057666631562079676,-0.010341017163217642,-0.0002735387836970232,0.018333333333333333
VETO20,KOSDAQ,YTD_2026,13,-0.005719067002361813,0.015865384615384618,-0.005719067002361813,-0.0057666631562079676,-0.005814259310054122,net_60,-0.005814259310054122,-0.010333323906960389,-0.0003984136368776903,0.017166666666666667
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.003915143915776367,0.009000000000000001,-0.003915143915776367,-0.0039421439157763674,-0.003969143915776367,gross_delta,-0.003915143915776367,-0.007689712261324911,-0.00021789431944656092,0.018
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.003915143915776367,0.009000000000000001,-0.003915143915776367,-0.0039421439157763674,-0.003969143915776367,net_30,-0.0039421439157763674,-0.00792285379725077,-0.00016234393278006254,0.021166666666666667
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,-0.003915143915776367,0.009000000000000001,-0.003915143915776367,-0.0039421439157763674,-0.003969143915776367,net_60,-0.003969143915776367,-0.007780619607895253,-0.00026959915263190644,0.017333333333333333
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,5.278713176669967e-05,0.028698979591836735,5.278713176669967e-05,-3.3309807008810596e-05,-0.00011940674578432078,gross_delta,5.278713176669967e-05,-0.0007671005656852608,0.0008633942460643629,0.5616666666666666
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,5.278713176669967e-05,0.028698979591836735,5.278713176669967e-05,-3.3309807008810596e-05,-0.00011940674578432078,net_30,-3.3309807008810596e-05,-0.0008644204888576805,0.0007692923279839323,0.4696666666666667
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,5.278713176669967e-05,0.028698979591836735,5.278713176669967e-05,-3.3309807008810596e-05,-0.00011940674578432078,net_60,-0.00011940674578432078,-0.0009604322783472361,0.0006819073051502869,0.3948333333333333
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.00039960977378219987,0.006333333333333333,-0.00039960977378219987,-0.00041860977378219995,-0.00043760977378219987,gross_delta,-0.00039960977378219987,-0.0029301240592660206,0.002189487303951765,0.3845
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.00039960977378219987,0.006333333333333333,-0.00039960977378219987,-0.00041860977378219995,-0.00043760977378219987,net_30,-0.00041860977378219995,-0.002953563399111209,0.0021845901773947,0.36916666666666664
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,-0.00039960977378219987,0.006333333333333333,-0.00039960977378219987,-0.00041860977378219995,-0.00043760977378219987,net_60,-0.00043760977378219987,-0.0029755014749013762,0.0022993694429864694,0.37133333333333335
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,-0.00043102152578661696,0.00611979166666667,-0.00043102152578661696,-0.0004493809007866171,-0.000467740275786617,gross_delta,-0.00043102152578661696,-0.0024621572908749257,0.001448079205103549,0.3416666666666667
