date,sample,universe,factor,family,strategy,gross,turnover,base_gross,base_turnover,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
2016-01-04,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,CF20,0.0004118930402294163,1.0,-0.0008239769484453069,1.0,0.0012358699886747232,0.0,0.0012358699886747232,0.0012358699886747232,0.0012358699886747232
2016-01-04,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,VETO20,0.012171315783030871,1.0,0.01760357178726437,1.0,-0.005432256004233499,0.0,-0.005432256004233499,-0.005432256004233499,-0.005432256004233499
2016-01-04,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,PROMOTE20,0.031175054399080693,1.0,0.01760357178726437,1.0,0.013571482611816323,0.0,0.013571482611816323,0.013571482611816323,0.013571482611816323
2016-01-04,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,0.020848243308763042,1.0,0.01760357178726437,1.0,0.0032446715214986717,0.0,0.0032446715214986717,0.0032446715214986717,0.0032446715214986717
2016-01-04,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,CF20,0.018811800519249397,1.0,0.01760357178726437,1.0,0.0012082287319850268,0.0,0.0012082287319850268,0.0012082287319850268,0.0012082287319850268
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,VETO20,-0.03628904016647247,1.0,-0.03465268058914513,1.0,-0.0016363595773273426,0.0,-0.0016363595773273426,-0.0016363595773273426,-0.0016363595773273426
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,PROMOTE20,-0.037957152392778644,1.0,-0.03465268058914513,1.0,-0.003304471803633517,0.0,-0.003304471803633517,-0.003304471803633517,-0.003304471803633517
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,VETO_PROMOTE20,-0.032232522877231565,1.0,-0.03465268058914513,1.0,0.002420157711913562,0.0,0.002420157711913562,0.002420157711913562,0.002420157711913562
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,CF20,-0.03465268058914513,1.0,-0.03465268058914513,1.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,VETO20,-0.020443110722607523,1.0,-0.0177454909011912,1.0,-0.002697619821416322,0.0,-0.002697619821416322,-0.002697619821416322,-0.002697619821416322
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,PROMOTE20,-0.04847807085759677,1.0,-0.0177454909011912,1.0,-0.03073257995640557,0.0,-0.03073257995640557,-0.03073257995640557,-0.03073257995640557
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.02371728239185831,1.0,-0.0177454909011912,1.0,-0.005971791490667108,0.0,-0.005971791490667108,-0.005971791490667108,-0.005971791490667108
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,CF20,-0.02498605763075254,1.0,-0.0177454909011912,1.0,-0.007240566729561339,0.0,-0.007240566729561339,-0.007240566729561339,-0.007240566729561339
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,VETO20,-0.03514202177150328,1.0,-0.03205183582577646,1.0,-0.0030901859457268185,0.0,-0.0030901859457268185,-0.0030901859457268185,-0.0030901859457268185
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,PROMOTE20,-0.012898177261762867,1.0,-0.03205183582577646,1.0,0.019153658564013597,0.0,0.019153658564013597,0.019153658564013597,0.019153658564013597
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,VETO_PROMOTE20,-0.011203420475640786,1.0,-0.03205183582577646,1.0,0.020848415350135676,0.0,0.020848415350135676,0.020848415350135676,0.020848415350135676
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,CF20,-0.034674348405842007,1.0,-0.03205183582577646,1.0,-0.0026225125800655447,0.0,-0.0026225125800655447,-0.0026225125800655447,-0.0026225125800655447
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,VETO20,-0.017757325794566917,1.0,-0.023458309919379045,1.0,0.005700984124812129,0.0,0.005700984124812129,0.005700984124812129,0.005700984124812129
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,PROMOTE20,-0.021993804112186557,1.0,-0.023458309919379045,1.0,0.0014645058071924878,0.0,0.0014645058071924878,0.0014645058071924878,0.0014645058071924878
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,VETO_PROMOTE20,-0.015404339975130391,1.0,-0.023458309919379045,1.0,0.008053969944248654,0.0,0.008053969944248654,0.008053969944248654,0.008053969944248654
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,CF20,-0.022800437036078973,1.0,-0.023458309919379045,1.0,0.0006578728833000723,0.0,0.0006578728833000723,0.0006578728833000723,0.0006578728833000723
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO20,-0.019273444206306674,1.0,-0.028180495468498434,1.0,0.00890705126219176,0.0,0.00890705126219176,0.00890705126219176,0.00890705126219176
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,PROMOTE20,-0.029695459850664834,1.0,-0.028180495468498434,1.0,-0.0015149643821663998,0.0,-0.0015149643821663998,-0.0015149643821663998,-0.0015149643821663998
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.035068595251408284,1.0,-0.028180495468498434,1.0,-0.00688809978290985,0.0,-0.00688809978290985,-0.00688809978290985,-0.00688809978290985
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,-0.0268869538508379,1.0,-0.028180495468498434,1.0,0.001293541617660536,0.0,0.001293541617660536,0.001293541617660536,0.001293541617660536
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO20,-0.009141330755909277,1.0,0.00965978289354031,1.0,-0.018801113649449586,0.0,-0.018801113649449586,-0.018801113649449586,-0.018801113649449586
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,PROMOTE20,0.006724482878761565,1.0,0.00965978289354031,1.0,-0.002935300014778745,0.0,-0.002935300014778745,-0.002935300014778745,-0.002935300014778745
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.016109520962435786,1.0,0.00965978289354031,1.0,-0.025769303855976096,0.0,-0.025769303855976096,-0.025769303855976096,-0.025769303855976096
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,0.006422708636862723,1.0,0.00965978289354031,1.0,-0.0032370742566775867,0.0,-0.0032370742566775867,-0.0032370742566775867,-0.0032370742566775867
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO20,-0.013587713758716041,1.0,-0.0015809226731616929,1.0,-0.012006791085554348,0.0,-0.012006791085554348,-0.012006791085554348,-0.012006791085554348
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,PROMOTE20,0.01362691395291131,1.0,-0.0015809226731616929,1.0,0.015207836626073003,0.0,0.015207836626073003,0.015207836626073003,0.015207836626073003
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.007368657516679276,1.0,-0.0015809226731616929,1.0,-0.005787734843517583,0.0,-0.005787734843517583,-0.005787734843517583,-0.005787734843517583
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,-0.0015809226731616929,1.0,-0.0015809226731616929,1.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO20,-0.03526536428142539,1.0,-0.03590229385991232,1.0,0.0006369295784869264,0.0,0.0006369295784869264,0.0006369295784869264,0.0006369295784869264
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,PROMOTE20,-0.02343103367836308,1.0,-0.03590229385991232,1.0,0.012471260181549235,0.0,0.012471260181549235,0.012471260181549235,0.012471260181549235
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.020384511413575133,1.0,-0.03590229385991232,1.0,0.015517782446337183,0.0,0.015517782446337183,0.015517782446337183,0.015517782446337183
2016-01-04,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,-0.026990870736067124,1.0,-0.03590229385991232,1.0,0.008911423123845193,0.0,0.008911423123845193,0.008911423123845193,0.008911423123845193
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,VETO20,0.01998846737991837,1.0,0.02777050649455299,1.0,-0.007782039114634619,0.0,-0.007782039114634619,-0.007782039114634619,-0.007782039114634619
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,PROMOTE20,0.004354270753730502,1.0,0.02777050649455299,1.0,-0.023416235740822487,0.0,-0.023416235740822487,-0.023416235740822487,-0.023416235740822487
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,VETO_PROMOTE20,0.0214369225875505,1.0,0.02777050649455299,1.0,-0.006333583907002491,0.0,-0.006333583907002491,-0.006333583907002491,-0.006333583907002491
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,CF20,0.0015223120248955453,1.0,0.02777050649455299,1.0,-0.026248194469657444,0.0,-0.026248194469657444,-0.026248194469657444,-0.026248194469657444
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,VETO20,-0.02054407538891532,1.0,-0.03836486411752824,1.0,0.017820788728612924,0.0,0.017820788728612924,0.017820788728612924,0.017820788728612924
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,PROMOTE20,-0.027113298803485713,1.0,-0.03836486411752824,1.0,0.01125156531404253,0.0,0.01125156531404253,0.01125156531404253,0.01125156531404253
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.029033426867990104,1.0,-0.03836486411752824,1.0,0.009331437249538138,0.0,0.009331437249538138,0.009331437249538138,0.009331437249538138
2016-01-04,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,CF20,-0.01904911428818929,1.0,-0.03836486411752824,1.0,0.019315749829338952,0.0,0.019315749829338952,0.019315749829338952,0.019315749829338952
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,VETO20,-0.032006300712879424,1.0,-0.039305932410355626,1.0,0.007299631697476203,0.0,0.007299631697476203,0.007299631697476203,0.007299631697476203
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,PROMOTE20,-0.045263317122344104,1.0,-0.039305932410355626,1.0,-0.005957384711988478,0.0,-0.005957384711988478,-0.005957384711988478,-0.005957384711988478
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,VETO_PROMOTE20,-0.02289227583037493,1.0,-0.039305932410355626,1.0,0.016413656579980698,0.0,0.016413656579980698,0.016413656579980698,0.016413656579980698
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,CF20,-0.05348401015966077,1.0,-0.039305932410355626,1.0,-0.014178077749305143,0.0,-0.014178077749305143,-0.014178077749305143,-0.014178077749305143
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,VETO20,-0.05624757196269101,1.0,-0.030151023235202405,1.0,-0.026096548727488608,0.0,-0.026096548727488608,-0.026096548727488608,-0.026096548727488608
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,PROMOTE20,-0.015739460305499137,1.0,-0.030151023235202405,1.0,0.014411562929703269,0.0,0.014411562929703269,0.014411562929703269,0.014411562929703269
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,VETO_PROMOTE20,-0.03015410801514179,1.0,-0.030151023235202405,1.0,-3.08477993938433e-06,0.0,-3.08477993938433e-06,-3.08477993938433e-06,-3.08477993938433e-06
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,CF20,-0.016961084172870067,1.0,-0.030151023235202405,1.0,0.013189939062332338,0.0,0.013189939062332338,0.013189939062332338,0.013189939062332338
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,VETO20,0.018806475942037,1.0,0.025559989404411475,1.0,-0.006753513462374475,0.0,-0.006753513462374475,-0.006753513462374475,-0.006753513462374475
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,PROMOTE20,0.011515700206619125,1.0,0.025559989404411475,1.0,-0.01404428919779235,0.0,-0.01404428919779235,-0.01404428919779235,-0.01404428919779235
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,VETO_PROMOTE20,0.010764804634212012,1.0,0.025559989404411475,1.0,-0.014795184770199463,0.0,-0.014795184770199463,-0.014795184770199463,-0.014795184770199463
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,CF20,0.019036354634490858,1.0,0.025559989404411475,1.0,-0.006523634769920617,0.0,-0.006523634769920617,-0.006523634769920617,-0.006523634769920617
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,VETO20,0.020570066498753713,1.0,0.03561632544421074,1.0,-0.015046258945457028,0.0,-0.015046258945457028,-0.015046258945457028,-0.015046258945457028
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,PROMOTE20,0.02853063891711046,1.0,0.03561632544421074,1.0,-0.007085686527100281,0.0,-0.007085686527100281,-0.007085686527100281,-0.007085686527100281
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.03310348626766314,1.0,0.03561632544421074,1.0,-0.002512839176547599,0.0,-0.002512839176547599,-0.002512839176547599,-0.002512839176547599
2016-01-04,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,CF20,0.031206555794008894,1.0,0.03561632544421074,1.0,-0.004409769650201848,0.0,-0.004409769650201848,-0.004409769650201848,-0.004409769650201848
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO20,-0.01608194625947697,1.0,-0.008281483438291664,1.0,-0.007800462821185307,0.0,-0.007800462821185307,-0.007800462821185307,-0.007800462821185307
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,PROMOTE20,-0.002029454546980722,1.0,-0.008281483438291664,1.0,0.006252028891310942,0.0,0.006252028891310942,0.006252028891310942,0.006252028891310942
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.011713551784986153,1.0,-0.008281483438291664,1.0,-0.003432068346694489,0.0,-0.003432068346694489,-0.003432068346694489,-0.003432068346694489
2016-01-04,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20,-0.005665025987850595,1.0,-0.008281483438291664,1.0,0.002616457450441069,0.0,0.002616457450441069,0.002616457450441069,0.002616457450441069
2016-01-04,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO20,-0.0012134418668425322,1.0,0.0160720559628817,1.0,-0.01728549782972423,0.0,-0.01728549782972423,-0.01728549782972423,-0.01728549782972423
2016-01-04,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,PROMOTE20,0.017891742836657506,1.0,0.0160720559628817,1.0,0.001819686873775806,0.0,0.001819686873775806,0.001819686873775806,0.001819686873775806
2016-01-04,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.008135084694281397,1.0,0.0160720559628817,1.0,-0.024207140657163097,0.0,-0.024207140657163097,-0.024207140657163097,-0.024207140657163097
2016-01-04,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20,-0.012825892385812448,1.0,0.0160720559628817,1.0,-0.02889794834869415,0.0,-0.02889794834869415,-0.02889794834869415,-0.02889794834869415
2016-01-04,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,VETO20,0.010102715906287665,1.0,-0.008327605096507379,1.0,0.01843032100279504,0.0,0.01843032100279504,0.01843032100279504,0.01843032100279504
2016-01-04,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,PROMOTE20,-0.014483067538353007,1.0,-0.008327605096507379,1.0,-0.006155462441845628,0.0,-0.006155462441845628,-0.006155462441845628,-0.006155462441845628
2016-01-04,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,VETO_PROMOTE20,0.0020678293716287336,1.0,-0.008327605096507379,1.0,0.010395434468136112,0.0,0.010395434468136112,0.010395434468136112,0.010395434468136112
2016-01-04,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,CF20,-0.005561736415920706,1.0,-0.008327605096507379,1.0,0.0027658686805866724,0.0,0.0027658686805866724,0.0027658686805866724,0.0027658686805866724
2016-01-04,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,VETO20,-0.011118258727340265,1.0,-0.0044257947723300075,1.0,-0.0066924639550102576,0.0,-0.0066924639550102576,-0.0066924639550102576,-0.0066924639550102576
2016-01-04,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,PROMOTE20,-0.028780755475161283,1.0,-0.0044257947723300075,1.0,-0.024354960702831274,0.0,-0.024354960702831274,-0.024354960702831274,-0.024354960702831274
2016-01-04,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.03035953206790056,1.0,-0.0044257947723300075,1.0,-0.025933737295570553,0.0,-0.025933737295570553,-0.025933737295570553,-0.025933737295570553
2016-01-04,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,CF20,-0.0014379981276892856,1.0,-0.0044257947723300075,1.0,0.002987796644640722,0.0,0.002987796644640722,0.002987796644640722,0.002987796644640722
2016-01-04,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,VETO20,-0.038536863940884854,1.0,-0.02025621673644124,1.0,-0.018280647204443615,0.0,-0.018280647204443615,-0.018280647204443615,-0.018280647204443615
2016-01-04,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,PROMOTE20,0.006282904287948067,1.0,-0.02025621673644124,1.0,0.026539121024389305,0.0,0.026539121024389305,0.026539121024389305,0.026539121024389305
2016-01-04,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,VETO_PROMOTE20,-0.020282313410616436,1.0,-0.02025621673644124,1.0,-2.6096674175198065e-05,0.0,-2.6096674175198065e-05,-2.6096674175198065e-05,-2.6096674175198065e-05
2016-01-04,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,CF20,-0.0329413556495673,1.0,-0.02025621673644124,1.0,-0.012685138913126063,0.0,-0.012685138913126063,-0.012685138913126063,-0.012685138913126063
2016-01-04,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,VETO20,-0.00409537926761285,1.0,0.011099726309944036,1.0,-0.015195105577556886,0.0,-0.015195105577556886,-0.015195105577556886,-0.015195105577556886
2016-01-04,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,PROMOTE20,0.007250180066820616,1.0,0.011099726309944036,1.0,-0.0038495462431234204,0.0,-0.0038495462431234204,-0.0038495462431234204,-0.0038495462431234204
2016-01-04,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,VETO_PROMOTE20,0.005262136507812664,1.0,0.011099726309944036,1.0,-0.005837589802131372,0.0,-0.005837589802131372,-0.005837589802131372,-0.005837589802131372
2016-01-04,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,CF20,0.008012010655384354,1.0,0.011099726309944036,1.0,-0.003087715654559682,0.0,-0.003087715654559682,-0.003087715654559682,-0.003087715654559682
2016-01-04,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,VETO20,-0.01811683138784868,1.0,-0.01925345658243154,1.0,0.001136625194582859,0.0,0.001136625194582859,0.001136625194582859,0.001136625194582859
2016-01-04,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,PROMOTE20,-0.042887104246395316,1.0,-0.01925345658243154,1.0,-0.023633647663963777,0.0,-0.023633647663963777,-0.023633647663963777,-0.023633647663963777
2016-01-04,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.022447480902420193,1.0,-0.01925345658243154,1.0,-0.003194024319988654,0.0,-0.003194024319988654,-0.003194024319988654,-0.003194024319988654
2016-01-04,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,CF20,-0.019253456582431543,1.0,-0.01925345658243154,1.0,-3.469446951953614e-18,0.0,-3.469446951953614e-18,-3.469446951953614e-18,-3.469446951953614e-18
2016-01-04,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,VETO20,-0.005252669702968787,1.0,-0.01598103527361728,1.0,0.010728365570648492,0.0,0.010728365570648492,0.010728365570648492,0.010728365570648492
