date,sample,universe,factor,family,strategy,gross,turnover
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,0.026207969356760223,0.6
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,BASE,0.01218905332759012,0.55
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO20,0.01579341409699593,0.6
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,PROMOTE20,0.003602710562102468,0.55
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,0.004786795962631962,0.55
2016-09-09,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,-1.9779621576286598e-05,0.5
2016-09-28,EARLY_2016_2019,K200,OP12_REV,REVISION,BASE,0.0017377839894942813,0.5
2016-09-28,EARLY_2016_2019,K200,OP12_REV,REVISION,VETO20,-0.003714790079917042,0.6
2016-09-28,EARLY_2016_2019,K200,OP12_REV,REVISION,PROMOTE20,0.003878664194188091,0.65
2016-09-28,EARLY_2016_2019,K200,OP12_REV,REVISION,VETO_PROMOTE20,0.001457745632787408,0.6
2016-09-28,EARLY_2016_2019,K200,OP12_REV,REVISION,CF20,0.0013904454515689666,0.65
2016-09-28,EARLY_2016_2019,K200,OPFY1_REV,REVISION,BASE,0.0032732902037801485,0.5
2016-09-28,EARLY_2016_2019,K200,OPFY1_REV,REVISION,VETO20,-0.004597144942535489,0.44999999999999996
2016-09-28,EARLY_2016_2019,K200,OPFY1_REV,REVISION,PROMOTE20,0.0001605047113562387,0.44999999999999996
2016-09-28,EARLY_2016_2019,K200,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.003521638979192066,0.55
2016-09-28,EARLY_2016_2019,K200,OPFY1_REV,REVISION,CF20,0.0022964408628562663,0.55
2016-09-28,EARLY_2016_2019,K200,PBR12MF,VALUE,BASE,0.02231117526298908,0.0
2016-09-28,EARLY_2016_2019,K200,PBR12MF,VALUE,VETO20,0.008940874396257997,0.19999999999999996
2016-09-28,EARLY_2016_2019,K200,PBR12MF,VALUE,PROMOTE20,0.01135973423915751,0.15000000000000002
2016-09-28,EARLY_2016_2019,K200,PBR12MF,VALUE,VETO_PROMOTE20,0.014283698972823422,0.30000000000000004
2016-09-28,EARLY_2016_2019,K200,PBR12MF,VALUE,CF20,0.01839236404590071,0.09999999999999998
2016-09-28,EARLY_2016_2019,K200,PER12MF,VALUE,BASE,0.005171211154078708,0.050000000000000044
2016-09-28,EARLY_2016_2019,K200,PER12MF,VALUE,VETO20,-1.4723852713476992e-05,0.15000000000000002
2016-09-28,EARLY_2016_2019,K200,PER12MF,VALUE,PROMOTE20,-0.0019500685170837212,0.25
2016-09-28,EARLY_2016_2019,K200,PER12MF,VALUE,VETO_PROMOTE20,-0.0012937614420123877,0.19999999999999996
2016-09-28,EARLY_2016_2019,K200,PER12MF,VALUE,CF20,-0.00016654162016399506,0.19999999999999996
2016-09-28,EARLY_2016_2019,K200,MOM1M,MOMENTUM,BASE,-0.05371070749211926,0.6
2016-09-28,EARLY_2016_2019,K200,MOM1M,MOMENTUM,VETO20,-0.05125647473888314,0.6
2016-09-28,EARLY_2016_2019,K200,MOM1M,MOMENTUM,PROMOTE20,-0.04995380791753435,0.7
2016-09-28,EARLY_2016_2019,K200,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.04375039882016824,0.75
2016-09-28,EARLY_2016_2019,K200,MOM1M,MOMENTUM,CF20,-0.048785688812593514,0.55
2016-09-28,EARLY_2016_2019,K200,MOM12_1,MOMENTUM,BASE,-0.0871311618827978,0.19999999999999996
2016-09-28,EARLY_2016_2019,K200,MOM12_1,MOMENTUM,VETO20,-0.041566705044559296,0.4
2016-09-28,EARLY_2016_2019,K200,MOM12_1,MOMENTUM,PROMOTE20,-0.06501019302893903,0.25
2016-09-28,EARLY_2016_2019,K200,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.05078838209148225,0.4
2016-09-28,EARLY_2016_2019,K200,MOM12_1,MOMENTUM,CF20,-0.04343747046698138,0.30000000000000004
2016-09-28,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,BASE,-0.036300477499023244,0.7
2016-09-28,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,VETO20,-0.029175890704090806,0.65
2016-09-28,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,PROMOTE20,-0.041638711132635106,0.65
2016-09-28,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.03369519083656515,0.6
2016-09-28,EARLY_2016_2019,K200,PRIVATE_FLOW,FLOW,CF20,-0.03443506640825906,0.7
2016-09-28,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,BASE,-0.053701045389809576,0.55
2016-09-28,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,VETO20,-0.05712898688132738,0.5
2016-09-28,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,PROMOTE20,-0.028461690040919547,0.55
2016-09-28,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.04877559772809183,0.5
2016-09-28,EARLY_2016_2019,K200,FOREIGN_FLOW,FLOW,CF20,-0.05162877153646185,0.55
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,BASE,-0.021559291451477117,0.4
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,VETO20,-0.02548070540849272,0.5
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,PROMOTE20,-0.016235650489443455,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,VETO_PROMOTE20,-0.026435511596778864,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OP12_REV,REVISION,CF20,-0.022832351157154547,0.4
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,BASE,-0.0172402697788475,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,VETO20,-0.022170500871793532,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,PROMOTE20,-0.01037633133391066,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.010264750172276623,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,OPFY1_REV,REVISION,CF20,-0.01583947497215718,0.5
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,BASE,-0.006303163439552813,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,VETO20,0.0013659772721975557,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,PROMOTE20,-0.005698671115089186,0.25
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,VETO_PROMOTE20,-0.005179663999411973,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PBR12MF,VALUE,CF20,0.0012238172310273438,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,BASE,-0.01512281063818203,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,VETO20,-0.016223437433951486,0.25
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,PROMOTE20,-0.016939077418020476,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,VETO_PROMOTE20,-0.01511689604828816,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PER12MF,VALUE,CF20,-0.01517558684986566,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,BASE,-0.049253953655510184,0.7
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO20,-0.05225008363366226,0.65
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,PROMOTE20,-0.03888139845842008,0.65
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.04888291814665928,0.7
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,-0.04886774533730888,0.7
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,BASE,-0.05324245051751018,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO20,-0.044854105304855584,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,PROMOTE20,-0.04503764367985026,0.25
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.0529734538403445,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,-0.054413775326419486,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,BASE,-0.03809706059004579,0.5
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO20,-0.033274377183593724,0.5
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,PROMOTE20,-0.03920410491080255,0.6
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.034695155312358436,0.65
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,-0.04046946184674872,0.5
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,BASE,-0.04174545047456536,0.4
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO20,-0.043986416707547105,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,PROMOTE20,-0.04352410649811154,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.04302466348681089,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,-0.04698700354104897,0.4
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,BASE,-0.007987018494188073,0.6
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,VETO20,-0.013381054907371992,0.7
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,PROMOTE20,0.0020770839551408687,0.7
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,VETO_PROMOTE20,-0.011944419635957165,0.65
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OP12_REV,REVISION,CF20,-0.0017365559821816146,0.55
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,BASE,-0.009809038763918122,0.5
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,VETO20,-0.018211705700318957,0.5
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,PROMOTE20,-0.003603232761336629,0.6
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.015136552483556923,0.55
2016-09-28,EARLY_2016_2019,KOSPI_ALL,OPFY1_REV,REVISION,CF20,-0.010263491457633545,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,BASE,0.012767570593771715,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,VETO20,0.008463139114754006,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,PROMOTE20,0.014422053561638648,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,VETO_PROMOTE20,0.005953558178172867,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PBR12MF,VALUE,CF20,0.00871960706374352,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,BASE,-0.011333985449646228,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,VETO20,-0.012824358133721625,0.25
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,PROMOTE20,-0.00583625658178549,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,VETO_PROMOTE20,-0.006037347321143921,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PER12MF,VALUE,CF20,-0.0037985241282252266,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,BASE,-0.05367124157485391,0.6
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,VETO20,-0.05308606152688955,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,PROMOTE20,-0.05432560736012815,0.6
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.06465213273996659,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM1M,MOMENTUM,CF20,-0.05709875975813143,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,BASE,-0.06646572979760665,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,VETO20,-0.06003576041620092,0.35
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,PROMOTE20,-0.06298514968534759,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.055220948581074236,0.35
2016-09-28,EARLY_2016_2019,KOSPI_ALL,MOM12_1,MOMENTUM,CF20,-0.0665856843269538,0.35
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,BASE,-0.04852514529773145,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO20,-0.047574664848626394,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,PROMOTE20,-0.041422869054427325,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.0329128236648917,0.85
2016-09-28,EARLY_2016_2019,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20,-0.03767228623603625,0.75
2016-09-28,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,BASE,-0.04316577655224783,0.55
2016-09-28,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO20,-0.04050650559990005,0.6
2016-09-28,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,PROMOTE20,-0.05275595720031252,0.65
2016-09-28,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.05878749387731138,0.55
2016-09-28,EARLY_2016_2019,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20,-0.05103726443107474,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,BASE,-0.05036882591945972,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,VETO20,-0.052904036320925926,0.55
2016-09-28,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,PROMOTE20,-0.04502311578048994,0.5
2016-09-28,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,VETO_PROMOTE20,-0.049537968794925044,0.5
2016-09-28,EARLY_2016_2019,KOSDAQ,OP12_REV,REVISION,CF20,-0.053701253699821073,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,BASE,-0.05150622323774402,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,VETO20,-0.010798699096592786,0.7
2016-09-28,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,PROMOTE20,-0.028623118673725485,0.7
2016-09-28,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.02040166552563823,0.7
2016-09-28,EARLY_2016_2019,KOSDAQ,OPFY1_REV,REVISION,CF20,-0.02694720900790922,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,BASE,-0.0110993980452729,0.050000000000000044
2016-09-28,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,VETO20,-0.010752855685805276,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,PROMOTE20,-0.012812950953344605,0.050000000000000044
2016-09-28,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,VETO_PROMOTE20,-0.009220124517792102,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSDAQ,PBR12MF,VALUE,CF20,-0.009824716212067524,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,BASE,-0.0407116071502197,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,VETO20,-0.04840409725716445,0.25
2016-09-28,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,PROMOTE20,-0.0339827998109546,0.25
2016-09-28,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,VETO_PROMOTE20,-0.04586843499523913,0.35
2016-09-28,EARLY_2016_2019,KOSDAQ,PER12MF,VALUE,CF20,-0.035334758961782946,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,BASE,-0.03120042303863515,0.8
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,VETO20,-0.02151619532579255,0.85
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,PROMOTE20,-0.030996030733920755,0.85
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.022947868439022804,0.9
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM1M,MOMENTUM,CF20,-0.022456003208434584,0.8
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,BASE,-0.07236427942617271,0.25
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,VETO20,-0.06335784822098653,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,PROMOTE20,-0.05606497032075819,0.25
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.05474119593257828,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSDAQ,MOM12_1,MOMENTUM,CF20,-0.05077394550030081,0.35
2016-09-28,EARLY_2016_2019,KOSDAQ,PRIVATE_FLOW,FLOW,BASE,-0.05428861179429073,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ,PRIVATE_FLOW,FLOW,VETO20,-0.03313897568684181,0.8
2016-09-28,EARLY_2016_2019,KOSDAQ,PRIVATE_FLOW,FLOW,PROMOTE20,-0.045275412214831764,0.5
2016-09-28,EARLY_2016_2019,KOSDAQ,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.037769455289030814,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ,PRIVATE_FLOW,FLOW,CF20,-0.04839882405919312,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ,FOREIGN_FLOW,FLOW,BASE,-0.05522108622634162,0.44999999999999996
2016-09-28,EARLY_2016_2019,KOSDAQ,FOREIGN_FLOW,FLOW,VETO20,-0.03284780058918195,0.5
2016-09-28,EARLY_2016_2019,KOSDAQ,FOREIGN_FLOW,FLOW,PROMOTE20,-0.05821089456071656,0.55
2016-09-28,EARLY_2016_2019,KOSDAQ,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.055145792541548035,0.55
2016-09-28,EARLY_2016_2019,KOSDAQ,FOREIGN_FLOW,FLOW,CF20,-0.03690402287095148,0.5
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,BASE,-0.04072106420844934,0.7
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,VETO20,-0.023854508442618952,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,PROMOTE20,-0.04547832704886438,0.6
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,VETO_PROMOTE20,-0.040019560304793235,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20,-0.033384962200689636,0.7
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,BASE,-0.018595367026128705,0.6
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,VETO20,-0.0329783692602615,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,PROMOTE20,-0.03292161863377255,0.55
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.033620372811077485,0.6
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20,-0.03215324162347468,0.55
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,BASE,0.01340759906213855,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,VETO20,0.0063042482638018885,0.15000000000000002
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,PROMOTE20,0.02421929418142816,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,VETO_PROMOTE20,0.015013551174158299,0.25
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20,0.009578343998383884,0.25
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,BASE,-0.0077082402392603415,0.09999999999999998
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,VETO20,-0.01405178794462029,0.19999999999999996
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,PROMOTE20,-0.00939962749015101,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,VETO_PROMOTE20,-0.009582285023746464,0.25
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20,-0.012547831835821971,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,BASE,-0.03251987667636566,0.75
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,VETO20,-0.02783474386962445,0.7
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,PROMOTE20,-0.02479637391990556,0.8
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.024116625905776973,0.85
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20,-0.034230542449670234,0.85
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,BASE,-0.06317911907868602,0.30000000000000004
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,VETO20,-0.05637249422832029,0.35
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,PROMOTE20,-0.04998143158534648,0.35
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,VETO_PROMOTE20,-0.045301114703999425,0.5
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20,-0.045831173780838445,0.5
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,BASE,-0.05362390139047041,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,VETO20,-0.03249530289803583,0.7
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,PROMOTE20,-0.039030103669703095,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.032005233589159986,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20,-0.023399797081299578,0.75
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,BASE,-0.034474763957016076,0.6
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,VETO20,-0.03749048371743143,0.65
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,PROMOTE20,-0.0471091320324244,0.7
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.054519997903458836,0.75
2016-09-28,EARLY_2016_2019,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20,-0.07449929566750489,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,BASE,-0.04467111665533361,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,VETO20,-0.0353001012174805,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,PROMOTE20,-0.04521757726493444,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,VETO_PROMOTE20,-0.038013790938235106,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20,-0.03988934929111276,0.6
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,BASE,-0.033575395761987106,0.55
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,VETO20,-0.0495015071199313,0.65
2016-09-28,EARLY_2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,PROMOTE20,-0.043074677006666645,0.55
