strategy,universe,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
CF20,K200,BULL_2025,25,0.002455605062629791,0.024,0.002455605062629791,0.0023836050626297907,0.002311605062629791
CF20,K200,EARLY_2016_2019,98,0.0002699296944752257,0.009247448979591837,0.0002699296944752257,0.00024218734753645018,0.0002144450005976748
CF20,K200,LATE_2020_2022,75,-8.292539804349478e-05,0.016583333333333332,-8.292539804349478e-05,-0.0001326753980434948,-0.00018242539804349481
CF20,K200,NORMAL_2023_2024,48,0.0007412773950016406,0.012760416666666663,0.0007412773950016406,0.0007029961450016406,0.0006647148950016405
CF20,K200,YTD_2026,13,0.002800941058417827,0.026442307692307692,0.002800941058417827,0.0027216141353409032,0.00264228721226398
CF20,KOSDAQ,BULL_2025,25,0.0004258316793954901,0.03325,0.0004258316793954901,0.0003260816793954903,0.0002263316793954903
CF20,KOSDAQ,EARLY_2016_2019,98,0.00042511091161576505,0.011415816326530612,0.00042511091161576505,0.0003908634626361732,0.0003566160136565814
CF20,KOSDAQ,LATE_2020_2022,75,0.0006616980117050663,0.03108333333333333,0.0006616980117050663,0.0005684480117050664,0.00047519801170506636
CF20,KOSDAQ,NORMAL_2023_2024,48,0.0004842006387000277,0.03515625000000001,0.0004842006387000277,0.00037873188870002784,0.00027326313870002774
CF20,KOSDAQ,YTD_2026,13,0.0054127858391999845,0.052403846153846155,0.0054127858391999845,0.005255574300738446,0.005098362762276908
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.004439843875482437,0.048249999999999994,0.004439843875482437,0.004295093875482437,0.004150343875482437
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0009399104005909317,0.037563775510204074,0.0009399104005909317,0.0008272190740603193,0.0007145277475297071
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0018960792376692954,0.060833333333333336,0.0018960792376692954,0.0017135792376692957,0.0015310792376692958
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.001076232439738742,0.05611979166666666,0.001076232439738742,0.0009078730647387425,0.0007395136897387424
CF20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.004853376192824443,0.06538461538461537,0.004853376192824443,0.004657222346670597,0.00446106850051675
CF20,KOSPI_ALL,BULL_2025,25,0.0027359705886824907,0.04499999999999999,0.0027359705886824907,0.002600970588682491,0.002465970588682491
CF20,KOSPI_ALL,EARLY_2016_2019,98,0.0003487730425639145,0.029591836734693882,0.0003487730425639145,0.0002599975323598327,0.00017122202215575112
CF20,KOSPI_ALL,LATE_2020_2022,75,0.0007175085720929224,0.04875000000000001,0.0007175085720929224,0.0005712585720929223,0.00042500857209292235
CF20,KOSPI_ALL,NORMAL_2023_2024,48,0.0005750031463474691,0.056640625,0.0005750031463474691,0.00040508127134746924,0.00023515939634746914
CF20,KOSPI_ALL,YTD_2026,13,0.0019144230575867361,0.05096153846153847,0.0019144230575867361,0.0017615384422021208,0.0016086538268175051
CF20,KOSPI_EX_K200,BULL_2025,25,0.001103935193157967,0.011999999999999997,0.001103935193157967,0.0010679351931579672,0.001031935193157967
CF20,KOSPI_EX_K200,EARLY_2016_2019,98,0.0003773837439609105,0.006760204081632653,0.0003773837439609105,0.0003571031317160125,0.00033682251947111453
CF20,KOSPI_EX_K200,LATE_2020_2022,75,2.8281939059669945e-05,0.02,2.8281939059669945e-05,-3.1718060940330185e-05,-9.171806094033003e-05
CF20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.0009633302265644974,0.022526041666666663,0.0009633302265644974,0.0008957521015644974,0.0008281739765644974
CF20,KOSPI_EX_K200,YTD_2026,13,0.0019844605993703276,0.03317307692307693,0.0019844605993703276,0.0018849413686010967,0.0017854221378318662
CF20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.004620957740483625,0.06899999999999999,0.004620957740483625,0.004413957740483626,0.004206957740483625
CF20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0014663648727892102,0.05720663265306124,0.0014663648727892102,0.0012947449748300266,0.0011231250768708428
CF20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.00169187364539479,0.0014446236453947898
CF20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0008432560410292208,0.08736979166666665,0.0008432560410292208,0.0005811466660292208,0.00031903729102922084
CF20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.011318455529616495,0.09134615384615384,0.011318455529616495,0.011044417068078032,0.010770378606539574
PROMOTE20,K200,BULL_2025,25,0.002056290300665598,0.051500000000000004,0.002056290300665598,0.0019017903006655983,0.0017472903006655982
PROMOTE20,K200,EARLY_2016_2019,98,-0.00010591684907219617,0.045535714285714284,-0.00010591684907219617,-0.0002425239919293389,-0.00037913113478648183
PROMOTE20,K200,LATE_2020_2022,75,-0.0006336970615028136,0.050166666666666665,-0.0006336970615028136,-0.0007841970615028134,-0.0009346970615028134
PROMOTE20,K200,NORMAL_2023_2024,48,0.0007231613010527504,0.05156249999999999,0.0007231613010527504,0.0005684738010527504,0.00041378630105275046
PROMOTE20,K200,YTD_2026,13,-0.0024062302593557236,0.05913461538461538,-0.0024062302593557236,-0.0025836341055095685,-0.0027610379516634148
PROMOTE20,KOSDAQ,BULL_2025,25,-0.0009027220203835491,0.05775,-0.0009027220203835491,-0.0010759720203835494,-0.001249222020383549
PROMOTE20,KOSDAQ,EARLY_2016_2019,98,0.0004105635147381502,0.04751275510204082,0.0004105635147381502,0.00026802524943202774,0.00012548698412590534
PROMOTE20,KOSDAQ,LATE_2020_2022,75,-0.0009445322336790774,0.04791666666666667,-0.0009445322336790774,-0.0010882822336790773,-0.001232032233679078
PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,-0.0005722778104258667,0.05625,-0.0005722778104258667,-0.0007410278104258665,-0.0009097778104258667
PROMOTE20,KOSDAQ,YTD_2026,13,0.0014395831985227951,0.04567307692307692,0.0014395831985227951,0.001302563967753564,0.0011655447369843335
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.0004437605435684471,0.05425,0.0004437605435684471,0.0002810105435684472,0.00011826054356844723
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0005075292000953953,0.053125000000000006,0.0005075292000953953,0.0003481542000953953,0.00018877920009539523
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0008194754498445793,0.04675000000000001,0.0008194754498445793,0.0006792254498445791,0.0005389754498445795
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.00043678280732354014,0.05104166666666667,0.00043678280732354014,0.00028365780732354004,0.00013053280732354028
PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.0003563971611269932,0.048557692307692316,0.0003563971611269932,0.00021072408420391605,6.505100728083892e-05
PROMOTE20,KOSPI_ALL,BULL_2025,25,0.0016508592147069494,0.04899999999999999,0.0016508592147069494,0.0015038592147069492,0.0013568592147069497
PROMOTE20,KOSPI_ALL,EARLY_2016_2019,98,-2.4168479641147722e-05,0.04732142857142856,-2.4168479641147722e-05,-0.00016613276535543318,-0.0003080970510697189
PROMOTE20,KOSPI_ALL,LATE_2020_2022,75,0.0008672871840638393,0.05391666666666667,0.0008672871840638393,0.000705537184063839,0.0005437871840638392
PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,48,-0.0007929583910865805,0.04596354166666666,-0.0007929583910865805,-0.0009308490160865805,-0.0010687396410865805
PROMOTE20,KOSPI_ALL,YTD_2026,13,0.0013948357689048774,0.041826923076923074,0.0013948357689048774,0.0012693549996741081,0.0011438742304433387
PROMOTE20,KOSPI_EX_K200,BULL_2025,25,0.0016608945739877406,0.057249999999999995,0.0016608945739877406,0.0014891445739877403,0.0013173945739877407
PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,98,-6.267845831755743e-05,0.04598214285714286,-6.267845831755743e-05,-0.00020062488688898594,-0.0003385713154604145
PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,75,0.0001547014870227593,0.052416666666666674,0.0001547014870227593,-2.5485129772409345e-06,-0.0001597985129772408
PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,48,-0.0008664077132856099,0.057812499999999996,-0.0008664077132856099,-0.00103984521328561,-0.00121328271328561
PROMOTE20,KOSPI_EX_K200,YTD_2026,13,0.0004347495470533811,0.06442307692307693,0.0004347495470533811,0.00024148031628415013,4.821108551491951e-05
PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.001064768593908498,0.03375,0.001064768593908498,0.0009635185939084978,0.0008622685939084976
PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0010258253742536343,0.0465561224489796,0.0010258253742536343,0.0008861570069066951,0.0007464886395597567
PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.00113331390310364,0.049833333333333334,0.00113331390310364,0.00098381390310364,0.0008343139031036399
PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0005047818125662993,0.05182291666666666,0.0005047818125662993,0.0003493130625662994,0.00019384431256629954
PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.0019370992054664668,0.04759615384615384,0.0019370992054664668,0.0017943107439280055,0.001651522282389544
VETO20,K200,BULL_2025,25,0.001889120753837329,0.06524999999999999,0.001889120753837329,0.0016933707538373287,0.0014976207538373284
VETO20,K200,EARLY_2016_2019,98,0.00012685711764506667,0.054846938775510196,0.00012685711764506667,-3.768369868146402e-05,-0.0002022245150079944
VETO20,K200,LATE_2020_2022,75,0.0002243207426493642,0.056833333333333326,0.0002243207426493642,5.3820742649364324e-05,-0.00011667925735063566
VETO20,K200,NORMAL_2023_2024,48,0.0007521858694812295,0.059765624999999996,0.0007521858694812295,0.0005728889944812294,0.0003935921194812295
VETO20,K200,YTD_2026,13,0.002167072528671656,0.07259615384615384,0.002167072528671656,0.0019492840671331943,0.0017314956055947323
VETO20,KOSDAQ,BULL_2025,25,-0.0010912529928645321,0.06075000000000001,-0.0010912529928645321,-0.0012735029928645325,-0.0014557529928645324
VETO20,KOSDAQ,EARLY_2016_2019,98,2.4917995720225814e-05,0.05554846938775511,2.4917995720225814e-05,-0.00014172741244303976,-0.00030837282060630503
VETO20,KOSDAQ,LATE_2020_2022,75,0.0010242760817696396,0.061333333333333344,0.0010242760817696396,0.0008402760817696396,0.0006562760817696395
VETO20,KOSDAQ,NORMAL_2023_2024,48,0.0004257913119790332,0.06067708333333333,0.0004257913119790332,0.0002437600619790333,6.172881197903328e-05
VETO20,KOSDAQ,YTD_2026,13,-0.0003062811631618295,0.06826923076923076,-0.0003062811631618295,-0.0005110888554695216,-0.0007158965477772143
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.0005246999597060707,0.057249999999999995,0.0005246999597060707,0.0003529499597060707,0.00018119995970607074
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0009926975323576311,0.06626275510204083,0.0009926975323576311,0.0007939092670515087,0.0005951210017453865
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0014964694638870955,0.06716666666666667,0.0014964694638870955,0.0012949694638870954,0.0010934694638870955
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.0006452109139521253,0.06223958333333333,0.0006452109139521253,0.00045849216395212506,0.00027177341395212513
VETO20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.003963495131096958,0.07307692307692308,0.003963495131096958,0.003744264361866188,0.0035250335926354194
VETO20,KOSPI_ALL,BULL_2025,25,0.0018997636497773292,0.05499999999999999,0.0018997636497773292,0.0017347636497773294,0.0015697636497773297
VETO20,KOSPI_ALL,EARLY_2016_2019,98,0.00034387722408755713,0.05688775510204081,0.00034387722408755713,0.00017321395878143464,2.5506934753122106e-06
VETO20,KOSPI_ALL,LATE_2020_2022,75,0.00044483062725805177,0.06008333333333334,0.00044483062725805177,0.0002645806272580517,8.433062725805154e-05
VETO20,KOSPI_ALL,NORMAL_2023_2024,48,0.0004806380992933617,0.06341145833333334,0.0004806380992933617,0.0002904037242933616,0.00010016934929336177
VETO20,KOSPI_ALL,YTD_2026,13,0.0006422476797560297,0.06971153846153848,0.0006422476797560297,0.00043311306437141494,0.00022397844898679913
VETO20,KOSPI_EX_K200,BULL_2025,25,0.002578281138580992,0.05324999999999999,0.002578281138580992,0.002418531138580992,0.002258781138580992
VETO20,KOSPI_EX_K200,EARLY_2016_2019,98,0.00032675598191622945,0.0548469387755102,0.00032675598191622945,0.00016221516558969875,-2.3256507368318813e-06
VETO20,KOSPI_EX_K200,LATE_2020_2022,75,-0.0006967769124516858,0.06716666666666667,-0.0006967769124516858,-0.0008982769124516858,-0.0010997769124516858
VETO20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.0011179806558065215,0.06536458333333332,0.0011179806558065215,0.0009218869058065215,0.0007257931558065215
VETO20,KOSPI_EX_K200,YTD_2026,13,0.004971674826630471,0.07884615384615384,0.004971674826630471,0.00473513636509201,0.004498597903553548
VETO20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.0007694572790118163,0.05625,0.0007694572790118163,0.0006007072790118162,0.0004319572790118163
VETO20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.000715816256609454,0.05529336734693878,0.000715816256609454,0.0005499361545686376,0.00038405605252782126
VETO20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0010795012559416228,0.06808333333333333,0.0010795012559416228,0.0008752512559416228,0.0006710012559416223
VETO20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,-0.00015572918564287907,0.05950520833333334,-0.00015572918564287907,-0.00033424481064287903,-0.000512760435642879
