strategy,universe,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
VETO20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.005644151251893094,0.06346153846153847,0.005644151251893094,0.005453766636508478,0.005263382021123863
VETO_PROMOTE20,K200,BULL_2025,25,0.0023042265395696914,0.08025,0.0023042265395696914,0.002063476539569691,0.0018227265395696914
VETO_PROMOTE20,K200,EARLY_2016_2019,98,0.00025486887636291653,0.06077806122448978,0.00025486887636291653,7.253469268944711e-05,-0.0001097994909840223
VETO_PROMOTE20,K200,LATE_2020_2022,75,0.0003632642122126388,0.06325,0.0003632642122126388,0.00017351421221263843,-1.6235787787361085e-05
VETO_PROMOTE20,K200,NORMAL_2023_2024,48,0.0007464741714041974,0.07174479166666665,0.0007464741714041974,0.0005312397964041977,0.00031600542140419746
VETO_PROMOTE20,K200,YTD_2026,13,0.004499957293038114,0.08028846153846153,0.004499957293038114,0.004259091908422729,0.0040182265238073445
VETO_PROMOTE20,KOSDAQ,BULL_2025,25,-0.0003953201072456651,0.08175,-0.0003953201072456651,-0.0006405701072456656,-0.0008858201072456656
VETO_PROMOTE20,KOSDAQ,EARLY_2016_2019,98,0.0005928323205828422,0.06887755102040816,0.0005928323205828422,0.00038619966752161756,0.0001795670144603932
VETO_PROMOTE20,KOSDAQ,LATE_2020_2022,75,0.0005785124013320557,0.06733333333333334,0.0005785124013320557,0.00037651240133205544,0.00017451240133205568
VETO_PROMOTE20,KOSDAQ,NORMAL_2023_2024,48,0.0009585527216555315,0.08476562500000001,0.0009585527216555315,0.0007042558466555317,0.0004499589716555317
VETO_PROMOTE20,KOSDAQ,YTD_2026,13,0.003759935021223762,0.07548076923076924,0.003759935021223762,0.003533492713531455,0.0033070504058391468
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,25,0.003376880424975179,0.07375,0.003376880424975179,0.003155630424975179,0.0029343804249751786
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2016_2019,98,0.0008242781910473557,0.07340561224489796,0.0008242781910473557,0.0006040613543126616,0.0003838445175779677
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,75,0.0014617021679780534,0.08075,0.0014617021679780534,0.0012194521679780536,0.0009772021679780541
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,48,0.0004513967410594099,0.07890625,0.0004513967410594099,0.0002146779910594097,-2.2040758940590395e-05
VETO_PROMOTE20,KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,13,0.006684081923910885,0.08798076923076924,0.006684081923910885,0.006420139616218578,0.00615619730852627
VETO_PROMOTE20,KOSPI_ALL,BULL_2025,25,0.0034991164840684134,0.07075000000000001,0.0034991164840684134,0.0032868664840684124,0.0030746164840684126
VETO_PROMOTE20,KOSPI_ALL,EARLY_2016_2019,98,0.0003214737037709055,0.06517857142857143,0.0003214737037709055,0.00012593798948519098,-6.959772480052306e-05
VETO_PROMOTE20,KOSPI_ALL,LATE_2020_2022,75,0.0007014832589356833,0.07683333333333334,0.0007014832589356833,0.0004709832589356833,0.00024048325893568317
VETO_PROMOTE20,KOSPI_ALL,NORMAL_2023_2024,48,0.0012107778466305464,0.07513020833333334,0.0012107778466305464,0.0009853872216305465,0.0007599965966305464
VETO_PROMOTE20,KOSPI_ALL,YTD_2026,13,0.0019477284620151398,0.07115384615384615,0.0019477284620151398,0.0017342669235536018,0.001520805385092063
VETO_PROMOTE20,KOSPI_EX_K200,BULL_2025,25,0.0024430348636405278,0.07424999999999998,0.0024430348636405278,0.002220284863640528,0.0019975348636405276
VETO_PROMOTE20,KOSPI_EX_K200,EARLY_2016_2019,98,0.0003378952205438086,0.06167091836734693,0.0003378952205438086,0.000152882465441768,-3.2130289660272736e-05
VETO_PROMOTE20,KOSPI_EX_K200,LATE_2020_2022,75,-0.0006510807370678569,0.08075,-0.0006510807370678569,-0.0008933307370678573,-0.0011355807370678568
VETO_PROMOTE20,KOSPI_EX_K200,NORMAL_2023_2024,48,0.000957960108898067,0.08059895833333333,0.000957960108898067,0.0007161632338980668,0.000474366358898067
VETO_PROMOTE20,KOSPI_EX_K200,YTD_2026,13,0.002931135759252496,0.09615384615384617,0.002931135759252496,0.0026426742207909574,0.0023542126823294183
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,BULL_2025,25,0.0029102498553161627,0.0655,0.0029102498553161627,0.0027137498553161626,0.0025172498553161626
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,EARLY_2016_2019,98,0.0006762925529981714,0.06881377551020408,0.0006762925529981714,0.00046985122646755914,0.0002634098999369469
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,LATE_2020_2022,75,0.0010027045419582802,0.08066666666666666,0.0010027045419582802,0.00076070454195828,0.0005187045419582803
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,48,0.0008052784774375144,0.07851562499999999,0.0008052784774375144,0.0005697316024375144,0.00033418472743751426
VETO_PROMOTE20,KOSPI_KOSDAQ_ALL,YTD_2026,13,0.00725289690322004,0.07403846153846155,0.00725289690322004,0.007030781518604656,0.006808666133989271
