policy,phase,return_type,period,cagr,sharpe,mdd,annual_turnover,annual_allocation_turnover,avg_target_exposure
CRASH_GUARD_REBAL10,2,NET30,TRAIN_2016_2022,0.09682276872762063,0.5197553246979705,-0.47014495572463,15.945745975905373,3.81151832460733,0.883653286794648
CRASH_GUARD_REBAL10,2,NET30,OOS_2023_2024,0.05705104039524822,0.37177747839180064,-0.22365019692042176,16.31346076760909,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,2,NET30,PRE_STRESS_2016_2024,0.08788755786672464,0.4890925225219216,-0.47014495572463,16.027182811568018,3.4239130434782608,0.8958333333333334
CRASH_GUARD_REBAL10,2,NET30,BULL_2025,0.48656532939095953,1.9235043240756724,-0.17972054969935347,17.97272443251374,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,2,NET30,YTD_2026,0.23327854435238815,0.6956657288541793,-0.2712400564626334,16.851046266674903,5.142857142857142,0.7482993197278912
CRASH_GUARD_REBAL10,2,NET60,TRAIN_2016_2022,0.04543344082077527,0.3097697219674456,-0.5146343449819902,15.945745975905373,3.81151832460733,0.883653286794648
CRASH_GUARD_REBAL10,2,NET60,OOS_2023_2024,0.006412278994190723,0.1358041707468272,-0.22880131660834013,16.31346076760909,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,2,NET60,PRE_STRESS_2016_2024,0.036663110618706085,0.27389669795034616,-0.5146343449819902,16.027182811568018,3.4239130434782608,0.8958333333333334
CRASH_GUARD_REBAL10,2,NET60,BULL_2025,0.4082817306722515,1.6585789493602354,-0.19063292756497463,17.97272443251374,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,2,NET60,YTD_2026,0.17227944368572623,0.5810378768488939,-0.27662919387042517,16.851046266674903,5.142857142857142,0.7482993197278912
CRASH_GUARD_REBAL10,3,GROSS,TRAIN_2016_2022,0.17672386379060567,0.8338227213954426,-0.47481173875453775,16.155455261356842,3.813736903376019,0.8835855646100116
CRASH_GUARD_REBAL10,3,GROSS,OOS_2023_2024,0.16849511109416215,0.8428562402685131,-0.2216053981575472,15.855754284429189,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,3,GROSS,PRE_STRESS_2016_2024,0.17489565459966583,0.8355833127725488,-0.47481173875453775,16.08905119351922,3.42546443135478,0.8957861350249207
CRASH_GUARD_REBAL10,3,GROSS,BULL_2025,0.4497223742548371,1.7967907746661327,-0.17589348409219452,18.063025766042415,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,3,GROSS,YTD_2026,0.3086868867295829,0.8011305179049579,-0.2238476519515371,18.02341474651244,5.142857142857142,0.7551020408163265
CRASH_GUARD_REBAL10,3,NET30,TRAIN_2016_2022,0.1209955414170274,0.6189755771294385,-0.47665063244120887,16.155455261356842,3.813736903376019,0.8835855646100116
CRASH_GUARD_REBAL10,3,NET30,OOS_2023_2024,0.1141611842714998,0.6185013227142022,-0.22552245644348523,15.855754284429189,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,3,NET30,PRE_STRESS_2016_2024,0.11947766205334753,0.6187540496082733,-0.47665063244120887,16.08905119351922,3.42546443135478,0.8957861350249207
CRASH_GUARD_REBAL10,3,NET30,BULL_2025,0.37317064714766235,1.551419792783534,-0.1805451014589824,18.063025766042415,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,3,NET30,YTD_2026,0.23972759520948128,0.6881991476575896,-0.2309827610713968,18.02341474651244,5.142857142857142,0.7551020408163265
CRASH_GUARD_REBAL10,3,NET60,TRAIN_2016_2022,0.06779792705809995,0.4037077547014609,-0.47848635198812417,16.155455261356842,3.813736903376019,0.8835855646100116
CRASH_GUARD_REBAL10,3,NET60,OOS_2023_2024,0.06225229629998297,0.3924527790453392,-0.2368255752213807,15.855754284429189,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,3,NET60,PRE_STRESS_2016_2024,0.06656670275181509,0.4012602794143123,-0.47848635198812417,16.08905119351922,3.42546443135478,0.8957861350249207
CRASH_GUARD_REBAL10,3,NET60,BULL_2025,0.30050308738474163,1.3019832333652832,-0.1874481269314492,18.063025766042415,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,3,NET60,YTD_2026,0.1742551132294241,0.5752672329369983,-0.2380700556123232,18.02341474651244,5.142857142857142,0.7551020408163265
CRASH_GUARD_REBAL10,4,GROSS,TRAIN_2016_2022,0.19036379354718336,0.8931772774087259,-0.45737517963438523,16.119408707505393,3.815958066394875,0.88351776354106
CRASH_GUARD_REBAL10,4,GROSS,OOS_2023_2024,0.21521572062599925,1.0181137822735542,-0.19891619000970384,15.845301082542372,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,4,GROSS,PRE_STRESS_2016_2024,0.19582846213698923,0.9200389223214426,-0.45737517963438523,16.058647769786937,3.4270172257479596,0.8957388939256573
CRASH_GUARD_REBAL10,4,GROSS,BULL_2025,0.5493594949214144,2.130321004802882,-0.1837409055498639,17.722318512294034,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,4,GROSS,YTD_2026,0.06079725462306196,0.36402011979965193,-0.2414470511125132,18.353703124974622,5.142857142857142,0.7619047619047619
CRASH_GUARD_REBAL10,4,NET30,TRAIN_2016_2022,0.1341126506620216,0.6758617681345358,-0.45934971039264194,16.119408707505393,3.815958066394875,0.88351776354106
CRASH_GUARD_REBAL10,4,NET30,OOS_2023_2024,0.15874562313672191,0.7957022809288424,-0.20295731077344692,15.845301082542372,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,4,NET30,PRE_STRESS_2016_2024,0.13952742754572278,0.7015933454808938,-0.45934971039264194,16.058647769786937,3.4270172257479596,0.8957388939256573
CRASH_GUARD_REBAL10,4,NET30,BULL_2025,0.4690499306302185,1.884781215025581,-0.18835161236699072,17.722318512294034,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,4,NET30,YTD_2026,0.003903591956475827,0.2505434781136457,-0.25012999282583137,18.353703124974622,5.142857142857142,0.7619047619047619
CRASH_GUARD_REBAL10,4,NET60,TRAIN_2016_2022,0.08041086187322244,0.45813545651016585,-0.4654797633000163,16.119408707505393,3.815958066394875,0.88351776354106
CRASH_GUARD_REBAL10,4,NET60,OOS_2023_2024,0.10479406176199291,0.5722571804825064,-0.2069849603247217,15.845301082542372,2.061349693251534,0.9386503067484663
CRASH_GUARD_REBAL10,4,NET60,PRE_STRESS_2016_2024,0.08576899540149108,0.48260638290481067,-0.4654797633000163,16.058647769786937,3.4270172257479596,0.8957388939256573
CRASH_GUARD_REBAL10,4,NET60,BULL_2025,0.3927388911226575,1.6345195416505895,-0.1970396742576166,17.722318512294034,4.165289256198347,0.8760330578512396
CRASH_GUARD_REBAL10,4,NET60,YTD_2026,-0.05006002973724233,0.13791238377229204,-0.2587345835843986,18.353703124974622,5.142857142857142,0.7619047619047619
CRASH_GUARD_REBAL10,5,GROSS,TRAIN_2016_2022,0.10925957490610028,0.5687200839087996,-0.4703741844775883,15.458700892729908,2.937062937062937,0.9009324009324009
CRASH_GUARD_REBAL10,5,GROSS,OOS_2023_2024,0.2134077849192102,1.0341026399326123,-0.1769336640794893,15.919741205933834,2.5766871165644174,0.9079754601226994
CRASH_GUARD_REBAL10,5,GROSS,PRE_STRESS_2016_2024,0.13155667018398476,0.6641169903001546,-0.4703741844775883,15.5609452070867,2.857142857142857,0.9024943310657596
CRASH_GUARD_REBAL10,5,GROSS,BULL_2025,0.768149586492612,2.610631717615249,-0.17430243017376001,15.112260158504167,1.0413223140495866,0.9793388429752066
CRASH_GUARD_REBAL10,5,GROSS,YTD_2026,0.4535019182110569,1.1043222868091884,-0.16839368854033154,15.046641201121602,5.142857142857142,0.564625850340136
CRASH_GUARD_REBAL10,5,NET30,TRAIN_2016_2022,0.05894151285478433,0.3659762395671295,-0.47216731830496206,15.458700892729908,2.937062937062937,0.9009324009324009
CRASH_GUARD_REBAL10,5,NET30,OOS_2023_2024,0.15676241785291345,0.8047008608812184,-0.19946809004398824,15.919741205933834,2.5766871165644174,0.9079754601226994
CRASH_GUARD_REBAL10,5,NET30,PRE_STRESS_2016_2024,0.07989548732859775,0.45596565869203565,-0.47216731830496206,15.5609452070867,2.857142857142857,0.9024943310657596
CRASH_GUARD_REBAL10,5,NET30,BULL_2025,0.6897031272860321,2.408285714033484,-0.1788470546646994,15.112260158504167,1.0413223140495866,0.9793388429752066
CRASH_GUARD_REBAL10,5,NET30,YTD_2026,0.3892751239811152,0.9981321946674553,-0.1683936885403312,15.046641201121602,5.142857142857142,0.564625850340136
CRASH_GUARD_REBAL10,5,NET60,TRAIN_2016_2022,0.010811066019306592,0.16301077264385136,-0.4739574953727034,15.458700892729908,2.937062937062937,0.9009324009324009
CRASH_GUARD_REBAL10,5,NET60,OOS_2023_2024,0.10265426655421672,0.5737714869766023,-0.22218919959218364,15.919741205933834,2.5766871165644174,0.9079754601226994
CRASH_GUARD_REBAL10,5,NET60,PRE_STRESS_2016_2024,0.030495389692861474,0.24736594174069348,-0.4739574953727034,15.5609452070867,2.857142857142857,0.9024943310657596
CRASH_GUARD_REBAL10,5,NET60,BULL_2025,0.614594772737828,2.203203301852775,-0.18337555722751353,15.112260158504167,1.0413223140495866,0.9793388429752066
CRASH_GUARD_REBAL10,5,NET60,YTD_2026,0.32774321798865125,0.8905432245149936,-0.1683936885403311,15.046641201121602,5.142857142857142,0.564625850340136
CRASH_GUARD_REBAL10,6,GROSS,TRAIN_2016_2022,0.12616053461717835,0.6339282395291318,-0.4585411056686862,15.510571293185064,2.938775510204082,0.9008746355685131
CRASH_GUARD_REBAL10,6,GROSS,OOS_2023_2024,0.15582329547218232,0.793741722948359,-0.20485214618948078,16.0307169761652,2.5766871165644174,0.9100204498977505
CRASH_GUARD_REBAL10,6,GROSS,PRE_STRESS_2016_2024,0.13267538159005499,0.6668412906200035,-0.4585411056686862,15.625975666586738,2.858439201451906,0.9029038112522686
CRASH_GUARD_REBAL10,6,GROSS,BULL_2025,0.8626632769540585,2.8580326599437287,-0.15468516951688016,15.121353903830846,1.0413223140495866,0.9752066115702479
CRASH_GUARD_REBAL10,6,GROSS,YTD_2026,0.5695366310507597,1.2909920571624984,-0.1637290370423068,14.783679373939984,5.142857142857142,0.5714285714285714
CRASH_GUARD_REBAL10,6,NET30,TRAIN_2016_2022,0.07490838981340842,0.4308027595301105,-0.46046057180287114,15.510571293185064,2.938775510204082,0.9008746355685131
CRASH_GUARD_REBAL10,6,NET30,OOS_2023_2024,0.1014983564719707,0.5651444558196445,-0.2228224852438777,16.0307169761652,2.5766871165644174,0.9100204498977505
CRASH_GUARD_REBAL10,6,NET30,PRE_STRESS_2016_2024,0.08075192779484874,0.4585104495358762,-0.46046057180287114,15.625975666586738,2.858439201451906,0.9029038112522686
CRASH_GUARD_REBAL10,6,NET30,BULL_2025,0.7799746464039201,2.662830656539804,-0.158981237790763,15.121353903830846,1.0413223140495866,0.9752066115702479
CRASH_GUARD_REBAL10,6,NET30,YTD_2026,0.5013667254775536,1.18678793774198,-0.1637290370423068,14.783679373939984,5.142857142857142,0.5714285714285714
CRASH_GUARD_REBAL10,6,NET60,TRAIN_2016_2022,0.02589216155213725,0.22741775237958262,-0.48491952690370554,15.510571293185064,2.938775510204082,0.9008746355685131
CRASH_GUARD_REBAL10,6,NET60,OOS_2023_2024,0.04962283084441843,0.33595749672750486,-0.24574663613360703,16.0307169761652,2.5766871165644174,0.9100204498977505
CRASH_GUARD_REBAL10,6,NET60,PRE_STRESS_2016_2024,0.031110523925584443,0.2498610549242449,-0.48491952690370554,15.625975666586738,2.858439201451906,0.9029038112522686
CRASH_GUARD_REBAL10,6,NET60,BULL_2025,0.700806181265732,2.4628407416219007,-0.16326320353484258,15.121353903830846,1.0413223140495866,0.9752066115702479
CRASH_GUARD_REBAL10,6,NET60,YTD_2026,0.436003300655182,1.0810935859255766,-0.16372903704230668,14.783679373939984,5.142857142857142,0.5714285714285714
CRASH_GUARD_REBAL10,7,GROSS,TRAIN_2016_2022,0.13528810236528255,0.6730081248473218,-0.4456971906307855,15.475326872303583,2.94049008168028,0.9008168028004667
CRASH_GUARD_REBAL10,7,GROSS,OOS_2023_2024,0.14783315620556792,0.7595222403450843,-0.19259245099727906,15.9066477249653,2.5766871165644174,0.9120654396728016
CRASH_GUARD_REBAL10,7,GROSS,PRE_STRESS_2016_2024,0.13806083612443243,0.6909762683561143,-0.4456971906307855,15.571067179589821,2.8597367226509305,0.9033136631865638
CRASH_GUARD_REBAL10,7,GROSS,BULL_2025,0.8200377333282112,2.6854235494061425,-0.13923028103565904,14.961717485723529,1.0413223140495866,0.9710743801652892
CRASH_GUARD_REBAL10,7,GROSS,YTD_2026,0.5120802710850425,1.2215409674463937,-0.15219962715313695,14.986703311453239,5.142857142857142,0.5782312925170068
CRASH_GUARD_REBAL10,7,NET30,TRAIN_2016_2022,0.08373508761241855,0.467924608830159,-0.4474841984331437,15.475326872303583,2.94049008168028,0.9008168028004667
CRASH_GUARD_REBAL10,7,NET30,OOS_2023_2024,0.09429193967790717,0.5315886875762402,-0.2127557347782304,15.9066477249653,2.5766871165644174,0.9120654396728016
CRASH_GUARD_REBAL10,7,NET30,PRE_STRESS_2016_2024,0.08606956355286077,0.4812025170424092,-0.4474841984331437,15.571067179589821,2.8597367226509305,0.9033136631865638
CRASH_GUARD_REBAL10,7,NET30,BULL_2025,0.7400754591185421,2.4892764901935363,-0.14361274025650517,14.961717485723529,1.0413223140495866,0.9710743801652892
CRASH_GUARD_REBAL10,7,NET30,YTD_2026,0.4455235472301291,1.1089605259391706,-0.15373945519895127,14.986703311453239,5.142857142857142,0.5782312925170068
CRASH_GUARD_REBAL10,7,NET60,TRAIN_2016_2022,0.03442557990894057,0.26329901666570005,-0.4910597812560844,15.475326872303583,2.94049008168028,0.9008168028004667
CRASH_GUARD_REBAL10,7,NET60,OOS_2023_2024,0.04314672071010217,0.30540039324937895,-0.23245665485357914,15.9066477249653,2.5766871165644174,0.9120654396728016
CRASH_GUARD_REBAL10,7,NET60,PRE_STRESS_2016_2024,0.03635509438961515,0.2721221821959662,-0.4910597812560844,15.571067179589821,2.8597367226509305,0.9033136631865638
CRASH_GUARD_REBAL10,7,NET60,BULL_2025,0.6634808083538615,2.2903536517025183,-0.1479804184110649,14.961717485723529,1.0413223140495866,0.9710743801652892
CRASH_GUARD_REBAL10,7,NET60,YTD_2026,0.3817447781567418,0.9961403794463978,-0.1552792832447656,14.986703311453239,5.142857142857142,0.5782312925170068
CRASH_GUARD_REBAL10,8,GROSS,TRAIN_2016_2022,0.145570515385411,0.7141911644024305,-0.43505721744417003,15.405478500925442,2.9422066549912436,0.900758902510216
CRASH_GUARD_REBAL10,8,GROSS,OOS_2023_2024,0.1439006477681779,0.7544390201188982,-0.20262825913155924,16.007720175476166,2.5766871165644174,0.9141104294478528
CRASH_GUARD_REBAL10,8,GROSS,PRE_STRESS_2016_2024,0.14519947603751815,0.722182424979466,-0.43505721744417003,15.539218818298425,2.8610354223433245,0.9037238873751136
CRASH_GUARD_REBAL10,8,GROSS,BULL_2025,0.6528272842508749,2.237892351149104,-0.17364996856589388,15.392407893433846,1.0413223140495866,0.9669421487603306
CRASH_GUARD_REBAL10,8,GROSS,YTD_2026,0.49615457239242744,1.170400464539048,-0.15518493481924145,14.713557408337337,5.142857142857142,0.5850340136054422
CRASH_GUARD_REBAL10,8,NET30,TRAIN_2016_2022,0.09378007334017524,0.5100470143129843,-0.436940867751045,15.405478500925442,2.9422066549912436,0.900758902510216
CRASH_GUARD_REBAL10,8,NET30,OOS_2023_2024,0.0902113429486755,0.5214283343394128,-0.21686741869349413,16.007720175476166,2.5766871165644174,0.9141104294478528
CRASH_GUARD_REBAL10,8,NET30,PRE_STRESS_2016_2024,0.09298655464754768,0.5121881830645267,-0.436940867751045,15.539218818298425,2.8610354223433245,0.9037238873751136
CRASH_GUARD_REBAL10,8,NET30,BULL_2025,0.5781677422701568,2.0477542741931867,-0.18167636092842276,15.392407893433846,1.0413223140495866,0.9669421487603306
CRASH_GUARD_REBAL10,8,NET30,YTD_2026,0.43147433355107245,1.0652708739756402,-0.15671386290177547,14.713557408337337,5.142857142857142,0.5850340136054422
CRASH_GUARD_REBAL10,8,NET60,TRAIN_2016_2022,0.044233235590861675,0.30502715799396557,-0.4631908864544224,15.405478500925442,2.9422066549912436,0.900758902510216
CRASH_GUARD_REBAL10,8,NET60,OOS_2023_2024,0.038939187117867924,0.2886139947130508,-0.2383618743217477,16.007720175476166,2.5766871165644174,0.9141104294478528
CRASH_GUARD_REBAL10,8,NET60,PRE_STRESS_2016_2024,0.043055256429491484,0.3015010145669902,-0.4631908864544224,15.539218818298425,2.8610354223433245,0.9037238873751136
CRASH_GUARD_REBAL10,8,NET60,BULL_2025,0.5067428669318959,1.8537837336050116,-0.18964150651518374,15.392407893433846,1.0413223140495866,0.9669421487603306
CRASH_GUARD_REBAL10,8,NET60,YTD_2026,0.36944569269559424,0.9593519284533216,-0.15824279098430893,14.713557408337337,5.142857142857142,0.5850340136054422
CRASH_GUARD_REBAL10,9,GROSS,TRAIN_2016_2022,0.1370856672877907,0.6842814345781181,-0.46079052866734294,15.314096703399356,2.94392523364486,0.9007009345794392
CRASH_GUARD_REBAL10,9,GROSS,OOS_2023_2024,0.1514606714699418,0.7937187313787915,-0.18990812174376315,16.127299996449505,2.5766871165644174,0.9161554192229039
CRASH_GUARD_REBAL10,9,GROSS,PRE_STRESS_2016_2024,0.14026380122256787,0.7064306403531151,-0.46079052866734294,15.494767494086098,2.862335302135393,0.9041344843253066
CRASH_GUARD_REBAL10,9,GROSS,BULL_2025,0.5969311892117752,2.143389712777182,-0.17240728963155239,15.351554101130432,1.0413223140495866,0.9628099173553719
CRASH_GUARD_REBAL10,9,GROSS,YTD_2026,0.21292606690806148,0.6712432201620744,-0.15590846655993684,14.767185018169302,5.142857142857142,0.5918367346938775
CRASH_GUARD_REBAL10,9,NET30,TRAIN_2016_2022,0.08597709274560184,0.47918594003438175,-0.505673735611098,15.314096703399356,2.94392523364486,0.9007009345794392
CRASH_GUARD_REBAL10,9,NET30,OOS_2023_2024,0.09702257843635675,0.5555989827872573,-0.19376882524392114,16.127299996449505,2.5766871165644174,0.9161554192229039
CRASH_GUARD_REBAL10,9,NET30,PRE_STRESS_2016_2024,0.08842143847623252,0.4946596357160142,-0.505673735611098,15.494767494086098,2.862335302135393,0.9041344843253066
CRASH_GUARD_REBAL10,9,NET30,BULL_2025,0.5249831685453288,1.9369937289954269,-0.18024453661873185,15.351554101130432,1.0413223140495866,0.9628099173553719
CRASH_GUARD_REBAL10,9,NET30,YTD_2026,0.16030299155702288,0.563780099810395,-0.16087206362445128,14.767185018169302,5.142857142857142,0.5918367346938775
CRASH_GUARD_REBAL10,9,NET60,TRAIN_2016_2022,0.03706970847470936,0.2745750957947385,-0.5469079526234952,15.314096703399356,2.94392523364486,0.9007009345794392
CRASH_GUARD_REBAL10,9,NET60,OOS_2023_2024,0.04505415048875561,0.31808009363610434,-0.19761729126040728,16.127299996449505,2.5766871165644174,0.9161554192229039
CRASH_GUARD_REBAL10,9,NET60,PRE_STRESS_2016_2024,0.03883833837617101,0.28339483469530186,-0.5469079526234952,15.494767494086098,2.862335302135393,0.9041344843253066
CRASH_GUARD_REBAL10,9,NET60,BULL_2025,0.4561430803744604,1.72951362343429,-0.1880236723523857,15.351554101130432,1.0413223140495866,0.9628099173553719
CRASH_GUARD_REBAL10,9,NET60,YTD_2026,0.109845035958962,0.45670789457322714,-0.17030632713812177,14.767185018169302,5.142857142857142,0.5918367346938775
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,GROSS,TRAIN_2016_2022,0.12195185368192574,0.7035251469308537,-0.44055989951537533,16.06327953453806,6.846066061235998,0.6714119697850087
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,GROSS,OOS_2023_2024,0.11807679333018739,0.702490298782374,-0.1521571586700049,16.575441538940435,5.470240234961935,0.7402862985685071
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,GROSS,PRE_STRESS_2016_2024,0.12109327538290193,0.7033918042068441,-0.44055989951537533,16.176604068543835,6.541641251712007,0.6866515837104072
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,GROSS,BULL_2025,0.2580426894975041,1.5509590303503336,-0.12059025404798585,16.295586468367596,6.331080095118931,0.6694214876033058
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,GROSS,YTD_2026,0.26035119743165813,1.0204455936346075,-0.08093950263229055,12.912739413540882,6.906600181890684,0.42857142857142855
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET30,TRAIN_2016_2022,0.06913016121354465,0.4475654218792627,-0.4769195523002203,16.064120262863963,6.846906789561899,0.6714119697850087
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET30,OOS_2023_2024,0.06378155778834671,0.4314606185385264,-0.15618442494308804,16.575756805579598,5.470555501601098,0.7402862985685071
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET30,PRE_STRESS_2016_2024,0.06794437979796597,0.4441478058575854,-0.4769195523002203,16.177328529555343,6.542365712723512,0.6866515837104072
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET30,BULL_2025,0.19796922179233034,1.2364837777575162,-0.12671716927190657,16.293509886826122,6.329003513577459,0.6694214876033058
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET30,YTD_2026,0.21246662792401216,0.8713392736753635,-0.08324926880298711,12.91517257908815,6.909033347437951,0.42857142857142855
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET60,TRAIN_2016_2022,0.018703986102794445,0.19308118619437462,-0.5341870159598648,16.0649626038211,6.847749130519037,0.6714119697850087
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET60,OOS_2023_2024,0.012025148052196677,0.15799043940629354,-0.16642687574245563,16.57607196139707,5.470870657418567,0.7402862985685071
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET60,PRE_STRESS_2016_2024,0.017222392625738436,0.1856031852256976,-0.5341870159598648,16.17805422185488,6.54309140502305,0.6866515837104072
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET60,BULL_2025,0.1406751583019057,0.9182319210518595,-0.13394168694908426,16.291428864932044,6.326922491683378,0.6694214876033058
FB20_HALF_REBAL10_CRASH_IMMEDIATE,0,NET60,YTD_2026,0.16630235416642636,0.7212309629535754,-0.08825035227692957,12.917610465842198,6.9114712341920015,0.42857142857142855
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,GROSS,TRAIN_2016_2022,0.10274089975223966,0.6160360294350352,-0.4224885198661186,15.414080991424068,6.851067229217299,0.6651162790697674
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,GROSS,OOS_2023_2024,0.06529185060939557,0.4395672015935632,-0.17953052761827093,16.14617150322798,5.503939988248848,0.7341513292433538
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,GROSS,PRE_STRESS_2016_2024,0.09433904746725319,0.5778916697821959,-0.4224885198661186,15.576141770180117,6.552857532144609,0.6803983703033046
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,GROSS,BULL_2025,0.19995170225741465,1.2120654825829735,-0.1511384458205296,16.175656562720675,6.331848789253742,0.6611570247933884
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,GROSS,YTD_2026,0.3102182538292588,1.1685029520753918,-0.09543130505345288,13.271518216277986,7.063420396328432,0.4217687074829932
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET30,TRAIN_2016_2022,0.05286610768068756,0.36829343879216353,-0.4378368714881712,15.414965262554661,6.851951500347892,0.6651162790697674
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET30,OOS_2023_2024,0.014885791444440688,0.17361059385062189,-0.18878246727765158,16.14693551415831,5.504703999179179,0.7341513292433538
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET30,PRE_STRESS_2016_2024,0.04433784804367069,0.32621471876425034,-0.4378368714881712,15.57699941965479,6.553715181619281,0.6803983703033046
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET30,BULL_2025,0.14300879857230564,0.9099598426065837,-0.1583312309183822,16.174680481361833,6.330872707894898,0.6611570247933884
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET30,YTD_2026,0.25920404037757216,1.0154446419502752,-0.09656239637602138,13.272607204239273,7.064509384289718,0.4217687074829932
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET60,TRAIN_2016_2022,0.005158164046355385,0.1222717167475687,-0.4924029925939175,15.416084604994285,6.853070842787514,0.6651162790697674
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET60,OOS_2023_2024,-0.03322864646117174,-0.0906928556943498,-0.2295531837474326,16.147700722804043,5.505469207824911,0.7341513292433538
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET60,PRE_STRESS_2016_2024,-0.0034686943066396525,0.07624753823713296,-0.4924029925939175,15.578040368511248,6.554756130475738,0.6803983703033046
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET60,BULL_2025,0.08866776602999371,0.6056671750945564,-0.16756375247037658,16.17484736055505,6.331039587088114,0.6611570247933884
FB20_HALF_REBAL10_CRASH_IMMEDIATE,1,NET60,YTD_2026,0.21008304692131374,0.8614727515895029,-0.09769648340639714,13.273698607873516,7.065600787923961,0.4217687074829932
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,GROSS,TRAIN_2016_2022,0.08669717773267371,0.5310965835947888,-0.4643891588351349,15.398063975680184,6.859479021217721,0.6588132635253054
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,GROSS,OOS_2023_2024,0.044374947627967565,0.3345864583616883,-0.16958204288131173,16.18514500512221,5.488958038175286,0.7280163599182005
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,GROSS,PRE_STRESS_2016_2024,0.07717871446016611,0.48999106101419204,-0.4643891588351349,15.572376758015848,6.555953314375442,0.6741394927536232
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,GROSS,BULL_2025,0.32232960425878865,1.8384251581832018,-0.12662068218072098,15.050289784651248,5.813816591319988,0.6528925619834711
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,GROSS,YTD_2026,0.2919112092196987,1.143330140512807,-0.09117656583097067,13.295465099962215,7.7910770226453545,0.41496598639455784
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET30,TRAIN_2016_2022,0.03759633452384259,0.2895593731924885,-0.497174155701942,15.398733936731585,6.8601489822691235,0.6588132635253054
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET30,OOS_2023_2024,-0.0051881818524881496,0.06097486226839941,-0.17595603197427823,16.186083297423508,5.489896330476582,0.7280163599182005
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET30,PRE_STRESS_2016_2024,0.027965041181076122,0.24182535227338514,-0.497174155701942,15.573106145689168,6.5566827020487635,0.6741394927536232
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET30,BULL_2025,0.2639339668343801,1.5446664029005877,-0.1312870886066584,15.048968035170814,5.8124948418395554,0.6528925619834711
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET30,YTD_2026,0.2412738109820589,0.9820361356301308,-0.09117656583097111,13.296039156811613,7.791651079494751,0.41496598639455784
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET60,TRAIN_2016_2022,-0.009370469687024596,0.04948970793182792,-0.5423026297310328,15.399427539913468,6.860842585451006,0.6588132635253054
FB20_HALF_REBAL10_CRASH_IMMEDIATE,2,NET60,OOS_2023_2024,-0.05249115636833135,-0.20993676232624212,-0.1960073077332639,16.187023253331727,5.490836286384804,0.7280163599182005
